rank,cihui,pinyin,mismatch_parsed,invalid_parsed,has_subdefs
55295,洗炼,xǐliàn,False,True,False
55676,呐呐,nènè,False,True,False
56278,小器,xiǎoqi,False,True,False
56621,希奇古怪,xīqí-gǔguài,False,True,False
58728,砂土,shātǔ,False,True,False
58952,词尾,cíwěi,False,False,False
59282,牛头不对马嘴,niútóu bù duì mǎzuǐ,False,False,False
