rank,hanzi,pinyin,mismatch_parsed,invalid_parsed,has_subdefs,raw_html
3795,馀,yú,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>馀</x-hw><x-pr> yú</x-pr>（餘）<br>同 “余2”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>“余”是“餘”的简化字，在“餘”和“余”意义可能混淆时，《简化字总表》规定仍用“餘”，但要类推简化成“馀”，如文言句“馀年无多”<x-f>。</x-f></t-note><x-ref>另见</x-ref>yú""余2”<x-f>。</x-f>
"
3814,唷,yāo,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>唷</x-hw><x-pr> yāo</x-pr><br>见“<a href=""entry://哼唷"" type=""see"">哼（hēng）唷</a>”<x-f>。</x-f>
"
3844,娑,suō,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>娑</x-hw><x-pr> suō</x-pr>
<dt>见“<a href=""entry://婆娑"" type=""see"">婆（pó）娑</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>不读 shā<x-f>。</x-f></t-note>
"
3851,蔺,lìn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蔺</x-hw><x-pr> lìn</x-pr>（藺）
<dt><x-sn>①</x-sn>见“<a href=""entry://马蔺"" type=""see"">马蔺</a>”<x-f>。</x-f>
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-gram>名</x-gram>姓<x-f>。</x-f></dt><t-note><x-lb>用法说明</x-lb>下边“门”里是“隹”，不是“佳”<x-f>。</x-f></t-note>
"
3885,萸,yú,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>萸</x-hw><x-pr> yú</x-pr>
<dt>见“<a href=""x-dictionary:r:0012A06:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='0012A07'])"" title=""茱"" type=""see"">茱（zhū）萸</a>”<x-f>。</x-f>
"
3904,氲,yūn,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>氲</x-hw><x-pr> yūn</x-pr><br>见“<a href=""x-dictionary:r:0010FB4:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='0010FB5'])"" title=""氤"" type=""see"">氤（yīn）氲</a>”<x-f>。</x-f>
"
3915,咤,zhà,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>咤</x-hw><x-pr> zhà</x-pr>（*吒）<br>见“<a href=""entry://叱咤"" type=""see"">叱（chì）咤</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>不读 chà<x-f>。</x-f></t-note><x-ref>另见</x-ref>zhā<x-f>。</x-f>
"
3945,蒡,bàng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蒡</x-hw><x-pr> bàng</x-pr><br>见“<a href=""entry://牛蒡"" type=""see"">牛蒡</a>”<x-f>。</x-f>
"
3959,珀,pò,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>珀</x-hw><x-pr> pò</x-pr>
<dt>见“<a href=""x-dictionary:r:0005E52:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='0005E53'])"" title=""琥"" type=""see"">琥（hǔ）珀</a>”<x-f>。</x-f>
"
3969,滢,yíng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>滢</x-hw><x-pr> yíng</x-pr>（瀅）
<dt>见“<a href=""entry://汀滢"" type=""see"">汀（tīng）滢</a>”<x-f>。</x-f>
"
3971,蓿,xu,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蓿</x-hw><x-pr> xu</x-pr>
<dt>见“<a href=""x-dictionary:r:000A1A8:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000A1A9'])"" title=""苜"" type=""see"">苜（mù）蓿</a>”<x-f>。</x-f>
"
3980,豉,chǐ,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>豉</x-hw><x-pr> chǐ</x-pr>
<dt>见“<a href=""entry://豆豉"" type=""see"">豆豉</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>㊀统读 chǐ，不读 chí 或 shì。㊁跟“鼓”不同<x-f>。</x-f></t-note>
"
3995,槿,jǐn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>槿</x-hw><x-pr> jǐn</x-pr>
<dt>见“<a href=""entry://木槿"" type=""see"">木槿</a>”<x-f>。</x-f>
"
4003,臾,yú,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>臾</x-hw><x-pr> yú</x-pr>
<dt>见“<a href=""entry://须臾"" type=""see"">须臾</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>由“臼”和“人”构成<x-f>。</x-f></t-note>
"
4023,獗,jué,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>獗</x-hw><x-pr> jué</x-pr>
<dt>见“<a href=""entry://猖獗"" type=""see"">猖（chāng）獗</a>”<x-f>。</x-f>
"
4088,篌,hóu,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>篌</x-hw><x-pr> hóu</x-pr>
<dt>见“<a href=""x-dictionary:r:0008181:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='0008182'])"" title=""箜"" type=""see"">箜（kōng）篌</a>”<x-f>。</x-f>
"
4115,敖,áo,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>敖</x-hw><x-pr> áo</x-pr>
<dt><x-sn>①</x-sn>古同“<a href=""entry://遨"" type=""sameas"">遨</a>”<x-f>。</x-f>
<dt><x-sn>②</x-sn>古同“<a href=""entry://隞"" type=""sameas"">隞</a>”<x-f>。</x-f>
<dt><x-sn>③</x-sn><sbl2>○</sbl2><x-gram>名</x-gram>姓<x-f>。</x-f></dt>
"
4133,傥,tǎng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>傥</x-hw><x-pr> tǎng</x-pr>（儻）
<dt><x-sn>①</x-sn>古同“倘”<x-f>。</x-f>
<dt><x-sn>②</x-sn><sbl2>○</sbl2>见“<a href=""x-dictionary:r:000DE9F:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000DEA0'])"" title=""倜"" type=""see"">倜（tì）傥</a>”<x-f>。</x-f>
"
4159,啷,lāng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>啷</x-hw><x-pr> lāng</x-pr>
<dt>见“当啷”<x-f>。</x-f>
"
4161,猁,lì,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>猁</x-hw><x-pr> lì</x-pr>
<dt>见“<a href=""x-dictionary:r:000C766:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000C767'])"" title=""猞"" type=""see"">猞（shē）猁</a>”<x-f>。</x-f>
"
4162,妤,yú,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>妤</x-hw><x-pr> yú</x-pr>
<dt>见“<a href=""x-dictionary:r:0007359:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000735A'])"" title=""婕"" type=""see"">婕（jié）妤</a>”<x-f>。</x-f>
"
4165,逅,hòu,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>逅</x-hw><x-pr> hòu</x-pr>
<dt>见“<a href=""x-dictionary:r:000FB76:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000FB77'])"" title=""邂"" type=""see"">邂（xiè）逅</a>”<x-f>。</x-f>
"
4216,榈,lǘ,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>榈</x-hw><x-pr> lǘ</x-pr>（櫚）
<dt>见“<a href=""entry://棕榈"" type=""see"">棕榈</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>统读 lǘ，不读 lǚ<x-f>。</x-f></t-note>
"
4230,闵,mǐn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>闵</x-hw><x-pr> mǐn</x-pr>（閔）
<dt><x-sn>①</x-sn>古同“<a href=""entry://悯"" type=""sameas"">悯</a>”<x-f>。</x-f>
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-gram>名</x-gram>姓<x-f>。</x-f></dt>
"
4248,魉,liǎng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>魉</x-hw><x-pr> liǎng</x-pr>（魎）<br>见“<a href=""x-dictionary:r:000E9A6:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000E9A7'])"" title=""魍"" type=""see"">魍（wǎng）魉</a>”<x-f>。</x-f>
"
4256,礴,bó,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>礴</x-hw><x-pr> bó</x-pr>
<dt>见“<a href=""x-dictionary:r:000A995:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000A996'])"" title=""磅"" type=""see"">磅（páng）礴</a>”<x-f>。</x-f>
"
4276,楂,chá,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>楂</x-hw><x-pr> chá</x-pr><br>同 “<a href=""entry://茬"" type=""sameas"">茬</a>”<x-f>。</x-f>现在一般写作“茬”<x-f>。</x-f></dt>
<dt><x-ref>另见</x-ref><a href=""entry://楂"" type=""seealso"">zhā</a><x-f>。</x-f></dt><hr><dt class='title'><x-hw>楂</x-hw><x-pr> zhā</x-pr>
<dt>见“<a href=""entry://山楂"" type=""see"">山楂</a>”<x-f>。</x-f><br><x-ref>另见</x-ref><a href=""entry://楂"" type=""seealso"">chá</a><x-f>。</x-f>
"
4279,胱,guāng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>胱</x-hw><x-pr> guāng</x-pr>
<dt>见“<a href=""x-dictionary:r:000A993:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000A994'])"" title=""膀"" type=""see"">膀（páng）胱</a>”<x-f>。</x-f>
"
4288,醐,hú,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>醐</x-hw><x-pr> hú</x-pr>
<dt>见“<a href=""entry://醍醐"" type=""see"">醍（tí）醐</a>”<x-f>。</x-f>
"
4296,鹂,lí,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鹂</x-hw><x-pr> lí</x-pr>（鸝）
<dt>见“<a href=""entry://黄鹂"" type=""see"">黄鹂</a>”<x-f>。</x-f>
"
4298,娌,lǐ,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>娌</x-hw><x-pr> lǐ</x-pr><br>见“<a href=""x-dictionary:r:00129A6:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='00129A7'])"" title=""妯"" type=""see"">妯娌（zhóuli）</a>”<x-f>。</x-f>
"
4299,裟,shā,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>裟</x-hw><x-pr> shā</x-pr>
<dt>见“<a href=""x-dictionary:r:0006B42:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='0006B43'])"" title=""袈"" type=""see"">袈（jiā）裟</a>”<x-f>。</x-f>
"
4333,蜊,lí,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蜊</x-hw><x-pr> lí</x-pr><br>见“<a href=""entry://蛤蜊"" type=""see"">蛤蜊（géli）</a>”<x-f>。</x-f>
"
4380,螂,láng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>螂</x-hw><x-pr> láng</x-pr>（*蜋）<br>见“虼（gè）螂”<x-f>。</x-f>
"
4417,徉,yáng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>徉</x-hw><x-pr> yáng</x-pr>
<dt>见“<a href=""x-dictionary:r:00018CB:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='00018CC'])"" title=""徜"" type=""see"">徜（cháng）徉</a>”<x-f>。</x-f>
"
4419,鸠,jiū,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script>鸠 1 <x-pr> jiū</x-pr>（鳩）<br><x-gram>名</x-gram>鸟，常指斑鸠<x-f>。</x-f></dt>
<dt>见“<a href=""entry://斑鸠"" type=""see"">斑鸠</a>”<x-f>。</x-f></dt><hr><dt class='title'>鸠 2 <x-pr> jiū</x-pr>（鳩）<br><x-gram>动</x-gram>古同“勼”，聚集<x-f>。</x-f></dt><dd><x-ex><x-key>鸠</x-key>集</x-ex><x-ex><x-lb> | </x-lb><x-key>鸠</x-key>合</x-ex></dd><t-note><x-lb>用法说明</x-lb>“鸠”字跟“鸩”不同<x-f>。</x-f></t-note>
"
4444,龊,chuò,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>龊</x-hw><x-pr> chuò</x-pr>（齪）
<dt>见“<a href=""x-dictionary:r:000EDD1:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000EDD3'])"" title=""龌"" type=""see"">龌（wò）龊</a>”<x-f>。</x-f>
"
4458,鸪,gū,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鸪</x-hw><x-pr> gū</x-pr>（鴣）
<dt>见“鹁（bó）鸪”<x-f>。</x-f>
"
4474,跹,xiān,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>跹</x-hw><x-pr> xiān</x-pr>（躚）
<dt><x-sn>①</x-sn>见“<a href=""entry://翩跹"" type=""see"">翩（piān）跹</a>”<x-f>。</x-f>
<dt><x-sn>②</x-sn><sbl2>○</sbl2>见“<a href=""entry://蹁跹"" type=""see"">蹁（pián）跹</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>不读 qiān<x-f>。</x-f></t-note>
"
4475,苷,gān,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>苷</x-hw><x-pr> gān</x-pr>
<dt>见“<a href=""entry://糖苷"" type=""see"">糖苷</a>”<x-f>。</x-f>
"
4477,圄,yǔ,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>圄</x-hw><x-pr> yǔ</x-pr>
<dt>见“<a href=""x-dictionary:r:0008FD8:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='0008FD9'])"" title=""囹"" type=""see"">囹（líng）圄</a>”<x-f>。</x-f>
"
4485,阪,bǎn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>阪</x-hw><x-pr> bǎn</x-pr>
<dt><x-sn>①</x-sn>古同“坂”
<dt><x-sn>②</x-sn><sbl2>○</sbl2>用于地名。如大阪，在日本<x-f>。</x-f></dt>
"
4504,珞,luò,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>珞</x-hw><x-pr> luò</x-pr>
<dt><x-sn>①</x-sn>见“<a href=""entry://璎珞"" type=""see"">璎（yīng）珞</a>”<x-f>。</x-f>
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-gram>名</x-gram>姓<x-f>。</x-f></dt>
"
4507,疸,da,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>疸</x-hw><x-pr> da</x-pr><br>见“<a href=""entry://疙疸"" type=""see"">疙（gē）疸</a>”<x-f>。</x-f><br><x-ref>另见</x-ref><a href=""entry://疸"" type=""seealso"">dǎn</a><x-f>。</x-f></dt><hr><dt class='title'><x-hw>疸</x-hw><x-pr> dǎn</x-pr>
<dt>见“<a href=""entry://黄疸"" type=""see"">黄疸</a>”<x-f>。</x-f><br><x-ref>另见</x-ref><a href=""entry://疸"" type=""seealso"">da</a><x-f>。</x-f>
"
4552,蔻,kòu,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蔻</x-hw><x-pr> kòu</x-pr>
<dt>见“<a href=""entry://豆蔻"" type=""see"">豆蔻</a>”<x-f>。</x-f>
"
4557,娲,wā,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>娲</x-hw><x-pr> wā</x-pr>（媧）
<dt>见“<a href=""entry://女娲"" type=""see"">女娲</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>统读 wā，不读 wō<x-f>。</x-f></t-note>
"
4561,琶,pá,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>琶</x-hw><x-pr> pá</x-pr>
<dt>见“<a href=""x-dictionary:r:000AC0C:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000AC0D'])"" title=""琵"" type=""see"">琵（pí）琶</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>统读 pá，不读 bā<x-f>。</x-f></t-note>
"
4575,芪,qí,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>芪</x-hw><x-pr> qí</x-pr><br>见“<a href=""entry://黄芪"" type=""see"">黄芪</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>下边是“氏（shì）”，不是“氐（dǐ）”<x-f>。</x-f></t-note>
"
4581,蟮,shàn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蟮</x-hw><x-pr> shàn</x-pr>
<dt>见“<a href=""entry://曲蟮"" type=""see"">曲（qū）蟮</a>”<x-f>。</x-f>
"
4596,咛,níng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>咛</x-hw><x-pr> níng</x-pr>（嚀）<br>见“<a href=""entry://叮咛"" type=""see"">叮（dīng）咛</a>”<x-f>。</x-f>
"
4599,缈,miǎo,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>缈</x-hw><x-pr> miǎo</x-pr>（緲）
<dt>见“<a href=""x-dictionary:r:000ACE7:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000ACE9'])"" title=""缥"" type=""see"">缥（piāo）缈</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>统读 miǎo，不读 miào<x-f>。</x-f></t-note>
"
4603,耦,ǒu,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>耦</x-hw><x-pr> ǒu</x-pr>
<dt><x-sn>①</x-sn>古同“偶2”①②<x-f>。</x-f>
<dt><x-sn>②</x-sn><sbl>→</sbl><x-gram>动</x-gram>古代指两个人并排耕作<x-f>。</x-f></dt>
"
4607,鳟,zūn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鳟</x-hw><x-pr> zūn</x-pr>（鱒）
<dt>见“赤眼鳟”<x-f>。</x-f>
"
4619,苒,rǎn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>苒</x-hw><x-pr> rǎn</x-pr>
<dt>见“<a href=""entry://荏苒"" type=""see"">荏（rěn）苒</a>”<x-f>。</x-f>
"
4622,轾,zhì,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>轾</x-hw><x-pr> zhì</x-pr>（輊）<br>见“<a href=""entry://轩轾"" type=""see"">轩（xuān）轾</a>”<x-f>。</x-f>
"
