rank,cihui,pinyin,mismatch_parsed,invalid_parsed,has_subdefs
40877,鱼叉,yúchā,False,True,False
42201,五谷丰登,wǔgǔ-fēngdēng,False,False,False
42242,卜辞,bǔcí,False,False,False
42406,闭门羹,bìméngēng,False,False,False
42913,飘流,piāoliú,False,True,False
42956,妥贴,tuǒtiē,False,True,False
43635,兆赫,zhàohè,False,False,False
44182,疙疸,gēda,False,True,False
44769,制伏,zhìfú,False,False,False
