rank,cihui,pinyin,mismatch_parsed,invalid_parsed,has_subdefs
90641,枭将,xiāojiàng,False,True,False
90821,扒犁,páli,False,True,False
90885,绵联,miánlián,False,True,False
91283,飘飖,piāoyáo,False,True,False
91376,白槎儿,báichár,False,True,False
91413,申敕,shēnchì,False,False,False
91467,鸠集,jiūjí,False,True,False
91882,轶诗,yìshī,False,True,False
92041,可钉可铆,kědīng-kěmǎo,False,True,False
92197,夫倡妇随,fūchàng-fùsuí,False,True,False
92497,淜湃,péngpài,False,True,False
