rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
85001,1,抽闲,chōuxián,,,动,抽空,忙中抽闲
85002,1,糅杂,róuzá,,,动,杂糅,
85006,1,寸楷,cùnkǎi,,,名,大小约一寸见方的楷体毛笔字,壁上挂的是一幅寸楷的《治家格言》。
85008,1,笛膜,dímó,,,名,贴在紧临吹孔的孔上的竹膜或苇膜，吹笛时可振动发声,
85010,1,石蒜,shísuàn,,,名,多年生草本植物，秋天开红色或白色伞状花。地下球形鳞茎有毒，含石蒜碱，可以做药材,
85011,1,麦粒肿,màilìzhǒng,,,名,急性睑腺炎。症状是眼睑边缘靠近睫毛处出现麦粒状小疙瘩，红肿，疼痛，化脓。多由葡萄球菌侵入眼睑的皮脂腺引起。通称针眼（yan）,
85012,1,脑贫血,nǎopínxuè,,,名,脑部血管血液过少的疾病，多由出血过多或营养不良等引起。症状有面色苍白、四肢无力、恶心、头痛、耳鸣等,
85014,1,橡皮糖,xiàngpítáng,,,名,质地类似橡皮的糖果,
85016,1,照面儿,zhàomiànr,,,名,短暂的碰面,打了个照面儿
85016,2,照面儿,zhàomiànr,,,动,露面,他三天没照面儿了。
85019,1,赶趟儿,gǎntàngr,,,动,赶得上；来得及,我来得太晚了，还赶趟儿吗?｜坐飞机去还赶得上趟儿。
85021,1,凉白开,liángbáikāi,,,名,凉了的白开水,
85022,1,揭疮疤,jiēchuāngbā,,,,比喻揭露别人的短处或痛处,
85023,1,亲家公,qìngjiagōng,,,名,对儿子的岳丈或女儿的公公的称呼,
85024,1,桡动脉,ráodòngmài,,,名,在桡骨下端位置较浅的动脉。是中医临床切脉的部位,
85027,1,花池子,huāchízi,,,名,中间种植花草、四周围有矮栏的地方,
85030,1,解小手,jiěxiǎoshǒu,,,动,小便,
85039,1,削肩,xuējiān,,,名,溜肩膀①,
85041,1,净口,jìngkǒu,,,动,曲艺表演中指去除粗俗、低级趣味的话，使语言净化,
85042,1,楦子,xuànzi,,,名,制作鞋帽时，放在鞋帽里面用来定型的木头模子,
85045,1,耠子,huōzi,,,名,一种松土的农具。中有高脊，比犁轻便。也用于开沟播种,
85047,1,付讫,fùqì,,,动,交清（多指款项）,邮资付讫
85048,1,赶活儿,gǎnhuór,,,动,赶工,我正忙着赶活儿呢!
85051,1,熬头儿,áotour,,,名,指度过艰难困苦过上美好生活的希望,孩子长大了，有熬头儿啦!
85055,1,棺材瓤子,guāncai rángzi,,,,咒骂或戏称年老或体弱多病的人,
85056,1,旁系亲属,pángxì qīnshǔ,,,,直系亲属以外，在血统上和自己同出一源的人（如兄、弟、姐、妹、伯、叔、甥、侄等）及其配偶,
85058,1,旁逸斜出,pángyì-xiéchū,,,,从侧面不规则地长出,
85063,1,白日见鬼,báirì-jiànguǐ,,,,比喻遇见了离奇古怪、一般不可能发生的事,
85066,1,抱薪救火,bàoxīn-jiùhuǒ,,,,抱着柴火去救火。比喻用错误的方法去消除祸患，只能使祸患更加严重,
85069,1,超尘拔俗,chāochén-bású,,,,形容人品、见解等极其高超，不同一般（尘：尘世；俗：世俗）,
85073,1,力气活儿,lìqihuór,,,名,需费力气的体力劳动,适当干些力气活儿，对身体有好处。
85074,1,米寿,mǐshòu,,,名,指88岁寿辰。因“米”字拆开后，上面的一点一撇和下面的一撇一捺形近两个“八”，中间的一横一竖形近“十”，顺序恰是“八——十——八”，故称,
85075,1,不经之谈,bùjīngzhītán,,,,没有根据、不合情理的言论（经：正常，合理）,
85076,1,欣慕,xīnmù,,,动,喜爱而仰慕,欣慕之情
85078,1,众目昭彰,zhòngmù-zhāozhāng,,,,大家的眼睛都看得很清楚（昭彰：明显）,
85082,1,入境问俗,rùjìng-wènsú,,,,《礼记·曲礼上》：“入竟（境）而问禁，入国而问俗，入门而问讳。”意思是说进入别国或一个新的地方，先要问清那里的风俗和禁忌，以免无意中触犯,
85088,1,呼嚎,hūháo,,,动,（野兽、风等）吼叫,远处传来野兽的呼嚎。
85093,1,焦煳,jiāohú,,,形,又焦又煳,一股焦煳味儿
85094,1,歧路亡羊,qílù-wángyáng,,,,《列子·说符》中说，有人丢了羊，没有找着，原因是路上岔道儿太多，不知道该往哪条岔道儿去找。比喻情况纷繁复杂，如果不能掌握正确方向，则难免误入歧途或一无所获。,
85099,1,机械效率,jīxiè xiàolǜ,,,,机械输出的有用功同外界输入给机械的总功之比。一般用百分数表示,
85101,1,深耕细作,shēngēng-xìzuò,,,,深耕土地，进行细致的田间管理,
85102,1,稳压电源,wěnyā diànyuán,,,,电流输出时电压保持稳定的电源,
85105,1,大天白日,dàtiān-báirì,,,,白天（含强调意）,大天白日说梦话
85113,1,辅车相依,fǔchē-xiāngyī,,,,牙床离不开颊骨，颊骨也离不开牙床（辅：颊骨；车：牙床）。比喻关系密切、相互依存,
85115,1,排筏,páifá,,,名,排2③,
85117,1,指甲盖儿,zhǐjiagàir,,,名,指甲,
85119,1,饥餐渴饮,jīcān-kěyǐn,,,,饿了吃饭，渴了喝水。多用来形容旅途生活的艰苦劳累,
85123,1,采景,cǎijǐng,,,动,选取景物（多用于摄影、摄像）,
85125,1,下笔成章,xiàbǐ-chéngzhāng,,,,一动笔就写成了文章。形容文思敏捷,
85131,1,垂直传播,chuízhíchuánbō,,,,指母亲将自身携带的病原体直接传给子女的传播方式,
85133,1,义形于色,yìxíngyúsè,,,,义愤之情显露在脸上,
85137,1,泥足巨人,nízú-jùrén,,,,比喻貌似强大而实际上非常虚弱的人或势力,
85144,1,打苞,dǎbāo,,,动,种子植物的花蕾刚成形,小麦刚打苞｜石榴打苞了
85145,1,猫哭老鼠,māokūlǎoshǔ,,,,比喻假装同情；假慈悲,
85147,1,秉直,bǐngzhí,,,形,秉性正直,秉直忠厚
85149,1,十年生聚,shínián-shēngjù,,,,长期繁衍人口，积聚财富,
85161,1,爽然若失,shuǎngrán-ruòshī,,,,神情茫然，若有所失。形容心里不踏实，总好像缺了什么似的,
85162,1,郁抑,yùyì,,,形,抑郁,
85165,1,间接推理,jiànjiē tuīlǐ,,,,由两个以上前提推出结论的推理（跟“直接推理”相对）,
85169,1,烂糊,lànhu,,,形,很烂（多指食物）,大米粥熬得挺烂糊的。
85170,1,打钩,dǎgōu,,,动,在文字材料上画“√”，用来表示正确或认可,他答的每道题，老师都打钩了｜请在您选中项目的左侧“□”内打钩。
85173,1,云遮雾障,yúnzhē-wùzhàng,,,,云雾弥漫，遮蔽使看不清楚,
85174,1,悲咽,bēiyè,,,动,悲伤哽咽,阵阵悲咽
85175,1,销账,xiāozhàng,,,动,把了结的账目从账上注销,
85176,1,贼星,zéixīng,,,名,流星①的俗称,
85177,1,贱物,jiànwù,,,名,价格低贱的货物；不值钱的东西,
85177,2,贱物,jiànwù,,,名,骂人的话，指下贱的人,
85179,1,精虫,jīngchóng,,,名,精子,
85180,1,满服,mǎnfú,,,动,为长辈服丧期满,
85182,1,蜜供,mìgòng,,,名,本指供奉神、佛、祖宗等的用浓糖浆浸渍的面食，后成为一种糕点,
85185,1,打钎,dǎqiān,,,动,爆破作业中用钎子在岩石上凿孔,
85186,1,逾分,yúfèn,,,动,超过适当分寸；超过本分,情绪冲动，言行逾分。
85188,1,歌篇儿,gēpiānr,,,名,印有歌曲的活页纸,
85192,1,浑话,húnhuà,,,名,无理的话；无聊的话,
85193,1,失单,shīdān,,,名,向有关部门提供的丢失财物的清单,开列失单报案
85194,1,歪才,wāicái,,,名,指正业以外的才能,他这个经理有点儿歪才，会作曲。
85194,2,歪才,wāicái,,,名,指具有这种才能的人,他怪点子不少，是个歪才。
85195,1,敛衽,liǎnrèn,,,动,提起衣襟夹于带间，表示敬意；元代以后专指妇女行礼,敛衽参拜
85196,1,刻漏,kèlòu,,,名,漏壶,
85199,1,定向天线,dìngxiàng tiānxiàn,,,,对特定方向能集中辐射或接收无线电波的天线。可以提高通信效率，减少干扰，改善通信质量。广泛用于远距离定点通信、卫星通信、雷达、无线电定位等方面,
85203,1,炊饼,chuībǐng,,,名,蒸饼（多见于近代汉语）,
85209,1,荤话,hūnhuà,,,名,脏话；低级下流的话,
85210,1,辊子,gǔnzi,,,名,辊,
85212,1,挖改,wāgǎi,,,动,（印刷制版时）挖去原有的（文字或图形），换上所需的,本页有两处要挖改。
85215,1,没遮没拦,méizhē-méilán,,,,没有遮拦,广场上没遮没拦，太阳晒得厉害。
85215,2,没遮没拦,méizhē-méilán,,,,比喻无约束、无顾忌（多用于说话方面）,一着急说话就没遮没拦了。
85216,1,中馈,zhōngkuì,,,名,指家庭膳食供应等事务（馈：指饮食之事）；借指妻子,中馈乏人（没有妻室）。
85219,1,竹黄,zhúhuáng,,,名,一种竹制工艺品，将竹筒加工后，雕刻上人物、山水、花鸟等。色泽光润，类似象牙，富装饰性,
85220,1,步韵,bùyùn,,,动,和（hè）诗的一种方式，韵脚及其次序必须同原诗一致,
85223,1,贰心,èrxīn,,,,现在规范词形写作“二心”,
85226,1,脱羽,tuōyǔ,,,动,鸟类在春秋两季脱落旧的羽毛换上新的,
85228,1,纵步,zòngbù,,,动,迈开大步,纵步向前
85228,2,纵步,zòngbù,,,名,一下向前跳得很远的步子,纵步跃上擂台
85231,1,面嫩,miànnèn,,,形,形容面容比实际年龄小,她面嫩，根本不像40岁的人。
85231,2,面嫩,miànnèn,,,形,脸皮薄；容易害羞,这孩子面嫩，一见生人就脸红。
85237,1,椒房,jiāofáng,,,名,古代指后、妃居住的宫室；后也借指后、妃。汉代后、妃宫室的墙壁用花椒和（huò）泥涂饰，既有香气，又寓意多子，故称,
85238,1,奇拔,qíbá,,,形,奇特挺拔,秀峰奇拔
85242,1,申讨,shēntǎo,,,动,公开揭露和谴责,申讨侵略者的罪行。
85243,1,护秋,hùqiū,,,动,看护大秋作物,
85246,1,停映,tíngyìng,,,动,（影片）停止放映,
85249,1,图穷匕首见,tú qióng bǐshǒu xiàn,,,,《战国策·燕策三》记载：荆轲受燕太子丹之命去刺杀秦王时，向秦王献上内藏匕首的燕国督亢地图，地图打开后露出了匕首。比喻事情发展到最后，真相才完全显露出来（多含贬义）。（也说图穷匕见。）,
85250,1,懂眼,dǒngyǎn,,,形,懂行,懂眼的人不多
85252,1,山轿,shānjiào,,,名,把椅子捆在杠子上做成的简易轿子。多在通过山路时乘坐,
85254,1,脚炉,jiǎolú,,,名,冬天烘脚用的小铜炉。扁圆，有提梁。炉中烧炭、锯末或谷糠，通过盖儿上的小孔散热。,
85256,1,哑场,yǎchǎng,,,动,戏剧表演中突然中断一切声响,
85256,2,哑场,yǎchǎng,,,动,开会时没人发言或中断发言,领导一问，大家一下子哑了场。
85259,1,勖勉,xùmiǎn,,,动,勉励,勖勉后学
85260,1,抄道,chāodào,,,动,走近路,咱们抄道赶上他们。
85260,2,抄道,chāodào,,,名,近路,走抄道省半个钟头。
85262,1,红净,hóngjìng,,,名,红生,
85265,1,摆功,bǎigōng,,,动,列举功劳、炫耀成绩,他一向不摆功
85267,1,被袋,bèidài,,,名,出行时装被褥、衣物等用的袋子，一般为圆筒形,
85269,1,憎称,zēngchēng,,,名,带有憎恶色彩的称呼,
85270,1,干探,gàntàn,,,名,干练的警探,
85271,1,劳步,láobù,,,动,客套话，用于请人或感谢人来访,多谢老师劳步来看我。
85273,1,删汰,shāntài,,,动,删减淘汰,删汰了若干条文
85276,1,炒饼,chǎobǐng,,,名,将烙饼细切成丝，加入肉丝、蔬菜等炒制而成的一种食品,
85277,1,绞结,jiǎojié,,,动,相互纠缠交织,千头万绪绞结心头。
85278,1,道碴,dàozhǎ,,,名,铺在铁路路基上、轨枕下的碎石、矿渣等，用以构成道床,
85279,1,绵绸,miánchóu,,,名,用绢纺中的下脚料为原料纺织成的平纹绸，表面不光滑，厚实柔韧，可作衣料等,
85280,1,凋败,diāobài,,,动,凋敝；凋零,百草凋败｜家业凋败
85283,1,莨绸,liángchóu,,,名,一种涂有薯莨汁液的平纹丝织品。有红、黄、黑等色；透气，耐腐蚀，适合做夏季衣料。主要产于广东、福建。,
85283,2,莨绸,liángchóu,,,名,（也说黑胶绸、拷绸、拷纱、香云纱。）,
85285,1,伶俜,língpīng,,,形,孤独；孤单,伶俜无依
