rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,new_sn
60592,1,勾连,gōulián,,,动,勾结,相互勾连，狼狈为奸。,1
60592,2,勾连,gōulián,,,动,牵连,这事把他也勾连上了。,2
60610,2,苟合,gǒuhé,,,动,苟且结合；多指男女之间不正当地结合,,1
60610,1,苟合,gǒuhé,,,动,〈文〉无原则地附和或迎合,苟合取容,2
60661,2,一闪念,yīshǎnniàn,,,名,突然出现的念头,这一闪念后来竟变成了事实。,1
60661,1,一闪念,yīshǎnniàn,,,动,（头脑）突然出现一个念头,脑子里突然一闪念：这是骗局。,2
60736,1,杂食,záshí,,,形,既吃动物又吃植物的,杂食动物,1
60736,2,杂食,záshí,,,名,多样的食物,吃杂食,2
60752,1,门脸儿,ménliǎnr,,,名,商店的门面,五间门脸儿的大药铺。,1
60752,2,门脸儿,ménliǎnr,,,名,借指商店,开个小门脸儿,2
60783,1,开伙,kāihuǒ,,,动,办伙食,我们公司不开伙｜自己在家开伙,1
60783,2,开伙,kāihuǒ,,,动,（集体食堂等）开始供应饭食,机关从明天起开伙。,2
60786,1,蜕皮,tuìpí,,,动,节肢动物和爬行动物生长过程中脱去旧皮，长出新皮,这条蛇刚刚蜕皮,1
60786,2,蜕皮,tuìpí,,,动,表皮脱落,后背晒蜕皮了,2
60830,2,刨床,bàochuáng,,,名,金属切削机床，主要用来刨削平面,,1
60830,1,刨床,bàochuáng,,,名,刨子上用来安装刨刀的木制部分,,2
60836,1,潮润,cháorùn,,,形,（空气、土壤等）湿润,,1
60836,2,潮润,cháorùn,,,形,含泪的样子,她两眼潮润，激动得说不下去了。,2
60844,1,采制,cǎizhì,,,动,采集并加工制作,采制中草药,1
60844,2,采制,cǎizhì,,,动,采访并制作,采制新闻节目,2
60877,1,偏房,piānfáng,,,名,四合院里东西两侧的房子,,1
60877,2,偏房,piānfáng,,,名,【妾】旧时男子除正妻以外另娶的女子,,2
60878,2,清账,qīngzhàng,,,动,结清账目,,1
60878,1,清账,qīngzhàng,,,动,清理或清查账目,会计正在清账｜上面派人来清账,2
60878,3,清账,qīngzhàng,,,名,整理过的详细账目,请把那本清账拿来。,3
60886,1,丘壑,qiūhè,,,名,深山幽谷；泛指山野,藏身丘壑,1
60886,2,丘壑,qiūhè,,,名,比喻文学作品中的深远意境,胸中丘壑，笔下丹青。,2
60902,1,文牍,wéndú,,,名,公文、公函的统称,文牍人员,1
60902,2,文牍,wéndú,,,名,旧时指做文牍工作的人,,2
60909,2,打横,dǎhéng,,,动,由直向转成横向,风浪太大，皮筏子直打横。,1
60909,1,打横,dǎhéng,,,动,围着方桌坐时，坐在横向的末座作陪,您坐主位，他坐客位，我打横作陪。,2
60918,1,世仇,shìchóu,,,名,世世代代沿袭下来的仇恨,化解矛盾，消除世仇。,1
60918,2,世仇,shìchóu,,,名,世世代代有仇的人或人家,昔日世仇变成了和睦的邻居。,2
60954,1,正音,zhèngyīn,,,名,规范的读音,,1
60954,2,正音,zhèngyīn,,,动,矫正读音，使规范,,2
60970,2,中继站,zhōngjìzhàn,,,名,在远距离无线电通信中，设置在通信线路沿途，用来对失真了的信号进行放大或再生，以保证信号传输质量的站点,,1
60970,1,中继站,zhōngjìzhàn,,,名,运输途中的转运站,,2
60981,1,孟浪,mènglàng,,,形,鲁莽；冒失,举止孟浪,1
60981,2,孟浪,mènglàng,,,动,到处漂泊,孟浪江湖,2
61013,2,灾星,zāixīng,,,名,比喻给人带来灾难的人或事物,,1
61013,1,灾星,zāixīng,,,名,古人用天象附会人事，把人间的灾变与某一星辰的出现或变化联系起来，称引起灾变的星辰为灾星,,2
61035,2,小九九,xiǎojiǔjiǔ,,,名,借指藏在心中的盘算；主意,早就猜到他那小九九了。,1
61035,1,小九九,xiǎojiǔjiǔ,,,名,九九歌,,2
61067,2,邪火,xiéhuǒ,,,名,异乎寻常的怒气,憋了一肚子邪火｜发邪火,1
61067,1,邪火,xiéhuǒ,,,名,中医指引起疾病的一种因素；由体弱引起的虚火,邪火攻心,2
61086,2,虎牙,hǔyá,,,名,指人的凸出的犬齿,,1
61086,1,虎牙,hǔyá,,,名,老虎的牙,,2
61087,1,哄人,hǒngrén,,,动,骗人,这分明是哄人!,1
61087,2,哄人,hǒngrén,,,动,逗人喜欢,这孩子会哄人了,2
61154,1,磙子,gǔnzi,,,名,播种后用来轧碎、轧紧覆土的圆柱形石制农具,,1
61154,2,磙子,gǔnzi,,,名,泛指某些圆柱形的碾压器具,碾盘上的磙子,2
61176,2,浅表,qiǎnbiǎo,,,形,肤浅,分析得很浅表,1
61176,1,浅表,qiǎnbiǎo,,,名,皮下接近表层的部位；比喻肤浅的层面,对问题的认识还停留在浅表上。,2
61190,2,痴狂,chīkuáng,,,形,形容迷恋到发狂的程度,痴狂地迷恋武术,1
61190,1,痴狂,chīkuáng,,,形,痴癫,他精神失常，已经有点儿痴狂了。,2
61286,2,庇荫,bìyìn,,,动,比喻庇护和保佑子孙后代,,1
61286,1,庇荫,bìyìn,,,动,（树木）遮蔽阳光,,2
61309,2,纵令,zònglìng,,,连,即使；即便,纵令亏损，也不能让劣质产品进入市场。,1
61309,1,纵令,zònglìng,,,动,放纵；听任,岂能纵令家人受贿?,2
61426,1,彩头,cǎitóu,,,名,迷信指能够得利的兆头,喜鹊叫，真是好彩头!,1
61426,2,彩头,cǎitóu,,,名,指博彩活动赢得的钱财,头奖的彩头是一辆小轿车。,2
61437,1,顶班,dǐngbān,,,动,代替别人上班,他请假，我给他顶班。,1
61437,2,顶班,dǐngbān,,,动,在岗位上干一个劳动力应完成的活,师傅年纪大了，可还在顶班劳动。,2
61440,2,缺漏,quēlòu,,,名,欠缺遗漏之处,弥补缺漏,1
61440,1,缺漏,quēlòu,,,动,欠缺遗漏,这本书缺漏了许多内容。,2
61445,2,雪藏,xuěcáng,,,动,比喻搁置不用或深藏不露,不能为了垄断而把这项技术雪藏起来。,1
61445,1,雪藏,xuěcáng,,,动,某些地区指冷藏,,2
61447,2,座子,zuòzi,,,名,自行车等上面供人坐的部分,车座子,1
61447,1,座子,zuòzi,,,名,【座】器物的基础部分或托底的东西,碑座子,2
61472,1,排炮,páipào,,,名,由多门大炮同时朝同一目标或同一方向发射的炮火,,1
61472,2,排炮,páipào,,,名,采石、开矿等工程中，许多炮眼同时进行的爆破,用排炮开山,2
61481,1,丝弦,sīxián,,,名,用丝拧成的琴弦；借指弦乐器,,1
61481,2,丝弦,sīxián,,,名,河北的地方剧种之一，流行于石家庄、保定一带。因以弦索（形似柳琴）伴奏，故称,,2
61491,1,编次,biāncì,,,动,按次序编排、整理,,1
61491,2,编次,biāncì,,,名,编排的次序,不要把编次打乱了。,2
61495,2,倒换,dǎohuàn,,,动,轮流替换,三个人倒换着护理病人。,1
61495,1,倒换,dǎohuàn,,,动,调换,倒换稻种,2
61500,1,回火,huíhuǒ,,,动,金属工件淬火后，再加热到低于临界温度，保温，然后冷却以提高其塑性或韧性等,,1
61500,2,回火,huíhuǒ,,,动,指气焊等过程中，火焰向管道出口的反方向燃烧,,2
61517,1,崩解,bēngjiě,,,动,（岩石等）由于风化而破裂成碎块儿,巨石已逐渐崩解,1
61517,2,崩解,bēngjiě,,,动,（国家政治体系、制度等）分崩瓦解,旧政权彻底崩解,2
61520,2,腌肉,yānròu,,,名,经过腌制的肉类,,1
61520,1,腌肉,yānròu,,,动,腌制肉类,,2
61601,1,妖气,yāoqì,,,名,俗指笼罩一定范围而使人隐约感觉到的有妖邪存在的气息,那儿阴森森的，好像有妖气。,1
61601,2,妖气,yāoqì,,,名,迷信指人受妖邪蛊惑呈现的气色,那道士说，你满脸妖气，一定遇上什么妖物了。,2
61601,3,妖气,yāoqì,,,形,妖里妖气,打扮得太妖气了,3
61602,1,返利,fǎnlì,,,动,商业活动中盈利者用一定的方式向对方返还部分利润,,1
61602,2,返利,fǎnlì,,,名,返还的利润,,2
61605,2,专诚,zhuānchéng,,,副,特别诚心地；特地,专诚邀请,1
61605,1,专诚,zhuānchéng,,,形,专一、真诚,待人特别专诚,2
61649,1,活泛,huófan,,,形,机敏；能随机应变,遇事要活泛点儿，别太古板了。,1
61649,2,活泛,huófan,,,形,经济状况宽裕,加了工资，手头才活泛点儿了。,2
61649,3,活泛,huófan,,,形,（动作）敏捷灵活,都70岁的人了，脑子不糊涂，手脚也挺活泛。,3
61662,2,状纸,zhuàngzhǐ,,,名,指起诉书,,1
61662,1,状纸,zhuàngzhǐ,,,名,印有固定格式，专供写起诉状的纸,,2
61678,1,濡染,rúrǎn,,,动,沾染；受熏陶,濡染家学,1
61678,2,濡染,rúrǎn,,,动,浸湿（笔墨）,濡染大笔,2
61685,2,傧相,bīnxiàng,,,名,现指婚礼中陪伴新郎的男子或陪伴新娘的女子,,1
61685,1,傧相,bīnxiàng,,,名,古代指接引宾客的人或典礼中担任司仪的人,,2
61692,2,势利眼,shìliyǎn,,,名,指处世态度势利的人,那人是个势利眼，不可交!,1
61692,1,势利眼,shìliyǎn,,,形,形容处世态度势利,这个人太势利眼了。,2
61694,2,棋高一着,qígāo-yīzhāo,,,,比喻本领、主意或办法比别人高,他技法独特，和同行相比，棋高一着。,1
61694,1,棋高一着,qígāo-yīzhāo,,,,棋艺比别人高出一筹,,2
61702,1,凄冷,qīlěng,,,形,凄凉寒冷,连日阴雨，天气格外凄冷。,1
61702,2,凄冷,qīlěng,,,形,凄清冷落,凄冷的气氛,2
61740,2,冷艳,lěngyàn,,,形,形容女子冷峻而美丽,一副冷艳而庄重的神态。,1
61740,1,冷艳,lěngyàn,,,形,素雅而美好,秋菊冷艳｜冷艳的月夜,2
61777,1,小账,xiǎozhàng,,,名,金额小的账目,零星小账,1
61777,2,小账,xiǎozhàng,,,名,小费,,2
61806,2,玄想,xuánxiǎng,,,名,不着边际的想法,美妙的玄想,1
61806,1,玄想,xuánxiǎng,,,动,不着边际地想象,静坐玄想,2
61817,1,脏污,zāngwū,,,形,肮脏污秽,环境脏污，亟须治理。,1
61817,2,脏污,zāngwū,,,名,脏东西；污迹,洗掉脏污,2
61833,2,青涩,qīngsè,,,形,形容不成熟,对这类事情的处理，他显得有些青涩。,1
61833,1,青涩,qīngsè,,,形,果实未成熟时色青味涩,青涩的杮子,2
61847,1,红皮书,hóngpíshū,,,名,某些国家的政府或议会正式公开发表的文件,,1
61847,2,红皮书,hóngpíshū,,,名,国际自然与自然资源保护同盟发布的有关濒危物种的最新状况的文件,,2
61875,1,老虎钳,lǎohǔqián,,,名,手工工具，钳口有刃，可以夹断钉子、铁丝等,,1
61875,2,老虎钳,lǎohǔqián,,,名,台钳,,2
61896,2,北曲,běiqǔ,,,名,金元时代流行于北方的戏曲（跟“南戏”相区别）,,1
61896,1,北曲,běiqǔ,,,名,宋元以来北方戏曲、散曲所用各种曲调的统称。曲调高亢朴实（跟“南曲”相区别）,,2
61899,2,别业,biéyè,,,名,〈文〉别墅,,1
61899,1,别业,biéyè,,,名,在别处购置的产业（多指房地产）,,2
61905,2,田舍,tiánshè,,,名,农舍,有田舍数间,1
61905,1,田舍,tiánshè,,,名,田地和房屋,,2
61905,3,田舍,tiánshè,,,名,泛指农村,田舍人家,3
61906,1,兜揽,dōulǎn,,,动,招揽吸引（顾客）,兜揽生意,1
61906,2,兜揽,dōulǎn,,,动,把事情包揽在自己身上,大事小情都兜揽过来，你干得了吗?,2
61924,2,羁留,jīliú,,,动,拘押；拘留,日军将他羁留在军营中。,1
61924,1,羁留,jīliú,,,动,（在外地）长期停留,羁留异域,2
61939,2,硬实,yìngshi,,,形,结实,找张硬实点儿的纸。,1
61939,1,硬实,yìngshi,,,形,硬；壮实有力,胳膊腿硬实着呢,2
61967,1,上坡路,shàngpōlù,,,名,由低处到高处有坡度的路,,1
61967,2,上坡路,shàngpōlù,,,名,比喻向上发展的道路,生产连年走上坡路。,2
61971,2,归总,guīzǒng,,,副,总共,我校归总超不过三千人。,1
61971,1,归总,guīzǒng,,,动,归并,把账目归总一下,2
62000,1,辞章,cízhāng,,,名,〈文〉诗文的总称,,1
62000,2,辞章,cízhāng,,,名,指文章的写作技巧；修辞,辞章学,2
62007,1,招亲,zhāoqīn,,,动,招女婿,,1
62007,2,招亲,zhāoqīn,,,动,被招为女婿,刘备过江招亲,2
62029,1,铁砂,tiěshā,,,名,铁矿砂,,1
62029,2,铁砂,tiěshā,,,名,铁制的小颗粒，可作猎枪的子弹,,2
62036,1,笃实,dǔshí,,,形,忠诚老实,笃实敦厚,1
62036,2,笃实,dǔshí,,,形,实在,笃实可靠｜笃实的功底,2
62048,2,耍嘴皮子,shuǎzuǐpízi,,,,只说空话，不干实事,他光耍嘴皮子，不干正事。,1
62048,1,耍嘴皮子,shuǎzuǐpízi,,,,卖弄口才，夸夸其谈,,2
62066,2,夜来香,yèláixiāng,,,名,晚香玉的俗称,,1
62066,1,夜来香,yèláixiāng,,,名,多年生藤本植物，叶对生，卵圆状心脏形，夏秋开黄绿色花，夜间香气更浓。可供观赏，根和花可以做药材,,2
62100,1,拉下脸,lāxiàliǎn,,,,指不讲情面,对坏人坏事要敢于拉下脸来。,1
62100,2,拉下脸,lāxiàliǎn,,,,露出不愉快的神情,他一看到损坏公物的行为，立刻就拉下脸来了。,2
62105,2,草鸡,cǎojī,,,形,〈口〉比喻软弱怯懦、畏缩不前,一来真的，他就草鸡了。,1
62105,1,草鸡,cǎojī,,,名,母鸡,,2
62115,1,锡箔,xībó,,,名,表面涂有薄锡的纸。迷信的人用作祭品时，常制作成元宝形,,1
62115,2,锡箔,xībó,,,名,锡纸,,2
62126,1,繁冗,fánrǒng,,,形,（事务）又多又杂,公务繁冗,1
62126,2,繁冗,fánrǒng,,,形,（文章、讲话等）繁杂冗长,,2
62128,2,奸佞,jiānnìng,,,名,奸诈邪恶、阿谀谄媚的人,奸佞当道,1
62128,1,奸佞,jiānnìng,,,形,奸诈邪恶，阿谀谄媚,奸佞之徒,2
62172,1,风烟,fēngyān,,,名,〈文〉云气和烟雾,风烟俱净，天山共色。,1
62172,2,风烟,fēngyān,,,名,被风卷起的滚滚烟尘。借指战争,风烟滚滚｜风烟四起,2
62201,1,驼绒,tuóróng,,,名,骆驼的绒毛，用作纺织原料，也可絮衣被,驼绒坎肩｜驼绒被子,1
62201,2,驼绒,tuóróng,,,名,骆驼绒,,2
62235,1,草窝,cǎowō,,,名,某些禽兽用杂草搭成的窝,,1
62235,2,草窝,cǎowō,,,名,用茅草等搭盖的矮小的窝棚式住处,,2
62246,1,豁子,huōzi,,,名,【缺口】物体缺掉一块的地方,箱子被老鼠啃了个豁子。,1
62246,2,豁子,huōzi,,,名,唇裂开的人,,2
62247,2,藏富,cángfù,,,动,储藏财富,藏富于民,1
62247,1,藏富,cángfù,,,动,不显示自己的富有,藏富装穷,2
62248,1,黄梨,huánglí,,,名,菠萝的俗称,,1
62248,2,黄梨,huánglí,,,名,某些地区用作梨的通称,,2
62256,2,残毒,cándú,,,名,残留的有毒物质,蔬菜里有农药残毒，要认真清洗。,1
62256,1,残毒,cándú,,,形,残忍狠毒,为人阴险残毒,2
62270,2,龙须菜,lóngxūcài,,,名,石刁柏的俗称,,1
62270,1,龙须菜,lóngxūcài,,,名,【江蓠】藻类植物，藻体线状圆柱形，紫褐或黄绿色。生活在海湾浅水中。可以直接食用，也可以提取琼脂供食用或作工业原料,,2
62299,1,云头,yúntóu,,,名,成团成堆的云,云头笼罩着山峰,1
62299,2,云头,yúntóu,,,名,云状的花纹,穿着一双云头鞋,2
62307,1,三重奏,sānchóngzòu,,,名,器乐演奏的一种形式，指三件乐器的演奏者，各按自己的声部演奏同一首乐曲,,1
62307,2,三重奏,sānchóngzòu,,,名,由三件乐器演奏的乐曲。如贝多芬《G大调钢琴三重奏》是由长笛、大管、钢琴合奏的乐曲,,2
62309,1,信汇,xìnhuì,,,动,用信函（通过银行或邮局）办理汇兑,由银行信汇1万元，望查收。,1
62309,2,信汇,xìnhuì,,,名,信汇的汇款,信汇收到，谢谢,2
62326,1,官倒,guāndǎo,,,动,指党政机关及其工作人员凭借职权进行倒买倒卖活动,坚决禁止官倒,1
62326,2,官倒,guāndǎo,,,名,指进行倒买倒卖活动的党政机关及其工作人员,,2
62380,1,死读书,sǐdúshū,,,,指读书死记硬背，不善于消化运用,不能死读书，要融会贯通，举一反三。,1
62380,2,死读书,sǐdúshū,,,,指一心读书，不想别的事,不能光死读书，也要关心国家大事。,2
62395,2,免冠,miǎnguān,,,动,不戴帽子,半身免冠照片,1
62395,1,免冠,miǎnguān,,,动,〈文〉脱帽，古代表示谢罪,袒衣免冠,2
62406,1,补编,bǔbiān,,,名,一部书出版以后在内容上对原书加以补充的书,,1
62406,2,补编,bǔbiān,,,动,补充编制,要抓紧做好贫困地区科研队伍的补编工作。,2
62446,1,旧案,jiù'àn,,,名,过去的案件；没有审结的案件,早已审决的旧案，还提它干什么?｜旧案未清又添新案。,1
62446,2,旧案,jiù'àn,,,名,已有的成例,按旧案处理,2
62450,2,正片,zhèngpiàn,,,名,电影放映时不属于加映的正式影片,,1
62450,1,正片,zhèngpiàn,,,名,经过冲洗或印制显现出图像的相纸或供放映的胶片,,2
62455,1,飞贼,fēizéi,,,名,指能爬墙上房的窃贼,飞贼落网,1
62455,2,飞贼,fēizéi,,,名,指从空中入侵的敌人,,2
62466,1,毛刺,máocì,,,名,某些动植物表皮上丛生的尖细的毛,南瓜蔓（wàn）上有毛刺。,1
62466,2,毛刺,máocì,,,名,金属工件上不光滑不平整的部分,,2
62472,1,护从,hùcóng,,,动,随从护卫,他被人护从着出了城门。,1
62472,2,护从,hùcóng,,,名,从事随从护卫工作的人,,2
62494,1,疙疙瘩瘩,gēge-dādā,,,形,表面粗糙，不平滑,疙疙瘩瘩的石子儿路。,1
62494,2,疙疙瘩瘩,gēge-dādā,,,形,不流畅；不顺利,,2
62502,1,剧务,jùwù,,,名,剧团、剧组里有关排演、演出的事务,,1
62502,2,剧务,jùwù,,,名,担任剧务工作的人,,2
62515,2,银粉,yínfěn,,,名,铝粉的俗称,,1
62515,1,银粉,yínfěn,,,名,白银的粉末,,2
62525,1,创议,chuàngyì,,,动,首先提出建议,创议改革税收制度。,1
62525,2,创议,chuàngyì,,,名,首先提出的建议,这是一项大胆的创议。,2
62537,1,光膀子,guāngbǎngzi,,,动,裸露着上身,光膀子上街不文明。,1
62537,2,光膀子,guāngbǎngzi,,,名,裸露着的上身,,2
62561,1,依凭,yīpíng,,,动,依仗；凭借,依凭险要固守阵地。,1
62561,2,依凭,yīpíng,,,名,证据；凭证,以事实和发票为依凭。,2
62577,2,扭结,niǔjié,,,动,缠绕在一起，难以分开,毛线扭结在一起了｜别把不相干的事硬扭结在一块儿。,1
62577,1,扭结,niǔjié,,,动,互相揪住,两人扭结在一起，厮打起来。,2
62588,1,蹑足,nièzú,,,动,将脚步放轻,蹑足来到病床前,1
62588,2,蹑足,nièzú,,,动,〈文〉插足；参加,蹑足其间,2
62602,1,收口,shōukǒu,,,动,（编织东西时）把开口的地方收结起来,编筐编篓，难在收口。,1
62602,2,收口,shōukǒu,,,动,伤口愈合,创面已经收口,2
62606,1,钢叉,gāngchā,,,名,金属工具，一端有两个以上便于扎取的长齿，另一端有柄。因用途不同，形制也有所不同,,1
62606,2,钢叉,gāngchā,,,名,一种古代兵器,,2
62630,1,进军号,jìnjūnhào,,,名,军队进攻的号声,,1
62630,2,进军号,jìnjūnhào,,,名,比喻动员人们向目标前进的号令,吹响绿化荒山的进军号。,2
62656,2,覆被,fùbèi,,,名,被草木覆盖的地面,开展土地覆被变化研究。,1
62656,3,覆被,fùbèi,,,名,覆盖地面的草木,破坏地面覆被会造成水土流失。,2
62656,1,覆被,fùbèi,,,动,〈文〉覆盖,功德覆被天下,3
62668,1,黏糊,niánhu,,,形,又黏又稠；比喻关系非常亲密,玉米面粥熬得很黏糊｜师傅跟他特黏糊,1
62668,2,黏糊,niánhu,,,形,形容人做事不利索，拖泥带水的样子,干活儿这么黏糊，哪天能干完呢?,2
62687,1,馋嘴,chánzuǐ,,,形,贪吃,,1
62687,2,馋嘴,chánzuǐ,,,名,指贪吃的人,,2
62715,1,玉体,yùtǐ,,,名,敬词，尊称对方的身体,不知玉体欠安,1
62715,2,玉体,yùtǐ,,,名,指肌肤细嫩的女子的身体,,2
62753,1,话茬儿,huàchár,,,名,话题；话头,我接着他的话茬儿再说一点。,1
62753,2,话茬儿,huàchár,,,名,话语中流露出来的意思,听他的话茬儿，好像不大愿意去。,2
62769,1,说得来,shuōdelái,,,动,能说到一块儿；说话投机。,你跟他说得来，还是你去劝劝他吧。,1
62769,2,说得来,shuōdelái,,,动,会说；能说。,普通话我说得来,2
62843,1,碍眼,àiyǎn,,,形,看着别扭,一进门就是一个大立柜，真有点儿碍眼。,1
62843,2,碍眼,àiyǎn,,,形,因某人在眼前而感到不方便,他俩在说悄悄话，我们呆在这儿很碍眼。,2
62844,2,橡皮图章,xiàngpí túzhāng,,,,比喻只有名义、没有实权的机构或个人,,1
62844,1,橡皮图章,xiàngpí túzhāng,,,,用经过硫化的橡胶刻制成的图章,,2
62922,1,要津,yàojīn,,,名,重要的渡口；泛指要道或要地,这里是大渡河上的要津｜武汉是京广铁路的要津。,1
62922,2,要津,yàojīn,,,名,比喻显要的职位,位居要津,2
62924,1,涂饰,túshì,,,动,涂上油漆、颜色等加以装饰,涂饰门窗,1
62924,2,涂饰,túshì,,,动,（用石灰等）粉刷,墙壁涂饰一新,2
62928,1,灯头,dēngtóu,,,名,接在电灯线上供安装灯泡的装置,,1
62928,2,灯头,dēngtóu,,,名,指一盏电灯。用于统计电灯数量,我们家共有9个灯头。,2
62928,3,灯头,dēngtóu,,,名,带罩煤油灯的灯座上安装灯芯和灯罩的装置,,3
