rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,new_sn
40323,1,后轮,hòulún,,,名,车或某些机械上靠后的轮子,,1
40323,2,后轮,hòulún,,,形,轮次在后面的,后轮比赛,2
40341,1,剪贴,jiǎntiē,,,动,把需要的资料从报刊上剪下来贴在纸上,他剪贴了10大本资料。,1
40341,2,剪贴,jiǎntiē,,,动,用彩纸等剪成文字或图案贴在纸或其他东西上,,2
40346,1,游丝,yóusī,,,名,蜘蛛等吐的在空中飘动的细丝（多用作比喻）,气若游丝,1
40346,2,游丝,yóusī,,,名,仪表指针转轴上或钟表等摆轮轴上安装的金属线圈。有弹性，能使转轴或摆轮来回转动或摆动,,2
40348,1,遗老,yílǎo,,,名,指改朝换代后留恋前朝的老年人,封建遗老,1
40348,2,遗老,yílǎo,,,名,指历经沧桑世变的老人,辛亥革命的遗老,2
40353,1,气孔,qìkǒng,,,名,植物体表皮细胞之间的小孔，主要分布在叶子的背面，是植物体与外界气体交换的孔道,,1
40353,3,气孔,qìkǒng,,,名,铸件内部或表面的孔洞，由铸造过程中进入空气形成。凡有气孔的铸件，质量都大受影响,,2
40353,4,气孔,qìkǒng,,,名,泛指能使气体通过的孔,,3
40353,2,气孔,qìkǒng,,,名,【气门】陆栖节肢动物呼吸器官与外界相通的孔道，分布在身体表面，是空气的进出口。如蝗虫腹部的气门共有八对,,4
40356,2,杂牌,zápái,,,名,非正规品牌；也指非正规编制或非嫡系,买名牌，不买杂牌｜杂牌自行车｜杂牌军,1
40356,1,杂牌,zápái,,,名,指打牌中杂乱的牌,满手杂牌,2
40366,1,顺道,shùndào,,,副,【顺路】表示顺着要去某处的路线（到另一处去）,,1
40366,2,顺道,shùndào,,,形,【顺路】不绕道；方便,,2
40392,2,笔杆子,bǐgǎnzi,,,名,借指写文章的能力或人,笔杆子是靠多写、勤写练出来的｜他是公司里的笔杆子。,1
40392,1,笔杆子,bǐgǎnzi,,,名,笔的用手握的部分；借指笔,,2
40400,2,四重奏,sìchóngzòu,,,名,由四件乐器演奏的乐曲，通常用奏鸣曲套曲形式，有四个乐章,,1
40400,1,四重奏,sìchóngzòu,,,名,器乐演奏形式之一。四件乐器的演奏者各按其声部演奏同一乐曲,,2
40412,2,专断,zhuānduàn,,,形,作风不民主,他办事十分专断,1
40412,1,专断,zhuānduàn,,,动,（应该共同商量的事）独自作出决定,专断独行,2
40414,1,蛮荒,mánhuāng,,,形,形容上古时代人类所处的没有开化的野蛮状态,蛮荒时代,1
40414,2,蛮荒,mánhuāng,,,形,〈文〉形容文化、经济都很落后,蛮荒之地,2
40421,2,铺陈,pūchén,,,动,详细叙述；铺叙,铺陈始末,1
40421,1,铺陈,pūchén,,,动,陈设布置,铺陈典雅,2
40441,1,活络,huóluò,,,动,摇动；松动,活络筋骨｜收音机的旋钮活络了。,1
40441,2,活络,huóluò,,,形,某些地区指（头脑）灵活,他的脑子挺活络,2
40441,3,活络,huóluò,,,形,某些地区指不明确；不肯定,净说些活络话，谁也摸不清他的真意。,3
40453,1,陪护,péihù,,,动,陪伴护理（病人）,,1
40453,2,陪护,péihù,,,名,做陪护工作的人,,2
40454,1,恣肆,zìsì,,,形,豪放挥洒，毫不拘束（多指言谈或诗文创作）,文笔恣肆｜汪洋恣肆,1
40454,2,恣肆,zìsì,,,形,言行放纵，无所顾忌,恣肆无忌,2
40455,1,唇膏,chúngāo,,,名,涂润嘴唇以防干裂的膏状化妆品,,1
40455,2,唇膏,chúngāo,,,名,口红,,2
40460,1,娇气,jiāoqì,,,形,性格脆弱，吃不得苦，受不得委屈,这孩子太娇气，说他两句就受不了。,1
40460,3,娇气,jiāoqì,,,形,（物品）容易损坏；（花草）不容易培育,这东西娇气，用的时候要格外小心｜这种花太娇气，水多了不成，水少了也不成。,2
40460,2,娇气,jiāoqì,,,名,脆弱的性格和作风,克服娇气,3
40467,2,躲躲闪闪,duǒduǒ-shǎnshǎn,,,形,形容不正面回答问题而找话避开的样子,对这问题，他总是躲躲闪闪地不愿直说。,1
40467,1,躲躲闪闪,duǒduǒ-shǎnshǎn,,,形,形容畏缩的样子,不要这样躲躲闪闪地不敢见人。,2
40490,1,麻醉品,mázuìpǐn,,,名,服用后能使人成瘾的麻醉性药品，如鸦片、吗啡等,,1
40490,2,麻醉品,mázuìpǐn,,,名,比喻毒害身心健康的音像制品、书刊等,,2
40497,3,巡捕,xúnbǔ,,,名,旧指租界里的警察,,1
40497,2,巡捕,xúnbǔ,,,名,清代总督、巡抚、将军的随从官吏,,2
40497,1,巡捕,xúnbǔ,,,动,巡查搜捕,巡捕歹徒,3
40511,1,扑腾,pūténg,,,拟声,模拟重物落地或心跳的声音,他扑腾一声摔倒了｜我的心扑腾扑腾直跳。,1
40511,2,扑腾,pūteng,,,动,游泳时用手脚反复打水,,2
40511,3,扑腾,pūteng,,,动,（心脏等）跳动,见到他我心里就扑腾。,3
40511,4,扑腾,pūteng,,,动,折腾；挥霍浪费,那几个钱可禁不住扑腾。,4
40521,1,半坡,bànpō,,,名,坡底到坡顶的中途,,1
40521,2,半坡,bànpō,,,名,新石器时代的一个原始聚落，为仰韶文化重要遗址，在今陕西西安半坡村,,2
40525,2,飞镖,fēibiāo,,,名,体育运动项目，在规定距离以外用特制的镖投靶，按命中率决胜负,,1
40525,1,飞镖,fēibiāo,,,名,旧时一种投掷武器，形状像长矛的头,,2
40526,2,前房,qiánfáng,,,名,旧称先娶的妻子,,1
40526,1,前房,qiánfáng,,,名,指庭院最前面的房屋,,2
40526,3,前房,qiánfáng,,,名,人眼外层的角膜与虹膜之间的空隙,,3
40531,2,天高地厚,tiāngāo-dìhòu,,,,比喻事物复杂艰巨的程度,不知天高地厚,1
40531,1,天高地厚,tiāngāo-dìhòu,,,形,形容恩情极为深厚,,2
40536,2,水暖,shuǐnuǎn,,,名,自来水和暖气设备,水暖材料｜水暖工,1
40536,1,水暖,shuǐnuǎn,,,名,利用热水通过供暖设备散热来取暖的一种方式（跟“汽暖”相区别）,,2
40539,2,分号,fēnhào,,,名,标点符号，形式为“；”。用在并列复句的分句之间，或多重复句的非并列复句第一层的前后两部分之间，或分项列举的各项之间，表示停顿,,1
40539,1,分号,fēnhào,,,名,分店,,2
40566,1,消暑,xiāoshǔ,,,动,消夏,消暑的好地方,1
40566,2,消暑,xiāoshǔ,,,动,降温祛暑,消暑佳品,2
40567,1,杠子,gàngzi,,,名,较粗的棍棒,,1
40567,2,杠子,gàngzi,,,名,【杠】体操运动的器械,,2
40567,3,杠子,gàngzi,,,名,【杠杠】阅读或批改文章时画的粗直线,,3
40588,1,老表,lǎobiǎo,,,名,表兄弟,,1
40588,2,老表,lǎobiǎo,,,名,江西等地对年龄相近的成年男子的亲切称呼；外地人对江西人的称呼,,2
40597,1,不下于,bùxiàyú,,,动,不低于；不次于,产品质量不下于名牌大厂。,1
40597,2,不下于,bùxiàyú,,,动,不下,,2
40599,1,卖力气,màilìqi,,,,卖力,,1
40599,2,卖力气,màilìqi,,,,出卖劳动力,靠卖力气吃饭，心安理得。,2
40602,2,搬弄,bānnòng,,,动,挑拨；拨弄,搬弄是非,1
40602,3,搬弄,bānnòng,,,动,卖弄；炫耀,他就爱搬弄自己那点儿小聪明。,2
40602,1,搬弄,bānnòng,,,动,反复拨动,搬弄电动钮,3
40609,1,折腰,zhéyāo,,,动,弯腰行礼；借指降低身份听从他人,不为五斗米折腰,1
40609,2,折腰,zhéyāo,,,动,敬仰；倾倒,引无数英雄竞折腰。,2
40612,2,摘牌,zhāipái,,,动,指终止某种证券在证券市场上的交易资格,,1
40612,4,摘牌,zhāipái,,,动,指在比赛中夺取奖牌,比赛第一天，这个队就连连摘牌夺金。,2
40612,1,摘牌,zhāipái,,,动,摘下招牌。指取消资格,那家律师事务所严重违规，已被摘牌。,3
40612,3,摘牌,zhāipái,,,动,指职业体育组织吸收挂牌转会的其他体育组织的运动员,,4
40613,1,厚薄,hòubó,,,名,厚度,这床棉被厚薄均匀。,1
40613,3,厚薄,hòubó,,,名,指感情的深和浅、关系的亲和疏,都是学生，就不分厚薄了。,2
40613,2,厚薄,hòubó,,,名,指某些事物多少、深浅、浓淡的程度,不了解他家底的厚薄｜不管酒味厚薄如何，他都喜欢。,3
40616,1,症候,zhènghòu,,,名,症状,,1
40616,2,症候,zhènghòu,,,名,指疾病,不知道是什么症候。,2
40635,1,工读,gōngdú,,,动,用自己的劳动收入供自己读书,他想去国外工读深造。,1
40635,2,工读,gōngdú,,,动,特指对有较轻违法犯罪行为的青少年进行改造、挽救和教育，其特点是边劳动、边学习,工读教育,2
40648,1,山货,shānhuò,,,名,山果,,1
40648,2,山货,shānhuò,,,名,指用竹、木、苘麻等制成的日用杂物。如扫帚、麻绳等,,2
40686,1,复位,fùwèi,,,动,回复到原位,椎体分段复位｜悬吊复位法,1
40686,2,复位,fùwèi,,,动,失去权位的君主重新掌权,,2
40698,2,弹子,dànzi,,,名,〈口〉台球,弹子房,1
40698,1,弹子,dànzi,,,名,【弹】用弹弓弹（tán）射的小丸,,2
40698,3,弹子,dànzi,,,名,儿童玩具，由玻璃制成的小圆球,,3
40710,2,没门儿,méiménr,,,动,不可能；办不到,想让他帮忙，没门儿!｜想把我挤走，没门儿!,1
40710,1,没门儿,méiménr,,,动,没有门路；没有办法,我实在没门儿，帮不上你。,2
40731,2,下颚,xià'è,,,名,下颌,,1
40731,1,下颚,xià'è,,,名,某些节肢动物摄取食物的器官，生在口两旁的下方，很小，长有很多短毛,,2
40768,2,蜜饯,mìjiàn,,,名,用蜜或浓糖浆渍制的果品,,1
40768,1,蜜饯,mìjiàn,,,动,用蜜或浓糖浆渍制果品,蜜饯小枣,2
40773,2,桃色,táosè,,,形,与不正当的男女关系有关的,桃色事件,1
40773,1,桃色,táosè,,,名,粉红色,,2
40777,1,研磨,yánmó,,,动,用工具细磨,有的中药要在乳钵里研磨成粉末。,1
40777,2,研磨,yánmó,,,动,用磨料摩擦器物使光滑,研磨玉镯｜出土文物不可研磨。,2
40782,3,粗重,cūzhòng,,,形,（声音）低沉而有力,粗重的吼声,1
40782,2,粗重,cūzhòng,,,形,（工作）繁重而费力,这是些粗重的力气活儿。,2
40782,1,粗重,cūzhòng,,,形,（器物）粗拙笨重,一根粗重的拐杖,3
40782,4,粗重,cūzhòng,,,形,（长条状东西）宽而且颜色深,线条画得太粗重,4
40798,1,贤明,xiánmíng,,,形,才德出众，明达事理,领导贤明事业兴,1
40798,2,贤明,xiánmíng,,,名,指才德出众、明达事理的人,敦请贤明主持工作。,2
40806,1,金印,jīnyìn,,,名,古代用黄金铸成的官印,,1
40806,2,金印,jīnyìn,,,名,宋代称在流放罪犯脸上刺的字,,2
40833,2,共犯,gòngfàn,,,名,共同犯罪的人。包括首要分子、主犯、从犯、胁从犯、教唆犯,,1
40833,1,共犯,gòngfàn,,,动,共同犯罪,,2
40872,2,枪把,qiāngbà,,,名,步枪、手枪等的柄；枪托,,1
40872,1,枪把,qiāngbà,,,名,旧指红缨枪、标枪等的柄,,2
40894,3,下泻,xiàxiè,,,动,腹泻,上吐下泻,1
40894,1,下泻,xiàxiè,,,动,（水）急速下流,山洪下泻,2
40894,2,下泻,xiàxiè,,,动,比喻价格等急速下跌,金价下泻,3
40904,3,瘀血,yūxuè,,,名,指所淤滞的血,,1
40904,2,瘀血,yūxuè,,,名,中医指体内血液淤滞的病变,,2
40904,1,瘀血,yūxuè,,,动,由跌打损伤、寒凝气滞、瘀热内结等引起血液淤滞,,3
40908,2,垂手,chuíshǒu,,,动,两手下垂，没做什么动作，表示十分容易,垂手可得,1
40908,1,垂手,chuíshǒu,,,动,垂着双手，表示对对方尊重恭敬,垂手侍立,2
40912,2,肘子,zhǒuzi,,,名,【肘】作为食品的猪腿上部,,1
40912,1,肘子,zhǒuzi,,,名,〈口〉【肘】上臂与下臂交接处可以弯曲的部位,,2
40913,2,铁腕,tiěwàn,,,名,比喻强有力的统治或手段,铁腕人物｜实行铁腕统治,1
40913,1,铁腕,tiěwàn,,,名,强有力的手,一只铁腕紧紧抓住了他的胳膊。,2
40916,1,咿呀,yīyā,,,拟声,模拟小孩儿学说话的声音,咿呀学语,1
40916,2,咿呀,yīyā,,,拟声,模拟琴声、摇桨声等,,2
40942,1,宅门,zháimén,,,名,宅院的前门或大门,,1
40942,2,宅门,zháimén,,,名,借指宅院里的人家,前边那家宅门姓赵。,2
40952,1,攀亲,pānqīn,,,动,（为达到某种目的）拉亲戚关系,到处攀亲叙友,1
40952,2,攀亲,pānqīn,,,动,〈口〉议婚；订婚,,2
40959,1,腥气,xīngqi,,,名,生鱼虾等发出的难闻气味,走进水产市场，一股腥气迎面扑来。,1
40959,2,腥气,xīngqi,,,形,【腥】有腥气的,,2
40966,2,蜕化,tuìhuà,,,动,比喻品质变坏，腐化堕落,思想蜕化｜蜕化变质分子,1
40966,1,蜕化,tuìhuà,,,动,昆虫的幼虫脱皮后，增大体形或变为另一种形态,,2
40969,1,接客,jiēkè,,,动,迎接或接待客人,,1
40969,2,接客,jiēkè,,,动,特指娼妓接待嫖客,,2
40973,2,套汇,tàohuì,,,动,我国特指非法买卖外汇或获取外汇权益以牟利,,1
40973,1,套汇,tàohuì,,,动,外汇市场上的一种交易活动，即利用不同地点的外汇市场上同一种外汇的汇价差异，从低价市场上买进，再到高价市场上卖出，以取得差额利润,,2
40981,1,上脸,shàngliǎn,,,动,喝酒后脸色变红,他一喝酒就上脸,1
40981,2,上脸,shàngliǎn,,,动,指受到夸奖、表扬后得意忘形,这孩子不禁夸，一夸就上脸。,2
40983,1,神交,shénjiāo,,,动,未曾见面而相互倾慕，精神相通,神交多年,1
40983,2,神交,shénjiāo,,,名,指情投意合的朋友,忘年神交,2
40992,1,夜话,yèhuà,,,名,夜间叙谈的话（多用于标题、书名）,《燕山夜话》,1
40992,2,夜话,yèhuà,,,动,夜间叙谈,夜话儿时的趣事,2
40993,1,咕嘟,gūdu,,,动,用文火长时间地煮,把肉锅放在小火上慢慢咕嘟着吧。,1
40993,3,咕嘟,gūdū,,,拟声,模拟液体沸腾、涌出或大口喝水的声音,污水咕嘟咕嘟往上翻。,2
40993,2,咕嘟,gūdu,,,动,撅（嘴）,整天咕嘟着嘴，不知生谁的气。,3
41028,2,浸染,jìnrǎn,,,动,比喻人处在某种环境中慢慢受到沾染,浸染上了不少恶习。,1
41028,1,浸染,jìnrǎn,,,动,浸泡在染液中，使染上颜色,浸染毛线,2
41061,1,烧纸,shāozhǐ,,,动,迷信的人焚烧纸钱等以祭奠死者,,1
41061,2,烧纸,shāozhǐ,,,名,祭奠死者时烧的钱形的纸片,,2
41080,2,水笔,shuǐbǐ,,,名,指自来水笔,,1
41080,1,水笔,shuǐbǐ,,,名,书写小楷或画水彩画用的毛笔。笔毛较硬,,2
41084,2,贞节,zhēnjié,,,名,【贞操】女子的节操,贞节烈女｜贞节牌坊,1
41084,1,贞节,zhēnjié,,,名,【贞操】坚贞的节操,保持革命者的贞节。,2
41087,2,独门,dúmén,,,形,一人或一家独有的,独门技术｜独门功夫,1
41087,1,独门,dúmén,,,名,只供一户人家进出的院门,独门独院,2
41095,2,水枪,shuǐqiāng,,,名,消防器具，能把水喷到高处、远处,,1
41095,1,水枪,shuǐqiāng,,,名,水力采煤用的工具，像自动步枪，一端有喷嘴，另一端接水源，利用高压喷射的水，把煤层冲击下来,,2
41097,2,从长计议,cóngcháng-jìyì,,,,从长远考虑问题,,1
41097,1,从长计议,cóngcháng-jìyì,,,,从容考虑、商量，不必急于作出决定,,2
41117,2,隐退,yǐntuì,,,动,退职隐居,托疾隐退,1
41117,1,隐退,yǐntuì,,,动,逐渐隐没消退,夕阳渐渐隐退,2
41119,2,冰凌,bīnglíng,,,名,冰柱,连成一片的冰凌像帘子一样挂在山崖上。,1
41119,1,冰凌,bīnglíng,,,名,【冰】水在0℃或0℃以下凝结成的固体,,2
41126,1,历练,lìliàn,,,动,经历世事得到磨炼,他还年轻，要历练历练才行。,1
41126,2,历练,lìliàn,,,形,经历的事情多，经验丰富,他历练沉稳，善于应对复杂形势。,2
41132,2,击水,jīshuǐ,,,动,指游泳,到中流击水，浪遏飞舟。,1
41132,1,击水,jīshuǐ,,,动,拍打水面,击水踉跄,2
41138,1,配音,pèiyīn,,,动,为电影、电视剧配录声音,请著名演员配音,1
41138,3,配音,pèiyīn,,,名,指所配录的声音,这段配音不清晰,2
41138,2,配音,pèiyīn,,,名,指担任配音工作的人,请他当配音,3
41140,1,教旨,jiàozhǐ,,,名,教皇的旨意,,1
41140,2,教旨,jiàozhǐ,,,名,某一宗教及其教义的核心思想与根本主张,,2
41151,1,印子,yìnzi,,,名,痕迹,地上有鞋印子｜衬衣上有黑印子,1
41151,2,印子,yìnzi,,,名,指印子钱,,2
41166,1,劳神,láoshén,,,动,费神；操心,劳神费力,1
41166,2,劳神,láoshén,,,动,客套话，用于拜托人办事,这件事让您劳神了。,2
41168,1,声气,shēngqì,,,名,（说话时的）声音和语气,他今天说话怎么没有好声气?,1
41168,2,声气,shēngqì,,,名,消息；信息,不通声气,2
41203,2,重赏,zhòngshǎng,,,名,金额大或奖品贵重的奖赏,立大功者受重赏,1
41203,1,重赏,zhòngshǎng,,,动,用大额的钱币或贵重的奖品赏赐,重赏立功将士,2
41239,2,全本,quánběn,,,名,指书籍保留著作原貌，没有残缺或没有经过删削的版本,,1
41239,1,全本,quánběn,,,名,完整的一部戏或一部戏的完整的脚本,全本《封神榜》,2
41245,1,依傍,yībàng,,,动,【依】依赖；依靠,母女相互依傍,1
41245,2,依傍,yībàng,,,动,参照；模仿（多指艺术、学术方面）,依傍前贤,2
41248,1,胶带,jiāodài,,,名,带状胶布,,1
41248,2,胶带,jiāodài,,,名,用塑料制成的带状物；特指用塑料制成的声像带,,2
41264,2,冷面,lěngmiàn,,,名,凉面,朝鲜冷面,1
41264,1,冷面,lěngmiàn,,,形,态度严峻，铁面无私,冷面包公,2
41277,1,选录,xuǎnlù,,,动,选择辑录,本书共选录了20篇论文。,1
41277,3,选录,xuǎnlù,,,动,选择录制,这盘磁带选录的都是抒情歌曲。,2
41277,2,选录,xuǎnlù,,,动,选拔录用；选择录取,,3
41359,1,扬尘,yángchén,,,动,扬起灰尘,大风扬尘｜扬尘天气,1
41359,2,扬尘,yángchén,,,名,扬起的灰尘,治理扬尘｜扬尘蔽日,2
41361,1,云雨,yúnyǔ,,,名,云和雨,,1
41361,2,云雨,yúnyǔ,,,动,战国·楚·宋玉《高唐赋》中说：楚怀王游高唐，梦中跟巫山神女相会，神女临走时说自己“旦为朝云，暮为行雨”。后来用云雨指男女发生性行为（多见于旧小说）,,2
41367,1,消受,xiāoshòu,,,动,享受；受用（多用于否定）,怎能消受得起?,1
41367,2,消受,xiāoshòu,,,动,忍受,难以消受,2
41373,1,砖窑,zhuānyáo,,,名,烧制砖瓦的窑,,1
41373,2,砖窑,zhuānyáo,,,名,用砖券（xuàn）的窑洞,新券了三孔砖窑,2
41383,1,热处理,rèchǔlǐ,,,动,一种工艺。将金属、玻璃等材料加热到一定温度，用选定的速度和方法冷却，使其内部结构发生变化，以获得所要求的性能。通常有退火、淬火、回火等,,1
41383,2,热处理,rèchǔlǐ,,,动,指对刚发生的事件当即处置,情况很复杂，要冷静下来具体分析，尽量避免热处理。,2
41404,1,万紫千红,wànzǐ-qiānhóng,,,形,形容百花齐放，色彩绚烂,,1
41404,2,万紫千红,wànzǐ-qiānhóng,,,,比喻事物丰富多彩；也比喻事业欣欣向荣,,2
41410,1,南音,nányīn,,,名,一种曲艺，相传起源于唐代大曲，现仍流行于福建、台湾及东南亚华侨聚居区。也叫南曲、南管、南乐,,1
41410,2,南音,nányīn,,,名,一种曲艺，流行于珠江三角洲。唱词多为七字句，用扬琴、椰胡、秦琴、洞箫、琵琶等伴奏,,2
41410,3,南音,nányīn,,,名,指说话中的南方口音,他的普通话仍夹杂着南音。,3
41421,1,费神,fèishén,,,动,耗费精神,看稿子太费神了,1
41421,2,费神,fèishén,,,动,客套话，用于请托或致谢,您费神照看一下这孩子。,2
41434,2,见笑,jiànxiào,,,动,笑话（我）,说出来，不怕您见笑。,1
41434,1,见笑,jiànxiào,,,动,〈文〉被人耻笑,见笑于大方之家,2
41466,1,枯槁,kūgǎo,,,形,（草木）干枯,草木枯槁,1
41466,2,枯槁,kūgǎo,,,形,（人体）干瘦而憔悴,容颜枯槁,2
41472,2,开小差,kāixiǎochāi,,,,比喻注意力不集中,上课时思想总是开小差。,1
41472,1,开小差,kāixiǎochāi,,,,军人逃离自己的队伍；泛指擅自离开岗位溜走,,2
41502,1,爆炒,bàochǎo,,,动,把食物放到滚油里快速翻动使熟,,1
41502,2,爆炒,bàochǎo,,,动,比喻在短期内大事炒作,不要爆炒名人隐私。,2
41509,1,簿记,bùjì,,,名,会计业务中有关填写凭证、登记账簿、结账等工作的统称,,1
41509,2,簿记,bùjì,,,名,财务工作专用的会计账册,,2
41513,1,监票,jiānpiào,,,动,对发放和计算选票进行监督，防止出现舞弊现象,选举时设专人监票。,1
41513,2,监票,jiānpiào,,,名,担任监票工作的人,,2
41530,1,老派,lǎopài,,,形,老式；旧式,按照老派的婚礼安排喜事。,1
41530,2,老派,lǎopài,,,名,指守旧的派别,,2
41534,1,妄言,wàngyán,,,动,妄说,,1
41534,2,妄言,wàngyán,,,名,妄语,,2
41542,2,白道,báidào,,,名,指合法正当的谋生途径,,1
41542,1,白道,báidào,,,名,月球绕地球运行的轨道在天球上的投影,,2
41550,1,下市,xiàshì,,,动,（季节性货物过了季）从市场上消失,杏已经下市了,1
41550,2,下市,xiàshì,,,动,结束一天的营业活动,下市以后，把门前打扫干净。,2
41577,1,重责,zhòngzé,,,名,重大的责任,重责在身,1
41577,2,重责,zhòngzé,,,动,重视责任,重责轻利,2
41577,3,重责,zhòngzé,,,动,严厉地责罚,重责失职人员,3
41591,2,什锦,shíjǐn,,,名,用多种原料制成的或多种花样拼成的食品,素什锦｜咖喱什锦,1
41591,1,什锦,shíjǐn,,,形,用多种原料制成的；多种式样和用途的,什锦汤圆｜什锦果脯｜什锦扳手,2
41598,1,黑线,hēixiàn,,,名,指犯罪的秘密联络途径,贩毒活动是通过黑线暗中进行的。,1
41598,2,黑线,hēixiàn,,,名,“文化大革命”中特指所谓的资本主义、修正主义路线,,2
41613,2,灌浆,guànjiāng,,,动,谷类作物开花受粉后，茎叶中的养料通过导管灌输到种子中去，使胚乳逐渐发育成浆液状,,1
41613,3,灌浆,guànjiāng,,,动,疱疹中的液体变成脓，使疱疹表面凸起,,2
41613,1,灌浆,guànjiāng,,,动,建筑上指把灰浆浇灌到砌起来的砖石的空隙中，使建筑物坚固并能防止渗漏,,3
41634,1,阉割,yāngē,,,动,切除睾丸或卵巢，使生殖机能丧失,,1
41634,2,阉割,yāngē,,,动,比喻故意删掉别人文章或理论的主要内容，使失去应有的作用或改变实质,文章被阉割得面目全非。,2
41650,1,低贱,dījiàn,,,形,（地位）低下卑贱,出身低贱,1
41650,2,低贱,dījiàn,,,形,（货物）价格低，不值钱,货价低贱,2
41684,1,拖沓,tuōtà,,,形,拖拉松懈；不爽快麻利,作风拖沓｜办事拖沓,1
41684,2,拖沓,tuōtà,,,形,语言不简洁；（作品等）结构不紧凑,语言拖沓｜影片结构松散，叙事拖沓。,2
41698,3,平面图,píngmiàntú,,,名,泛指标示某区域内各种物体、设施等分布的平面图形。如交通图等,,1
41698,2,平面图,píngmiàntú,,,名,立体物在平面上的投影所形成的图形,,2
41698,1,平面图,píngmiàntú,,,名,把地球表面上一小块地区当作平面所绘制的正射投影地图。只表示地物平面位置，不表示其高程,,3
41725,1,受戒,shòujiè,,,动,佛教信徒在一定的仪式上接受戒律。受戒后才能称为僧、尼或居士,,1
41725,2,受戒,shòujiè,,,动,伊斯兰教朝觐仪节之一。朝觐者到麦加前，按规定在一定地点沐浴、去常服、披戒衣，并遵守其他禁戒，直到朝觐完毕,,2
41727,1,彩球,cǎiqiú,,,名,用彩绸、彩纸等结扎成的球状物。多用于喜庆活动,,1
41727,2,彩球,cǎiqiú,,,名,指彩色的气球、台球等,,2
