rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
35015,1,底本,dǐběn,,,名,留底 儿 的稿本 这部书的 底本 至今保存完好 校勘、翻译、刊印以及抄写所依据的本子 照着 底本 校对 做生意的本钱 小店 底本 有限，恕不赊欠,
35218,1,野鸡,yějī,,,名,雉1的通称 指自行拉客的暗娼 区别指非正规的 野鸡 学校,
35301,1,铃铛,língdang,,,名,可摇晃发声的铃。钟形、球形或扁圆形，下部或中部开口 儿 ，内有悬锤、金属丸或小石子，有供儿童玩的、骡马身上带的或作饰品用的等,
35349,1,上劲,shàngjìn,,,形,精神抖擞；来劲 儿 这种车越开越 上劲,
35362,1,鱼网,yúwǎng,,,,现在规范词形写作“ 渔网 ”,
35378,2,穿孔,chuānkǒng,,,动,打眼 儿 利用激光 穿孔,
35472,2,闹腾,nàoteng,,,动,逗趣 儿 打闹 几个年轻人又说又笑， 闹腾 了半天 大家一起动手做 他们几个 闹腾 了一阵子，还真把厂子建起来了,
35553,1,苏打,sūdá,,,名,英语 soda 音译 ，纯碱,
35628,1,海螺,hǎiluó,,,名,软体动物，有硬壳，个头 儿 比田螺大，生活在海洋中。壳可以做号角或工艺品 指海螺壳 吹起 海螺,
35718,1,时隐时现,shíyǐn-shíxiàn,,,,一会 儿 隐没，一会 儿 显现。形容事物飘忽不定,
35747,1,莱塞,láisè,,,名,英语 laser 音译 ，激光、激光器的旧称,
35789,2,傻气,shǎqì,,,名,傻劲 儿 ①,
35829,1,作数,zuòshù,,,动,（说话）算数 儿 说了就得 作数,
35869,1,丑角,chǒujué,,,名,丑2④ 比喻品德不好、表现卑劣的人 政坛 丑角,
35889,1,花呢,huāní,,,名,表面呈条、格、点 儿 等花纹状的毛织品,
36084,1,水烟,shuǐyān,,,名,用水烟袋抽的烟丝或烟叶末 儿 。吸时烟从灌注了水的管中通过，故称,
36146,1,玉米面,yùmǐmiàn,,,名,用玉米的籽实磨成的面 儿 。供食用或做饲料,
36665,1,面皮,miànpí,,,名,包饺子、馄饨等用的皮 儿 脸皮,
36730,2,老爷爷,lǎoyéye,,,名,小孩 儿 对老年男子的尊称 小英子扶着一位 老爷爷 下车,
