rank,cihui,pinyin,raw_html
15066,不折不扣,bùzhé-bùkòu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>不折不扣</x-hw><x-pr> bùzhé-bùkòu</x-pr>
<dt>一点<x-er>儿</x-er>也不打折扣。表示完全、十足<x-f>。</x-f>
"
15078,台球,táiqiú,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>台球</x-hw><x-pr> táiqiú</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>球类运动项目，在特制的长方形台子上用硬木球杆<x-er>儿</x-er>击球<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 台球运动所用的实心球<x-f>。</x-f></dt>
"
15119,麻雀,máquè,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>麻雀</x-hw><x-pr> máquè</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>鸟，喙黑色，头、颈部栗褐色，背部有细碎的黑褐色斑点或条纹。不能远飞，只会跳不会走，多栖息于屋檐下或柴草、树洞中，食谷米、草籽、小昆虫等。俗称家雀<x-er>儿</x-er>（qiǎor）<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 某些地区指麻将<x-f>。</x-f></dt>
"
15589,钱包,qiánbāo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>钱包</x-hw><x-pr> qiánbāo</x-pr>
<dt><x-gram>名</x-gram>装钱及票证等的小包<x-er>儿</x-er>，多用皮革、帆布、塑料等制成<x-f>。</x-f>
"
15662,不遗余力,bùyí-yúlì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>不遗余力</x-hw><x-pr> bùyí-yúlì</x-pr>
<dt>不留一点<x-er>儿</x-er>力量。形容把全部力量都使出来<x-f>。</x-f>
"
15703,迷糊,míhu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>迷糊</x-hw><x-pr> míhu</x-pr>
<dt><x-sn>①</x-sn><x-gram>形</x-gram>视觉或神志模糊不清<x-f>。</x-f></dt><dd><x-ex>双眼<x-key>迷糊</x-key></x-ex><x-ex><x-lb> | </x-lb>酒喝多了，一直迷迷糊糊的<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 小睡；打盹<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>在沙发上<x-key>迷糊</x-key>一会<x-er>儿</x-er><x-f>。</x-f></x-ex></dd><t-note><x-lb>用法说明</x-lb>不宜写作“迷忽”<x-f>。</x-f></t-note>
"
15710,连结,liánjié,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>连结</x-hw><x-pr> liánjié</x-pr>
<dt>现在规范词形写作“<a href=""entry://联结"" type=""normalized"">联结</a>”<x-f>。</x-f>
"
15916,舍利,shèlì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>舍利</x-hw><x-pr> shèlì</x-pr>
<dt><x-gram>名</x-gram><x-etym>梵语 Śarīra 音译<x-f>。</x-f></x-etym>佛教指释迦牟尼遗体火化后结成的珠状物。后也指高僧死后烧剩的遗骨<x-f>。</x-f></dt>（也说舍利子<x-f>。</x-f>）
"
16106,沉静,chénjìng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>沉静</x-hw><x-pr> chénjìng</x-pr>
<dt><x-sn>①</x-sn><x-gram>形</x-gram>寂静；没有一点<x-er>儿</x-er>声响<x-f>。</x-f><dd><x-ex>山村的夜，格外<x-key>沉静</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn> <x-g>形</x-g> （性格、心情、神色等）沉稳安静<x-f>。</x-f></dt><dd><x-ex>脸色<x-key>沉静</x-key></x-ex></dd>
"
16438,同伙,tónghuǒ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>同伙</x-hw><x-pr> tónghuǒ</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>结成一伙<x-er>儿</x-er>，共同干某事（多含贬义）<x-f>。</x-f><dd><x-ex>这些人<x-key>同伙</x-key>贩卖假烟<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 同为一伙<x-er>儿</x-er>的人（多含贬义）<x-f>。</x-f><dd><x-ex>他的<x-key>同伙</x-key>已去向不明<x-f>。</x-f></x-ex></dd>
<dt><x-lb>用法说明</x-lb>见“<a href=""entry://同伴"" type=""see"">同伴</a>”<x-f>。</x-f>
"
16494,提包,tíbāo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>提包</x-hw><x-pr> tíbāo</x-pr>
<dt><x-gram>名</x-gram>有提梁的包<x-er>儿</x-er><x-f>。</x-f>（也说手提包<x-f>。</x-f>）
"
16618,清淡,qīngdàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>清淡</x-hw><x-pr> qīngdàn</x-pr>
<dt><x-sn>①</x-sn><x-gram>形</x-gram>颜色浅；味<x-er>儿</x-er>不浓<x-f>。</x-f><dd><x-ex>绿茶的茶水很<x-key>清淡</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn> <x-g>形</x-g> （食物）所含油脂少<x-f>。</x-f></dt><dd><x-ex>吃<x-key>清淡</x-key>的饮食</x-ex></dd>
<dt><x-sn>③</x-sn> <x-g>形</x-g> （买卖）不兴旺<x-f>。</x-f></dt><dd><x-ex>生意<x-key>清淡</x-key></x-ex></dd>
<dt><x-sn>④</x-sn> <x-g>形</x-g> （艺术风格）清新淡雅<x-f>。</x-f></dt><dd><x-ex>文笔<x-key>清淡</x-key>而不矫饰<x-f>。</x-f></x-ex></dd>
"
16670,份量,fènliàng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>份量</x-hw><x-pr> fènliàng</x-pr>
<dt>现在规范词形写作“<a href=""entry://分量"" type=""normalized"">分量</a>”<x-f>。</x-f>
"
16737,强项,qiángxiàng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>强项</x-hw><x-pr> qiángxiàng</x-pr>
<dt><x-sn>①</x-sn><x-gram>形</x-gram>〈文〉《后汉书·董宣传》记载：董宣为洛阳令，杀了湖阳公主的恶奴，皇帝要他向公主当面谢罪。他直着颈项不肯，皇帝叫太监按他的脖子，他还是不低头。后来就用“强项”来形容人刚强不屈服<x-f>。</x-f>
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-g>名</x-g>实力较强的项目或方面<x-f>。</x-f></dt><dd><x-ex>这次运动会上，我们的<x-key>强项</x-key>较多<x-f>。</x-f></x-ex></dd>
"
