rank,cihui,pinyin,raw_html
30883,门坎,ménkǎn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>门坎</x-hw><x-pr> ménkǎn</x-pr>
<dt>现在规范词形写作“<a href=""entry://门槛"" type=""normalized"">门槛</a>”<x-f>。</x-f>
"
30958,儿童村,értóngcūn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>儿童村</x-hw><x-pr> értóngcūn</x-pr>
<dt><x-gram>名</x-gram>国际 SOS 儿童村的简称。是收养、教育孤儿的慈善机构。创始人是奥地利人哈曼·格迈纳（1919—1987）<x-f>。</x-f>（也说国际儿童村、SOS儿童村<x-f>。</x-f>）
"
31094,中山装,zhōngshānzhuāng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>中山装</x-hw><x-pr> zhōngshānzhuāng</x-pr>
<dt><x-gram>名</x-gram>一种服装样式。翻折式立领，前襟有四个加盖、带纽扣的口袋<x-er>儿</x-er>；下身为西式长裤。因孙中山先生倡导，故称<x-f>。</x-f>（也说中山服<x-f>。</x-f>）
"
31177,功亏一篑,gōngkuī-yīkuì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>功亏一篑</x-hw><x-pr> gōngkuī-yīkuì</x-pr>
<dt>《尚书·旅獒》：“为山九仞，功亏一篑。”（篑：盛土的竹器）意思是堆九仞高的土山，只因差一筐土而没有完成。比喻做一件事情最后只差一点<x-er>儿</x-er>而没有取得成功<x-f>。</x-f><t-note><x-lb>用法说明</x-lb>“篑”不读 guì<x-f>。</x-f></t-note>
"
31276,援手,yuánshǒu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>援手</x-hw><x-pr> yuánshǒu</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>〈文〉《孟子·离娄上》：“嫂溺，援之以手。”意思是伸出手拉她上来。后用“援手”泛指救助<x-f>。</x-f><dd><x-ex>社会各界协力<x-key>援手</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 援助之手，指给别人提供的援助<x-f>。</x-f></dt><dd><x-ex>伸出<x-key>援手</x-key></x-ex></dd>
"
31544,一五一十,yīwǔ-yīshí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>一五一十</x-hw><x-pr> yīwǔ-yīshí</x-pr>
<dt>指以五为单位数数<x-er>儿</x-er>，一五，一十，十五，二十……地数下去。形容从头到尾无所遗漏地叙说<x-f>。</x-f>
"
31563,悄无声息,qiǎowúshēngxī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>悄无声息</x-hw><x-pr> qiǎowúshēngxī</x-pr>
<dt>形容寂静无声或一点<x-er>儿</x-er>消息也没有<x-f>。</x-f>
"
31670,时装表演,shízhuāng biǎoyǎn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>时装表演</x-hw><x-pr> shízhuāng biǎoyǎn</x-pr>
<dt>由模特<x-er>儿</x-er>身着新设计的服装在音乐伴奏下进行表演<x-f>。</x-f>
"
31695,弥勒,mílè,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>弥勒</x-hw><x-pr> mílè</x-pr>
<dt><x-gram>名</x-gram><x-etym>梵语 Maitreya 音译<x-f>。</x-f></x-etym>佛教菩萨之一，塑像满面笑容，慈眉善目，袒胸露腹<x-f>。</x-f></dt>（也说弥勒佛<x-f>。</x-f>）
"
31860,靠边,kàobiān,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>靠边</x-hw><x-pr> kàobiān</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>靠到旁边；接近边缘<x-f>。</x-f></dt><dd><x-ex>请<x-key>靠边</x-key>站一站</x-ex><x-ex><x-lb> | </x-lb>这块面料<x-key>靠边</x-key>处有残损<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 靠边<x-er>儿</x-er>站<x-f>。</x-f><dd><x-ex>我已经<x-key>靠边</x-key><x-er>儿</x-er>不主事了<x-f>。</x-f></x-ex></dd>
<dt><x-sn>③</x-sn> <x-g>形</x-g> 挨边<x-er>儿</x-er><x-f>。</x-f>
"
31891,傻笑,shǎxiào,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>傻笑</x-hw><x-pr> shǎxiào</x-pr>
<dt><x-gram>动</x-gram>无缘无故地笑；一个劲<x-er>儿</x-er>地笑<x-f>。</x-f>
"
31906,原故,yuángù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>原故</x-hw><x-pr> yuángù</x-pr>
<dt>现在规范词形写作“<a href=""entry://缘故"" type=""normalized"">缘故</a>”<x-f>。</x-f>
"
31912,三明治,sānmíngzhì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>三明治</x-hw><x-pr> sānmíngzhì</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 sandwich 音译<x-f>。</x-f></x-etym>夹心的面包片。两片面包中间夹有肉类、色拉酱、蔬菜等<x-f>。</x-f></dt>
"
32246,梵蒂冈,fàndìgāng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>梵蒂冈</x-hw><x-pr> fàndìgāng</x-pr>
<dt><x-gram>名</x-gram><x-etym>意大利语 Vaticanus 音译<x-f>。</x-f></x-etym>世界天主教的中心，罗马教廷所在地。位于意大利首都罗马城的西北角，是一个政教合一的国中之国<x-f>。</x-f></dt>
"
32315,球鞋,qiúxié,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>球鞋</x-hw><x-pr> qiúxié</x-pr>
<dt><x-gram>名</x-gram>球类运动鞋的统称。根据各种球类运动的特殊要求，选取不同材质和式样制成；也泛指用帆布做帮<x-er>儿</x-er>、用橡胶做底的鞋<x-f>。</x-f>
"
32454,开裂,kāiliè,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>开裂</x-hw><x-pr> kāiliè</x-pr>
<dt><x-gram>动</x-gram>裂开缝<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>水管<x-key>开裂</x-key></x-ex></dd>
"
32547,卷子,juǎnzi,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>卷子</x-hw><x-pr> juǎnzi</x-pr>
<dt><x-gram>名</x-gram>一种卷成卷<x-er>儿</x-er>的面食。多用发面做成，卷层之间一般有油、盐、花椒末、芝麻酱等<x-f>。</x-f><t-note><x-lb>用法说明</x-lb>跟“卷子（juànzi）”不同<x-f>。</x-f></t-note></dt><hr><dt class='title'><x-hw>卷子</x-hw><x-pr> juànzi</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>可以卷（juǎn）起来的带轴字画或古抄本图书<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><x-g>名</x-g> 试卷<x-f>。</x-f></dt><dd><x-ex>判<x-key>卷子</x-key></x-ex></dd><t-note><x-lb>用法说明</x-lb>跟“卷子（juǎnzi）”不同<x-f>。</x-f></t-note>
"
32549,底数,dǐshù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>底数</x-hw><x-pr> dǐshù</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>求一个数的若干次方时，这个数本身称作底数，如a是a3的底数<x-f>。</x-f>（也说底<x-f>。</x-f>）
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-g>名</x-g>底细；也指最低的数量要求<x-f>。</x-f></dt><dd><x-ex><x-key>底数</x-key>不清</x-ex></dd>
"
32554,喀斯特,kāsītè,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>喀斯特</x-hw><x-pr> kāsītè</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 karst 音译<x-f>。</x-f></x-etym>石灰岩等可溶性岩石受地表水或地下水的溶蚀而形成的地貌，有洞穴也有峭壁。近代对这种地貌的研究始于亚得里亚海岸喀斯特高地，故称<x-f>。</x-f></dt>（也说岩溶<x-f>。</x-f>）
"
32812,无计可施,wújì-kěshī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>无计可施</x-hw><x-pr> wújì-kěshī</x-pr>
<dt>没有什么计谋、办法可以施展。指一点<x-er>儿</x-er>办法也没有<x-f>。</x-f>
"
32825,不着边际,bùzhuó-biānjì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>不着边际</x-hw><x-pr> bùzhuó-biānjì</x-pr>
<dt>挨不上边<x-er>儿</x-er>。形容言谈离题太远或内容空泛<x-f>。</x-f><t-note><x-lb>用法说明</x-lb>“着”这里不读 zháo<x-f>。</x-f></t-note>
"
33019,封口,fēngkǒu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>封口</x-hw><x-pr> fēngkǒu</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>使开着口的地方闭合或复原<x-f>。</x-f></dt><dd><x-ex>信封还没<x-key>封口</x-key></x-ex><x-ex><x-lb> | </x-lb>刀伤已经<x-key>封口</x-key></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 把话说死，不再改口<x-f>。</x-f></dt><dd><x-ex>谈判不要轻易<x-key>封口</x-key>，要留有余地</x-ex><x-ex><x-lb> | </x-lb>银行给我们的贷款就是这20万，已经<x-key>封口</x-key>了<x-f>。</x-f></x-ex></dd>
<dt><x-sn>③</x-sn><x-g>名</x-g> 信封、封套等可以封起来的口<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>信封的<x-key>封口</x-key>已经粘上了<x-f>。</x-f></x-ex></dd>
"
33128,暴露无遗,bàolù-wúyí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>暴露无遗</x-hw><x-pr> bàolù-wúyí</x-pr>
<dt>全部显露出来，没有一点<x-er>儿</x-er>遗留<x-f>。</x-f>
"
33604,帮工,bānggōng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>帮工</x-hw><x-pr> bānggōng</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>帮人干活<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>大伙<x-er>儿</x-er>主动去<x-key>帮工</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 帮人干活<x-er>儿</x-er>的人<x-f>。</x-f><dd><x-ex>雇几个<x-key>帮工</x-key></x-ex></dd>
"
33863,蒜头,suàntóu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蒜头</x-hw><x-pr> suàntóu</x-pr>
<dt><x-gram>名</x-gram>大蒜的鳞茎，由若干蒜瓣<x-er>儿</x-er>聚合成的球状体<x-f>。</x-f>
"
33963,心悦诚服,xīnyuè-chéngfú,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>心悦诚服</x-hw><x-pr> xīnyuè-chéngfú</x-pr>
<dt>从心眼<x-er>儿</x-er>里佩服<x-f>。</x-f>
"
34282,幼女,yòunǚ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>幼女</x-hw><x-pr> yòunǚ</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>幼小的女孩<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 最小的女儿<x-f>。</x-f></dt>
"
34823,无庸,wúyōng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>无庸</x-hw><x-pr> wúyōng</x-pr>
<dt>现在规范词形写作“<a href=""entry://毋庸"" type=""normalized"">毋庸</a>”<x-f>。</x-f>
"
