rank,cihui,pinyin,raw_html
47026,本字,běnzì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>本字</x-hw><x-pr> běnzì</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>随着汉字的发展，有些字通常的写法已不同于原来的写法，原来写法的字称为本字。如“武”的本字为“<img src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAFsAAABaCAMAAADgtNoOAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAADNQTFRFDQ0NHBwcKysrOzs7SkpKWVlZaGhod3d3hoaGlZWVpKSks7OzwsLC0dHR4eHh8PDw////UDBKTAAAABF0Uk5T/////////////////////wAlrZliAAADXklEQVR42uyY67KzKgyGORM5ev9X+9FqlbNZtp3Zs6f5V60PIYQ3AbJ2TBImNDi/vmek9xDIblyCDZ9lO5IbFcvO9+DfZgdSGX0+tpQQpv177LVGL9t06PMXGt9nixyszOux5691WOJttsrYInse+TliuMmGATuDE6LiLbYdsQs4tXfYeRKydQgncINdJEr1KtLsnbnBpmN2MSka/87OkzC2cnOa2x4tQkBAsnX7+Wk+e7lto2VbdYNiLzP2yquF9q8QsmJPDdhumgznrGw1FqEQr9h5oujxyKYJYE4fsflo82RLzVxHkTP6iK1qgS3NaP3S8iLfC+EcsU32z7kqCdIzNWGHq83nnAWQok/edtyIvbLSh31E5wC0EIzMjAmh7YydBZw583CRXwIBXN4cDNkLQdgTqO2g2yjZHjPnykPPRzXowY4P3HhVRlPO56f8yG9zNfdhDQiHR8INYuJo66Fjw9pzOp3vGxn68X4oGUsNmhsUZDN3uj+911p6G2fbp1dfoI0dx+h306U0YujaXKJCotl5fakqRJCN9gVsvey0bllUIlAy0Gw0u3CcH5+bWlVLslbgrtlFxMkeTFMHutqV4UirObvU/UcDeEXe0scj2JVicbgkb+K8YtjrVGV6GmXOCnvF7lXDXQe6ufF0RuHYZ19TmjCT1AIku+jFD5fDNLMskm1V67h067SEOwQ79sBbxpg42RCX7LDIab1QrXK+WqwpO1rNEKVYLr57XhmyE7fpFjg41cdTCUfwAy8rSckOHW7qY2K3ymRDSwALqm6WTrZbZB0HJpc8I4IiSAsn25nG3eSKa9cqAEOxNz0mi6qwIpXkyWWAlWg4YUexEylobnam89tUo0HgaQomcbCkXgR1ZyGSA/s9UGfN2w6crHgTxwqHLVfnbR7cYD/5uxylLBAjFZY32cUVREz9eepWaXXJFf/C1tdXJ+lgkSxg9bvTpNl37qsu2O6/yU5ZbPyX2KX+fZbNB4VxzDbdOz0yz2ONYpt+JzRlM4OKyXEU0xHNVri1NM3FLYIN1wectt+K32PnH91iKxhbeJP9Rn7/2D/2j/1j/+/Z/mzhP8022QXTh9k676A/yz4OciI82e2B5DZblRWfrOhD4x9Npt4+0C/BOXlMVXzF4J8AAwBrCFJAHayJvQAAAABJRU5ErkJggg=="" class=""gi none""/>”；“船”的本字为“舩”<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 古人在写某个字时，没有写本来应该用的字，而是写了一个读音相同或相近的字。本来应该写的字叫本字，用来代替的字叫通假字。如“骏极于天”中的“骏”为通假字，“峻”为本字<x-f>。</x-f></dt>
"
47031,布丁,bùdīng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>布丁</x-hw><x-pr> bùdīng</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 pudding 音译<x-f>。</x-f></x-etym>用水果、面粉、牛奶、鸡蛋等制成的一种西式点心<x-f>。</x-f></dt>
"
47133,盖世太保,gàishìtàibǎo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>盖世太保</x-hw><x-pr> gàishìtàibǎo</x-pr>
<dt><x-gram>名</x-gram><x-etym>德语 Gestapo 音译<x-f>。</x-f></x-etym>纳粹德国的秘密警察组织。第二次世界大战期间，希特勒曾用它进行大规模的恐怖活动<x-f>。</x-f></dt>
"
47300,疑问句,yíwènjù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>疑问句</x-hw><x-pr> yíwènjù</x-pr>
<dt><x-gram>名</x-gram>使用疑问语气提出问题的句子。句末有的还有表疑问的语气词，书面上句末用问号。如“这是谁写的?” “他来了吗?” “人在哪<x-er>儿</x-er>呢?”（也说问句<x-f>。</x-f>）
"
47404,落井下石,luòjǐng-xiàshí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>落井下石</x-hw><x-pr> luòjǐng-xiàshí</x-pr>
<dt>唐·韩愈《柳子厚墓志铭》：“一旦临小利害，仅如毛发比，反眼若不相识；落陷阱，不一引手救，反挤之，又下石焉者，皆是也。”意思是见人掉到井里，不但不救，反而往下扔石头。后用“落井下石”比喻在别人遇到危难时乘机加以陷害<x-f>。</x-f>（也说投井下石<x-f>。</x-f>）
"
47614,千字文,qiānzì wén,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>千字文</x-hw><x-pr> qiānzì wén</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>古代的一种蒙学课本。南朝·梁·周兴嗣编。全书用一千个不同的字编成四言韵文，叙述有关自然、社会、历史、伦理、教育等多方面的知识<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 泛指言简意赅的短文<x-f>。</x-f></dt><dd><x-ex>他的散文，篇篇都是<x-key>千字文</x-key><x-f>。</x-f></x-ex></dd>
"
47643,伟哥,wěigē,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>伟哥</x-hw><x-pr> wěigē</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 viagra 音译<x-f>。</x-f></x-etym>美国生产的一种壮阳药品<x-f>。</x-f></dt>
"
47664,干与,gānyù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>干与</x-hw><x-pr> gānyù</x-pr>
<dt>现在规范词形写作“<a href=""entry://干预"" type=""normalized"">干预</a>”<x-f>。</x-f>
"
47677,丘比特,qiūbǐtè,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>丘比特</x-hw><x-pr> qiūbǐtè</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 Cupid 音译<x-f>。</x-f></x-etym>罗马神话中的爱神，亦即希腊神话中的厄洛斯<x-f>。</x-f></dt>
"
47802,漆黑一团,qīhēi-yītuán,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>漆黑一团</x-hw><x-pr> qīhēi-yītuán</x-pr>
<dt><x-sn>①</x-sn> 形容没有一点<x-er>儿</x-er>亮光，什么都看不见<x-f>。</x-f>
<dt><x-sn>②</x-sn> 形容社会黑暗，没有一点<x-er>儿</x-er>光明<x-f>。</x-f>
<dt><x-sn>③</x-sn>比喻人一无是处或一无所知<x-f>。</x-f></dt>
"
47887,惊弓之鸟,jīnggōngzhīniǎo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>惊弓之鸟</x-hw><x-pr> jīnggōngzhīniǎo</x-pr>
<dt>《战国策·楚策四》记载：有一只受过箭伤、惊心未去的大雁，听到弓弦声就坠落下来。后用“惊弓之鸟”比喻受过惊吓，遇到一点<x-er>儿</x-er>动静就惶恐不安的人<x-f>。</x-f>
"
48056,杳无音信,yǎowúyīnxìn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>杳无音信</x-hw><x-pr> yǎowúyīnxìn</x-pr>
<dt>没有一点<x-er>儿</x-er>消息<x-f>。</x-f>
"
48061,跑龙套,pǎolóngtào,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>跑龙套</x-hw><x-pr> pǎolóngtào</x-pr>
<dt><x-sn>①</x-sn>在戏曲中担任龙套行当<x-f>。</x-f></dt>见“<a href=""entry://龙套"" type=""see"">龙套</a>”<x-f>。</x-f>
<dt><x-sn>②</x-sn>比喻在别人手下做无关紧要的杂活<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>过去<x-key>跑龙套</x-key>，今天挑大梁<x-f>。</x-f></x-ex></dd>
"
48177,下颏,xiàkē,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>下颏</x-hw><x-pr> xiàkē</x-pr>
<dt><x-gram>名</x-gram>下巴颏<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>瓜子脸，尖<x-key>下颏</x-key></x-ex></dd>
"
48303,金笔,jīnbǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>金笔</x-hw><x-pr> jīnbǐ</x-pr>
<dt><x-gram>名</x-gram>高级自来水笔。笔头<x-er>儿</x-er>用黄金的合金、笔尖用铱的合金制成<x-f>。</x-f>
"
48324,醋意,cùyì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>醋意</x-hw><x-pr> cùyì</x-pr>
<dt><x-gram>名</x-gram>醋劲<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>顿生<x-key>醋意</x-key></x-ex></dd>
"
48336,罗曼史,luómànshǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>罗曼史</x-hw><x-pr> luómànshǐ</x-pr>
<dt><x-gram>名</x-gram>浪漫的经历（多指恋爱方面的）（罗曼：英语 romanticism 音译缩略）<x-f>。</x-f></dt>
"
48376,二恶英,èr'èyīng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>二恶英</x-hw><x-pr> èr'èyīng</x-pr>
<dt>现在规范词形写作“<a href=""x-dictionary:r:0003BF0:com.apple.dictionary.zh_CN.SDCC"" type=""normalized"">二𫫇英</a>”<x-f>。</x-f>
"
48508,阿门,āmén,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>阿门</x-hw><x-pr> āmén</x-pr>
<dt><x-gram>叹</x-gram><x-etym>希伯来语 āmēn 音译<x-f>。</x-f></x-etym>基督教、犹太教等教徒祈祷的结束语，意思是但愿如此<x-f>。</x-f></dt>
"
48579,双眼皮,shuāngyǎnpí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>双眼皮</x-hw><x-pr> shuāngyǎnpí</x-pr>
<dt><x-gram>名</x-gram>沿着眼皮下缘有一条褶<x-er>儿</x-er>，看似双层的上眼皮（跟“单眼皮”相区别）<x-f>。</x-f>
"
48587,离弦,líxián,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>离弦</x-hw><x-pr> líxián</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>箭离弓弦；表示迅速<x-f>。</x-f></dt><dd><x-ex>运动员像<x-key>离弦</x-key>之箭，向终点冲刺<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-g>动</x-g>离谱<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>他的话已经<x-key>离弦</x-key>走板<x-er>儿</x-er>了<x-f>。</x-f></x-ex></dd>
"
48645,灌肠,guànchang,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>灌肠</x-hw><x-pr> guàncháng</x-pr>
<dt><x-gram>动</x-gram>为了清洗肠道或治疗疾病，从肛门把水、药液等灌入肠内<x-f>。</x-f></dt></dt><hr><dt class='title'><x-hw>灌肠</x-hw><x-pr> guànchang</x-pr>
<dt><x-gram>名</x-gram>把肉末<x-er>儿</x-er>和淀粉等灌入肠衣内制成的食品；也有用淀粉制成肠状物的，削成片，用油煎熟吃<x-f>。</x-f>
"
48680,坏水,huàishuǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>坏水</x-hw><x-pr> huàishuǐ</x-pr>
<dt><x-gram>名</x-gram>坏心眼<x-er>儿</x-er>、坏主意<x-f>。</x-f><dd><x-ex>这人一肚子<x-key>坏水</x-key>，跟他交往可得小心点<x-er>儿</x-er><x-f>。</x-f></x-ex></dd>
"
48805,大子儿,dàzǐr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>大子<x-er>儿</x-er></x-hw><x-pr> dàzǐr</x-pr>
<dt><x-gram>名</x-gram>旧指一种较大的铜元；现借指很少的一点<x-er>儿</x-er>钱<x-f>。</x-f><dd><x-ex>身上连一个<x-key>大子儿</x-key>都没有<x-f>。</x-f></x-ex></dd>
"
48921,铺路石,pūlùshí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>铺路石</x-hw><x-pr> pūlùshí</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>铺路用的石块<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 比喻为他人成长默默奉献的人<x-f>。</x-f></dt><dd><x-ex>我们愿做未来冠军的<x-key>铺路石</x-key><x-f>。</x-f></x-ex></dd>
"
49170,茶缸,chágāng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>茶缸</x-hw><x-pr> chágāng</x-pr>
<dt><x-gram>名</x-gram>一种口和底一样大的较深的带把<x-er>儿</x-er>茶杯<x-f>。</x-f>（也说茶缸子<x-f>。</x-f>）
"
49202,文墨,wénmò,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>文墨</x-hw><x-pr> wénmò</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>写文章的事<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>卖弄<x-key>文墨</x-key></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 泛指文化知识<x-f>。</x-f></dt><dd><x-ex>胸无<x-key>文墨</x-key></x-ex></dd>
"
49344,童女,tóngnǚ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>童女</x-hw><x-pr> tóngnǚ</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>未成年的女孩<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 没有性交经历的年轻女子<x-f>。</x-f></dt>
"
49359,希有,xīyǒu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>希有</x-hw><x-pr> xīyǒu</x-pr>
<dt>现在规范词形写作“<a href=""entry://稀有"" type=""normalized"">稀有</a>”<x-f>。</x-f>
"
49409,果核,guǒhé,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>果核</x-hw><x-pr> guǒhé</x-pr>
<dt><x-gram>名</x-gram>核1①<x-f>。</x-f>（口语中也说果核<x-er>儿</x-er>（húr）<x-f>。</x-f>）
"
49474,因噎废食,yīnyē-fèishí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>因噎废食</x-hw><x-pr> yīnyē-fèishí</x-pr>
<dt>因为吃饭噎住过，就不再吃饭了。比喻出了点<x-er>儿</x-er>小问题或怕出问题，连该做的事也不做了<x-f>。</x-f>
"
49490,喜怒无常,xǐnù-wúcháng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>喜怒无常</x-hw><x-pr> xǐnù-wúcháng</x-pr>
<dt>形容人一会<x-er>儿</x-er>高兴，一会<x-er>儿</x-er>发怒，情绪变化无常，难以捉摸<x-f>。</x-f>
"
49517,蚊香,wénxiāng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蚊香</x-hw><x-pr> wénxiāng</x-pr>
<dt><x-gram>名</x-gram>含有杀虫剂的线香、盘香或片<x-er>儿</x-er>香，燃烧或用电加热后可驱杀蚊虫<x-f>。</x-f>
"
49668,当权派,dāngquánpài,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>当权派</x-hw><x-pr> dāngquánpài</x-pr>
<dt><x-gram>名</x-gram>指执掌大权的一伙<x-er>儿</x-er>人<x-f>。</x-f>
"
49837,针孔,zhēnkǒng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>针孔</x-hw><x-pr> zhēnkǒng</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>针鼻<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 缝衣针或注射针扎的孔<x-f>。</x-f></dt>
"
49920,氟利昂,fúlì'áng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>氟利昂</x-hw><x-pr> fúlì'áng</x-pr><br><x-gram>名</x-gram><x-etym>英语 freon 音译<x-f>。</x-f></x-etym>氟氯烷的商品名。一种含氟和氯的有机化合物，无色无味的气体，无毒、无腐蚀性、易液化。过去常用作冰箱等的冷冻剂。大量使用会破坏大气层中的臭氧层，现已限制使用<x-f>。</x-f></dt>
"
49937,晤面,wùmiàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>晤面</x-hw><x-pr> wùmiàn</x-pr>
<dt><x-gram>动</x-gram>见面<dd><x-ex>一别十载，未曾<x-key>晤面</x-key><x-f>。</x-f></x-ex></dd>
"
