rank,cihui,pinyin,raw_html
65024,鸡蛋里挑骨头,jīdàn li tiāo gǔtou,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鸡蛋里挑骨头</x-hw><x-pr> jīdàn li tiāo gǔtou</x-pr>
<dt>比喻故意找茬<x-er>儿</x-er>，硬要在没有毛病的地方找出毛病<x-f>。</x-f>
"
65075,线香,xiànxiāng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>线香</x-hw><x-pr> xiànxiāng</x-pr>
<dt><x-gram>名</x-gram>用香料、木屑等制成的细长而不带棒<x-er>儿</x-er>的香。用于祭祀、礼佛或为室内增添香气<x-f>。</x-f>
"
65086,牙慧,yáhuì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>牙慧</x-hw><x-pr> yáhuì</x-pr>
<dt><x-gram>名</x-gram>《世说新语·文学》：“殷中军（注：殷浩）云：‘康伯未得我牙后慧。’”原指言外的意趣，后指他人已有的观点、见解和说法<x-f>。</x-f><dd><x-ex>拾人<x-key>牙慧</x-key></x-ex></dd>
"
65091,辛迪加,xīndíjiā,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>辛迪加</x-hw><x-pr> xīndíjiā</x-pr><br><x-gram>名</x-gram><x-etym>法语 syndicat 音译<x-f>。</x-f></x-etym>资本主义垄断组织的一种形式。参加的企业在生产上和法律上仍保持自己的独立性，但商品销售和原料采购则交给总部统一办理<x-f>。</x-f></dt>
"
65107,乘方,chéngfāng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>乘方</x-hw><x-pr> chéngfāng</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>一个数自乘若干次的运算。如2的3次乘方就是2自乘3次，写为23<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 一个数自乘若干次所得的积。如8是2的3次乘方<x-f>。</x-f></dt>（也说乘幂<x-f>。</x-f>）
"
65456,身子骨儿,shēnzigǔr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>身子骨<x-er>儿</x-er></x-hw><x-pr> shēnzigǔr</x-pr>〈口〉
<dt><x-gram>名</x-gram>身板<x-er>儿</x-er>；体格<x-f>。</x-f><dd><x-ex><x-key>身子骨儿</x-key>挺壮实</x-ex></dd>
"
65479,石头子儿,shítouzǐr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>石头子<x-er>儿</x-er></x-hw><x-pr> shítouzǐr</x-pr>
<dt><x-gram>名</x-gram>小石块<x-er>儿</x-er><x-f>。</x-f>（也说石子<x-er>儿</x-er><x-f>。</x-f>）
"
65511,反比例,fǎnbǐlì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>反比例</x-hw><x-pr> fǎnbǐlì</x-pr>
<dt><x-gram>名</x-gram>数学上指a、b两个量，a增加到原来的若干倍，b就缩小到原来的若干分之一，反之亦然。这种变化关系就叫反比例<x-f>。</x-f>（也说反比<x-f>。</x-f>）
"
65513,弯弯绕,wānwānrào,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>弯弯绕</x-hw><x-pr> wānwānrào</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>说话拐弯抹角，不直截了当<x-f>。</x-f></dt><dd><x-ex>你别跟我<x-key>弯弯绕</x-key>，有什么话就直说吧!</x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 指说话拐弯抹角、喜欢耍心眼<x-er>儿</x-er>的人<x-f>。</x-f>
"
65540,摆龙门阵,bǎilóngménzhèn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>摆龙门阵</x-hw><x-pr> bǎilóngménzhèn</x-pr>
<dt>某些地区指讲故事或长时间聊天<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>几位茶客正在<x-key>摆龙门阵</x-key><x-f>。</x-f></x-ex></dd>
"
