rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
15066,1,不折不扣,bùzhé-bùkòu,,,,一点 儿 也不打折扣。表示完全、十足,
15078,1,台球,táiqiú,,,名,球类运动项目，在特制的长方形台子上用硬木球杆 儿 击球 台球运动所用的实心球,
15119,1,麻雀,máquè,,,名,鸟，喙黑色，头、颈部栗褐色，背部有细碎的黑褐色斑点或条纹。不能远飞，只会跳不会走，多栖息于屋檐下或柴草、树洞中，食谷米、草籽、小昆虫等。俗称家雀 儿 （qiǎor） 某些地区指麻将,
15589,1,钱包,qiánbāo,,,名,装钱及票证等的小包 儿 ，多用皮革、帆布、塑料等制成,
15662,1,不遗余力,bùyí-yúlì,,,,不留一点 儿 力量。形容把全部力量都使出来,
15703,2,迷糊,míhu,,,动,小睡；打盹 儿 在沙发上 迷糊 一会 儿,
15710,1,连结,liánjié,,,,现在规范词形写作“ 联结 ”,
15916,1,舍利,shèlì,,,名,梵语 Śarīra 音译 ，佛教指释迦牟尼遗体火化后结成的珠状物。后也指高僧死后烧剩的遗骨,
16106,1,沉静,chénjìng,,,形,寂静；没有一点 儿 声响 山村的夜，格外 沉静 （性格、心情、神色等）沉稳安静 脸色 沉静,
16438,1,同伙,tónghuǒ,,,动,结成一伙 儿 ，共同干某事（多含贬义） 这些人 同伙 贩卖假烟 同为一伙 儿 的人（多含贬义） 他的 同伙 已去向不明,
16494,1,提包,tíbāo,,,名,有提梁的包 儿 （也说手提包 ）,
16618,1,清淡,qīngdàn,,,形,颜色浅；味 儿 不浓 绿茶的茶水很 清淡 （食物）所含油脂少 吃 清淡 的饮食 （买卖）不兴旺 生意 清淡 （艺术风格）清新淡雅 文笔 清淡 而不矫饰,
16670,1,份量,fènliàng,,,,现在规范词形写作“ 分量 ”,
16737,1,强项,qiángxiàng,,,形,〈文〉《后汉书·董宣传》记载：董宣为洛阳令，杀了湖阳公主的恶奴，皇帝要他向公主当面谢罪。他直着颈项不肯，皇帝叫太监按他的脖子，他还是不低头。后来就用“强项”来形容人刚强不屈服 实力较强的项目或方面 这次运动会上，我们的 强项 较多,
16744,1,后跟,hòugēn,,,名,鞋袜上贴近脚跟 儿 的部分,
16793,1,古稀,gǔxī,,,名,唐·杜甫《曲江》：“酒债寻常行处有，人生七十古来稀。”后用“古稀”指七十岁的年纪 古稀 之年,
16821,1,钢笔,gāngbǐ,,,名,用金属制作笔头 儿 的书写工具。直接蘸墨水书写的叫蘸水钢笔；笔杆内有储存墨水的笔囊，书写时墨水自动渗到笔尖的叫自来水笔,
17008,1,万无一失,wànwúyīshī,,,,绝不会出一点 儿 差错,
17072,1,黑客,hēikè,,,名,英语 hacker 音译 ，原指本不属于电子计算机专业但对电脑技术非常精通的人；现多特指能编写解密程序非法侵入他人电脑网络进行干扰或破坏的人,
17078,1,指纹,zhǐwén,,,名,手指肚 儿 上的皮肤纹理。有弓、箕、斗三个类型。每个人的指纹都不相同，而且终身不变 指纹的痕迹 柜子上有罪犯留下的 指纹,
17137,1,盾牌,dùnpái,,,名,盾1① 比喻推托或拒绝的借口 这事跟我无关，别拿我当 盾牌,
17386,1,扑克,pūkè,,,名,英语 poker 音译 ，国际通用纸牌。有黑桃、红桃、梅花、方块4种花色，每种花色13张，另加大王、小王各1张,
17566,1,推敲,tuīqiāo,,,动,宋·胡仔《苕溪渔隐丛话》卷十九引《刘公嘉话》记载：唐代诗人贾岛骑驴吟诗得“鸟宿池边树，僧敲月下门”两句，觉得“敲”字不好，想改为“推”字，便在驴上一边吟哦一边做着推、敲的手势，不巧挡了韩愈的路，便向韩愈请教，韩愈想了一会 儿 说“敲”字好。后人就用“推敲”来指斟酌字句或对问题反复考虑、琢磨 每句话都反复 推敲 过,
17570,2,入室,rùshì,,,动,《论语·先进》：“由（指子由，孔子的弟子）也升堂矣，未入于室也。”（堂：堂屋，指外屋；室：内室，指里屋）比喻学问技能达到高深的境地 升堂 入室,
17620,2,电子游戏,diànzǐ yóuxì,,,,“ 电子游戏机 ”,
17661,2,小东西,xiǎodōngxi,,,名,〈口〉对小孩 儿 的昵称 这 小东西 真可爱,
17939,1,火锅,huǒguō,,,名,锅与炉合一的炊具。旧式炭火锅用金属制成，炉在锅的中央，置炭火在其内，锅中放汤、肉片 儿 和蔬菜等，随煮随吃。现除炭火锅外，还有电火锅、煤气火锅等,
17946,1,霎时,shàshí,,,名,极短的时间；一会 儿 霎时 狂风大作,
18419,1,法老,fǎlǎo,,,名,希腊语 pharaoh 音译 ，古代埃及国王的称号,
18526,2,垫底,diàndǐ,,,动,暂时先少吃一点 儿 食物解饥 先吃点 儿 饼干 垫底 ，一会 儿 就开饭 比喻把某种事物作为基础 有你的这句话 垫底 ，我心里就踏实了 比喻排在最后 每次考试都是他 垫底,
18990,1,无影无踪,wúyǐng-wúzōng,,,,没有一点 儿 影子和踪迹。形容完全消失或不知去向,
19276,1,同党,tóngdǎng,,,名,同一党派组织、同伙 儿 或同帮派的人（多用于贬义） 结为 同党,
19520,1,拼音,pīnyīn,,,动,"把两个或两个以上的音素拼合成为一个复合的音。如i和 ē 相拼成 iē（耶）,d和 iē 相拼成 diē（爹）",
