rank,cihui,pinyin,raw_html
25099,三三两两,sānsān-liǎngliǎng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>三三两两</x-hw><x-pr> sānsān-liǎngliǎng</x-pr>
<dt>形容三个一群、两个一伙<x-er>儿</x-er>；也形容零零散散<x-f>。</x-f>
"
25346,小叶,xiǎoyè,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>小叶</x-hw><x-pr> xiǎoyè</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>植物学指复叶上的每个叶片<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><x-g>名</x-g> 指小叶<x-er>儿</x-er>茶，用茶树的细嫩叶子焙制而成<x-f>。</x-f>
"
25515,调教,tiáojiào,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>调教</x-hw><x-pr> tiáojiào</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>调理教养（多指对小孩<x-er>儿</x-er>）<x-f>。</x-f><dd><x-ex>他把儿子<x-key>调教</x-key>得很懂礼貌<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 有目的地训练（动物）<x-f>。</x-f></dt><dd><x-ex>他把猴子<x-key>调教</x-key>得真乖<x-f>。</x-f></x-ex></dd>
"
25963,图腾,túténg,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>图腾</x-hw><x-pr> túténg</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 totem 音译<x-f>。</x-f></x-etym>原始社会的人认为跟本氏族有血缘关系并以此作为标志的某种自然物（多为动物）<x-f>。</x-f></dt>
"
26058,连用,liányòng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>连用</x-hw><x-pr> liányòng</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>连在一块<x-er>儿</x-er>使用<x-f>。</x-f><dd><x-ex>同义词<x-key>连用</x-key></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 连续使用<x-f>。</x-f></dt><dd><x-ex><x-key>连用</x-key>了三组排比句<x-f>。</x-f></x-ex></dd>
"
26087,宙斯,zhòusī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>宙斯</x-hw><x-pr> zhòusī</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 zeus 音译<x-f>。</x-f></x-etym>希腊神话中的主神<x-f>。</x-f></dt>
"
26512,桃仁,táorén,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>桃仁</x-hw><x-pr> táorén</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>桃核<x-er>儿</x-er>（húr）里的仁<x-er>儿</x-er>。可以做药材<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 核桃的仁<x-er>儿</x-er>。可制食品，也可以做药材<x-f>。</x-f>
"
26597,夏娃,xiàwá,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>夏娃</x-hw><x-pr> xiàwá</x-pr>
<dt><x-gram>名</x-gram><x-etym>希伯来语 ḥawwāh 音译<x-f>。</x-f></x-etym>《圣经》故事中人类始祖亚当之妻<x-f>。</x-f></dt>
<dt>见“<a href=""entry://亚当"" type=""see"">亚当</a>”<x-f>。</x-f>
"
26661,血本,xuèběn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>血本</x-hw><x-pr> xuèběn</x-pr>
<dt><x-gram>名</x-gram>做买卖的老本<x-er>儿</x-er>（有来之不易、是多年心血积累的意思）<x-f>。</x-f><dd><x-ex>不惜<x-key>血本</x-key></x-ex></dd>
"
26888,原由,yuányóu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>原由</x-hw><x-pr> yuányóu</x-pr>
<dt>现在规范词形写作“<a href=""entry://缘由"" type=""normalized"">缘由</a>”<x-f>。</x-f>
"
27127,一小撮,yīxiǎocuō,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>一小撮</x-hw><x-pr> yīxiǎocuō</x-pr>
<dt>可用手指撮取的一点<x-er>儿</x-er>，形容为数很少（用于人时含贬义）<x-f>。</x-f><dd><x-ex><x-key>一小撮</x-key>盐︱<x-key>一小撮</x-key>坏人<x-f>。</x-f></x-ex></dd>
"
27169,麦克风,màikèfēng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>麦克风</x-hw><x-pr> màikèfēng</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 microphone 音译<x-f>。</x-f></x-etym>传声器<x-f>。</x-f></dt>
"
27309,苦力,kǔlì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>苦力</x-hw><x-pr> kǔlì</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>干重活<x-er>儿</x-er>付出的劳力<x-f>。</x-f><dd><x-ex>卖<x-key>苦力</x-key></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 旧时指受雇干重活<x-er>儿</x-er>的劳动者<x-f>。</x-f><dd><x-ex>当<x-key>苦力</x-key></x-ex></dd>
"
27370,迪斯科,dísikē,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>迪斯科</x-hw><x-pr> dísikē</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 disco 音译<x-f>。</x-f></x-etym>自娱性舞蹈，起源于美国黑人舞，节奏快而强烈，动作幅度大，四肢并用，无固定规范，随着音乐节奏的变化即兴发挥。可单人跳，也可双人或集体跳<x-f>。</x-f></dt>
"
