rank,cihui,pinyin,raw_html
50035,比基尼,bǐjīní,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>比基尼</x-hw><x-pr> bǐjīní</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 bikini 音译<x-f>。</x-f></x-etym>指一种由小三角裤和胸罩组成的女子泳装<x-f>。</x-f></dt>（也说三点式泳装、三点式<x-f>。</x-f>）
"
50138,孤女,gūnǚ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>孤女</x-hw><x-pr> gūnǚ</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>死了父亲或父母双亡的女孩<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 指失去父母的女孩<x-er>儿</x-er><x-f>。</x-f>
"
50249,竹板,zhúbǎn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>竹板</x-hw><x-pr> zhúbǎn</x-pr>
<dt><x-gram>名</x-gram>演唱数来宝、快板书时打拍子用的竹制长方形小板<x-er>儿</x-er>。用绳子串接两块较大的或七块较小的竹板而成。两块的又叫呱嗒板，七块的又叫节子板<x-f>。</x-f>
"
50675,搭伙,dāhuǒ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>搭伙</x-hw><x-pr> dāhuǒ</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>加入伙食团体或寄在别人家里就餐<x-f>。</x-f></dt><dd><x-ex>我在食堂<x-key>搭伙</x-key></x-ex><x-ex><x-lb> | </x-lb>孩子中午在同学家<x-key>搭伙</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 合为一伙<x-er>儿</x-er>；搭伴<x-f>。</x-f><dd><x-ex><x-key>搭伙</x-key>做生意</x-ex></dd>
"
50836,童男,tóngnán,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>童男</x-hw><x-pr> tóngnán</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>未成年的男孩<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 没有性交经历的年轻男子<x-f>。</x-f></dt>
"
50984,花籽儿,huāzǐr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>花籽<x-er>儿</x-er></x-hw><x-pr> huāzǐr</x-pr>
<dt><x-gram>名</x-gram>花<x-er>儿</x-er>的种子<x-f>。</x-f>
"
50999,夹心,jiāxīn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>夹心</x-hw><x-pr> jiāxīn</x-pr>
<dt><x-gram>区别</x-gram>夹馅<x-er>儿</x-er><x-f>。</x-f><dd><x-ex><x-key>夹心</x-key>巧克力</x-ex></dd>
"
51004,磁器,cíqì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>磁器</x-hw><x-pr> cíqì</x-pr>
<dt>现在规范词形写作“<a href=""entry://瓷器"" type=""normalized"">瓷器</a>”<x-f>。</x-f>
"
51116,孩子王,háiziwáng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>孩子王</x-hw><x-pr> háiziwáng</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>孩子头<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 对幼儿园教师或小学教师的戏称（有时含谐谑意或轻视意）<x-f>。</x-f></dt>
"
51172,不求甚解,bùqiú-shènjiě,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>不求甚解</x-hw><x-pr> bùqiú-shènjiě</x-pr>
<dt>晋·陶渊明《五柳先生传》：“好读书，不求甚解。”原指读书只求领会主旨，不死抠字眼<x-er>儿</x-er>。现多指只满足于了解个大概，不作深入理解<x-f>。</x-f>
"
