rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
85094,1,歧路亡羊,qílù-wángyáng,,,,《列子·说符》中说，有人丢了羊，没有找着，原因是路上岔道 儿 太多，不知道该往哪条岔道 儿 去找。比喻情况纷繁复杂，如果不能掌握正确方向，则难免误入歧途或一无所获,
85223,1,贰心,èrxīn,,,,现在规范词形写作“ 二心 ”,
85249,1,图穷匕首见,tú qióng bǐshǒu xiàn,,,,《战国策·燕策三》记载：荆轲受燕太子丹之命去刺杀秦王时，向秦王献上内藏匕首的燕国督亢地图，地图打开后露出了匕首。比喻事情发展到最后，真相才完全显露出来（多含贬义） （也说图穷匕见 ）,
85254,1,脚炉,jiǎolú,,,名,冬天烘脚用的小铜炉。扁圆，有提梁。炉中烧炭、锯末或谷糠，通过盖 儿 上的小孔散热,
85427,1,鱼秧,yúyāng,,,名,比鱼苗大一点 儿 的小鱼,
85587,1,一得之愚,yīdézhīyú,,,,谦词，称自己对某问题的一点 儿 见解。由“愚者千虑，必有一得”变化而来,
85654,1,塄坎,léngkǎn,,,名,某些地区指田地边缘的坡 儿 或田埂子,
85791,1,份儿饭,fènrfàn,,,名,由一定的主食和副食搭配成一份 儿 ，论份 儿 出售的饭菜,
85884,1,剜肉补疮,wānròu-bǔchuāng,,,,唐·聂夷中《咏田家》：“二月卖新丝，五月粜新谷。医得眼前疮，剜却心头肉。”后用“剜肉补疮”比喻用有害的手段来救急，而不顾后果 （也说剜肉医疮 ）,
86089,1,左证,zuǒzhèng,,,,现在规范词形写作“ 佐证 ”,
86111,1,屈戌儿,qūqur,,,名,钉在门窗或箱柜上，用来挂钌铞或锁的金属小环 儿 ，一般成对使用,
86131,1,呱嗒板儿,guādabǎnr,,,名,演唱快板时打拍子的器具。由两块大竹板用绳连接而成。使用时，一手持呱嗒板 儿 ，一手持节子板（由七块小竹板用绳连接而成） 某些地区指木屐,
86322,2,插兜,chādōu,,,名,衣服上只能看见袋口的暗兜 儿 。如西服裤子两边的口袋就叫插兜,
86384,1,八宝菜,bābǎocài,,,名,一种酱菜。把萝卜、黄瓜、莴笋、藕等切成小片或小块，与花生米、杏仁、核桃仁 儿 等混合腌渍而成,
86486,1,云片糕,yúnpiàngāo,,,名,我国南方的一种传统糕点，用米粉加糖、核桃仁 儿 、桂花、芝麻等做成，切成长方形薄片,
86926,1,谐戏,xiéxì,,,动,用诙谐的话语逗笑 儿 谐戏 之言何必当真,
86954,1,蟠曲,pánqū,,,,现在规范词形写作“ 盘曲 ”,
87021,1,潮干,cháogān,,,形,物体不很干燥，仍带有点 儿 潮气 衣服刚 潮干 ，还得再晒一晒,
87411,1,雀噪,quèzào,,,动,像雀 儿 成群鸣叫。形容声名传扬一时（含贬义） 声名 雀噪,
87498,1,笨活儿,bènhuór,,,名,粗活 儿 ；笨重费力的活 儿,
87852,1,锅贴儿,guōtiēr,,,名,在铛上加少量的油和水烙熟的形似饺子的带馅 儿 面食,
87937,1,尖团音,jiān-tuányīn,,,,尖音和团音。尖音指声母z、c、s同i、ü 或i、ü 开头的韵母相拼；团音指声母j、q、x同i、ü 或i、ü 开头的韵母相拼。普通话已经没有尖音、团音的分别，但在某些方言中，在京剧的念唱中，仍然有尖音、团音之别,
88069,1,略知皮毛,lüèzhī-pímáo,,,,略微知道一点 儿 表面的东西,
88317,1,一日三秋,yīrì-sānqiū,,,,《诗经·王风·采葛》：“一日不见，如三秋兮。”（秋：借指一年）意思是一天不见，好像过了三年。形容对人怀念深切 （也说一日不见，如隔三秋 ）,
88467,1,派力司,pàilìsī,,,名,英语 palace 音译 ，用羊毛织成的平纹毛织品，隐约可见纵横交错的线条，轻薄挺括，适宜做夏令服装,
88672,2,下毛毛雨,xiàmáomaoyǔ,,,,比喻进行轻微的批评；也比喻在开展某项工作前透露一点 儿 消息，让有关人员思想上有所准备 今天给大家 下毛毛雨 ，后天再正式动员,
88745,1,冰瓶,bīngpíng,,,名,用来盛冰棍 儿 等冷食的大口保温瓶,
88754,1,趁心,chènxīn,,,,现在规范词形写作“ 称心 ”,
88872,1,白衣苍狗,báiyī-cānggǒu,,,,唐·杜甫《可叹》：“天上浮云如白衣，斯须改变如苍狗。”意思是天上的浮云忽而像白衣，忽而又变得像青狗。比喻世事变化无常 （也说白云苍狗 ）,
88926,1,答讪,dāshàn,,,,现在规范词形写作“ 搭讪 ”,
89021,1,屁帘儿,pìliánr,,,名,吊在穿开裆裤的幼儿屁股后面的长方形棉帘 儿 ，有保暖作用 （也说屁股帘 儿 ）,
89120,1,豆瓣儿酱,dòubànrjiàng,,,名,蚕豆、大豆发酵后制成的酱，可作调味品。因里面有豆瓣 儿 ，故称,
89300,1,鸭黄,yāhuáng,,,名,孵出时间不长的小鸭。因身上的𣭲（rǒng）毛为淡黄色，故称 鸡雏 鸭黄,
89695,1,贴谱儿,tiēpǔr,,,形,靠谱 儿 他这番话说得比较 贴谱儿,
