rank,cihui,pinyin,raw_html
86111,屈戌儿,qūqur,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>屈戌<x-er>儿</x-er></x-hw><x-pr> qūqur</x-pr>
<dt><x-gram>名</x-gram>钉在门窗或箱柜上，用来挂钌铞或锁的金属小环<x-er>儿</x-er>，一般成对使用<x-f>。</x-f>
"
86131,呱嗒板儿,guādabǎnr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>呱嗒板<x-er>儿</x-er></x-hw><x-pr> guādabǎnr</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>演唱快板时打拍子的器具。由两块大竹板用绳连接而成。使用时，一手持呱嗒板<x-er>儿</x-er>，一手持节子板（由七块小竹板用绳连接而成）<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 某些地区指木屐<x-f>。</x-f></dt>
"
86322,插兜,chādōu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>插兜</x-hw><x-pr> chādōu</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>用布或纸等做的口袋，通常是相连的一排或上下几排，用来插放报刊、信件等物品<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><x-g>名</x-g> 衣服上只能看见袋口的暗兜<x-er>儿</x-er>。如西服裤子两边的口袋就叫插兜<x-f>。</x-f>
"
86384,八宝菜,bābǎocài,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>八宝菜</x-hw><x-pr> bābǎocài</x-pr>
<dt><x-gram>名</x-gram>一种酱菜。把萝卜、黄瓜、莴笋、藕等切成小片或小块，与花生米、杏仁、核桃仁<x-er>儿</x-er>等混合腌渍而成<x-f>。</x-f>
"
86486,云片糕,yúnpiàngāo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>云片糕</x-hw><x-pr> yúnpiàngāo</x-pr>
<dt><x-gram>名</x-gram>我国南方的一种传统糕点，用米粉加糖、核桃仁<x-er>儿</x-er>、桂花、芝麻等做成，切成长方形薄片<x-f>。</x-f>
"
86926,谐戏,xiéxì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>谐戏</x-hw><x-pr> xiéxì</x-pr>〈文〉
<dt><x-gram>动</x-gram>用诙谐的话语逗笑<x-er>儿</x-er><x-f>。</x-f><dd><x-ex><x-key>谐戏</x-key>之言何必当真<x-f>。</x-f></x-ex></dd>
"
86954,蟠曲,pánqū,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蟠曲</x-hw><x-pr> pánqū</x-pr>
<dt>现在规范词形写作“<a href=""entry://盘曲"" type=""normalized"">盘曲</a>”<x-f>。</x-f>
"
87021,潮干,cháogān,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>潮干</x-hw><x-pr> cháogān</x-pr>
<dt><x-gram>形</x-gram>物体不很干燥，仍带有点<x-er>儿</x-er>潮气<x-f>。</x-f><dd><x-ex>衣服刚<x-key>潮干</x-key>，还得再晒一晒<x-f>。</x-f></x-ex></dd>
"
87411,雀噪,quèzào,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>雀噪</x-hw><x-pr> quèzào</x-pr>
<dt><x-gram>动</x-gram>像雀<x-er>儿</x-er>成群鸣叫。形容声名传扬一时（含贬义）<x-f>。</x-f><dd><x-ex>声名<x-key>雀噪</x-key></x-ex></dd>
"
87498,笨活儿,bènhuór,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>笨活<x-er>儿</x-er></x-hw><x-pr> bènhuór</x-pr>
<dt><x-gram>名</x-gram>粗活<x-er>儿</x-er>；笨重费力的活<x-er>儿</x-er><x-f>。</x-f>
"
87852,锅贴儿,guōtiēr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>锅贴<x-er>儿</x-er></x-hw><x-pr> guōtiēr</x-pr>
<dt><x-gram>名</x-gram>在铛上加少量的油和水烙熟的形似饺子的带馅<x-er>儿</x-er>面食<x-f>。</x-f>
"
87937,尖团音,jiān-tuányīn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>尖团音</x-hw><x-pr> jiān-tuányīn</x-pr>
<dt>尖音和团音。尖音指声母z、c、s同i、ü 或i、ü 开头的韵母相拼；团音指声母j、q、x同i、ü 或i、ü 开头的韵母相拼。普通话已经没有尖音、团音的分别，但在某些方言中，在京剧的念唱中，仍然有尖音、团音之别<x-f>。</x-f></dt>
"
88069,略知皮毛,lüèzhī-pímáo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>略知皮毛</x-hw><x-pr> lüèzhī-pímáo</x-pr>
<dt>略微知道一点<x-er>儿</x-er>表面的东西<x-f>。</x-f>
"
88317,一日三秋,yīrì-sānqiū,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>一日三秋</x-hw><x-pr> yīrì-sānqiū</x-pr>
<dt>《诗经·王风·采葛》：“一日不见，如三秋兮。”（秋：借指一年）意思是一天不见，好像过了三年。形容对人怀念深切<x-f>。</x-f>（也说一日不见，如隔三秋<x-f>。</x-f>）
"
88467,派力司,pàilìsī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>派力司</x-hw><x-pr> pàilìsī</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 palace 音译<x-f>。</x-f></x-etym>用羊毛织成的平纹毛织品，隐约可见纵横交错的线条，轻薄挺括，适宜做夏令服装<x-f>。</x-f></dt>
"
88672,下毛毛雨,xiàmáomaoyǔ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>下毛毛雨</x-hw><x-pr> xiàmáomaoyǔ</x-pr>
<dt><x-sn>①</x-sn>落蒙蒙细雨<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn>比喻进行轻微的批评；也比喻在开展某项工作前透露一点<x-er>儿</x-er>消息，让有关人员思想上有所准备<x-f>。</x-f><dd><x-ex>今天给大家<x-key>下毛毛雨</x-key>，后天再正式动员<x-f>。</x-f></x-ex></dd>
"
88745,冰瓶,bīngpíng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>冰瓶</x-hw><x-pr> bīngpíng</x-pr>
<dt><x-gram>名</x-gram>用来盛冰棍<x-er>儿</x-er>等冷食的大口保温瓶<x-f>。</x-f>
"
88754,趁心,chènxīn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>趁心</x-hw><x-pr> chènxīn</x-pr>
<dt>现在规范词形写作“<a href=""entry://称心"" type=""normalized"">称心</a>”<x-f>。</x-f>
"
88872,白衣苍狗,báiyī-cānggǒu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>白衣苍狗</x-hw><x-pr> báiyī-cānggǒu</x-pr>
<dt>唐·杜甫《可叹》：“天上浮云如白衣，斯须改变如苍狗。”意思是天上的浮云忽而像白衣，忽而又变得像青狗。比喻世事变化无常<x-f>。</x-f>（也说白云苍狗<x-f>。</x-f>）
"
88926,答讪,dāshàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>答讪</x-hw><x-pr> dāshàn</x-pr>
<dt>现在规范词形写作“<a href=""entry://搭讪"" type=""normalized"">搭讪</a>”<x-f>。</x-f>
"
89021,屁帘儿,pìliánr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>屁帘<x-er>儿</x-er></x-hw><x-pr> pìliánr</x-pr>
<dt><x-gram>名</x-gram>吊在穿开裆裤的幼儿屁股后面的长方形棉帘<x-er>儿</x-er>，有保暖作用<x-f>。</x-f>（也说屁股帘<x-er>儿</x-er><x-f>。</x-f>）
"
89120,豆瓣儿酱,dòubànrjiàng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>豆瓣<x-er>儿</x-er>酱</x-hw><x-pr> dòubànrjiàng</x-pr>
<dt><x-gram>名</x-gram>蚕豆、大豆发酵后制成的酱，可作调味品。因里面有豆瓣<x-er>儿</x-er>，故称<x-f>。</x-f>
"
89300,鸭黄,yāhuáng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鸭黄</x-hw><x-pr> yāhuáng</x-pr>
<dt><x-gram>名</x-gram>孵出时间不长的小鸭。因身上的𣭲（rǒng）毛为淡黄色，故称<x-f>。</x-f><dd><x-ex>鸡雏<x-key>鸭黄</x-key></x-ex></dd>
"
89695,贴谱儿,tiēpǔr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>贴谱<x-er>儿</x-er></x-hw><x-pr> tiēpǔr</x-pr>〈口〉
<dt><x-gram>形</x-gram>靠谱<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>他这番话说得比较<x-key>贴谱儿</x-key><x-f>。</x-f></x-ex></dd>
"
89701,懒龙,lǎnlóng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>懒龙</x-hw><x-pr> lǎnlóng</x-pr>
<dt><x-gram>名</x-gram>一种面食。把调好的肉馅<x-er>儿</x-er>摊在擀成片的发面上，卷成长条状，蒸熟后再切成段<x-f>。</x-f>
"
89708,忙活儿,mánghuór,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>忙活<x-er>儿</x-er></x-hw><x-pr> mánghuór</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>忙着干活<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>我正<x-key>忙活儿</x-key>呢，没时间聊天<x-er>儿</x-er><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 需要赶快干的活<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>这是件<x-key>忙活儿</x-key>，今天一定得干完<x-f>。</x-f></x-ex></dd>
"
89739,凡尔丁,fán'ěrdīng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>凡尔丁</x-hw><x-pr> fán'ěrdīng</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 valetin 音译<x-f>。</x-f></x-etym>一种薄而挺括的单色平纹毛织品<x-f>。</x-f></dt>
"
89790,麦淇淋,màiqílín,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>麦淇淋</x-hw><x-pr> màiqílín</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 margarine 音译<x-f>。</x-f></x-etym>用氢化植物油和脱脂牛奶等配制成的黄白色固体，是黄油的代用品<x-f>。</x-f></dt>
"
89824,鸭嘴笔,yāzuǐbǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鸭嘴笔</x-hw><x-pr> yāzuǐbǐ</x-pr>
<dt><x-gram>名</x-gram>绘图时画线用的笔。笔头<x-er>儿</x-er>由一片直的和一片弧形的钢片相合组成，略呈鸭嘴状，故称<x-f>。</x-f>
"
89855,那摩温,nàmówēn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>那摩温</x-hw><x-pr> nàmówēn</x-pr><br><x-gram>名</x-gram><x-etym>英语 number one 音译<x-f>。</x-f></x-etym>旧时某些地区指工头<x-f>。</x-f></dt>
"
89992,听风是雨,tīngfēng-shìyǔ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>听风是雨</x-hw><x-pr> tīngfēng-shìyǔ</x-pr>
<dt>比喻听到一点<x-er>儿</x-er>消息或议论就当成真的，大加渲染<x-f>。</x-f>（也说听见风，就是雨<x-f>。</x-f>）
"
