rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
20067,1,犹太教,yóutàijiào,,,名,犹太人的民族宗教。信奉耶和华神，基督教的《旧约全书》原先就是犹太教的经典 犹太：希伯来语Yěhūdhi音译 ，（也说以色列教 ）,
20379,1,绷带,bēngdài,,,名,英语 bandage 音译。用来包扎伤口或患处的纱布条。,
20467,1,云彩,yúncai,,,名,云2① 太阳钻进了 云彩 里,
20555,1,德先生,déxiānshēng,,,名,民主。英语 democracy 音译“德谟克拉西”的形象说法。常和另一个英语词 science（科学，又称“赛先生”）连用,
20632,1,缩写,suōxiě,,,动,用拼音文字把一些常用词语或专名用比较简便的写法标出。通常是截取原词语的一个或几个字母来表示。如 USA 是 The United States of America 的缩写,
20704,1,轴线,zhóuxiàn,,,名,缠在线轴 儿 上的线,
20816,1,菩提,pútí,,,名,梵语 Bodhi 音译 ，佛教指觉悟的境界,
21005,1,吉他,jítā,,,名,英语 guitar 音译 ，弹拨乐器，有六根弦。种类很多，常见的有西班牙式和夏威夷式两种,
21379,1,联接,liánjiē,,,,现在规范词形写作“ 连接 ”,
21411,1,棋子,qízǐ,,,名,用木头或塑料等制成的供下棋用的小子 儿 。通常用颜色分为数目相等的两部分或几部分（围棋分黑白两部分），下棋的人各使用一部分,
21494,1,雀跃,quèyuè,,,动,高兴得像雀 儿 那样蹦蹦跳跳 喜讯传来，人人 雀跃,
21510,1,打火机,dǎhuǒjī,,,名,一种主要用来点燃烟卷 儿 的微型取火器,
21640,1,台子,táizi,,,名,台1① 台1③ 〈口〉供打台球、乒乓球等使用的特制的桌子 乒乓球 台子,
21673,1,变数,biànshù,,,名,表示变量的数。如x+y＝13中的x、y 泛指可变的因素 时间拖得越长， 变数 就越大,
21700,2,针线,zhēnxiàn,,,名,指针线活 儿 小女孩 儿 学做 针线,
21799,1,刻划,kèhuà,,,,现在规范词形写作“ 刻画 ”,
21843,1,乌托邦,wūtuōbāng,,,名,拉丁语 Utopia 音译 ，英国空想社会主义创始人托马斯·莫尔所著《关于最完美的国家制度和乌托邦新岛的既有益又有趣的金书》的简称。书中虚构了一个最理想、最美好的社会组织——乌托邦。在这个社会组织中废除了私有制，实行公有制，生产和消费都是有计划地进行。后用乌托邦泛指脱离现实的、空想的愿望、方案等,
21926,1,维纳斯,wéinàsī,,,名,英语 Venus 音译 ，罗马神话中爱和美的女神。后来常把希腊神话中的阿佛洛狄忒称作维纳斯。发现于米洛斯岛的阿佛洛狄忒雕像，虽上肢残缺，但仍被奉为雕塑艺术极品,
22030,1,不计其数,bùjì-qíshù,,,,没法 儿 计算数目。形容数量极多,
22182,2,货真价实,huòzhēn-jiàshí,,,,比喻实实在在，没有一点 儿 虚假,
22319,1,定单,dìngdān,,,,现在规范词形写作“ 订单 ”,
22346,1,一声不响,yīshēng-bùxiǎng,,,,形容口里不发出一点 儿 声响或不说话 一声不响 地躺着,
22533,1,手包,shǒubāo,,,名,随身携带的小包 儿 ，多为女性使用,
22689,1,玩艺儿,wányìr,,,,现在规范词形写作“玩意 儿 ”,
22998,1,水壶,shuǐhú,,,名,盛水或用来烧水的容器，大肚小口，有盖有嘴，一般有把 儿 或提梁,
23009,1,田头,tiántóu,,,名,田地的两头 儿 ；田边 田头 地边 田地里 整天在 田头 干活 儿,
23048,1,荡然无存,dàngrán-wúcún,,,,形容完全消失，一点 儿 也不存在了,
23096,2,大班,dàbān,,,名,英语 taipan 音译 ，旧时称洋行经理,
23227,1,释迦牟尼,shìjiāmóuní,,,名,梵语 Śākyamuni 音译 ，佛教创始人（约前565—前485），姓乔达摩，名悉达多，古印度释迦族人。29岁时出家修行，后“悟道成佛”。释迦牟尼是佛教徒对他的尊称，意思是释迦族的圣人,
23229,1,满不在乎,mǎnbùzàihu,,,,一点 儿 也不在意 都火烧眉毛了，他还是 满不在乎,
23521,1,未知数,wèizhīshù,,,名,代数式或方程式中指需要经过运算才能确定的数（跟“已知数”相区别）。如“4y＋5＝13”中y就是未知数 借指还不清楚的情况 这次试验能否成功，还是个 未知数,
23566,1,雪茄,xuějiā,,,名,英语 cigar 音译 ，指直接用烟叶卷成的烟，比普通纸烟粗而长,
23574,1,白兰地,báilándì,,,名,英语 brandy 音译 ，由葡萄或苹果等果汁发酵蒸馏制成的酒，酒精含量一般在40%左右,
23611,1,威士忌,wēishìjì,,,名,英语 whisky 音译 ，用大麦、黑麦等酿制的一种蒸馏酒,
23813,2,老奶奶,lǎonǎinai,,,名,小孩 儿 对老年妇女的尊称,
23852,1,着边,zháobiān,,,动,挨边 儿 挨边 儿,
23916,1,老幼,lǎoyòu,,,名,老人和小孩 儿 照顾 老幼,
24187,1,色拉,sèlā,,,名,英语 salad 音译 ，一种凉拌食品，一般由香肠丁、土豆丁、水果丁或蔬菜等加色拉酱调和而成。也译作沙拉,
24218,1,谈天,tántiān,,,动,聊天 儿 ；闲谈,
24248,1,精光,jīngguāng,,,形,什么也没有；一点 儿 也没剩下 把钱花了个 精光 光亮洁净 皮鞋擦得 精光 锃亮,
24539,1,希奇,xīqí,,,,现在规范词形写作“ 稀奇 ”,
24557,1,奥林匹克精神,àolínpǐkè jīngshén,,,,奥林匹克运动会的精神，内容是相互了解、友谊、团结和公平竞争 奥林匹克：英语Olympic音译 ，。简称奥运精神,
24589,1,发指,fàzhǐ,,,动,《庄子盗跖》：“盗跖闻之大怒，目如明星，发上指冠。”后多用“发指”形容愤怒至极，连头发都直立起来 恐怖行为令人 发指,
24634,1,栗子,lìzi,,,名,落叶乔木，叶子边缘呈锯齿状，初夏开花。果实也叫栗子，包在球形带刺 儿 的壳内，可以食用；木材坚实，可以制地板、枕木、矿柱等；树皮及木材可以提取栲胶；叶子可以饲养柞蚕。种类较多，我国常见的是板栗,
24666,1,一得,yīdé,,,名,一点 儿 小小的收获或心得等 愚者千虑，必有 一得,
24679,1,血型,xuèxíng,,,名,血液的类型。根据红细胞含的特殊抗原（凝集原）的不同，分O、A、B、AB 四种主要类型。人的血型终生不变，能遗传。输血时除O型可以输给任何型，AB 型可以接受任何型外，必须用同型的血,
24742,1,子口,zǐkou,,,名,瓶、罐、箱等器物上部跟盖 儿 相合的部分,
24777,1,尼龙,nílóng,,,名,英语 nylon 音译 ，锦纶的旧称,
24781,1,捉襟见肘,zhuōjīn-jiànzhǒu,,,,拉一下衣襟就看见了胳膊肘 儿 。形容衣服破烂，生活贫困；后多比喻顾此失彼，穷于应付,
24803,1,夹克,jiākè,,,名,英语 jacket 音译 ，多为袖口和下摆束紧、身长到腰的短外套,
24865,1,支那,zhīnà,,,名,梵语 Cina 音译的日本汉字借词 古代印度人、波斯人、希腊人等称古代中国。中日甲午战争中清政府失败后，日本军国主义者用“支那”蔑称中国,
24932,1,一筹莫展,yīchóu-mòzhǎn,,,,没有一点 儿 计策能施展。形容想不出一点 儿 办法,
24985,1,不可开交,bùkě-kāijiāo,,,,纠缠在一起，没法 儿 解开。形容无法摆脱或了结 吵得 不可开交,
