rank,cihui,pinyin,raw_html
40133,忙里偷闲,mánglǐ-tōuxián,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>忙里偷闲</x-hw><x-pr> mánglǐ-tōuxián</x-pr>
<dt>在繁忙中挤出一点<x-er>儿</x-er>空闲时间<x-f>。</x-f>
"
40207,普罗米修斯,pǔluómǐxiūsī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>普罗米修斯</x-hw><x-pr> pǔluómǐxiūsī</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 Prometheus 音译<x-f>。</x-f></x-etym>希腊神话中造福人类的神。曾为人类盗取天火，因而触怒主神宙斯，被锁在高加索山崖，受尽折磨而坚强不屈。是敢于抗拒强暴、为人类幸福而勇敢献身的英雄典型<x-f>。</x-f></dt>
"
40232,挑子,tiāozi,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>挑子</x-hw><x-pr> tiāozi</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>扁担和它两头所挑的东西<x-f>。</x-f></dt><dd><x-ex>一副<x-key>挑子</x-key></x-ex></dd>
<dt><x-sn>②</x-sn>量“挑1”③<x-f>。</x-f><dd><x-ex>挑着一<x-key>挑子</x-key>白菜</x-ex></dd>
"
40309,皮面,pímiàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>皮面</x-hw><x-pr> pímiàn</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>浮皮；表面<x-f>。</x-f></dt><dd><x-ex>都是<x-key>皮面</x-key>上的伤</x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 用皮革或毛皮做的面<x-er>儿</x-er><x-f>。</x-f><dd><x-ex><x-key>皮面</x-key>沙发</x-ex></dd>
"
40316,酸枣,suānzǎo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>酸枣</x-hw><x-pr> suānzǎo</x-pr>
<dt><x-gram>名</x-gram>落叶灌木，树枝带刺<x-er>儿</x-er>，叶椭圆形，初夏开黄绿色小花。果实也叫酸枣，比普通的枣小，肉薄核大，味酸。核仁可以做药材<x-f>。</x-f>
"
40368,罗曼蒂克,luómàndìkè,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>罗曼蒂克</x-hw><x-pr> luómàndìkè</x-pr>
<dt><x-gram>形</x-gram><x-etym>英语 romantic 音译<x-f>。</x-f></x-etym>浪漫<x-f>。</x-f></dt>
"
40516,呆会儿,dāihuìr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>呆会<x-er>儿</x-er></x-hw><x-pr> dāihuìr</x-pr>
<dt><x-gram>动</x-gram>停留一会<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>到我家<x-key>呆会儿</x-key>吧</x-ex></dd>
"
40705,桑梓,sāngzǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>桑梓</x-hw><x-pr> sāngzǐ</x-pr>〈文〉
<dt><x-gram>名</x-gram>桑树和梓树。《诗经·小雅·小弁》：“维桑与梓，必恭敬止。”意思是家乡的桑树和梓树是父母亲手栽的，要对它表示敬意。后用来借指故乡<x-f>。</x-f><dd><x-ex>情系<x-key>桑梓</x-key></x-ex></dd>
"
40754,哈密瓜,hāmìguā,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>哈密瓜</x-hw><x-pr> hāmìguā</x-pr>
<dt><x-gram>名</x-gram>甜瓜的一个变种。一年生草本植物，茎蔓生，花冠黄色。果实也叫哈密瓜，个头<x-er>儿</x-er>较大，果皮青色或黄色，有网纹，果肉绵软，味道香甜。多产于新疆哈密一带，故称<x-f>。</x-f><t-note><x-lb>用法说明</x-lb>不要写作“哈蜜瓜”<x-f>。</x-f></t-note>
"
40916,咿呀,yīyā,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>咿呀</x-hw><x-pr> yīyā</x-pr>
<dt><x-sn>①</x-sn><x-gram>拟声</x-gram>模拟小孩<x-er>儿</x-er>学说话的声音<x-f>。</x-f><dd><x-ex><x-key>咿呀</x-key>学语</x-ex></dd>
<dt><x-sn>②</x-sn>拟声模拟琴声、摇桨声等<x-f>。</x-f></dt>
"
40927,一盘散沙,yīpán-sǎnshā,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>一盘散沙</x-hw><x-pr> yīpán-sǎnshā</x-pr>
<dt>一盘黏合不到一块<x-er>儿</x-er>的沙子。比喻分散的力量或不团结的状态<x-f>。</x-f>
"
40928,一丁点儿,yīdīngdiǎnr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>一丁点<x-er>儿</x-er></x-hw><x-pr> yīdīngdiǎnr</x-pr>〈口〉
<dt>很少的一点<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>何必为了这么<x-key>一丁点儿</x-key>小事吵个没完呢!</x-ex></dd>
"
41021,无底洞,wúdǐdòng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>无底洞</x-hw><x-pr> wúdǐdòng</x-pr>
<dt><x-gram>名</x-gram>没有底<x-er>儿</x-er>的洞穴；比喻永远满足不了的要求、欲望等<x-f>。</x-f><dd><x-ex>他今天要这个，明天要那个，简直是个<x-key>无底洞</x-key><x-f>。</x-f></x-ex></dd>
"
41156,席梦思,xímèngsī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>席梦思</x-hw><x-pr> xímèngsī</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 simmons 音译<x-f>。</x-f></x-etym>弹簧床垫；也指沙发床<x-f>。</x-f></dt>
"
41312,活脱脱,huótuōtuō,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>活脱脱</x-hw><x-pr> huótuōtuō</x-pr>
<dt><x-gram>动</x-gram>活脱<x-er>儿</x-er>①<x-f>。</x-f><dd><x-ex>在舞台上他<x-key>活脱脱</x-key>一个美猴王<x-f>。</x-f></x-ex></dd><t-note><x-lb>用法说明</x-lb>语气往往比“活脱<x-er>儿</x-er>”①重，一般不再接受副词修饰<x-f>。</x-f></t-note>
"
41470,砾石,lìshí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>砾石</x-hw><x-pr> lìshí</x-pr>
<dt><x-gram>名</x-gram>磨去棱角的岩石碎块<x-er>儿</x-er>。由水流不断冲击而形成<x-f>。</x-f>
"
41628,庐山真面目,lúshān zhēn miànmù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>庐山真面目</x-hw><x-pr> lúshān zhēn miànmù</x-pr>
<dt>宋·苏轼《题西林壁》：“横看成岭侧成峰，远近高低各不同。不识庐山真面目，只缘身在此山中。”后用“庐山真面目”比喻事情的真实情况或人的本来面目<x-f>。</x-f>（也说庐山真面<x-f>。</x-f>）
"
41703,桑拿浴,sāngnáyù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>桑拿浴</x-hw><x-pr> sāngnáyù</x-pr>
<dt><x-gram>动</x-gram>利用蒸汽排汗的洗澡方法。用水浇在烧热的石头上产生高温蒸汽，人在蒸汽的包围下，身体大量出汗，可排除污垢，解乏健身。起源于芬兰<x-f>（</x-f>桑拿：英语sauna音译<x-f>）</x-f><x-f>。</x-f>（也说蒸汽浴、芬兰浴<x-f>。</x-f>）
"
