rank,cihui,pinyin,raw_html
81689,韵腹,yùnfù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>韵腹</x-hw><x-pr> yùnfù</x-pr>
<dt><x-gram>名</x-gram>韵母中的主要元音。如 uan 中的a<x-f>。</x-f></dt>
"
81746,醋心,cùxīn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>醋心</x-hw><x-pr> cùxīn</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>胃里反酸<x-f>。</x-f></dt>（也说酸心<x-f>。</x-f>）
<dt><x-sn>②</x-sn><x-g>名</x-g> 醋劲<x-er>儿</x-er><x-f>。</x-f><dd><x-ex><x-key>醋心</x-key>大发</x-ex></dd>
"
81854,魔难,mónàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>魔难</x-hw><x-pr> mónàn</x-pr>
<dt>现在规范词形写作“<a href=""entry://磨难"" type=""normalized"">磨难</a>”<x-f>。</x-f>
"
82000,哌嗪,pàiqín,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>哌嗪</x-hw><x-pr> pàiqín</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 piperazine 音译<x-f>。</x-f></x-etym>药名，有机化合物，有驱除蛔虫、蛲虫等效能<x-f>。</x-f></dt>
"
82055,刎颈之交,wěnjǐngzhījiāo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>刎颈之交</x-hw><x-pr> wěnjǐngzhījiāo</x-pr>
<dt>《史记·廉颇蔺相如列传》：“（廉颇、蔺相如）卒相与欢，为刎颈之交。”指情谊深厚，可以同生死、共患难的朋友<x-f>。</x-f>（也说刎颈交<x-f>。</x-f>）
"
82091,衬纸,chènzhǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>衬纸</x-hw><x-pr> chènzhǐ</x-pr>
<dt><x-gram>名</x-gram>衬在物体下面的纸。如画框、像框中衬在画<x-er>儿</x-er>、相片下面的纸<x-f>。</x-f>
"
82210,黎黑,líhēi,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>黎黑</x-hw><x-pr> líhēi</x-pr>
<dt>现在规范词形写作“<a href=""entry://黧黑"" type=""normalized"">黧黑</a>”<x-f>。</x-f>
"
82292,贫气,pínqi,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>贫气</x-hw><x-pr> pínqi</x-pr>
<dt><x-sn>①</x-sn><x-gram>形</x-gram>贫2<x-f>。</x-f><dd><x-ex>他说话幽默而不<x-key>贫气</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn> <x-g>形</x-g> 小气；不大方<x-f>。</x-f></dt><dd><x-ex>他生活简朴，但不<x-key>贫气</x-key><x-f>。</x-f></x-ex></dd>
"
82382,汤壶,tānghú,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>汤壶</x-hw><x-pr> tānghú</x-pr>
<dt><x-gram>名</x-gram>盛热水的扁圆形壶。用铜、锡、塑料或陶瓷等制成，可放在被窝<x-er>儿</x-er>里取暖<x-f>。</x-f>（也说汤婆子<x-f>。</x-f>）
"
82458,一星半点儿,yīxīng-bàndiǎnr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>一星半点<x-er>儿</x-er></x-hw><x-pr> yīxīng-bàndiǎnr</x-pr>
<dt>形容极少的一点<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>这<x-key>一星半点儿</x-key>的成绩不值一提<x-f>。</x-f></x-ex></dd>
"
82470,急急风,jíjífēng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>急急风</x-hw><x-pr> jíjífēng</x-pr>
<dt><x-gram>名</x-gram>戏曲中一种节奏很快的锣鼓点<x-er>儿</x-er>，用来配合急促的动作，烘托紧张的气氛；也指按这种锣鼓点<x-er>儿</x-er>表演的快捷的动作<x-f>。</x-f>
"
82517,不摸头,bùmōtóu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>不摸头</x-hw><x-pr> bùmōtóu</x-pr>
<dt>找不到头绪；一点<x-er>儿</x-er>情况都不了解<x-f>。</x-f><dd><x-ex>哪里深，哪里浅，都还<x-key>不摸头</x-key><x-f>。</x-f></x-ex></dd>
"
82610,回车键,huíchējiàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>回车键</x-hw><x-pr> huíchējiàn</x-pr>
<dt><x-gram>名</x-gram>电子计算机键盘上的 Enter 键。功能是使电子计算机执行某一指令或字符输入时换行（háng）。简称回车<x-f>。</x-f></dt>
"
82681,盖浇饭,gàijiāofàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>盖浇饭</x-hw><x-pr> gàijiāofàn</x-pr>
<dt><x-gram>名</x-gram>一种简便的饭食，在大米饭上盖上菜肴，论份<x-er>儿</x-er>出售<x-f>。</x-f>（也说盖饭<x-f>。</x-f>）
"
82734,凑趣儿,còuqùr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>凑趣<x-er>儿</x-er></x-hw><x-pr> còuqùr</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>迎合所好，使人高兴<x-f>。</x-f></dt><dd><x-ex>为了讨好上司，他常说些<x-key>凑趣儿</x-key>的话<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 逗笑<x-er>儿</x-er>；开玩笑<x-f>。</x-f><dd><x-ex>你别拿我<x-key>凑趣儿</x-key>了<x-f>。</x-f></x-ex></dd>
"
82743,视同儿戏,shìtóng'érxì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>视同儿戏</x-hw><x-pr> shìtóng'érxì</x-pr>
<dt>把事情看成跟小孩<x-er>儿</x-er>游戏一样。形容做事不严肃、不认真<x-f>。</x-f>
"
82907,刻期,kèqī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>刻期</x-hw><x-pr> kèqī</x-pr>
<dt>现在规范词形写作“<a href=""entry://克期"" type=""normalized"">克期</a>”<x-f>。</x-f>
"
82949,伸雪,shēnxuě,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>伸雪</x-hw><x-pr> shēnxuě</x-pr>
<dt>现在规范词形写作“<a href=""entry://申雪"" type=""normalized"">申雪</a>”<x-f>。</x-f>
"
83122,板儿爷,bǎnryé,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>板<x-er>儿</x-er>爷</x-hw><x-pr> bǎnryé</x-pr>〈口〉
<dt><x-gram>名</x-gram>蹬板<x-er>儿</x-er>车的人（含谐谑意）<x-f>。</x-f>
"
83126,人尖子,rénjiānzi,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>人尖子</x-hw><x-pr> rénjiānzi</x-pr>
<dt><x-gram>名</x-gram>在同类中拔尖<x-er>儿</x-er>的人<x-f>。</x-f>
"
83129,伏罪,fúzuì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>伏罪</x-hw><x-pr> fúzuì</x-pr>
<dt>现在规范词形写作“<a href=""entry://服罪"" type=""normalized"">服罪</a>”<x-f>。</x-f>
"
83197,沱茶,tuóchá,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>沱茶</x-hw><x-pr> tuóchá</x-pr>
<dt><x-gram>名</x-gram>一种压成块<x-er>儿</x-er>的碗形茶，产于云南、四川、重庆<x-f>。</x-f>
"
83367,咂吧,zāba,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>咂吧</x-hw><x-pr> zāba</x-pr>〈口〉
<dt><x-sn>①</x-sn><x-gram>动</x-gram>发出声响地吮吸；发出声响地撮嘴<x-f>。</x-f></dt><dd><x-ex><x-key>咂吧</x-key>着烟袋</x-ex><x-ex><x-lb> | </x-lb>他<x-key>咂吧</x-key>了几下嘴，继续说<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 发出声响地稍尝一点<x-er>儿</x-er>，仔细辨别（滋味）<x-f>。</x-f><dd><x-ex>他<x-key>咂吧</x-key>着嘴里的茶叶，觉得有种怪味<x-f>。</x-f></x-ex></dd>
"
83391,出活儿,chūhuór,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>出活<x-er>儿</x-er></x-hw><x-pr> chūhuór</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>干出活<x-er>儿</x-er>来<x-f>。</x-f><dd><x-ex>半天还没<x-key>出活儿</x-key></x-ex></dd>
<dt><x-sn>②</x-sn> <x-g>形</x-g> 工作的效率高；干出的活<x-er>儿</x-er>多<x-f>。</x-f><dd><x-ex>使用掘土机确实<x-key>出活儿</x-key><x-f>。</x-f></x-ex></dd>
"
83588,盐霜,yánshuāng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>盐霜</x-hw><x-pr> yánshuāng</x-pr>
<dt><x-gram>名</x-gram>盐水在物体表面凝结成的白色细末<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>干旱的盐碱地一片<x-key>盐霜</x-key><x-f>。</x-f></x-ex></dd>
"
83938,群唱,qúnchàng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>群唱</x-hw><x-pr> qúnchàng</x-pr>
<dt><x-gram>名</x-gram>一种曲艺表演形式，多为三五人以上交替演唱，如群唱二人传、单弦<x-er>儿</x-er>联唱等<x-f>。</x-f>（也说联唱<x-f>。</x-f>）
"
83940,怙恃,hùshì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>怙恃</x-hw><x-pr> hùshì</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>凭借；仗恃<x-f>。</x-f></dt><dd><x-ex><x-key>怙恃</x-key>权势，欺压百姓<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 〈文〉《诗经·小雅·蓼莪》：“无父何怙，无母何恃。”后以“怙恃”借指父母<x-f>。</x-f><dd><x-ex><x-key>怙恃</x-key>双亡</x-ex></dd>
"
83969,枝解,zhījiě,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>枝解</x-hw><x-pr> zhījiě</x-pr>
<dt>现在规范词形写作“<a href=""entry://肢解"" type=""normalized"">肢解</a>”<x-f>。</x-f>
"
84002,暄腾,xuānteng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>暄腾</x-hw><x-pr> xuānteng</x-pr>〈口〉
<dt><x-gram>形</x-gram>暄2<x-f>。</x-f><dd><x-ex>瞧这发糕多<x-key>暄腾</x-key>!</x-ex></dd><t-note><x-lb>用法说明</x-lb>跟“喧腾”不同<x-f>。</x-f></t-note>
"
84087,手锯,shǒujù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>手锯</x-hw><x-pr> shǒujù</x-pr>
<dt><x-gram>名</x-gram>一端装有手把<x-er>儿</x-er>的短锯<x-f>。</x-f>
"
84189,电珠,diànzhū,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>电珠</x-hw><x-pr> diànzhū</x-pr>
<dt><x-gram>名</x-gram>类似珠粒<x-er>儿</x-er>的微型灯泡<x-f>。</x-f>
"
84250,门鼻儿,ménbír,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>门鼻<x-er>儿</x-er></x-hw><x-pr> ménbír</x-pr>
<dt><x-gram>名</x-gram>钉在门上的一种金属物，中空，半圆形。钌铞<x-er>儿</x-er>（liàodiàor）扣在上面，可以在露出的孔中挂上锁<x-f>。</x-f>
"
84305,火罐儿,huǒguànr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>火罐<x-er>儿</x-er></x-hw><x-pr> huǒguànr</x-pr>
<dt><x-gram>名</x-gram>拔罐<x-er>儿</x-er>用的器具，多用陶瓷、玻璃或竹筒制成。扣在身体病痛处可起治疗作用<x-f>。</x-f>
<dt>见<a href=""entry://拔罐儿"" type=""see"">“拔罐<x-er>儿</x-er>”</a><x-f>。</x-f>
"
84483,火伴,huǒbàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>火伴</x-hw><x-pr> huǒbàn</x-pr>
<dt>现在规范词形写作“<a href=""entry://伙伴"" type=""normalized"">伙伴</a>”<x-f>。</x-f>
"
84679,希少,xīshǎo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>希少</x-hw><x-pr> xīshǎo</x-pr>
<dt>现在规范词形写作“<a href=""entry://稀少"" type=""normalized"">稀少</a>”<x-f>。</x-f>
"
84704,寸劲儿,cùnjìnr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>寸劲<x-er>儿</x-er></x-hw><x-pr> cùnjìnr</x-pr>〈口〉
<dt><x-sn>①</x-sn><x-gram>名</x-gram>巧劲<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>干活<x-er>儿</x-er>要动脑筋，使<x-key>寸劲儿</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 偶然的机会<x-f>。</x-f></dt><dd><x-ex>总是找不到他，今天一出门就遇见了，真是个<x-key>寸劲儿</x-key><x-f>。</x-f></x-ex></dd>
"
