rank,cihui,pinyin,raw_html
61517,崩解,bēngjiě,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>崩解</x-hw><x-pr> bēngjiě</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>（岩石等）由于风化而破裂成碎块<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>巨石已逐渐<x-key>崩解</x-key></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> （国家政治体系、制度等）分崩瓦解<x-f>。</x-f></dt><dd><x-ex>旧政权彻底<x-key>崩解</x-key></x-ex></dd>
"
61859,波罗蜜,bōluómì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>波罗蜜</x-hw><x-pr> bōluómì</x-pr>
<dt><x-sn>①</x-sn>见“<a href=""entry://菠萝蜜"" type=""see"">菠萝蜜</a>”<x-f>。</x-f>现在一般写作“菠萝蜜”<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-gram>动</x-gram><x-etym>梵语 Pāramitā 音译<x-f>。</x-f></x-etym>佛教指到达彼岸。也译作波罗蜜多<x-f>。</x-f></dt>
"
62181,白读,báidú,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>白读</x-hw><x-pr> báidú</x-pr>
<dt><x-gram>名</x-gram>一个字表示同一意义有不同读音时，其中口语读音称为白读（跟“文读”相区别），如“熟”读 shóu 为白读<x-f>。</x-f></dt>（也说口语音<x-f>。</x-f>）
"
62205,寸土必争,cùntǔ-bìzhēng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>寸土必争</x-hw><x-pr> cùntǔ-bìzhēng</x-pr>
<dt>一丁点<x-er>儿</x-er>土地（多指国土）也要尽力争夺。形容与敌人斗争时毫不退让<x-f>。</x-f>
"
62323,假小子,jiǎxiǎozi,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>假小子</x-hw><x-pr> jiǎxiǎozi</x-pr>
<dt><x-gram>名</x-gram>指性格或长相、打扮像男孩<x-er>儿</x-er>的姑娘<x-f>。</x-f>
"
62467,笔帽,bǐmào,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>笔帽</x-hw><x-pr> bǐmào</x-pr>
<dt><x-gram>名</x-gram>套在笔头<x-er>儿</x-er>上起保护作用的套<x-er>儿</x-er><x-f>。</x-f>
"
62497,嘌呤,piàolìng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>嘌呤</x-hw><x-pr> piàolìng</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 beer 音译<x-f>。</x-f></x-etym>有机化合物，无色晶体，易溶于水。生物碱和尿酸中含有其氧化物<x-f>。</x-f></dt>
"
62769,说得来,shuōdelái,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>说得来</x-hw><x-pr> shuōdelái</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>能说到一块<x-er>儿</x-er>；说话投机<x-f>。</x-f><dd><x-ex>你跟他<x-key>说得来</x-key>，还是你去劝劝他吧<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 会说；能说<x-f>。</x-f></dt><dd><x-ex>普通话我<x-key>说得来</x-key></x-ex></dd>
"
63012,图钉,túdīng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>图钉</x-hw><x-pr> túdīng</x-pr>
<dt><x-gram>名</x-gram>一种帽大针小的钉<x-er>儿</x-er>，可以用手摁钉帽把图纸等钉在木板或墙壁上<x-f>。</x-f><x-dd>▷</x-dd><x-ex>用<x-key>图钉</x-key>把地图钉在墙上<x-f>。</x-f></x-ex>（也说摁钉<x-er>儿</x-er><x-f>。</x-f>）
"
63016,支解,zhījiě,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>支解</x-hw><x-pr> zhījiě</x-pr>
<dt>现在规范词形写作“<a href=""entry://肢解"" type=""normalized"">肢解</a>”<x-f>。</x-f>
"
63090,工尺,gōngchě,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>工尺</x-hw><x-pr> gōngchě</x-pr>
<dt><x-gram>名</x-gram>中国民族音乐传统记音符号的总称。常用的符号有合、四、一、上、尺、工、凡、六、五、乙（相当于简谱的 5̣ 、6̣、7̣̣、1、2、3、4、5、6、7）。用这些符号记录的乐谱叫“工尺谱”<x-f>。</x-f></dt><t-note><x-lb>用法说明</x-lb>“尺”这里不读 chǐ<x-f>。</x-f></t-note>
"
63131,唱名,chàngmíng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>唱名</x-hw><x-pr> chàngmíng</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>按名单次序大声点名<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-g>名</x-g>指音乐上为便于发音和区别音高而用的七个拉丁文表示的音节，即 do、re、mi、fa、sol、la、si（或 ti），简谱的记法是1、2、3、4、5、6、7<x-f>。</x-f></dt>
"
63165,无往不胜,wúwǎngbùshèng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>无往不胜</x-hw><x-pr> wúwǎngbùshèng</x-pr>
<dt>不论到哪<x-er>儿</x-er>，没有不能取胜的<x-f>。</x-f>
"
63286,滴滴涕,dīdītì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>滴滴涕</x-hw><x-pr> dīdītì</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语缩写词 DDT 音译<x-f>。</x-f></x-etym>杀虫剂二氯二苯基三氯乙烷的商品名。因化学性质稳定，不易降解，容易造成污染，现已停止生产和使用<x-f>。</x-f></dt>
"
63498,黔驴技穷,qiánlǘ-jìqióng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>黔驴技穷</x-hw><x-pr> qiánlǘ-jìqióng</x-pr>
<dt>唐·柳宗元《三戒·黔之驴》中说：黔地（今贵州一带）本没有驴，有人从外地带来一头。开始，老虎看见驴个子很大，又听到它叫声响亮，十分害怕。后来老虎接近它、冲撞它，驴发怒了，就踢了老虎一脚。老虎知道驴的本领不过如此，于是扑上去把驴吃掉了。比喻仅有的一点<x-er>儿</x-er>本领用完了，再没有别的办法<x-f>。</x-f><t-note><x-lb>用法说明</x-lb>“技”不要误写作“计”<x-f>。</x-f></t-note>
"
63575,店小二,diànxiǎo'èr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>店小二</x-hw><x-pr> diànxiǎo'èr</x-pr>
<dt><x-gram>名</x-gram>旧指饭店、旅店中跑堂<x-er>儿</x-er>接待顾客的人（多见于近代汉语）<x-f>。</x-f>
"
63724,单音词,dānyīncí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>单音词</x-hw><x-pr> dānyīncí</x-pr>
<dt><x-gram>名</x-gram>只有一个音节的词，如“人、吃、红、鸟<x-er>儿</x-er>”等<x-f>。</x-f><t-note><x-lb>用法说明</x-lb>跟“单纯词”不同<x-f>。</x-f></t-note>
"
63741,鱼腥草,yúxīngcǎo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鱼腥草</x-hw><x-pr> yúxīngcǎo</x-pr>
<dt><x-gram>名</x-gram>蕺（jí）菜。因茎叶有鱼腥味<x-er>儿</x-er>，故称<x-f>。</x-f>
"
63771,滚边,gǔnbiān,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>滚边</x-hw><x-pr> gǔnbiān</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>在衣服、布鞋等的边缘特别缝制上布条、带子等，形成一种圆棱形的边<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 衣服、布鞋等上的圆棱形的边<x-er>儿</x-er><x-f>。</x-f>
"
63776,练笔,liànbǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>练笔</x-hw><x-pr> liànbǐ</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>练习写文章<x-f>。</x-f></dt><dd><x-ex>经常<x-key>练笔</x-key>才能提高写作水平<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 练习写字、画画<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>刻苦<x-key>练笔</x-key>，争取有好的书画作品问世<x-f>。</x-f></x-ex></dd>
"
63828,平空,píngkōng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>平空</x-hw><x-pr> píngkōng</x-pr>
<dt>现在规范词形写作“<a href=""entry://凭空"" type=""normalized"">凭空</a>”<x-f>。</x-f>
"
63980,黑枣,hēizǎo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>黑枣</x-hw><x-pr> hēizǎo</x-pr>
<dt><x-gram>名</x-gram>落叶乔木，叶子椭圆形，花暗红色或绿白色。果实也叫黑枣，球形或椭圆形，指头肚<x-er>儿</x-er>大小，初为绿色，成熟后呈黄色，贮藏一段时间变为黑色。味甜，可食用，也可做药材<x-f>。</x-f>
"
64106,通风口,tōngfēngkǒu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>通风口</x-hw><x-pr> tōngfēngkǒu</x-pr>
<dt><x-gram>名</x-gram>供空气流通的口<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>矿井里设有<x-key>通风口</x-key><x-f>。</x-f></x-ex></dd>
"
64321,梯恩梯,tī'ēntī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>梯恩梯</x-hw><x-pr> tī'ēntī</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语缩写词 TNT 音译<x-f>。</x-f></x-etym>一种最常用的军用炸药，淡黄色晶体，具有猛烈的爆炸性<x-f>。</x-f></dt>
"
64344,包身工,bāoshēngōng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>包身工</x-hw><x-pr> bāoshēngōng</x-pr>
<dt><x-gram>名</x-gram>旧时在工厂、矿山中受资本家和包工头双重剥削的工人。包工头付给被包人家庭一点<x-er>儿</x-er>钱，提供被包人做工期间最低的生活保障，被包人的全部工资归包工头所有。包身工劳动繁重，没有人身自由，是变相的奴隶<x-f>。</x-f>
"
64370,两小无猜,liǎngxiǎo-wúcāi,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>两小无猜</x-hw><x-pr> liǎngxiǎo-wúcāi</x-pr>
<dt>男孩<x-er>儿</x-er>和女孩<x-er>儿</x-er>在一起玩耍，天真纯洁，彼此没有嫌疑和猜忌<x-f>。</x-f>
"
64408,跑调儿,pǎodiàor,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>跑调<x-er>儿</x-er></x-hw><x-pr> pǎodiàor</x-pr>
<dt><x-gram>动</x-gram>走调<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>小王唱歌总是<x-key>跑调儿</x-key><x-f>。</x-f></x-ex></dd>
"
64750,说不来,shuōbulái,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>说不来</x-hw><x-pr> shuōbulái</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>彼此谈不到一块<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>我跟他<x-key>说不来</x-key></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 不会说<x-f>。</x-f></dt><dd><x-ex>上海话我<x-key>说不来</x-key></x-ex></dd>
"
64828,磨拳擦掌,móquán-cāzhǎng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>磨拳擦掌</x-hw><x-pr> móquán-cāzhǎng</x-pr>
<dt>现在规范词形写作“<a href=""entry://摩拳擦掌"" type=""normalized"">摩拳擦掌</a>”<x-f>。</x-f>
"
64832,蓝牙技术,lányá jìshù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蓝牙技术</x-hw><x-pr> lányá jìshù</x-pr>
<dt>一种短距离无线传输技术。这种技术使用集成电路，在10—100米范围内，无需借助电线，可以传输数据（蓝牙：英语 blue tooth 直译。10世纪统一丹麦的丹麦国王瓦伊金的绰号。据说开发蓝牙技术的企业想让它在本领域逐步占有统治地位，故称）<x-f>。</x-f></dt><t-note><x-lb>用法说明</x-lb>作定语时常说“蓝牙”，如蓝牙手表、蓝牙耳机等<x-f>。</x-f></t-note>
"
64841,棒糖,bàngtáng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>棒糖</x-hw><x-pr> bàngtáng</x-pr>
<dt><x-gram>名</x-gram>中间插着供手持的小棍<x-er>儿</x-er>的糖块<x-er>儿</x-er>，常作儿童食品<x-f>。</x-f>（也说棒棒糖<x-f>。</x-f>）
"
64884,灯笼裤,dēnglongkù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>灯笼裤</x-hw><x-pr> dēnglongkù</x-pr>
<dt><x-gram>名</x-gram>一种有肥大裤腿的裤子，下端收紧，样子有点<x-er>儿</x-er>像灯笼<x-f>。</x-f>
"
