rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
10124,1,海洛因,hǎiluòyīn,,,名,英语 heroin 音译 ，有机化合物，由吗啡制成的白色晶体，医学上用作镇静药、麻醉药。常用成瘾，比吗啡的成瘾性更大。作为毒品，俗称白面 儿,
10182,1,一星儿,yīxīngr,,,,极少的一点 儿 这伙 儿 歹徒没有 一星儿 人性,
10231,1,吉普,jípǔ,,,名,英语 jeep 音译 ，一种前后轮都能驱动的中、小型越野汽车,
10272,1,丫头,yātou,,,名,旧时儿童梳在头顶两旁上翘的抓髻；借指女孩 儿 几年不见，这 丫头 越发长得水灵了 丫环,
10299,1,卷烟,juǎnyān,,,动,用纸把烟丝或烟末 儿 卷成细杆状或喇叭状 卷成细杆状或喇叭状的烟，包括香烟、雪茄。俗称烟卷 儿,
10500,1,作准,zuòzhǔn,,,动,作数；算数 儿 ；兑现 你说话可得 作准 啊,
10610,1,筷子,kuàizi,,,名,成双的夹取饭菜或其他物品的细长棍 儿 ，多用竹、木制成,
11030,1,沉寂,chénjì,,,形,十分寂静，没有一点 儿 声响 沉寂 的山林 没有任何消息 音信 沉寂,
11110,1,安琪儿,ānqí'ér,,,名,英语 angel 音译 ，天使,
11236,1,芭蕾舞,bālěiwǔ,,,名,一种欧洲古典舞蹈；也指欧洲古典舞剧。起源于意大利，形成于法国，以舞蹈为主要表现手段。女演员舞蹈时穿特制的舞鞋，常用脚尖着地 芭蕾：法语ballet音译 ，（也说芭蕾 ）,
11526,1,吃力,chīlì,,,形,费劲 儿 干这活 儿 不太 吃力 承受力量 靠承重墙 吃力,
11819,1,汇总,huìzǒng,,,动,（情况、材料等）汇集到一块 儿 准确及时地收集、 汇总 食品安全信息,
11865,1,引擎,yǐnqíng,,,名,英语 engine 音译 ，发动机，多指活塞式的内燃机或蒸汽机等；泛指动力中心或保障某项功能运行的软件等,
12957,1,血腥,xuèxīng,,,名,血液的腥味 儿 难闻的 血腥 散发着血腥味 儿 的。形容屠杀或战斗时的残酷 血腥 镇压,
13229,1,佛陀,fótuó,,,名,梵语 buddha 音译 ，佛教徒对释迦牟尼的尊称，意思是“觉悟了的人”。简称佛,
13617,1,匣子,xiázi,,,名,装东西的方形器具，有盖 儿 可以开合，一般比箱子小,
13666,1,犹大,yóudà,,,名,希伯来语 yěhudāh 音译 ，《圣经》中指犹太人12列祖之一,
13846,1,牛仔,niúzǎi,,,名,英语 cowboy 意译。美国西部放牛的小伙子；泛指放牛的小伙子,
14046,1,无能为力,wúnéng-wéilì,,,,用不上劲 儿 ；没有能力或能力不足,
14106,1,博客,bókè,,,名,英语 blog 音译 ，定期以文字、图片等形式发布的，通常由新到旧排列的帖子所组成的，由个人管理的网页或网站,
14123,1,硬币,yìngbì,,,名,金属货币。如银元、钢镚 儿 等,
14144,1,服气,fúqì,,,动,从心眼 儿 里信服 在事实面前，不 服气 不行,
14302,1,转弯,zhuǎnwān,,,动,拐弯 儿 转弯 向北走20米就到了 比喻说话拐弯抹角，不直截了当 有话直说，别 转弯 比喻改变思路或想法 他头脑灵活， 转弯 很快,
14338,1,宝宝,bǎobǎo,,,名,对小孩 儿 的昵称,
14382,1,贝多,bèiduō,,,名,梵语 Pattra 音译 ，即贝叶树,
14390,1,作画,zuòhuà,,,动,创作绘画；画画 儿 吟诗 作画,
14465,1,操作系统,cāozuòxìtǒng,,,,按规定要求进行运作的一套程序。特指电子计算机提供资源管理程序的软件系统。其主要功能是组织电子计算机的工作流程，管理中央处理器、内存、数据和外部设备，支持其他应用软件，实现人机交流的良好界面。如 DOS 系统、Windows 系统、UNIX 系统等,
14516,1,良久,liángjiǔ,,,形,很长时间；好一会 儿 沉吟 良久 ，迟疑不决,
14542,1,一丝不苟,yīsī-bùgǒu,,,,形容做事认真仔细，一点 儿 都不马虎,
14645,1,巧克力,qiǎokèlì,,,名,英语 chocolate 音译 ，用可可粉加白糖、香料等制成的甜食,
14666,1,红包,hóngbāo,,,名,包着钱的红纸包 儿 ，用于喜庆时馈赠礼金或给小孩 儿 压岁钱。现也借指奖金、额外酬金以及贿赂他人的钱,
14715,2,小鬼,xiǎoguǐ,,,名,对小孩 儿 的亲昵称呼 这 小鬼 挺机灵,
14716,1,可卡因,kěkǎyīn,,,名,英语 cocaine 音译 ，一种从古柯叶中提取的生物碱。白色结晶状粉末。有收缩血管的作用，可用于局部麻醉。经常摄入后能上瘾,
14740,1,背包,bēibāo,,,名,有背（bēi）带、可以背（bēi）在背（bèi）上的包 儿 ，多在行军或外出时使用,
