rank,cihui,pinyin,raw_html
35015,底本,dǐběn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>底本</x-hw><x-pr> dǐběn</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>留底<x-er>儿</x-er>的稿本<x-f>。</x-f><dd><x-ex>这部书的<x-key>底本</x-key>至今保存完好<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 校勘、翻译、刊印以及抄写所依据的本子<x-f>。</x-f></dt><dd><x-ex>照着<x-key>底本</x-key>校对</x-ex></dd>
<dt><x-sn>③</x-sn><sbl2>○</sbl2><x-g>名</x-g>做生意的本钱<x-f>。</x-f></dt><dd><x-ex>小店<x-key>底本</x-key>有限，恕不赊欠<x-f>。</x-f></x-ex></dd>
"
35218,野鸡,yějī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>野鸡</x-hw><x-pr> yějī</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>雉1的通称<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 指自行拉客的暗娼<x-f>。</x-f></dt>
<dt><x-sn>③</x-sn>区别指非正规的<x-f>。</x-f></dt><dd><x-ex><x-key>野鸡</x-key>学校</x-ex></dd>
"
35301,铃铛,língdang,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>铃铛</x-hw><x-pr> língdang</x-pr>
<dt><x-gram>名</x-gram>可摇晃发声的铃。钟形、球形或扁圆形，下部或中部开口<x-er>儿</x-er>，内有悬锤、金属丸或小石子，有供儿童玩的、骡马身上带的或作饰品用的等<x-f>。</x-f>
"
35349,上劲,shàngjìn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>上劲</x-hw><x-pr> shàngjìn</x-pr>
<dt><x-gram>形</x-gram>精神抖擞；来劲<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>这种车越开越<x-key>上劲</x-key><x-f>。</x-f></x-ex></dd>
"
35362,鱼网,yúwǎng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鱼网</x-hw><x-pr> yúwǎng</x-pr>
<dt>现在规范词形写作“<a href=""entry://渔网"" type=""normalized"">渔网</a>”<x-f>。</x-f>
"
35378,穿孔,chuānkǒng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>穿孔</x-hw><x-pr> chuānkǒng</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>肠、胃等器官的壁因病变而出现孔洞<x-f>。</x-f></dt><dd><x-ex>胃<x-key>穿孔</x-key></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 打眼<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>利用激光<x-key>穿孔</x-key></x-ex></dd>
"
35472,闹腾,nàoteng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>闹腾</x-hw><x-pr> nàoteng</x-pr>〈口〉
<dt><x-sn>①</x-sn><x-gram>动</x-gram>吵嚷；喧闹<x-f>。</x-f></dt><dd><x-ex>你们别<x-key>闹腾</x-key>了，真烦人!</x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 逗趣<x-er>儿</x-er>打闹<x-f>。</x-f><dd><x-ex>几个年轻人又说又笑，<x-key>闹腾</x-key>了半天<x-f>。</x-f></x-ex></dd>
<dt><x-sn>③</x-sn><x-g>动</x-g> 大家一起动手做<x-f>。</x-f></dt><dd><x-ex>他们几个<x-key>闹腾</x-key>了一阵子，还真把厂子建起来了<x-f>。</x-f></x-ex></dd>
"
35553,苏打,sūdá,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>苏打</x-hw><x-pr> sūdá</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 soda 音译<x-f>。</x-f></x-etym>纯碱<x-f>。</x-f></dt>
"
35628,海螺,hǎiluó,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>海螺</x-hw><x-pr> hǎiluó</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>软体动物，有硬壳，个头<x-er>儿</x-er>比田螺大，生活在海洋中。壳可以做号角或工艺品<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 指海螺壳<x-f>。</x-f></dt><dd><x-ex>吹起<x-key>海螺</x-key></x-ex></dd>
"
35718,时隐时现,shíyǐn-shíxiàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>时隐时现</x-hw><x-pr> shíyǐn-shíxiàn</x-pr>
<dt>一会<x-er>儿</x-er>隐没，一会<x-er>儿</x-er>显现。形容事物飘忽不定<x-f>。</x-f>
"
35747,莱塞,láisè,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>莱塞</x-hw><x-pr> láisè</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 laser 音译<x-f>。</x-f></x-etym>激光、激光器的旧称<x-f>。</x-f></dt>
"
35789,傻气,shǎqì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>傻气</x-hw><x-pr> shǎqì</x-pr>
<dt><x-sn>①</x-sn><x-gram>形</x-gram>愚笨；糊涂<x-f>。</x-f></dt><dd><x-ex>你真<x-key>傻气</x-key>，这点意思还看不出来?</x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 傻劲<x-er>儿</x-er>①<x-f>。</x-f>
"
35829,作数,zuòshù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>作数</x-hw><x-pr> zuòshù</x-pr>
<dt><x-gram>动</x-gram>（说话）算数<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>说了就得<x-key>作数</x-key></x-ex></dd>
"
35869,丑角,chǒujué,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>丑角</x-hw><x-pr> chǒujué</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>丑2④<x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 比喻品德不好、表现卑劣的人<x-f>。</x-f></dt><dd><x-ex>政坛<x-key>丑角</x-key></x-ex></dd><t-note><x-lb>用法说明</x-lb>“角”这里不读 jiǎo<x-f>。</x-f></t-note>
"
35889,花呢,huāní,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>花呢</x-hw><x-pr> huāní</x-pr>
<dt><x-gram>名</x-gram>表面呈条、格、点<x-er>儿</x-er>等花纹状的毛织品<x-f>。</x-f>
"
36084,水烟,shuǐyān,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>水烟</x-hw><x-pr> shuǐyān</x-pr>
<dt><x-gram>名</x-gram>用水烟袋抽的烟丝或烟叶末<x-er>儿</x-er>。吸时烟从灌注了水的管中通过，故称<x-f>。</x-f>
"
36146,玉米面,yùmǐmiàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>玉米面</x-hw><x-pr> yùmǐmiàn</x-pr>
<dt><x-gram>名</x-gram>用玉米的籽实磨成的面<x-er>儿</x-er>。供食用或做饲料<x-f>。</x-f>
"
