rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
45053,1,闻风丧胆,wénfēng-sàngdǎn,,,,听到一点 儿 动静就吓破了胆。形容对某事物极其恐惧,
45060,1,维他命,wéitāmìng,,,名,英语 vitamin 音译 ，维生素的旧称,
45260,1,童养媳,tóngyǎngxí,,,名,旧指被迫让人领养、长大后做这家儿媳的小女孩 儿 ；也指有这种身世的妇女,
45395,1,妞妞,niūniu,,,名,对小女孩 儿 的昵称,
45514,1,肉松,ròusōng,,,名,牛、猪等的瘦肉经过预煮、撇油、焙煎、脱水、炒松等工序而制成的绒状或碎末 儿 状的肉食品,
45602,1,小肚儿,xiǎodǔr,,,名,一种球状熟食，用经过加工处理的猪膀胱装入和着淀粉的肉末 儿 蒸制而成,
45899,1,溜之大吉,liūzhī-dàjí,,,,偷偷离开；一走了事 儿 （含谐谑意）,
45916,1,寒伧,hánchen,,,,现在规范词形写作“ 寒碜 ”,
46013,1,卡特尔,kǎtè'ěr,,,名,法语 cartel 音译 ，资本主义垄断组织的一种形式。生产同类商品的企业为了垄断市场和获取高额利润，通过订立各种协定而形成的同盟,
46173,1,冷冻食品,lěngdòng shípǐn,,,,经过快速降温冻结的食品，如冰棍 儿 、速冻蔬菜、速冻饺子等,
46425,1,炸酱,zhájiàng,,,名,把黄酱、甜面酱、豆瓣 儿 酱等放在沸油中煎炸，并佐以肉丁、葱花等做成的调味品,
46435,1,险遭,xiǎnzāo,,,动,差一点 儿 遭到（不幸的事） 险遭 暗算,
46533,1,头陀,tóutuó,,,名,梵语 Dhūta 音译 ，指僧人；特指四方云游乞食的僧人,
46541,1,钢钎,gāngqiān,,,名,在岩石上凿孔用的工具，多用六棱或八棱的钢棍 儿 制成，一头有尖 儿,
47026,1,本字,běnzì,,,名,随着汉字的发展，有些字通常的写法已不同于原来的写法，原来写法的字称为本字。如“武”的本字为“ ”；“船”的本字为“舩” 古人在写某个字时，没有写本来应该用的字，而是写了一个读音相同或相近的字。本来应该写的字叫本字，用来代替的字叫通假字。如“骏极于天”中的“骏”为通假字，“峻”为本字,
47031,1,布丁,bùdīng,,,名,英语 pudding 音译 ，用水果、面粉、牛奶、鸡蛋等制成的一种西式点心,
47133,1,盖世太保,gàishìtàibǎo,,,名,德语 Gestapo 音译 ，纳粹德国的秘密警察组织。第二次世界大战期间，希特勒曾用它进行大规模的恐怖活动,
47300,1,疑问句,yíwènjù,,,名,使用疑问语气提出问题的句子。句末有的还有表疑问的语气词，书面上句末用问号。如“这是谁写的?”、“他来了吗?”、“人在哪 儿 呢?”（也说问句 ）,
