rank,cihui,pinyin,raw_html
55309,跳蚤市场,tiàozao shìchǎng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>跳蚤市场</x-hw><x-pr> tiàozao shìchǎng</x-pr>
<dt>英语 flea market 意译。指出售廉价商品、古旧货物的露天自由市场。通常在节假日举办<x-f>。</x-f></dt>
"
55434,飞虫,fēichóng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>飞虫</x-hw><x-pr> fēichóng</x-pr>
<dt><x-gram>名</x-gram>有翅膀会飞行的昆虫，如蜜蜂、苍蝇、蠓虫<x-er>儿</x-er>、蛾子等<x-f>。</x-f>
"
55481,赛先生,sàixiānshēng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>赛先生</x-hw><x-pr> sàixiānshēng</x-pr>
<dt><x-gram>名</x-gram>科学。英语 science 音译“赛因斯”的形象说法<x-f>。</x-f></dt>
<dt>见“<a href=""entry://德先生"" type=""see"">德先生</a>”<x-f>。</x-f>
"
55671,帮闲,bāngxián,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>帮闲</x-hw><x-pr> bāngxián</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>（文人）附庸权贵或富豪，为他们凑趣<x-er>儿</x-er>消闲、装点门面<x-f>。</x-f><dd><x-ex>他舞文弄墨，为王侯<x-key>帮闲</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 帮闲的文人<x-f>。</x-f></dt>
"
55701,奎宁,kuíníng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>奎宁</x-hw><x-pr> kuíníng</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 quinine 音译<x-f>。</x-f></x-etym>防治疟疾的西药，是从金鸡纳树等植物中提炼出来的<x-f>。</x-f></dt>（也说金鸡纳霜<x-f>。</x-f>）
"
55804,阿片,āpiàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>阿片</x-hw><x-pr> āpiàn</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 opium 音译<x-f>。</x-f></x-etym>由罂粟果的乳状汁液经干燥而成的药物。主要成分为吗啡，有镇痛、止泻、止咳等作用。长期服用易成瘾。用作毒品时一般叫鸦片<x-f>。</x-f></dt>
"
55908,盘石,pánshí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>盘石</x-hw><x-pr> pánshí</x-pr>
<dt>现在规范词形写作“<a href=""entry://磐石"" type=""normalized"">磐石</a>”<x-f>。</x-f>
"
55932,可身,kěshēn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>可身</x-hw><x-pr> kěshēn</x-pr>
<dt><x-gram>形</x-gram>（衣服）穿着长短、肥瘦<x-er>儿</x-er>正合适<x-f>。</x-f><dd><x-ex>这套衣服很<x-key>可身</x-key></x-ex></dd>
"
56084,练摊儿,liàntānr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>练摊<x-er>儿</x-er></x-hw><x-pr> liàntānr</x-pr>〈口〉
<dt><x-gram>动</x-gram>摆摊<x-er>儿</x-er>卖货<x-f>。</x-f>
"
56212,合子,hézi,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>合子</x-hw><x-pr> hézi</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>北方流行的一种在面片<x-er>儿</x-er>中夹馅<x-er>儿</x-er>烙成的饼<x-f>。</x-f><dd><x-ex>猪肉韭菜馅<x-er>儿</x-er><x-key>合子</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn>见“<a href=""entry://盒子"" type=""see"">盒子</a>”<x-f>。</x-f>现在一般写作“盒子”<x-f>。</x-f></dt>
"
