rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
40133,1,忙里偷闲,mánglǐ-tōuxián,,,,在繁忙中挤出一点 儿 空闲时间,
40207,1,普罗米修斯,pǔluómǐxiūsī,,,名,英语 Prometheus 音译 ，希腊神话中造福人类的神。曾为人类盗取天火，因而触怒主神宙斯，被锁在高加索山崖，受尽折磨而坚强不屈。是敢于抗拒强暴、为人类幸福而勇敢献身的英雄典型,
40232,2,挑子,tiāozi,,,,量“挑1”③ 挑着一 挑子 白菜,
40309,2,皮面,pímiàn,,,名,用皮革或毛皮做的面 儿 皮面 沙发,
40316,1,酸枣,suānzǎo,,,名,落叶灌木，树枝带刺 儿 ，叶椭圆形，初夏开黄绿色小花。果实也叫酸枣，比普通的枣小，肉薄核大，味酸。核仁可以做药材,
40368,1,罗曼蒂克,luómàndìkè,,,形,英语 romantic 音译 ，浪漫,
40516,1,呆会儿,dāihuìr,,,动,停留一会 儿 到我家 呆会儿 吧,
40705,1,桑梓,sāngzǐ,,,名,桑树和梓树。《诗经·小雅·小弁》：“维桑与梓，必恭敬止。”意思是家乡的桑树和梓树是父母亲手栽的，要对它表示敬意。后用来借指故乡 情系 桑梓,
40754,1,哈密瓜,hāmìguā,,,名,甜瓜的一个变种。一年生草本植物，茎蔓生，花冠黄色。果实也叫哈密瓜，个头 儿 较大，果皮青色或黄色，有网纹，果肉绵软，味道香甜。多产于新疆哈密一带，故称,
40916,1,咿呀,yīyā,,,拟声,模拟小孩 儿 学说话的声音 咿呀 学语 拟声模拟琴声、摇桨声等,
40927,1,一盘散沙,yīpán-sǎnshā,,,,一盘黏合不到一块 儿 的沙子。比喻分散的力量或不团结的状态,
40928,1,一丁点儿,yīdīngdiǎnr,,,,很少的一点 儿 何必为了这么 一丁点儿 小事吵个没完呢!,
41021,1,无底洞,wúdǐdòng,,,名,没有底 儿 的洞穴；比喻永远满足不了的要求、欲望等 他今天要这个，明天要那个，简直是个 无底洞,
41156,1,席梦思,xímèngsī,,,名,英语 simmons 音译 ，弹簧床垫；也指沙发床,
41312,1,活脱脱,huótuōtuō,,,动,活脱 儿 ① 在舞台上他 活脱脱 一个美猴王,
41470,1,砾石,lìshí,,,名,磨去棱角的岩石碎块 儿 。由水流不断冲击而形成,
41628,1,庐山真面目,lúshān zhēn miànmù,,,,宋·苏轼《题西林壁》：“横看成岭侧成峰，远近高低各不同。不识庐山真面目，只缘身在此山中。”后用“庐山真面目”比喻事情的真实情况或人的本来面目 （也说庐山真面 ）,
41703,1,桑拿浴,sāngnáyù,,,动,利用蒸汽排汗的洗澡方法。用水浇在烧热的石头上产生高温蒸汽，人在蒸汽的包围下，身体大量出汗，可排除污垢，解乏健身。起源于芬兰 桑拿：英语sauna音译 ，（也说蒸汽浴、芬兰浴 ）,
41717,1,雅思,yǎsī,,,名,英语缩写词 IELTS 音译 ，国际英语水平测试。由英国剑桥大学考试委员会、澳大利亚高校国际开发署和英国文化委员会共同举办。1990年4月起我国开始推行,
41751,1,核桃仁儿,hétaorénr,,,名,核桃壳 儿 里面的果仁 儿 。可以吃，也可以榨油，还可以做药材,
41754,1,孺子牛,rúzǐniú,,,名,《左传·哀公六年》记载：齐景公曾口含绳子装作牛，让儿子牵着走。后用“孺子牛”比喻甘愿为人民大众服务的人 俯首甘为 孺子牛,
41889,3,酸溜溜,suānliūliū,,,形,形容心里有点 儿 妒忌或难过 看着别人的成果，心里 酸溜溜 的 形容言谈迂腐 他说话 酸溜溜 的，真让人难受,
41928,1,丑小鸭,chǒuxiǎoyā,,,名,丹麦作家安徒生的童话《丑小鸭》中的主人公。现常用来比喻长得不漂亮或不引人注目的小孩 儿 （多用于谦称或谑称） 当年的 丑小鸭 ，如今成了白天鹅,
42046,1,杂工,zágōng,,,名,干杂活 儿 的工人,
42262,1,女红,nǚgōng,,,名,旧时指妇女所做的缝纫、刺绣、纺织一类的劳动或这类劳动的成品（红：指妇女纺织、刺绣等活 儿 ）,
42407,1,阿拉伯数字,ālābó shùzì,,,,国际通用的数字，即0、1、2、3、4、5、6、7、8、9。原为印度始创，12世纪初由阿拉伯人传到欧洲 阿拉伯：阿拉伯语arab音译 ，（也说印度-阿拉伯数字 ）,
42417,1,无宁,wúnìng,,,,现在规范词形写作“ 毋宁 ”,
42456,2,听差,tīngchāi,,,名,旧时指干杂活 儿 的男仆 解放前他曾在县衙门里当 听差,
42458,1,沙弥,shāmí,,,名,梵语 Śrāmaṇera 音译的简称。佛教指依照戒律出家的7—20岁的男性修行者。俗称小和尚,
42470,1,尼古丁,nígǔdīng,,,名,英语 nicotine 音译 ，烟草中一种主要生物碱，毒性大,
42541,1,汤圆,tāngyuán,,,名,用糯米粉等做成的球状食品。大多有馅 儿 ，煮熟后带汤吃 （也说汤团 ）,
42755,1,沙丁鱼,shādīngyú,,,名,鱼，体长纺锤形，银白色，生活在海洋中。肉鲜美，是罐头食品的优良原料 沙丁：英语sardine音译 ，（也说鳁 ）,
42763,1,肉丸,ròuwán,,,名,将肉末 儿 、淀粉和调料等搅拌后做成的球形食品，蒸、炸、汆汤皆可,
42764,1,净尽,jìngjìn,,,形,一点 儿 也不剩 扫除 净尽,
42920,1,伏输,fúshū,,,,现在规范词形写作“ 服输 ”,
42923,1,夜曲,yèqǔ,,,名,18世纪流行于欧洲贵族社会的一种器乐曲，常在夜间露天演奏；近代一般指钢琴小曲 儿 ，曲调优美、抒情,
42940,1,闪存,shǎncún,,,名,一种断电时所存储的数据不会丢失的芯片，广泛用于电子计算机、手机等的数据存储设备（闪：英语 flash 直译）,
42947,1,肉饼,ròubǐng,,,名,用很薄的白面皮包着肉馅 儿 烙成的饼,
43254,1,古尔邦节,gǔ'ěrbāngjié,,,名,伊斯兰教节日，在伊斯兰教历12月10日。这一天要宰杀牲畜献礼 古尔邦：阿拉伯语al-Qurbān音译 ，（也说宰牲节 ）,
43271,2,青丝,qīngsī,,,名,用青梅等切成的细丝，常用作糕点馅 儿 的配料或糕点面上的点缀品,
43470,1,电子显微镜,diànzǐ xiǎnwēijìng,,,,利用电子束放大图像的显微镜。能使物质的细微结构放大几十万倍。通过它可以看到病毒、单个 儿 分子以及某些重金属的原子和晶体中的原子点阵,
43514,1,拐子,guǎizi,,,名,拐1② 腿脚有残疾的人（含不尊敬意） 桄子 拐骗人口、财物的人,
