term,pinyin,cleaned_pinyin
打算盘,dǎsuànpan,dǎsuànpan
转播台,zhuǎnbōtái,zhuǎnbōtái
柿子椒,shìzijiāo,shìzijiāo
解放鞋,jiěfàngxié,jiěfàngxié
落叶松,luòyèsōng,luòyèsōng
螺旋藻,luóxuánzǎo,luóxuánzǎo
卷铺盖,juǎnpūgai,juǎnpūgai
排练场,páiliànchǎng,páiliànchǎng
丝丝入扣,sīsī-rùkòu,sīsī rùkòu
处之泰然,chǔzhī-tàirán,chǔzhī tàirán
人仰马翻,rényǎng-mǎfān,rényǎng mǎfān
舞文弄墨,wǔwén-nòngmò,wǔwén nòngmò
言归于好,yánguīyúhǎo,yánguīyúhǎo
大腹便便,dàfù-piánpián,dàfù piánpián
矫枉过正,jiǎowǎng-guòzhèng,jiǎowǎng guòzhèng
老气横秋,lǎoqì-héngqiū,lǎoqì héngqiū
滚瓜烂熟,gǔnguā-lànshú,gǔnguā lànshú
滥竽充数,lànyú-chōngshù,lànyú chōngshù
同室操戈,tóngshì-cāogē,tóngshì cāogē
刑事判决,xíngshì pànjué,xíngshì pànjué
预展,yùzhǎn,yùzhǎn
异端邪说,yìduān-xiéshuō,yìduān xiéshuō
何首乌,héshǒuwū,héshǒuwū
不睦,bùmù,bùmù
漫灌,mànguàn,mànguàn
敬奉,jìngfèng,jìngfèng
寥落,liáoluò,liáoluò
无霜期,wúshuāngqī,wúshuāngqī
工价,gōngjià,gōngjià
枯荣,kūróng,kūróng
砖雕,zhuāndiāo,zhuāndiāo
进益,jìnyì,jìnyì
曼舞,mànwǔ,mànwǔ
病况,bìngkuàng,bìngkuàng
画板,huàbǎn,huàbǎn
昼伏夜出,zhòufú-yèchū,zhòufú yèchū
增温,zēngwēn,zēngwēn
撒落,sǎluò,sǎluò
路规,lùguī,lùguī
竖直,shùzhí,shùzhí
风凉话,fēngliánghuà,fēngliánghuà
肠梗阻,chánggěngzǔ,chánggěngzǔ
屡禁不绝,lǚjìn-bùjué,lǚjìn bùjué
九族,jiǔzú,jiǔzú
怒涛,nùtāo,nùtāo
夹竹桃,jiāzhútáo,jiāzhútáo
层林,cénglín,cénglín
同路人,tónglùrén,tónglùrén
惨境,cǎnjìng,cǎnjìng
长明灯,chángmíngdēng,chángmíngdēng
口诛笔伐,kǒuzhū-bǐfá,kǒuzhū bǐfá
暗害,ànhài,ànhài
素净,sùjing,sùjing
箭在弦上,jiànzàixiánshàng,jiànzàixiánshàng
悬梁,xuánliáng,xuánliáng
补漏,bǔlòu,bǔlòu
苟活,gǒuhuó,gǒuhuó
浅近,qiǎnjìn,qiǎnjìn
黑陶,hēitáo,hēitáo
仁厚,rénhòu,rénhòu
枪栓,qiāngshuān,qiāngshuān
叔公,shūgōng,shūgōng
遭罪,zāozuì,zāozuì
腌菜,yāncài,yāncài
延宕,yándàng,yándàng
甲肝,jiǎgān,jiǎgān
航标灯,hángbiāodēng,hángbiāodēng
困局,kùnjú,kùnjú
赐教,cìjiào,cìjiào
熬煎,áojiān,áojiān
白丁,báidīng,báidīng
白癜风,báidiànfēng,báidiànfēng
龟甲,guījiǎ,guījiǎ
稻穗,dàosuì,dàosuì
找门路,zhǎoménlù,zhǎoménlù
加劲,jiājìn,jiājìn
得宜,déyí,déyí
炸雷,zhàléi,zhàléi
专号,zhuānhào,zhuānhào
主课,zhǔkè,zhǔkè
泰然处之,tàirán-chǔzhī,tàirán chǔzhī
通好,tōnghǎo,tōnghǎo
虐杀,nüèshā,nüèshā
轻车熟路,qīngchē-shúlù,qīngchē shúlù
效益工资,xiàoyì gōngzī,xiàoyì gōngzī
不成器,bùchéngqì,bùchéngqì
君主国,jūnzhǔguó,jūnzhǔguó
小叔子,xiǎoshūzi,xiǎoshūzi
蜂起,fēngqǐ,fēngqǐ
无为而治,wúwéi'érzhì,wúwéi érzhì
张挂,zhāngguà,zhāngguà
站队,zhànduì,zhànduì
屠戮,túlù,túlù
岳家,yuèjiā,yuèjiā
陪送,péisong,péisong
陪送,péisòng,péisòng
掌灯,zhǎngdēng,zhǎngdēng
遗产税,yíchǎnshuì,yíchǎnshuì
试播,shìbō,shìbō
改天换地,gǎitiān-huàndì,gǎitiān huàndì
交验,jiāoyàn,jiāoyàn
套语,tàoyǔ,tàoyǔ
厌学,yànxué,yànxué
闭馆,bìguǎn,bìguǎn
怒冲冲,nùchōngchōng,nùchōngchōng
群众关系,qúnzhòng guānxi,qúnzhòng guānxi
曾祖母,zēngzǔmǔ,zēngzǔmǔ
上冻,shàngdòng,shàngdòng
暗无天日,ànwútiānrì,ànwútiānrì
县份,xiànfèn,xiànfèn
百日咳,bǎirìké,bǎirìké
猎获,lièhuò,lièhuò
炉膛,lútáng,lútáng
震情,zhènqíng,zhènqíng
藤萝,téngluó,téngluó
编绘,biānhuì,biānhuì
陶土,táotǔ,táotǔ
彩卷,cǎijuǎn,cǎijuǎn
竹板,zhúbǎn,zhúbǎn
污损,wūsǔn,wūsǔn
三百六十行,sānbǎi liùshí háng,sānbǎi liùshí háng
锋芒毕露,fēngmáng-bìlù,fēngmáng bìlù
准头,zhǔntou,zhǔntou
肥壮,féizhuàng,féizhuàng
簿子,bùzi,bùzi
合照,hézhào,hézhào
期终,qīzhōng,qīzhōng
过堂,guòtáng,guòtáng
倒毙,dǎobì,dǎobì
改换门庭,gǎihuàn-méntíng,gǎihuàn méntíng
欺辱,qīrǔ,qīrǔ
棋谱,qípǔ,qípǔ
伸腿,shēntuǐ,shēntuǐ
小炉匠,xiǎolújiàng,xiǎolújiàng
觐见,jìnjiàn,jìnjiàn
吸管,xīguǎn,xīguǎn
胡人,húrén,húrén
摧枯拉朽,cuīkū-lāxiǔ,cuīkū lāxiǔ
少壮派,shàozhuàngpài,shàozhuàngpài
三班倒,sānbāndǎo,sānbāndǎo
老死不相往来,lǎo sǐ bù xiāng wǎnglái,lǎo sǐ bù xiāng wǎnglái
纳闷儿,nàmènr,nàmènr
群龙无首,qúnlóng-wúshǒu,qúnlóng wúshǒu
工休,gōngxiū,gōngxiū
纤尘,xiānchén,xiānchén
后福,hòufú,hòufú
宣明,xuānmíng,xuānmíng
下装,xiàzhuāng,xiàzhuāng
试表,shìbiǎo,shìbiǎo
拓本,tàběn,tàběn
免俗,miǎnsú,miǎnsú
金匾,jīnbiǎn,jīnbiǎn
机宜,jīyí,jīyí
章句,zhāngjù,zhāngjù
雪野,xuěyě,xuěyě
蜉蝣,fúyóu,fúyóu
撼人心魄,hànrén-xīnpò,hànrén xīnpò
水溶性,shuǐróngxìng,shuǐróngxìng
心慈手软,xīncí-shǒuruǎn,xīncí shǒuruǎn
金科玉律,jīnkē-yùlǜ,jīnkē yùlǜ
有言在先,yǒuyán-zàixiān,yǒuyán zàixiān
血块,xuèkuài,xuèkuài
或然,huòrán,huòrán
钟乳石,zhōngrǔshí,zhōngrǔshí
自立门户,zìlì-ménhù,zìlì ménhù
兔崽子,tùzǎizi,tùzǎizi
一步登天,yībù-dēngtiān,yībù dēngtiān
黄热病,huángrèbìng,huángrèbìng
坯子,pīzi,pīzi
宴客,yànkè,yànkè
淬火,cuìhuǒ,cuìhuǒ
解暑,jiěshǔ,jiěshǔ
尺码,chǐmǎ,chǐmǎ
叫春,jiàochūn,jiàochūn
泛化,fànhuà,fànhuà
居心叵测,jūxīn-pǒcè,jūxīn pǒcè
座上客,zuòshàngkè,zuòshàngkè
暖烘烘,nuǎnhōnghōng,nuǎnhōnghōng
卿卿我我,qīngqīng-wǒwǒ,qīngqīng wǒwǒ
北回归线,běihuíguīxiàn,běihuíguīxiàn
组合式,zǔhéshì,zǔhéshì
故纸堆,gùzhǐduī,gùzhǐduī
转氨酶,zhuǎn'ānméi,zhuǎn ānméi
乘人之危,chéngrénzhīwēi,chéngrénzhīwēi
天女散花,tiānnǚ-sànhuā,tiānnǚ sànhuā
说梦话,shuōmènghuà,shuōmènghuà
狼狈为奸,lángbèi-wéijiān,lángbèi wéijiān
对答如流,duìdá-rúliú,duìdá rúliú
冷言冷语,lěngyán-lěngyǔ,lěngyán lěngyǔ
若有所失,ruòyǒusuǒshī,ruòyǒusuǒshī
继电器,jìdiànqì,jìdiànqì
管乐器,guǎnyuèqì,guǎnyuèqì
趋炎附势,qūyán-fùshì,qūyán fùshì
老成持重,lǎochéng-chízhòng,lǎochéng chízhòng
哀嚎,āiháo,āiháo
擂主,lèizhǔ,lèizhǔ
骇异,hàiyì,hàiyì
松松垮垮,sōngsōng-kuǎkuǎ,sōngsōng kuǎkuǎ
龟缩,guīsuō,guīsuō
根深叶茂,gēnshēn-yèmào,gēnshēn yèmào
怯弱,qièruò,qièruò
题库,tíkù,tíkù
伏旱,fúhàn,fúhàn
勘定,kāndìng,kāndìng
小解,xiǎojiě,xiǎojiě
凝集,níngjí,níngjí
实足,shízú,shízú
袖标,xiùbiāo,xiùbiāo
解馋,jiěchán,jiěchán
魔影,móyǐng,móyǐng
投医,tóuyī,tóuyī
诗兴,shīxìng,shīxìng
顾主,gùzhǔ,gùzhǔ
水杉,shuǐshān,shuǐshān
解恨,jiěhèn,jiěhèn
风道,fēngdào,fēngdào
眼白,yǎnbái,yǎnbái
茅棚,máopéng,máopéng
搭售,dāshòu,dāshòu
顺访,shùnfǎng,shùnfǎng
飞渡,fēidù,fēidù
上辈,shàngbèi,shàngbèi
残阳,cányáng,cányáng
幼林,yòulín,yòulín
填料,tiánliào,tiánliào
转诊,zhuǎnzhěn,zhuǎnzhěn
海狸,hǎilí,hǎilí
亏欠,kuīqiàn,kuīqiàn
扳倒,bāndǎo,bāndǎo
弹孔,dànkǒng,dànkǒng
粳稻,jīngdào,jīngdào
逆料,nìliào,nìliào
虚热,xūrè,xūrè
微贱,wēijiàn,wēijiàn
输氧,shūyǎng,shūyǎng
月半,yuèbàn,yuèbàn
文员,wényuán,wényuán
远海,yuǎnhǎi,yuǎnhǎi
招风,zhāofēng,zhāofēng
瞳仁,tóngrén,tóngrén
穿凿,chuānzáo,chuānzáo
神怪,shénguài,shénguài
厌战,yànzhàn,yànzhàn
瘠薄,jíbó,jíbó
叶脉,yèmài,yèmài
山响,shānxiǎng,shānxiǎng
怜恤,liánxù,liánxù
夹生,jiāshēng,jiāshēng
别动队,biédòngduì,biédòngduì
山药蛋,shānyaodàn,shānyaodàn
护渔,hùyú,hùyú
驾校,jiàxiào,jiàxiào
啤酒花,píjiǔhuā,píjiǔhuā
崩裂,bēngliè,bēngliè
告假,gàojià,gàojià
摒除,bìngchú,bìngchú
腿肚子,tuǐdùzi,tuǐdùzi
西洋画,xīyánghuà,xīyánghuà
毽子,jiànzi,jiànzi
束腰,shùyāo,shùyāo
酒钱,jiǔqián,jiǔqián
宰牲节,zǎishēngjié,zǎishēngjié
差不离,chàbulí,chàbulí
俯卧撑,fǔwòchēng,fǔwòchēng
迸裂,bèngliè,bèngliè
红血球,hóngxuèqiú,hóngxuèqiú
揭短,jiēduǎn,jiēduǎn
礼拜日,lǐbàirì,lǐbàirì
肥嫩,féinèn,féinèn
映山红,yìngshānhóng,yìngshānhóng
耻于,chǐyú,chǐyú
卸妆,xièzhuāng,xièzhuāng
谗言,chányán,chányán
疯长,fēngzhǎng,fēngzhǎng
情种,qíngzhǒng,qíngzhǒng
秧田,yāngtián,yāngtián
鳏夫,guānfū,guānfū
余钱,yúqián,yúqián
战表,zhànbiǎo,zhànbiǎo
琼脂,qióngzhī,qióngzhī
倾囊,qīngnáng,qīngnáng
晕厥,yūnjué,yūnjué
洄游,huíyóu,huíyóu
喧腾,xuānténg,xuānténg
腰果,yāoguǒ,yāoguǒ
空格,kònggé,kònggé
明矾,míngfán,míngfán
轧辊,zhágǔn,zhágǔn
调幅,tiáofú,tiáofú
胜境,shèngjìng,shèngjìng
佐餐,zuǒcān,zuǒcān
测字,cèzì,cèzì
拥塞,yōngsè,yōngsè
积郁,jīyù,jīyù
拳师,quánshī,quánshī
瓜片,guāpiàn,guāpiàn
对译,duìyì,duìyì
温煦,wēnxù,wēnxù
水警,shuǐjǐng,shuǐjǐng
约计,yuējì,yuējì
处子,chǔzǐ,chǔzǐ
倒票,dǎopiào,dǎopiào
强弩之末,qiángnǔzhīmò,qiángnǔzhīmò
不成体统,bùchéngtǐtǒng,bùchéngtǐtǒng
宽以待人,kuānyǐdàirén,kuānyǐdàirén
侈谈,chǐtán,chǐtán
厉兵秣马,lìbīng-mòmǎ,lìbīng mòmǎ
名人效应,míngrén xiàoyìng,míngrén xiàoyìng
儿女情长,érnǚ-qíngcháng,érnǚ qíngcháng
知人善任,zhīrén-shànrèn,zhīrén shànrèn
抱残守缺,bàocán-shǒuquē,bàocán shǒuquē
雾里看花,wùlǐ-kànhuā,wùlǐ kànhuā
奔突,bēntū,bēntū
铜币,tóngbì,tóngbì
养兵,yǎngbīng,yǎngbīng
抛撒,pāosǎ,pāosǎ
晚熟,wǎnshú,wǎnshú
铜元,tóngyuán,tóngyuán
古奥,gǔ'ào,gǔ ào
败叶,bàiyè,bàiyè
教正,jiàozhèng,jiàozhèng
改产,gǎichǎn,gǎichǎn
恭谨,gōngjǐn,gōngjǐn
拆洗,chāixǐ,chāixǐ
钢印,gāngyìn,gāngyìn
墨黑,mòhēi,mòhēi
喷嘴,pēnzuǐ,pēnzuǐ
寺观,sìguàn,sìguàn
渺渺,miǎomiǎo,miǎomiǎo
套马,tàomǎ,tàomǎ
系列剧,xìlièjù,xìlièjù
缠足,chánzú,chánzú
蚌壳,bàngké,bàngké
刻刀,kèdāo,kèdāo
汽化,qìhuà,qìhuà
稍息,shàoxī,shàoxī
奴性,núxìng,núxìng
狂饮,kuángyǐn,kuángyǐn
流布,liúbù,liúbù
词序,cíxù,cíxù
毡子,zhānzi,zhānzi
请功,qǐnggōng,qǐnggōng
清浊,qīngzhuó,qīngzhuó
搭伙,dāhuǒ,dāhuǒ
合度,hédù,hédù
松针,sōngzhēn,sōngzhēn
胖墩儿,pàngdūnr,pàngdūnr
娇声,jiāoshēng,jiāoshēng
提灌,tíguàn,tíguàn
挑食,tiāoshí,tiāoshí
见谅,jiànliàng,jiànliàng
文化垃圾,wénhuà lājī,wénhuà lājī
恶念,èniàn,èniàn
称羡,chēngxiàn,chēngxiàn
曲高和寡,qǔgāo-hèguǎ,qǔgāo hèguǎ
挂号信,guàhàoxìn,guàhàoxìn
蓝藻,lánzǎo,lánzǎo
幽门,yōumén,yōumén
怒发冲冠,nùfà-chōngguān,nùfà chōngguān
凝眸,níngmóu,níngmóu
手足之情,shǒuzúzhīqíng,shǒuzúzhīqíng
倒悬,dàoxuán,dàoxuán
滥觞,lànshāng,lànshāng
洗煤,xǐméi,xǐméi
一箭双雕,yījiàn-shuāngdiāo,yījiàn shuāngdiāo
品题,pǐntí,pǐntí
拒贿,jùhuì,jùhuì
船老大,chuánlǎodà,chuánlǎodà
黄杨,huángyáng,huángyáng
宅第,zháidì,zháidì
乐极生悲,lèjí-shēngbēi,lèjí shēngbēi
坐卧不安,zuòwò-bù'ān,zuòwò bù ān
社队企业,shèduì qǐyè,shèduì qǐyè
依此类推,yīcǐ-lèituī,yīcǐ lèituī
马齿苋,mǎchǐxiàn,mǎchǐxiàn
尊姓大名,zūnxìng-dàmíng,zūnxìng dàmíng
龙争虎斗,lóngzhēng-hǔdòu,lóngzhēng hǔdòu
间接选举,jiànjiē xuǎnjǔ,jiànjiē xuǎnjǔ
流水作业,liúshuǐ zuòyè,liúshuǐ zuòyè
一马平川,yīmǎ-píngchuān,yīmǎ píngchuān
金石为开,jīnshí-wéikāi,jīnshí wéikāi
耳聪目明,ěrcōng-mùmíng,ěrcōng mùmíng
顺服,shùnfú,shùnfú
删减,shānjiǎn,shānjiǎn
盼头,pàntou,pàntou
色鬼,sèguǐ,sèguǐ
振幅,zhènfú,zhènfú
竹节,zhújié,zhújié
焦煤,jiāoméi,jiāoméi
飞蝗,fēihuáng,fēihuáng
逐客令,zhúkèlìng,zhúkèlìng
列祖列宗,lièzǔ-lièzōng,lièzǔ lièzōng
交战国,jiāozhànguó,jiāozhànguó
肄业,yìyè,yìyè
拆台,chāitái,chāitái
壮锦,zhuàngjǐn,zhuàngjǐn
人丹,réndān,réndān
辩才,biàncái,biàncái
嚷叫,rǎngjiào,rǎngjiào
桩子,zhuāngzi,zhuāngzi
兵舰,bīngjiàn,bīngjiàn
亡友,wángyǒu,wángyǒu
内弟,nèidì,nèidì
凌霄,língxiāo,língxiāo
号头,hàotóu,hàotóu
听写,tīngxiě,tīngxiě
干货,gānhuò,gānhuò
网子,wǎngzi,wǎngzi
守约,shǒuyuē,shǒuyuē
曲牌,qǔpái,qǔpái
南戏,nánxì,nánxì
斜射,xiéshè,xiéshè
商请,shāngqǐng,shāngqǐng
主根,zhǔgēn,zhǔgēn
涵闸,hánzhá,hánzhá
骑楼,qílóu,qílóu
宰人,zǎirén,zǎirén
反戈,fǎngē,fǎngē
滑嫩,huánèn,huánèn
偏移,piānyí,piānyí
级任,jírèn,jírèn
殿试,diànshì,diànshì
观览,guānlǎn,guānlǎn
暑天,shǔtiān,shǔtiān
犹自,yóuzì,yóuzì
电灌,diànguàn,diànguàn
蛇行,shéxíng,shéxíng
赛点,sàidiǎn,sàidiǎn
地亩,dìmǔ,dìmǔ
墨竹,mòzhú,mòzhú
机巧,jīqiǎo,jīqiǎo
罗织,luózhī,luózhī
晋职,jìnzhí,jìnzhí
粪坑,fènkēng,fènkēng
誓愿,shìyuàn,shìyuàn
豆面,dòumiàn,dòumiàn
娘胎,niángtāi,niángtāi
小照,xiǎozhào,xiǎozhào
茭白,jiāobái,jiāobái
童男,tóngnán,tóngnán
吞服,tūnfú,tūnfú
萧索,xiāosuǒ,xiāosuǒ
言状,yánzhuàng,yánzhuàng
叩拜,kòubài,kòubài
夜阑,yèlán,yèlán
回还,huíhuán,huíhuán
河汉,héhàn,héhàn
横暴,hèngbào,hèngbào
坯布,pībù,pībù
牛痘,niúdòu,niúdòu
内耳,nèi'ěr,nèi ěr
判分,pànfēn,pànfēn
武戏,wǔxì,wǔxì
聘礼,pìnlǐ,pìnlǐ
长官意志,zhǎngguān yìzhì,zhǎngguān yìzhì
坐吃山空,zuòchī-shānkōng,zuòchī shānkōng
量体裁衣,liàngtǐ-cáiyī,liàngtǐ cáiyī
形神兼备,xíngshén-jiānbèi,xíngshén jiānbèi
文山会海,wénshān-huìhǎi,wénshān huìhǎi
铲车,chǎnchē,chǎnchē
一了百了,yīliǎo-bǎiliǎo,yīliǎo bǎiliǎo
以此类推,yǐcǐ-lèituī,yǐcǐ lèituī
大器晚成,dàqì-wǎnchéng,dàqì wǎnchéng
当不起,dāngbuqǐ,dāngbuqǐ
通信兵,tōngxìnbīng,tōngxìnbīng
立体图,lìtǐtú,lìtǐtú
金刚钻,jīngāngzuàn,jīngāngzuàn
讲价钱,jiǎngjiàqián,jiǎngjiàqián
老搭档,lǎodādàng,lǎodādàng
乱纷纷,luànfēnfēn,luànfēnfēn
负离子,fùlízǐ,fùlízǐ
交际花,jiāojìhuā,jiāojìhuā
多一半,duōyībàn,duōyībàn
流窜犯,liúcuànfàn,liúcuànfàn
老当益壮,lǎodāngyìzhuàng,lǎodāngyìzhuàng
触类旁通,chùlèi-pángtōng,chùlèi pángtōng
真凭实据,zhēnpíng-shíjù,zhēnpíng shíjù
机器翻译,jīqì fānyì,jīqì fānyì
学有专长,xuéyǒuzhuāncháng,xuéyǒuzhuāncháng
分秒必争,fēnmiǎo-bìzhēng,fēnmiǎo bìzhēng
仁至义尽,rénzhì-yìjìn,rénzhì yìjìn
望洋兴叹,wàngyáng-xīngtàn,wàngyáng xīngtàn
春小麦,chūnxiǎomài,chūnxiǎomài
坐像,zuòxiàng,zuòxiàng
剑麻,jiànmá,jiànmá
无可指责,wúkězhǐzé,wúkězhǐzé
处身,chǔshēn,chǔshēn
麻线,máxiàn,máxiàn
禅学,chánxué,chánxué
咸肉,xiánròu,xiánròu
喁喁,yóngyóng,yóngyóng
酸涩,suānsè,suānsè
足月,zúyuè,zúyuè
号兵,hàobīng,hàobīng
环行,huánxíng,huánxíng
脚力,jiǎolì,jiǎolì
代偿,dàicháng,dàicháng
归西,guīxī,guīxī
报修,bàoxiū,bàoxiū
节礼,jiélǐ,jiélǐ
腐竹,fǔzhú,fǔzhú
花蜜,huāmì,huāmì
气息奄奄,qìxī-yǎnyǎn,qìxī yǎnyǎn
小字辈,xiǎozìbèi,xiǎozìbèi
壮健,zhuàngjiàn,zhuàngjiàn
直书,zhíshū,zhíshū
女车,nǚchē,nǚchē
地球仪,dìqiúyí,dìqiúyí
矿脉,kuàngmài,kuàngmài
血尿,xuèniào,xuèniào
空阔,kōngkuò,kōngkuò
松脂,sōngzhī,sōngzhī
绝色,juésè,juésè
宽幅,kuānfú,kuānfú
蹄筋,tíjīn,tíjīn
海沟,hǎigōu,hǎigōu
复排,fùpái,fùpái
药补,yàobǔ,yàobǔ
韭黄,jiǔhuáng,jiǔhuáng
污渍,wūzì,wūzì
花籽儿,huāzǐr,huāzǐr
存款单,cúnkuǎndān,cúnkuǎndān
出镜,chūjìng,chūjìng
去岁,qùsuì,qùsuì
闹情绪,nàoqíngxù,nàoqíngxù
箱体,xiāngtǐ,xiāngtǐ
经济舱,jīngjìcāng,jīngjìcāng
夹心,jiāxīn,jiāxīn
瓷窑,cíyáo,cíyáo
周遍,zhōubiàn,zhōubiàn
镊子,nièzi,nièzi
眼尖,yǎnjiān,yǎnjiān
蒿草,hāocǎo,hāocǎo
泡桐,pāotóng,pāotóng
姘头,pīntou,pīntou
舱位,cāngwèi,cāngwèi
微雕,wēidiāo,wēidiāo
妥帖,tuǒtiē,tuǒtiē
毛丫头,máoyātou,máoyātou
河北梆子,héběi bāngzi,héběi bāngzi
定向培养,dìngxiàng péiyǎng,dìngxiàng péiyǎng
交通信号,jiāotōng xìnhào,jiāotōng xìnhào
好说歹说,hǎoshuō-dǎishuō,hǎoshuō dǎishuō
言之有物,yánzhīyǒuwù,yánzhīyǒuwù
角膜炎,jiǎomóyán,jiǎomóyán
恬不知耻,tiánbùzhīchǐ,tiánbùzhīchǐ
门户之见,ménhùzhījiàn,ménhùzhījiàn
一决雌雄,yījué-cíxióng,yījué cíxióng
先知先觉,xiānzhī-xiānjué,xiānzhī xiānjué
不可知论,bùkězhīlùn,bùkězhīlùn
风烛残年,fēngzhú-cánnián,fēngzhú cánnián
缠绵悱恻,chánmián-fěicè,chánmián fěicè
后会有期,hòuhuì-yǒuqī,hòuhuì yǒuqī
曲径通幽,qūjìng-tōngyōu,qūjìng tōngyōu
家庭影院,jiātíng yǐngyuàn,jiātíng yǐngyuàn
病入膏肓,bìngrù-gāohuāng,bìngrù gāohuāng
秘传,mìchuán,mìchuán
黧黑,líhēi,líhēi
入籍,rùjí,rùjí
死硬,sǐyìng,sǐyìng
颠倒是非,diāndǎo-shìfēi,diāndǎo shìfēi
樊篱,fánlí,fánlí
诗抄,shīchāo,shīchāo
豪饮,háoyǐn,háoyǐn
落英,luòyīng,luòyīng
蓊郁,wěngyù,wěngyù
稍候,shāohòu,shāohòu
校史,xiàoshǐ,xiàoshǐ
老辣,lǎolà,lǎolà
圆熟,yuánshú,yuánshú
伙夫,huǒfū,huǒfū
急性子,jíxìngzi,jíxìngzi
轮牧,lúnmù,lúnmù
籽棉,zǐmián,zǐmián
露一手,lòuyīshǒu,lòuyīshǒu
答词,dácí,dácí
撑持,chēngchí,chēngchí
炮仗,pàozhang,pàozhang
屈死,qūsǐ,qūsǐ
春华秋实,chūnhuá-qiūshí,chūnhuá qiūshí
蕴蓄,yùnxù,yùnxù
窥测,kuīcè,kuīcè
冲印,chōngyìn,chōngyìn
移花接木,yíhuā-jiēmù,yíhuā jiēmù
内亲,nèiqīn,nèiqīn
挡板,dǎngbǎn,dǎngbǎn
因祸得福,yīnhuò-défú,yīnhuò défú
孩子王,háiziwáng,háiziwáng
挟带,xiédài,xiédài
奇绝,qíjué,qíjué
眷念,juànniàn,juànniàn
翻领,fānlǐng,fānlǐng
摸高,mōgāo,mōgāo
贝雷帽,bèiléimào,bèiléimào
罩子,zhàozi,zhàozi
另册,lìngcè,lìngcè
寻开心,xúnkāixīn,xúnkāixīn
老古董,lǎogǔdǒng,lǎogǔdǒng
铁交椅,tiějiāoyǐ,tiějiāoyǐ
友邻,yǒulín,yǒulín
狗崽子,gǒuzǎizi,gǒuzǎizi
第三人称,dì-sān rénchēng,dì sān rénchēng
歌舞升平,gēwǔ-shēngpíng,gēwǔ shēngpíng
选载,xuǎnzǎi,xuǎnzǎi
国丧,guósāng,guósāng
幽禁,yōujìn,yōujìn
化干戈为玉帛,huà gāngē wéi yùbó,huà gāngē wéi yùbó
鞍子,ānzi,ānzi
知心话,zhīxīnhuà,zhīxīnhuà
二进制,èrjìnzhì,èrjìnzhì
拍发,pāifā,pāifā
腮腺,sāixiàn,sāixiàn
臆造,yìzào,yìzào
水榭,shuǐxiè,shuǐxiè
急先锋,jíxiānfēng,jíxiānfēng
备料,bèiliào,bèiliào
不求甚解,bùqiú-shènjiě,bùqiú shènjiě
亡命之徒,wángmìngzhītú,wángmìngzhītú
闲言碎语,xiányán-suìyǔ,xiányán suìyǔ
回光返照,huíguāng-fǎnzhào,huíguāng fǎnzhào
短少,duǎnshǎo,duǎnshǎo
家徒四壁,jiātúsìbì,jiātúsìbì
含糊其词,hánhú-qící,hánhú qící
犒劳,kàoláo,kàoláo
一见倾心,yījiàn-qīngxīn,yījiàn qīngxīn
洋式,yángshì,yángshì
探幽,tànyōu,tànyōu
三秋,sānqiū,sānqiū
六艺,liùyì,liùyì
贺年片,hèniánpiàn,hèniánpiàn
去势,qùshì,qùshì
骁将,xiāojiàng,xiāojiàng
药膳,yàoshàn,yàoshàn
改扮,gǎibàn,gǎibàn
热肠,rècháng,rècháng
余孽,yúniè,yúniè
偷换,tōuhuàn,tōuhuàn
鱼雷艇,yúléitǐng,yúléitǐng
玻璃纸,bōlizhǐ,bōlizhǐ
犯不上,fànbushàng,fànbushàng
著作等身,zhùzuò-děngshēn,zhùzuò děngshēn
遮阳帽,zhēyángmào,zhēyángmào
明细表,míngxìbiǎo,míngxìbiǎo
叫苦连天,jiàokǔ-liántiān,jiàokǔ liántiān
治外法权,zhìwài fǎquán,zhìwài fǎquán
两院制,liǎngyuànzhì,liǎngyuànzhì
断路,duànlù,duànlù
磁头,cítóu,cítóu
草菇,cǎogū,cǎogū
延揽,yánlǎn,yánlǎn
头昏脑胀,tóuhūn-nǎozhàng,tóuhūn nǎozhàng
拉杆,lāgān,lāgān
余威,yúwēi,yúwēi
仇怨,chóuyuàn,chóuyuàn
凋落,diāoluò,diāoluò
情景交融,qíngjǐng-jiāoróng,qíngjǐng jiāoróng
刨根问底,páogēn-wèndǐ,páogēn wèndǐ
法盲,fǎmáng,fǎmáng
航拍,hángpāi,hángpāi
细究,xìjiū,xìjiū
兀立,wùlì,wùlì
脸子,liǎnzi,liǎnzi
照拂,zhàofú,zhàofú
压延,yāyán,yāyán
照本宣科,zhàoběn-xuānkē,zhàoběn xuānkē
叉烧,chāshāo,chāshāo
银屏,yínpíng,yínpíng
甜品,tiánpǐn,tiánpǐn
挑头,tiǎotóu,tiǎotóu
诲人不倦,huìrén-bùjuàn,huìrén bùjuàn
合刊,hékān,hékān
行军床,xíngjūnchuáng,xíngjūnchuáng
淫欲,yínyù,yínyù
弹词,táncí,táncí
油桐,yóutóng,yóutóng
盲肠,mángcháng,mángcháng
主项,zhǔxiàng,zhǔxiàng
锄地,chúdì,chúdì
叔祖,shūzǔ,shūzǔ
交班,jiāobān,jiāobān
酸麻,suānmá,suānmá
汇展,huìzhǎn,huìzhǎn
发虚,fāxū,fāxū
色狼,sèláng,sèláng
套裙,tàoqún,tàoqún
星号,xīnghào,xīnghào
