term,pinyin
水火无情,shuǐhuǒ-wúqíng
将功赎罪,jiānggōng-shúzuì
辞让,círàng
草台班子,cǎotáibānzi
绵里藏针,miánlǐ-cángzhēn
哧溜,chīliū
樟脑丸,zhāngnǎowán
黄昏恋,huánghūnliàn
保温杯,bǎowēnbēi
滚刀肉,gǔndāoròu
反间计,fǎnjiànjì
梨园戏,líyuánxì
私房话,sīfanghuà
过劳死,guòláosǐ
租借地,zūjièdì
吃大户,chīdàhù
里程表,lǐchéngbiǎo
小小子,xiǎoxiǎozi
姑太太,gūtàitai
泄洪道,xièhóngdào
哽噎,gěngyē
守活寡,shǒuhuóguǎ
弹簧秤,tánhuángchèng
急救箱,jíjiùxiāng
白报纸,báibàozhǐ
臭皮囊,chòupínáng
回归热,huíguīrè
二鬼子,èrguǐzi
锡克教,xīkèjiào
烂泥塘,lànnítáng
现成饭,xiànchéngfàn
木糖醇,mùtángchún
织锦缎,zhījǐnduàn
三棱镜,sānléngjìng
爆破手,bàopòshǒu
半脱产,bàntuōchǎn
猛不防,měngbufáng
菜团子,càituánzi
水滨,shuǐbīn
色胆,sèdǎn
料器,liàoqì
飘悠,piāoyou
枯朽,kūxiǔ
爆肚儿,bàodǔr
出丧,chūsāng
查夜,cháyè
宦途,huàntú
白浊,báizhuó
酌减,zhuójiǎn
彩蛋,cǎidàn
戌时,xūshí
彩券,cǎiquàn
软话,ruǎnhuà
苫布,shànbù
迂缓,yūhuǎn
潸潸,shānshān
活靶子,huóbǎzi
瑰奇,guīqí
苦夏,kǔxià
嫡子,dízǐ
蛋鸭,dànyā
毒饵,dú'ěr
炭盆,tànpén
荒乱,huāngluàn
撩动,liáodòng
锻工,duàngōng
冷傲,lěng'ào
验算,yànsuàn
雪盲,xuěmáng
提调,tídiào
诈唬,zhàhu
田坎,tiánkǎn
烟霭,yān'ǎi
糖包,tángbāo
敌台,dítái
御苑,yùyuàn
钉耙,dīngpá
缺编,quēbiān
冲犯,chōngfàn
徽调,huīdiào
护胸,hùxiōng
颂诗,sòngshī
沉滞,chénzhì
残冬,cándōng
策励,cèlì
纳福,nàfú
一鼻孔出气,yī bíkǒng chūqì
耳轮,ěrlún
稿源,gǎoyuán
孤愤,gūfèn
袭取,xíqǔ
拜服,bàifú
团粉,tuánfěn
担承,dānchéng
韧度,rèndù
槽牙,cáoyá
须子,xūzi
筲箕,shāojī
谷壳儿,gǔkér
习染,xírǎn
整宿,zhěngxiǔ
浆汁,jiāngzhī
赌本,dǔběn
赴难,fùnàn
窒闷,zhìmèn
趾骨,zhǐgǔ
面茶,miànchá
市亩,shìmǔ
双薪,shuāngxīn
枉死,wǎngsǐ
云汉,yúnhàn
傻大黑粗,shǎ-dà-hēi-cū
攻其不备,gōngqíbùbèi
休怪,xiūguài
冻冰,dòngbīng
泥垢,nígòu
赶脚,gǎnjiǎo
谪居,zhéjū
哑嗓,yǎsǎng
鹦哥,yīnggē
牵缠,qiānchán
鸡犬相闻,jīquǎn-xiāngwén
香会,xiānghuì
第三梯队,dì-sān tīduì
偏劳,piānláo
年庚,niángēng
帷帐,wéizhàng
关厢,guānxiāng
豪放不羁,háofàng-bùjī
七十二行,qīshí'èrháng
药皂,yàozào
冬灌,dōngguàn
丢盔弃甲,diūkuī-qìjiǎ
秋后算账,qiūhòu-suànzhàng
红榜,hóngbǎng
啧有烦言,zéyǒufányán
骨针,gǔzhēn
窥破,kuīpò
坎子,kǎnzi
吆五喝六,yāowǔ-hèliù
骨殖,gǔshi
驾辕,jiàyuán
钓具,diàojù
祸殃,huòyāng
应募,yìngmù
音画,yīnhuà
浊世,zhuóshì
卒业,zúyè
雄峙,xióngzhì
戳脊梁骨,chuōjǐlianggǔ
弥缝,míféng
择友,zéyǒu
醒木,xǐngmù
修盖,xiūgài
坐化,zuòhuà
铁公鸡,tiěgōngjī
软指标,ruǎnzhǐbiāo
冷面孔,lěngmiànkǒng
药引子,yàoyǐnzi
打先锋,dǎxiānfēng
长筒靴,chángtǒngxuē
半吊子,bàndiàozi
随风倒,suífēngdǎo
速生林,sùshēnglín
抖威风,dǒuwēifēng
排风扇,páifēngshàn
破落户,pòluòhù
半中间,bànzhōngjiān
刺儿头,cìrtóu
油豆腐,yóudòufu
太平门,tàipíngmén
千层底,qiāncéngdǐ
工间操,gōngjiāncāo
万户侯,wànhùhóu
复读机,fùdújī
诉讼状,sùsòngzhuàng
巧劲儿,qiǎojìnr
三原色,sānyuánsè
瓜子儿,guāzǐr
母夜叉,mǔyèchā
木呆呆,mùdāidāi
纸捻,zhǐniǎn
披沙拣金,pīshā-jiǎnjīn
编派,biānpai
序论,xùlùn
陈粮,chénliáng
灌洗,guànxǐ
脯子,púzi
调弄,tiáonòng
白饶,báiráo
肥腻,féinì
参酌,cānzhuó
开戒,kāijiè
牵念,qiānniàn
渔妇,yúfù
唇线,chúnxiàn
腥臊,xīngsāo
宿疾,sùjí
喜帖,xǐtiě
蓄发,xùfà
阴功,yīngōng
工稳,gōngwěn
同庚,tónggēng
昏话,hūnhuà
勋业,xūnyè
帮补,bāngbǔ
翎子,língzi
揽权,lǎnquán
幻听,huàntīng
面谢,miànxiè
景慕,jǐngmù
苍绿,cānglǜ
麦垛,màiduò
违碍,wéi'ài
零蛋,língdàn
酒浆,jiǔjiāng
浪子回头金不换,làngzǐ huítóu jīn bù huàn
庵堂,āntáng
财帛,cáibó
臭椿,chòuchūn
妆奁,zhuānglián
唧筒,jītǒng
奢想,shēxiǎng
暂缺,zànquē
卡尺,kǎchǐ
倒替,dǎotì
旁顾,pánggù
积食,jīshí
对酌,duìzhuó
海葵,hǎikuí
诓骗,kuāngpiàn
妄断,wàngduàn
盘费,pánfèi
盘秤,pánchèng
鱼汛,yúxùn
悍妇,hànfù
童蒙,tóngméng
惧内,jùnèi
幽咽,yōuyè
撞针,zhuàngzhēn
起端,qǐduān
改容,gǎiróng
斥退,chìtuì
抵罪,dǐzuì
彩饰,cǎishì
弃旧图新,qìjiù-túxīn
淫棍,yíngùn
戴绿帽子,dàilǜmàozi
业精于勤,yèjīngyúqín
卖俏,màiqiào
扬汤止沸,yángtāng-zhǐfèi
得其所哉,déqísuǒzāi
缩头缩脑,suōtóu-suōnǎo
赧然,nǎnrán
氢氧化物,qīngyǎnghuàwù
攻城略地,gōngchéng-lüèdì
一物降一物,yī wù xiáng yī wù
敝帚自珍,bìzhǒu-zìzhēn
秀外慧中,xiùwài-huìzhōng
二次能源,èrcì néngyuán
嗨哟,hāiyāo
一字长蛇阵,yīzì chángshézhèn
珍摄,zhēnshè
狼毫,lángháo
虫牙,chóngyá
简图,jiǎntú
窝工,wōgōng
打夯,dǎhāng
孜然,zīrán
急公好义,jígōng-hàoyì
小肚鸡肠,xiǎodù-jīcháng
死球,sǐqiú
软硬不吃,ruǎnyìng-bùchī
姑妄言之,gūwàng-yánzhī
杂肥,záféi
空际,kōngjì
一触即溃,yīchù-jíkuì
贴边,tiēbiān
哀兵必胜,āibīng-bìshèng
口蜜腹剑,kǒumì-fùjiàn
软蛋,ruǎndàn
趁便,chènbiàn
电子玩具,diànzǐ wánjù
法不责众,fǎbùzézhòng
空嫂,kōngsǎo
空身,kōngshēn
间苗,jiànmiáo
儿媳妇儿,érxífur
花线,huāxiàn
死信,sǐxìn
冷荤,lěnghūn
鸟铳,niǎochòng
晓以利害,xiǎoyǐlìhài
命在旦夕,mìngzàidànxī
拦劫,lánjié
花信,huāxìn
发饷,fāxiǎng
知识产业,zhīshi chǎnyè
鼓包,gǔbāo
小寒,xiǎohán
就地正法,jiùdì-zhèngfǎ
编内,biānnèi
水涝,shuǐlào
搬兵,bānbīng
石钟乳,shízhōngrǔ
鸣谢,míngxiè
做活儿,zuòhuór
病号饭,bìnghàofàn
乌孜别克族,wūzībiékèzú
叙家常,xùjiācháng
橡皮泥,xiàngpíní
不二价,bù'èrjià
打字纸,dǎzìzhǐ
笑面虎,xiàomiànhǔ
绿茸茸,lǜróngróng
摆擂台,bǎilèitái
驴肝肺,lǘgānfèi
人造棉,rénzàomián
见高低,jiàngāodī
地板革,dìbǎngé
查号台,cháhàotái
长命锁,chángmìngsuǒ
小钢炮,xiǎogāngpào
幻视,huànshì
撑场面,chēngchǎngmiàn
计算尺,jìsuànchǐ
速食面,sùshímiàn
猫耳洞,māo'ěrdòng
鸡血石,jīxuèshí
凑份子,còufènzi
遛弯儿,liùwānr
双肩挑,shuāngjiāntiāo
檀香扇,tánxiāngshàn
水曲柳,shuǐqūliǔ
刀削面,dāoxiāomiàn
除虫菊,chúchóngjú
三合土,sānhétǔ
坟丘,fénqiū
老脑筋,lǎonǎojīn
坐守,zuòshǒu
风磨,fēngmò
目次,mùcì
贬称,biǎnchēng
嘴软,zuǐruǎn
消歇,xiāoxiē
雪暴,xuěbào
酉时,yǒushí
优遇,yōuyù
晕机,yùnjī
索讨,suǒtǎo
溽热,rùrè
旨要,zhǐyào
滥交,lànjiāo
通匪,tōngfěi
胸花,xiōnghuā
塑封,sùfēng
倾洒,qīngsǎ
瓷雕,cídiāo
摸门儿,mōménr
海蛇,hǎishé
车贴,chētiē
草约,cǎoyuē
惶悚,huángsǒng
散座,sǎnzuò
歹心,dǎixīn
权奸,quánjiān
推子,tuīzi
枢要,shūyào
加油添醋,jiāyóu-tiāncù
火中取栗,huǒzhōng-qǔlì
排难解纷,páinàn-jiěfēn
酣醉,hānzuì
荞面,qiáomiàn
杏脯,xìngfǔ
善类,shànlèi
妹婿,mèixù
戏单,xìdān
传告,chuángào
初旬,chūxún
流里流气,liúliliúqì
上蹿下跳,shàngcuān-xiàtiào
冰车,bīngchē
愚蒙,yúméng
一心一德,yīxīn-yīdé
钻台,zuàntái
踏看,tàkàn
白梨,báilí
尺蠖,chǐhuò
抓空儿,zhuākòngr
猜枚,cāiméi
多难兴邦,duōnàn-xīngbāng
惯偷,guàntōu
藤编,téngbiān
兵痞,bīngpǐ
公报私仇,gōngbàosīchóu
皇储,huángchǔ
命途多舛,mìngtú-duōchuǎn
踢蹬,tīdeng
敬赠,jìngzèng
凶狂,xiōngkuáng
钎子,qiānzi
望闻问切,wàng-wén-wèn-qiè
炭笔,tànbǐ
会剿,huìjiǎo
槁木,gǎomù
拾物,shíwù
雨脚,yǔjiǎo
雨披,yǔpī
甩手掌柜,shuǎishǒu zhǎngguì
一清二白,yīqīng-èrbái
卖官鬻爵,màiguān-yùjué
酒囊饭袋,jiǔnáng-fàndài
没臊,méisào
上下其手,shàngxià-qíshǒu
羊毫,yángháo
自肥,zìféi
五短身材,wǔduǎn shēncái
粗中有细,cūzhōng-yǒuxì
沾手,zhānshǒu
察验,cháyàn
占理,zhànlǐ
炉温,lúwēn
牛瘟,niúwēn
钟鸣鼎食,zhōngmíng-dǐngshí
卤菜,lǔcài
夹被,jiábèi
掏摸,tāomō
意在言外,yìzàiyánwài
斜路,xiélù
宁缺毋滥,nìngquē-wúlàn
猫步,māobù
孔穴,kǒngxué
豁朗,huòlǎng
珠翠,zhūcuì
找头,zhǎotou
溺婴,nìyīng
漫流,mànliú
虚造,xūzào
减省,jiǎnshěng
志大才疏,zhìdà-cáishū
邪心,xiéxīn
阴司,yīnsī
买椟还珠,mǎidú-huánzhū
无隙可乘,wúxì-kěchéng
辍笔,chuòbǐ
工作母机,gōngzuò mǔjī
搭肩,dājiān
户枢不蠹,hùshū-bùdù
草体,cǎotǐ
以眼还眼，以牙还牙,"yǐyǎn-huányǎn,yǐyá-huányá"
余风,yúfēng
围屏,wéipíng
请君入瓮,qǐngjūn-rùwèng
铙钹,náobó
黄熟,huángshú
难字,nánzì
正编,zhèngbiān
绛紫,jiàngzǐ
惊怪,jīngguài
电磁污染,diàncí wūrǎn
绿阴,lǜyīn
胶丸,jiāowán
守丧,shǒusāng
斗子,dǒuzi
茫无头绪,mángwútóuxù
炮烙,páoluò
销号,xiāohào
诳语,kuángyǔ
暂用,zànyòng
守摊子,shǒutānzi
戴胜,dàishèng
副伤寒,fùshānghán
啤酒肚,píjiǔdù
多幕剧,duōmùjù
矮墩墩,ǎidūndūn
吃小灶,chīxiǎozào
保险带,bǎoxiǎndài
热加工,rèjiāgōng
金箍棒,jīngūbàng
黄连素,huángliánsù
黄粱梦,huángliángmèng
康拜因,kāngbàiyīn
照妖镜,zhàoyāojìng
长方体,chángfāngtǐ
脊髓炎,jǐsuǐyán
血崩,xuèbēng
谐声,xiéshēng
辩士,biànshì
熏风,xūnfēng
歇腿,xiētuǐ
草灰,cǎohuī
胞衣,bāoyī
羞人,xiūrén
凫水,fúshuǐ
朱批,zhūpī
网迷,wǎngmí
顺意,shùnyì
簇生,cùshēng
蹿升,cuānshēng
风镜,fēngjìng
偏题,piāntí
犯贱,fànjiàn
榧子,fěizi
音程,yīnchéng
猴戏,hóuxì
错爱,cuò'ài
妙诀,miàojué
逼婚,bīhūn
勇悍,yǒnghàn
法螺,fǎluó
虚飘,xūpiāo
死棋,sǐqí
举哀,jǔ'āi
束身,shùshēn
衣摆,yībǎi
饭口,fànkǒu
抢亲,qiǎngqīn
领花,lǐnghuā
脱盐,tuōyán
企慕,qǐmù
疏略,shūlüè
河狸,hélí
退婚,tuìhūn
野食,yěshí
横心,héngxīn
呆笨,dāibèn
芳姿,fāngzī
喷枪,pēnqiāng
放怀,fànghuái
主脑,zhǔnǎo
堆栈,duīzhàn
详图,xiángtú
画页,huàyè
毁证,huǐzhèng
迂曲,yūqū
仿建,fǎngjiàn
头纱,tóushā
药针,yàozhēn
滩羊,tānyáng
烛泪,zhúlèi
迫令,pòlìng
探风,tànfēng
冰谷,bīnggǔ
闲篇,xiánpiān
讽诵,fěngsòng
词锋,cífēng
赶前,gǎnqián
冻雨,dòngyǔ
贴合,tiēhé
讨嫌,tǎoxián
陈诉,chénsù
吉言,jíyán
木模,mùmú
危城,wēichéng
墓表,mùbiǎo
纳贿,nàhuì
南味儿,nánwèir
蜂腰,fēngyāo
月尾,yuèwěi
群氓,qúnméng
劈叉,pǐchà
泥坯,nípī
招祸,zhāohuò
月晕,yuèyùn
夹峙,jiāzhì
痴傻,chīshǎ
几曾,jǐcéng
赠别,zèngbié
排号,páihào
葵扇,kuíshàn
脏土,zāngtǔ
炮膛,pàotáng
絮聒,xùguō
如丧考妣,rúsàngkǎobǐ
赵公元帅,zhàogōng yuánshuài
金口玉言,jīnkǒu-yùyán
白璧无瑕,báibì-wúxiá
有声读物,yǒushēng dúwù
瓮中捉鳖,wèngzhōng-zhuōbiē
敲山震虎,qiāoshān-zhènhǔ
福如东海,fúrúdōnghǎi
垂直绿化,chuízhílǜhuà
未可厚非,wèikěhòufēi
李代桃僵,lǐdàitáojiāng
笨鸟先飞,bènniǎo-xiānfēi
各尽其职,gèjìnqízhí
春秋笔法,chūnqiūbǐfǎ
惘然若失,wǎngrán-ruòshī
立体绿化,lìtǐ lǜhuà
火急火燎,huǒjí-huǒliǎo
残渣余孽,cánzhā-yúniè
肉孜节,ròuzījié
狗咬狗,gǒuyǎogǒu
日偏食,rìpiānshí
电火锅,diànhuǒguō
搭架子,dājiàzi
火烧云,huǒshāoyún
四言诗,sìyánshī
大姑子,dàgūzi
大排行,dàpáiháng
屏退,bǐngtuì
岔气,chàqì
藻饰,zǎoshì
官瘾,guānyǐn
猴年马月,hóunián-mǎyuè
笨头笨脑,bèntóu-bènnǎo
不足为凭,bùzúwéipíng
凑手,còushǒu
封火,fēnghuǒ
审校,shěnjiào
临渊羡鱼,línyuān-xiànyú
改业,gǎiyè
秀拔,xiùbá
无烟工业,wúyān gōngyè
单号,dānhào
空口无凭,kōngkǒu-wúpíng
待聘,dàipìn
遮天盖地,zhētiān-gàidì
铺盖卷儿,pūgaijuǎnr
奉使,fèngshǐ
留鸟,liúniǎo
沤肥,òuféi
赌鬼,dǔguǐ
幼弱,yòuruò
稗官野史,bàiguān-yěshǐ
鼓板,gǔbǎn
女墙,nǚqiáng
毕剥,bìbō
嗣位,sìwèi
寄食,jìshí
高胡,gāohú
异言,yìyán
犷悍,guǎnghàn
押题,yātí
冰排,bīngpái
船户,chuánhù
弯头,wāntóu
泣诉,qìsù
弯度,wāndù
插叙,chāxù
羞恼,xiūnǎo
水葬,shuǐzàng
条播,tiáobō
军棋,jūnqí
悍勇,hànyǒng
拟态,nǐtài
感戴,gǎndài
沉毅,chényì
老虎灶,lǎohǔzào
牙花子,yáhuāzi
受气包,shòuqìbāo
萝卜花,luóbohuā
耍笔杆,shuǎbǐgǎn
铁脚板,tiějiǎobǎn
峻拔,jùnbá
使绊儿,shǐbànr
雄黄酒,xiónghuángjiǔ
二踢脚,èrtījiǎo
脆亮,cuìliàng
说嘴,shuōzuǐ
防沙林,fángshālín
耍脾气,shuǎpíqi
气吁吁,qìxūxū
摘桃子,zhāitáozi
连理枝,liánlǐzhī
急救包,jíjiùbāo
周转房,zhōuzhuǎnfáng
秋庄稼,qiūzhuāngjia
血统论,xuètǒnglùn
药罐子,yàoguànzi
花柳病,huāliǔbìng
大撒把,dàsābǎ
凉冰冰,liángbīngbīng
杂拌儿,zábànr
公债券,gōngzhàiquàn
印把子,yìnbàzi
食蚁兽,shíyǐshòu
木化石,mùhuàshí
构陷,gòuxiàn
做人情,zuòrénqíng
乌油油,wūyóuyóu
九头鸟,jiǔtóuniǎo
乔其纱,qiáoqíshā
套交情,tàojiāoqing
橡皮筏,xiàngpífá
馅儿饼,xiànrbǐng
淘气包,táoqìbāo
靠山吃山，靠水吃水,kàoshān-chīshān，kàoshuǐ-chīshuǐ
地脉,dìmài
乳儿,rǔ'ér
熔断,róngduàn
有隙可乘,yǒuxì-kěchéng
田猎,tiánliè
芳泽,fāngzé
挂记,guàji
中幡,zhōngfān
有辙,yǒuzhé
打伙儿,dǎhuǒr
僵冷,jiānglěng
供果,gòngguǒ
抻面,chēnmiàn
摒绝,bìngjué
风镐,fēnggǎo
竹榻,zhútà
月钱,yuèqián
白鲢,báilián
风刀霜剑,fēngdāo-shuāngjiàn
旗装,qízhuāng
独具只眼,dújù-zhīyǎn
晴明,qíngmíng
勾魂摄魄,gōuhún-shèpò
赘疣,zhuìyóu
贫病交迫,pínbìng-jiāopò
含饴弄孙,hányí-nòngsūn
修治,xiūzhì
南柯一梦,nánkē-yīmèng
敬谢不敏,jìngxiè-bùmǐn
水幕电影,shuǐmù diànyǐng
正颜厉色,zhèngyán-lìsè
天怒人怨,tiānnù-rényuàn
束手束脚,shùshǒu-shùjiǎo
炫示,xuànshì
有口无心,yǒukǒu-wúxīn
奶声奶气,nǎishēng-nǎiqì
疮痍满目,chuāngyí-mǎnmù
髌骨,bìngǔ
车载斗量,chēzài-dǒuliáng
悦服,yuèfú
采育,cǎiyù
探悉,tànxī
灵慧,línghuì
植苗,zhímiáo
耳垢,ěrgòu
票根,piàogēn
五四青年节,wǔ-sì qīngniánjié
悲啼,bēití
酒药,jiǔyào
结疤,jiébā
别树一帜,biéshù-yīzhì
煞气,shàqì
呱嗒,guāda
呱嗒,guādā
袖头,xiùtóu
寸头,cùntóu
信筒,xìntǒng
棒打鸳鸯,bàngdǎ-yuānyāng
厩肥,jiùféi
就席,jiùxí
阴电,yīndiàn
原唱,yuánchàng
酥糖,sūtáng
公余,gōngyú
硝盐,xiāoyán
没头苍蝇,méitóu-cāngying
滴水穿石,dīshuǐ-chuānshí
烘炉,hōnglú
轻于鸿毛,qīngyúhóngmáo
竹鸡,zhújī
匪巢,fěicháo
发屋,fàwū
一片冰心,yīpiàn-bīngxīn
沾花惹草,zhānhuā-rěcǎo
粗粝,cūlì
盘香,pánxiāng
扬旗,yángqí
绕嘴,ràozuǐ
鞭打快牛,biāndǎ-kuàiniú
启碇,qǐdìng
宽舒,kuānshū
哂笑,shěnxiào
露底,lòudǐ
柳琴,liǔqín
称述,chēngshù
鼾睡,hānshuì
详密,xiángmì
口算,kǒusuàn
匿藏,nìcáng
淫亵,yínxiè
唱针,chàngzhēn
盐滩,yántān
珠蚌,zhūbàng
入彀,rùgòu
偏科,piānkē
熟手,shúshǒu
旱井,hànjǐng
伴郎,bànláng
嚅动,rúdòng
水葱,shuǐcōng
摸彩,mōcǎi
投药,tóuyào
眼跳,yǎntiào
财礼,cáilǐ
旋绕,xuánrào
义冢,yìzhǒng
麂子,jǐzi
侦听,zhēntīng
竹帛,zhúbó
舒筋活血,shūjīn-huóxuè
浮漂,fúpiāo
超俗,chāosú
哀泣,āiqì
彩门,cǎimén
承做,chéngzuò
外径,wàijìng
傻瓜相机,shǎguā xiàngjī
催芽,cuīyá
惹气,rěqì
电烫,diàntàng
脱卸,tuōxiè
装裹,zhuāngguo
发糕,fāgāo
兵蚁,bīngyǐ
雨意,yǔyì
面斥,miànchì
筋道,jīndao
失脚,shījiǎo
庭训,tíngxùn
幽寂,yōujì
顶角,dǐngjiǎo
坐夜,zuòyè
怡悦,yíyuè
垂吊,chuídiào
凭仗,píngzhàng
闲云野鹤,xiányún-yěhè
电烙铁,diànlàotie
湘妃竹,xiāngfēizhú
赶得及,gǎndejí
吃偏饭,chīpiānfàn
闽方言,mǐnfāngyán
坐机关,zuòjīguān
八字脚,bāzìjiǎo
转关系,zhuǎnguānxi
打秋风,dǎqiūfēng
大概其,dàgàiqí
信号枪,xìnhàoqiāng
刘海儿,liúhǎir
一程子,yīchéngzi
流失生,liúshīshēng
鼠标器,shǔbiāoqì
出门子,chūménzi
无可讳言,wúkěhuìyán
吃馆子,chīguǎnzi
夙兴夜寐,sùxīng-yèmèi
小而言之,xiǎo'éryánzhī
仁义之师,rényìzhīshī
东郭先生,dōngguō xiānsheng
淡妆浓抹,dànzhuāng-nóngmǒ
无妄之灾,wúwàngzhīzāi
尖嘴猴腮,jiānzuǐ-hóusāi
派不是,pàibùshi
内掌柜,nèizhǎngguì
送话器,sònghuàqì
瞌睡虫,kēshuìchóng
下三烂,xiàsānlàn
麦秋,màiqiū
扳子,bānzi
稗草,bàicǎo
破陋,pòlòu
蛇足,shézú
抓壮丁,zhuāzhuàngdīng
台秤,táichèng
诬害,wūhài
槽钢,cáogāng
草标,cǎobiāo
典册,diǎncè
被絮,bèixù
凋萎,diāowěi
忙音,mángyīn
群魔乱舞,qúnmó-luànwǔ
蟒袍,mǎngpáo
高八度,gāobādù
绢本,juànběn
温吞水,wēntunshuǐ
打不住,dǎbuzhù
外姓人,wàixìngrén
堵心,dǔxīn
担担面,dàndànmiàn
凶年,xiōngnián
扶掖,fúyè
笆斗,bādǒu
贼眉鼠眼,zéiméi-shǔyǎn
销子,xiāozi
肚带,dùdài
泛酸,fànsuān
棋具,qíjù
反噬,fǎnshì
心心相连,xīnxīn-xiānglián
门匾,ménbiǎn
黑货,hēihuò
缠磨,chánmo
缠扰,chánrǎo
舞迷,wǔmí
搭帮,dābāng
支子,zhīzi
焦枯,jiāokū
盟书,méngshū
猛男,měngnán
茕茕孑立,qióngqióng-jiélì
覆水难收,fùshuǐ-nánshōu
心中有鬼,xīnzhōng-yǒuguǐ
交寄,jiāojì
风灯,fēngdēng
土名,tǔmíng
小广播,xiǎoguǎngbō
四方步,sìfāngbù
便宜行事,biànyí-xíngshì
白蒙蒙,báiméngméng
分式,fēnshì
虎踞龙盘,hǔjù-lóngpán
追叙,zhuīxù
河南梆子,hénán bāngzi
惠赠,huìzèng
征聘,zhēngpìn
七零八碎,qīlíng-bāsuì
简省,jiǎnshěng
凝冻,níngdòng
莫此为甚,mòcǐwéishèn
窗机,chuāngjī
襄理,xiānglǐ
继室,jìshì
抵交,dǐjiāo
澳抗,àokàng
暗线,ànxiàn
漏光,lòuguāng
急湍,jítuān
出将入相,chūjiàng-rùxiàng
炎暑,yánshǔ
极昼,jízhòu
颠茄,diānqié
随大溜,suídàliù
薄荷脑,bòhenǎo
款步,kuǎnbù
混声,hùnshēng
停妥,tíngtuǒ
抛离,pāolí
接茬儿,jiēchár
续假,xùjià
干松,gānsong
呈子,chéngzi
排卵期,páiluǎnqī
煞尾,shāwěi
碑额,bēi'é
皮带轮,pídàilún
抽换,chōuhuàn
知人之明,zhīrénzhīmíng
削铁如泥,xuētiě-rúní
爆破筒,bàopòtǒng
炭画,tànhuà
无所措手足,wúsuǒ cuò shǒuzú
雪冤,xuěyuān
难上难,nánshàngnán
穿心莲,chuānxīnlián
物阜民丰,wùfù-mínfēng
印子钱,yìnziqián
借花献佛,jièhuā-xiànfó
拒人千里,jùrén-qiānlǐ
狗胆,gǒudǎn
妻舅,qījiù
演期,yǎnqī
戎机,róngjī
核垄断,hélǒngduàn
防滑链,fánghuáliàn
拾人牙慧,shírényáhuì
诟骂,gòumà
咕叽,gūji
咕叽,gūjī
鱼鳞坑,yúlínkēng
吃白饭,chībáifàn
众寡悬殊,zhòngguǎ-xuánshū
薄葬,bózàng
穿堂风,chuāntángfēng
上账,shàngzhàng
笃深,dǔshēn
请假条,qǐngjiàtiáo
魅人,mèirén
兰花指,lánhuāzhǐ
下箸,xiàzhù
顺脚,shùnjiǎo
瓜蔓,guāwàn
打嗝儿,dǎgér
倒找,dàozhǎo
统舱,tǒngcāng
倒休,dǎoxiū
艳诗,yànshī
兵灾,bīngzāi
存案,cún'àn
打滚儿,dǎgǔnr
倒阁,dǎogé
疑阵,yízhèn
奋勉,fènmiǎn
吊钩,diàogōu
捶击,chuíjī
汽锤,qìchuí
飘曳,piāoyè
会账,huìzhàng
铆工,mǎogōng
台盘,táipán
锅饼,guōbǐng
靛青,diànqīng
误期,wùqī
抢墒,qiǎngshāng
启行,qǐxíng
清馨,qīngxīn
诬指,wūzhǐ
坤表,kūnbiǎo
蕴意,yùnyì
送灶,sòngzào
附寄,fùjì
蚁后,yǐhòu
官迷,guānmí
附载,fùzǎi
开冻,kāidòng
柑子,gānzi
木栓,mùshuān
陪住,péizhù
重起炉灶,chóngqǐ-lúzào
黄鼬,huángyòu
绣房,xiùfáng
丑星,chǒuxīng
铁树开花,tiěshù-kāihuā
窗沿,chuāngyán
福至心灵,fúzhì-xīnlíng
麻酥酥,másūsū
耆老,qílǎo
蜡丸,làwán
奇光异彩,qíguāng-yìcǎi
正凶,zhèngxiōng
老弱残兵,lǎo-ruò-cánbīng
吃商品粮,chīshāngpǐnliáng
片甲不留,piànjiǎ-bùliú
钻天杨,zuāntiānyáng
金刚砂,jīngāngshā
三联单,sānliándān
晚香玉,wǎnxiāngyù
插翅难飞,chāchì-nánfēi
打冷战,dǎlěngzhan
小刀会,xiǎodāohuì
石炭酸,shítànsuān
软刀子,ruǎndāozi
生死簿,shēngsǐbù
嫉贤妒能,jíxián-dùnéng
赶任务,gǎnrènwù
团圆节,tuányuánjié
夸海口,kuāhǎikǒu
乌拉草,wùlacǎo
以资鼓励,yǐzīgǔlì
闷罐车,mènguànchē
亮光光,liàngguāngguāng
孔雀蓝,kǒngquèlán
人样儿,rényàngr
电视柜,diànshìguì
地方话,dìfānghuà
钟鼎文,zhōngdǐngwén
向阳花,xiàngyánghuā
优抚金,yōufǔjīn
面巾纸,miànjīnzhǐ
高粱面,gāoliangmiàn
气壮如牛,qìzhuàng-rúniú
软乎乎,ruǎnhūhū
拿架子,nájiàzi
跳房子,tiàofángzi
学而不厌,xué'érbùyàn
套马杆,tàomǎgān
金霉素,jīnméisù
涨风,zhǎngfēng
却之不恭,quèzhī-bùgōng
在所不计,zàisuǒbùjì
皇天后土,huángtiān-hòutǔ
十室九空,shíshì-jiǔkōng
魑魅魍魉,chīmèi-wǎngliǎng
拉家带口,lājiā-dàikǒu
独木难支,dúmù-nánzhī
危如累卵,wēirúlěiluǎn
垂怜,chuílián
仰承,yǎngchéng
耳针,ěrzhēn
膏粱,gāoliáng
送丧,sòngsāng
辕马,yuánmǎ
贫矿,pínkuàng
异读,yìdú
镀层,dùcéng
割治,gēzhì
盐花,yánhuā
遂意,suìyì
争脸,zhēngliǎn
显能,xiǎnnéng
