rank,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
5080,反动,fǎndòng,,,名,相反的作用,自由主义是对集体意志的 反动 。
5081,部件,bùjiàn,,,名,机器中一个相对独立的组成部分，由若干零件装配而成。如车床是由床身、尾架、刀架等几个部件组成,
5081,部件,bùjiàn,,,名,由笔画组成的具有组配汉字功能的构字单位。如“氵、礻、口”等都是汉字的部件,
5082,观赏,guānshǎng,,,动,观看欣赏,观赏 节目
5082,观赏,guānshǎng,,,动,观看欣赏,观赏 菊花
5083,康复,kāngfù,,,动,病后恢复健康,望先生早日 康复
5085,造型,zàoxíng,,,动,塑造人或物体的形象,造型 艺术
5085,造型,zàoxíng,,,名,塑造出的艺术形象,造型 美观生 动
5085,造型,zàoxíng,,,动,○ 铸造中指制造砂型,
5086,风情,fēngqíng,,,名,〈文〉丰采；神情,
5086,风情,fēngqíng,,,名,〈文〉风雅的情趣,
5086,风情,fēngqíng,,,名,指男女相爱之情；色情,万种 风情
5086,风情,fēngqíng,,,名,指男女相爱之情；色情,卖弄 风情
5086,风情,fēngqíng,,,名,风土人情,异国 风情
5086,风情,fēngqíng,,,名,○ 有关风向、风力的情报,
5087,使用权,shǐyòngquán,,,名,使用某种财物的权利,这台电脑，我只有 使用权 ，没有所有权 。
5088,管制,guǎnzhì,,,动,强制性管理,管制 交通
5088,管制,guǎnzhì,,,动,我国的一种刑罚，依法对犯罪分子施行强制性管理，由人民法院判决，由公安机关执行,
5089,死者,sǐzhě,,,名,死去的人,
5090,在手,zàishǒu,,,动,被掌握在手中,长缨 在手
5091,生人,shēngrén,,,动,人出生,你是哪一年 生人 ?
5091,生人,shēngrén,,,名,○ 陌生的人,他怕和 生人 打交道 。
5092,帮忙,bāngmáng,,,动,帮人做事或解决困难,今年秋收多亏大家 帮忙 。
5095,攻势,gōngshì,,,名,进攻的态势；进攻的行动,展开强大的 攻势
5095,攻势,gōngshì,,,名,进攻的态势；进攻的行动,主队频频发动 攻势 。
5098,年历,niánlì,,,名,一种印有一年的月份、星期、日期的印刷品，一般还标明节气、节日、纪念日等,
5099,众生,zhòngshēng,,,名,佛教指有生命的人和动物；也专指人,普救 众生
5099,众生,zhòngshēng,,,名,佛教指有生命的人和动物；也专指人,芸芸 众生
5100,任职,rènzhí,,,动,担任职务,
5101,审核,shěnhé,,,动,审查核定,审核 财务开支
5102,重任,zhòngrèn,,,名,重要的职责或任务,重任 在肩
5102,重任,zhòngrèn,,,名,重要的职责或任务,担起 重任
5103,颁奖,bānjiǎng,,,动,颁发奖品、奖金、奖状等,
5104,护士,hùshi,,,名,医院或防疫机构里专门从事护理工作的人员,
5105,火车站,huǒchēzhàn,,,名,为乘客上下火车或装卸货物而设置的固定停车地点，一般设有站台、售票处、候车室等,
5106,揭露,jiēlù,,,动,使被掩盖的事物显露出来,揭露 内幕
5106,揭露,jiēlù,,,动,使被掩盖的事物显露出来,揭露 诡计
5107,哪怕,nǎpà,,,连,常和“也” “都” “还”配合使用，连接分句，表示假设或让步,哪怕 情况再复杂，也要如期完成任务
5107,哪怕,nǎpà,,,连,常和“也” “都” “还”配合使用，连接分句，表示假设或让步,哪怕 工作再忙，他也坚持每天晨练 。
5108,万一,wànyī,,,数,万分之一，表示极小的一部分,损失不过 万一
5108,万一,wànyī,,,名,可能性极小的意外情况,不怕一万，就怕 万一 。
5108,万一,wànyī,,,副,表示在可能性极小的情况下（发生某事）,防止 万一 发生意外 。
5108,万一,wànyī,,,,连连接句子，表示可能性极小的假设（用于不愿发生的事）,万一 我来不了，你就替我出席 。
5109,迷信,míxìn,,,动,相信世上不存在的神仙鬼怪等事物；泛指盲目地信仰和崇拜,迷信 鬼神
5109,迷信,míxìn,,,动,相信世上不存在的神仙鬼怪等事物；泛指盲目地信仰和崇拜,不要 迷信 古人和洋人 。
5109,迷信,míxìn,,,名,指这种思想意识,破除 迷信 ，崇尚科学 。
5111,宣称,xuānchēng,,,动,声称；公开表述,他 宣称 自己是清白的 。
5113,工作组,gōngzuòzǔ,,,名,为了特定的目的，由上级派往某一地区或某一部门进行工作的临时性组织（规模较大的也叫工作队）,扶贫 工作组
5114,突发,tūfā,,,动,突然发作；突然发生或产生,心脏病 突发
5114,突发,tūfā,,,动,突然发作；突然发生或产生,突发 奇想
5115,响应,xiǎngyìng,,,动,回声应和。比喻用言语、行动表示赞同或支持（号召、倡议等）,响应 党的号召
5115,响应,xiǎngyìng,,,动,回声应和。比喻用言语、行动表示赞同或支持（号召、倡议等）,他的建议没有人 响应 。
5117,借口,jièkǒu,,,动,假借某种理由,借口 生产忙而忽视环境治理 。
5117,借口,jièkǒu,,,名,假借的理由；托词,找 借口 推卸责任
5118,回落,huíluò,,,动,上升后又降下来,河水 回落
5119,拿下,náxià,,,动,捉拿；逮捕,已经把罪犯 拿下
5119,拿下,náxià,,,动,攻占；降伏,接连 拿下 两座碉堡 。
5119,拿下,náxià,,,动,解决（问题）；完成（任务）；达到（目的）,他已经 拿下 了这道难题 。
5120,不法,bùfǎ,,,形,违法的,不法 行径
5121,租赁,zūlìn,,,动,租借①,这家公司 租赁 了整座写字楼 。
5121,租赁,zūlìn,,,动,出租,租赁 新型大客车
5122,开心,kāixīn,,,形,心情愉快；高兴,小日子过得很 开心
5122,开心,kāixīn,,,形,心情愉快；高兴,玩得 开心 极了
5122,开心,kāixīn,,,动,取笑；取乐,别总拿人 开心
5123,不当,bùdàng,,,形,不恰当,措施 不当
5123,不当,bùdàng,,,形,不恰当,不当 之处
5124,丛书,cóngshū,,,名,在一个总书名下，汇集若干同类著作而成的一套书,
5128,公有制,gōngyǒuzhì,,,名,生产资料归全民或集体所有的制度（跟“私有制”相区别）,
5129,迅猛,xùnměng,,,形,形容速度快，势头猛,迅猛 扑去
5129,迅猛,xùnměng,,,形,形容速度快，势头猛,迅猛 发展
5130,新高,xīngāo,,,名,数量、价格、水平等上升达到的新的最高点,创旅游人数 新高
5131,折磨,zhémó,,,动,使人（在肉体或精神上）感到痛苦,久病不愈，真够 折磨 人的 。
5132,尽早,jǐnzǎo,,,副,表示尽可能提前,尽早 拿出方案
5133,国运,guóyùn,,,名,国家的命运,国运 昌盛
5135,省份,shěngfèn,,,名,省（不和专名连用）,沿海 省份 比内陆 省份 经济发展要快 。
5136,流血,liúxuè,,,动,血液从血管里流出来,
5136,流血,liúxuè,,,动,借指牺牲或负伤,流血 牺牲
5136,流血,liúxuè,,,动,借指牺牲或负伤,流血 事件
5137,游击队,yóujīduì,,,名,采取小股分散游动作战形式的一种非正规的武装组织,
5138,共享,gòngxiǎng,,,动,共同享用,信息 共享
5139,专程,zhuānchéng,,,副,专门为某事前往某地,专程 进京
5139,专程,zhuānchéng,,,副,专门为某事前往某地,专程 探视
5140,违纪,wéijì,,,动,违犯纪律,违纪 现象
5141,战斗机,zhàndòujī,,,名,歼击机,
5142,前线,qiánxiàn,,,名,双方军队接近或交战的地带（跟“后方”相区别）；泛指生产、工作等的第一线,前线 杀敌
5142,前线,qiánxiàn,,,名,双方军队接近或交战的地带（跟“后方”相区别）；泛指生产、工作等的第一线,抗洪 前线
5143,审美,shěnměi,,,动,欣赏、鉴别事物或艺术品的美并作出评价,审美 教育
5143,审美,shěnměi,,,动,欣赏、鉴别事物或艺术品的美并作出评价,审美 能力
5144,值班,zhíbān,,,动,在轮到自己工作的时间内上班工作,星期天我 值班
5146,浓厚,nónghòu,,,形,（烟雾、云层等）多而密,云雾 浓厚
5146,浓厚,nónghòu,,,形,（色彩、气氛、意识、兴趣等）强烈；厚重,浓厚 的民族色彩
5146,浓厚,nónghòu,,,形,（色彩、气氛、意识、兴趣等）强烈；厚重,民主气氛很 浓厚
5146,浓厚,nónghòu,,,形,（色彩、气氛、意识、兴趣等）强烈；厚重,学习空气 浓厚
5146,浓厚,nónghòu,,,形,（色彩、气氛、意识、兴趣等）强烈；厚重,浓厚 的兴趣
5147,三代,sāndài,,,名,指夏、商、周三个朝代,
5147,三代,sāndài,,,名,由祖至孙三辈；也指曾祖、祖父、父亲三辈,
5148,彩色,cǎisè,,,区别,各种各样颜色的（跟“黑白”相区别）,彩色 铅笔
5148,彩色,cǎisè,,,区别,各种各样颜色的（跟“黑白”相区别）,彩色 胶片
5149,中国人民解放军,zhōngguó rénmín jiěfàngjūn,,,,中华人民共和国的武装力量。前身是中国工农红军和八路军、新四军，解放战争以来改名为中国人民解放军,
5150,冒险,màoxiǎn,,,动,不顾危险（做某事）,冒险 抢救伤员
5150,冒险,màoxiǎn,,,动,不顾危险（做某事）,这样做太 冒险 了
5151,电视机,diànshìjī,,,名,电视接收机。能把电视信号复原为声音和图像的设备,
5152,旋律,xuánlǜ,,,名,音乐上指若干乐音的有规律、有节奏的组合。是音乐的内容、风格、体裁和民族特征等的主要表现手段,优美的 旋律
5152,旋律,xuánlǜ,,,名,比喻事物的和谐运动,快节奏的生活 旋律 。
5153,以内,yǐnèi,,,名,在某一界限的里边（多指时间、数量、处所、范围等）,三天 以内
5153,以内,yǐnèi,,,名,在某一界限的里边（多指时间、数量、处所、范围等）,500元 以内
5153,以内,yǐnèi,,,名,在某一界限的里边（多指时间、数量、处所、范围等）,山海关 以内
5153,以内,yǐnèi,,,名,在某一界限的里边（多指时间、数量、处所、范围等）,编制 以内
5154,打听,dǎting,,,动,向别人询问、了解（消息、情况等）,向您 打听 一下去陈庄怎么走 。
5155,刊物,kānwù,,,名,登载各类作品的定期或不定期的出版物,学术 刊物
5155,刊物,kānwù,,,名,登载各类作品的定期或不定期的出版物,机关 刊物
5155,刊物,kānwù,,,名,登载各类作品的定期或不定期的出版物,创办 刊物
5156,日后,rìhòu,,,名,以后；将来,
5157,业者,yèzhě,,,名,从事某一行业的人,业者 普遍看重这一项目 。
5158,信息产业,xìnxī chǎnyè,,,,担负信息生产、流通和应用的产业。包括电子计算机、通信及相关电子技术的硬件、软件制作及服务等,
5159,抽象,chōuxiàng,,,动,从众多的具体事物中，抽取共同的、本质的属性，舍弃个别的、非本质的属性，从而形成概念,
5159,抽象,chōuxiàng,,,形,不具体的、笼统的；空洞的（跟“具体”相对）,这几条规定写得过于 抽象 。
5160,前期,qiánqī,,,名,某一时期的前一时段；早期,90年代 前期
5160,前期,qiánqī,,,名,某一时期的前一时段；早期,他的画 前期 和后期风格不同 。
5161,大意,dàyì,,,名,大概的或主要的意思,段落 大意
5161,大意,dàyi,,,形,马虎,疏忽 大意
5162,辩证,biànzhèng,,,,见“ 辨证 ” 现在一般写作“辨证”,
5162,辩证,biànzhèng,,,形,合乎辩证法的,辩证 观点
5163,传染病,chuánrǎnbìng,,,名,由病原体经一定的传播途径在人或动物中相互传染所引起的疾病。如流行性感冒、鼠疫、疯牛病等,
5164,传达,chuándá,,,动,把上级的意思转告给下级,传达 中央文件
5164,传达,chuándá,,,动,传递表达,异国来信 传达 了海外赤子对祖国的眷恋之情 。
5164,传达,chuándá,,,动,在机关、学校、工厂等门口负责看门、收发、登记和引导来访者等工作,传达 室
5164,传达,chuándá,,,名,做传达工作的人,老王头当了一辈子 传达 。
5165,力学,lìxué,,,动,〈文〉努力学习,躬耕 力学
5165,力学,lìxué,,,名,○ 物理学的一个分支，研究宏观物体机械运动规律及其应用的学科,
5167,温柔,wēnróu,,,形,温和柔顺（多形容女性）,
5168,生产资料,shēngchǎn zīliào,,,,生产力中的物质因素。包括劳动资料和劳动对象。其中起主要作用的是生产工具,
5169,辩论,biànlùn,,,动,见解不同的各方，摆事实、讲道理，相互批驳、争论是非,展开激烈 辩论
5170,防护,fánghù,,,动,防备和保护,对汉墓发掘现场要严加 防护
5170,防护,fánghù,,,动,防备和保护,防护 罩
5170,防护,fánghù,,,动,防备和保护,防护 措施
5172,等候,děnghòu,,,动,等待,等候 好消息
5173,转达,zhuǎndá,,,动,把一方的意思转告另一方,转达 意见
5174,加之,jiāzhī,,,连,加以②,大风降温， 加之 暖气已停，房间里冷极了 。
5176,珍惜,zhēnxī,,,动,珍视爱惜,珍惜 友情
5177,传真,chuánzhēn,,,动,写真①,
5177,传真,chuánzhēn,,,动,通过传真机将文字、图表、照片等按原样传送到另一处,报名表我已经 传真 过去了 。
5177,传真,chuánzhēn,,,名,用传真机传输的文字、图表、照片等；也指这种通信方式,给你发个 传真
5178,赤字,chìzì,,,名,指在经济活动中支出大于收入的差额数字。这种数字在簿记上用红笔书写，故称,财政 赤字
5179,预定,yùdìng,,,动,预先确定或约定,这件事 预定 下个月开会研究
5179,预定,yùdìng,,,动,预先确定或约定,飞机在 预定 地点着陆 。
5180,观光,guānguāng,,,动,到外国或外地参观、游览或考察,外国朋友前来 观光
5180,观光,guānguāng,,,动,到外国或外地参观、游览或考察,观光 客
5181,成品,chéngpǐn,,,名,制作完成、质量合格的产品,把半成品加工为 成品
5181,成品,chéngpǐn,,,名,制作完成、质量合格的产品,成品 油
5182,念头,niàntou,,,名,想法；打算,打消了 念头
5183,个数,gèshù,,,名,以个为单位计算的数值,论 个数 这筐苹果比那筐多 。
5184,总共,zǒnggòng,,,副,一共,总共 取得28枚金牌
5184,总共,zǒnggòng,,,副,一共,人手不多， 总共 只有七八个 。
5185,起源,qǐyuán,,,动,最初产生；发源,象形文字 起源 于原始图画 。
5185,起源,qǐyuán,,,名,（事物）产生的根源,探讨艺术的 起源
5186,糊涂,hútu,,,形,认识模糊不清；头脑不清醒,他大事一点 儿 也不 糊涂 。
5186,糊涂,hútu,,,形,混乱；没有条理,一笔 糊涂 账
5187,治家,zhìjiā,,,动,管理家事,治家 有方
5189,要好,yàohǎo,,,形,感情融洽密切,我们俩一直很 要好 。
5189,要好,yàohǎo,,,形,要求上进,弟弟一直很 要好 ，是连里的骨干 。
5191,族权,zúquán,,,名,封建宗法制度下，族长对宗族、家族或家长对家庭成员的支配权,
5192,供水,gōngshuǐ,,,动,供给用水,安全 供水
5194,经纪,jīngjì,,,动,经营；料理,经纪 有方
5194,经纪,jīngjì,,,名,指经纪人,
5195,以免,yǐmiǎn,,,连,连接分句，用于后一分句的开头，表示目的是避免发生下文所说的情况,过马路时要小心， 以免 发生意外 。
5196,录取,lùqǔ,,,动,选择接受（考试合格的人）,录取 公务员
5196,录取,lùqǔ,,,动,选择接受（考试合格的人）,录取 新生
5196,录取,lùqǔ,,,动,讯问记录,录取 口供
5197,轻重,qīngzhòng,,,名,指重量或用力的大小,掂一掂 轻重
5197,轻重,qīngzhòng,,,名,指重量或用力的大小,下手也不知道 轻重 。
5197,轻重,qīngzhòng,,,名,指声音的强弱,读音 轻重 不同
5197,轻重,qīngzhòng,,,名,指说话的分寸,说话应懂个 轻重
5197,轻重,qīngzhòng,,,名,指事情的主次、程度的深浅,区别 轻重 缓急
5197,轻重,qīngzhòng,,,名,指事情的主次、程度的深浅,看看伤势 轻重 再说 。
5198,学理,xuélǐ,,,名,科学上的原理；学问中的道理,学理 深奥
5198,学理,xuélǐ,,,名,科学上的原理；学问中的道理,贯通 学理
5199,多多,duōduō,,,形,很多,得益 多多
5199,多多,duōduō,,,副,表示更多地,请 多多 指教
5200,歌声,gēshēng,,,名,唱歌的声音,歌声 嘹亮
5201,责令,zélìng,,,动,命令（某人或某机构）完成或做到,责令 大家严守秘密 。
5202,餐厅,cāntīng,,,名,饭馆；特指旅馆等附设的营业性食堂,
5202,餐厅,cāntīng,,,名,家庭专供用餐的房间,
5203,演唱,yǎnchàng,,,动,表演歌曲、歌剧、戏曲等,演唱 世界名曲
5203,演唱,yǎnchàng,,,动,表演歌曲、歌剧、戏曲等,演唱 京韵大鼓
5203,演唱,yǎnchàng,,,动,表演歌曲、歌剧、戏曲等,演唱 会
5204,供求,gōngqiú,,,动,供给和需求,市场 供求 变化
5205,召集,zhàojí,,,动,通知有关人员聚集,召集 开会
5206,手下,shǒuxià,,,名,管辖下；领导下,他的 手下 有不少人 。
5206,手下,shǒuxià,,,名,指领导下的人员,他的 手下 都是精兵强将 。
5206,手下,shǒuxià,,,名,手头①,
5206,手下,shǒuxià,,,名,手头②,
5206,手下,shǒuxià,,,名,下手的时候,手下 留情
5207,重伤,zhòngshāng,,,名,严重的身体伤害,
5208,不胜,bùshèng,,,动,承受不起；经不住,不胜 其苦
5208,不胜,bùshèng,,,动,承受不起；经不住,不胜 其烦
5208,不胜,bùshèng,,,动,用在前后重复的动词之间，表示不能做或做不完,举 不胜 举
5208,不胜,bùshèng,,,动,用在前后重复的动词之间，表示不能做或做不完,数 不胜 数
5208,不胜,bùshèng,,,副,非常；特别,不胜 欣慰
5210,无穷,wúqióng,,,动,没有穷尽；没有止境,变化 无穷
5210,无穷,wúqióng,,,动,没有穷尽；没有止境,无穷 无尽
5211,大风,dàfēng,,,名,强劲的风；气象学上指8级风,
5212,生命力,shēngmìnglì,,,名,生物体所具有的活力,
5212,生命力,shēngmìnglì,,,名,比喻事物所具有的生存和发展的能力,这项事业具有强大的 生命力 。
5214,竞技,jìngjì,,,动,比赛技艺（多指体育竞赛）,同场 竞技
5214,竞技,jìngjì,,,动,比赛技艺（多指体育竞赛）,竞技 高手
5216,衷心,zhōngxīn,,,形,发自内心的,衷心 祝愿
5218,撤销,chèxiāo,,,动,撤除；取消,撤销 原判决
5218,撤销,chèxiāo,,,动,撤除；取消,撤销 多余的机构
5219,本文,běnwén,,,名,指所说的这篇文章,本文 具有较高的学术价值 。
5219,本文,běnwén,,,名,指原文或正文,译文跟 本文 风格不同
5219,本文,běnwén,,,名,指原文或正文,注文附在 本文 之后 。
5220,缺点,quēdiǎn,,,名,不完善、有欠缺的方面（跟“优点”相区别）,指出 缺点
5220,缺点,quēdiǎn,,,名,不完善、有欠缺的方面（跟“优点”相区别）,这种产品有 缺点
5221,菜系,càixì,,,名,不同地区菜肴的烹调在理论、方法、风味、品种等方面所形成的独特体系。如粤菜菜系、川菜菜系等,
5222,民办,mínbàn,,,动,群众集体或个人开办和管理（跟“公办”相区别）,民办 公助，成立了这个交响乐团 。
5222,民办,mínbàn,,,,区别群众集体或个人开办和管理的,在 民办 学校就读
5223,宴会,yànhuì,,,名,设置酒席，隆重招待宾客的聚会,国庆 宴会
5223,宴会,yànhuì,,,名,设置酒席，隆重招待宾客的聚会,生日 宴会
5223,宴会,yànhuì,,,名,设置酒席，隆重招待宾客的聚会,结婚 宴会
5224,事务所,shìwùsuǒ,,,名,办理专门业务的机构,律师 事务所
