hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
46618,出摊儿,60002,47315,chū tān er,1,
46619,宠辱不惊,60003,47316,chǒng rǔ bù jīng,1,
46620,闲空,60005,47317,xián kòng,1,
46621,寒来暑往,60007,47318,hán lái shǔ wǎng,1,
46622,采蜜,60010,47319,cǎi mì,1,
46623,不虞,60012,47320,bù yú,1,
46624,完全小学,60013,47321,wán quán xiǎo xué,1,
46625,有色眼镜,60015,47322,yǒu sè yǎn jìng,1,
46626,洞天福地,60019,47323,dòng tiān fú dì,1,
46627,王水,60020,47324,wáng shuǐ,1,
46628,风压,60021,47325,fēng yā,1,
46629,习尚,60023,47326,xí shàng,1,
46630,好赖,60025,47327,hǎo lài,1,
46631,佯作,60026,47328,yáng zuò,1,
46632,招租,60030,47329,zhāo zū,1,
46633,木梳,60034,47330,mù shū,1,
46634,靡靡,60035,47331,mǐ mǐ,1,
46635,单帮,60037,47332,dān bāng,1,
46636,丢丑,60038,47333,diū chǒu,1,
46637,化学能,60041,47334,huà xué néng,1,
46638,减缩,60042,47335,jiǎn suō,1,
46639,冒失鬼,60043,47336,mào shi guǐ,1,
46640,三角裤,60044,47337,sān jiǎo kù,1,
46641,护膝,60045,47338,hù xī,1,
46642,打牙祭,60046,47339,dǎ yá jì,1,
46643,考区,60047,47340,kǎo qū,1,
46644,怒族,60050,47341,nù zú,1,
46645,边角料,60052,47342,biān jiǎo liào,1,
46646,奶娘,60055,47343,nǎi niáng,1,
46647,微血管,60058,47344,wēi xuè guǎn,1,
46648,埠头,60059,47345,bù tóu,1,
46649,逆光,60061,47346,nì guāng,1,
46650,航天服,60064,47347,hán tiān fú,1,
46651,抗上,60065,47348,kàng shàng,1,
46652,靛蓝,60066,47349,diàn lán,1,
46653,光洁度,60067,47350,guāng jié dù,1,
46654,童便,60068,47351,tóng biàn,1,
46655,线路图,60071,47352,xiàn lù tú,1,
46656,闹饥荒,60072,47353,nào jī huang,1,
46656,闹饥荒,60072,47354,nào jī huāng,2,
46657,绣花针,60073,47355,xiù huā zhēn,1,
46658,救生员,60074,47356,jiù shēng yuán,1,
46659,白眼珠,60075,47357,bái yǎn zhū,1,
46660,焦心,60076,47358,jiāo xīn,1,
46661,水痘,60078,47359,shuǐ dòu,1,
46662,妖孽,60079,47360,yāo niè,1,
46663,耳朵眼儿,60080,47361,ěr duo yǎn er,1,
46664,焊缝,60082,47362,hàn fèng,1,
46665,狮子舞,60084,47363,shī zi wǔ,1,
46666,试读,60085,47364,shì dú,1,
46667,初雪,60086,47365,chū xuě,1,
46668,雅静,60088,47366,yǎ jìng,1,
46669,放话,60091,47367,fàng huà,1,
46670,消毒柜,60097,47368,xiāo dú guì,1,
46671,皮笑肉不笑,60100,47369,pí xiào ròu bù xiào,1,
46672,弄假成真,60102,47370,nòng jiǎ chéng zhēn,1,
46673,连阴雨,60103,47371,lián yīn yǔ,1,
46674,凝缩,60104,47372,níng suō,1,
46675,壁报,60105,47373,bì bào,1,
46676,禁不起,60107,47374,jīn bu qǐ,1,
46677,吊死鬼,60110,47375,diào sǐ guǐ,1,
46678,瓷实,60117,47376,cí shi,1,
46679,嗜欲,60120,47377,shì yù,1,
46680,旬刊,60125,47378,xún kān,1,
46681,聚齐,60128,47379,jù qí,1,
46682,清盘,60129,47380,qīng pán,1,
46683,糜子,60130,47381,méi zi,1,
46684,料事如神,60133,47382,liào shì rú shén,1,
46685,小平头,60134,47383,xiǎo píng tóu,1,
46686,荐举,60150,47384,jiàn jǔ,1,
46687,竞答,60151,47385,jìng dá,1,
46688,炉渣,60153,47386,lú zhā,1,
46689,纤瘦,60154,47387,xiān shòu,1,
46690,成人之美,60155,47388,chéng rén zhī měi,1,
46691,果酸,60156,47389,guǒ suān,1,
46692,起承转合,60157,47390,qǐ chéng zhuǎn hé,1,
46693,转托,60159,47391,zhuǎn tuō,1,
46694,塑钢,60160,47392,sù gāng,1,
46695,锚链,60163,47393,máo liàn,1,
46696,蚂蟥,60170,47394,mǎ huáng,1,
46697,时疫,60171,47395,shí yì,1,
46698,氨水,60172,47396,ān shuǐ,1,
46699,挑肥拣瘦,60173,47397,tiāo féi jiǎn shòu,1,
46700,右行,60174,47398,yòu xíng,1,
46701,壁毯,60177,47399,bì tǎn,1,
46702,镂刻,60178,47400,lòu kè,1,
46703,罐头盒,60181,47401,guàn tou hé,1,
46704,苇席,60185,47402,wěi xí,1,
46705,上蜡,60186,47403,shàng là,1,
46706,公议,60187,47404,gōng yì,1,
46707,示例,60188,47405,shì lì,1,
46708,谦词,60189,47406,qiān cí,1,
46709,枣泥,60191,47407,zǎo ní,1,
46710,愧悔,60196,47408,kuì huǐ,1,
46711,幽魂,60198,47409,yōu hún,1,
46712,槽子,60199,47410,cáo zi,1,
46713,弊害,60201,47411,bì hài,1,
46714,测速,60204,47412,cè sù,1,
46715,白润,60205,47413,bái rùn,1,
46716,柴刀,60208,47414,chái dāo,1,
46717,客舍,60209,47415,kè shè,1,
46718,鸡雏,60210,47416,jī chú,1,
46719,默记,60212,47417,mò jì,1,
46720,糨糊,60213,47418,jiàng hu,1,
46721,添色,60214,47419,tiān sè,1,
46722,橛子,60215,47420,jué zi,1,
46723,佛珠,60216,47421,fó zhū,1,
46724,藕粉,60219,47422,ǒu fěn,1,
46725,挪步,60220,47423,nuó bù,1,
46726,墨线,60222,47424,mò xiàn,1,
46727,乡谊,60223,47425,xiāng yì,1,
46728,切题,60224,47426,qiè tí,1,
46729,接驾,60227,47427,jiē jià,1,
46730,记认,60229,47428,jì rèn,1,
46731,应诊,60230,47429,yìng zhěn,1,
46732,谢忱,60233,47430,xiè chén,1,
46733,看跌,60235,47431,kàn diē,1,
46734,苦境,60236,47432,kǔ jìng,1,
46735,电热毯,60237,47433,diàn rè tǎn,1,
46736,商约,60240,47434,shāng yuē,1,
46737,安养,60241,47435,ān yǎng,1,
46738,没的说,60242,47436,méi de shuō,1,
46739,石英钟,60244,47437,shí yīng zhōng,1,
46740,甜滋滋,60246,47438,tián zī zī,1,
46741,党八股,60247,47439,dǎng bā gǔ,1,
46742,还嘴,60252,47440,huán zuǐ,1,
46743,春灌,60253,47441,chūn guàn,1,
46744,劳绩,60254,47442,láo jì,1,
46745,祷祝,60255,47443,dǎo zhù,1,
46746,翎毛,60259,47444,líng máo,1,
46747,狐臭,60260,47445,hú chòu,1,
46748,背头,60262,47446,bēi tóu,1,
46749,府绸,60265,47447,fǔ chóu,1,
46750,浅说,60266,47448,qiǎn shuō,1,
46751,老于世故,60267,47449,lǎo yú shì gù,1,
46752,逆贼,60272,47450,nì zéi,1,
46753,应用题,60273,47451,yìng yòng tí,1,
46754,查岗,60275,47452,chá gǎng,1,
46755,杀身成仁,60278,47453,shā shēn chéng rén,1,
46756,午膳,60279,47454,wǔ shàn,1,
46757,献丑,60283,47455,xiàn chǒu,1,
46758,相瞒,60286,47456,xiāng mán,1,
