hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
32201,风势,35001,32871,fēng shì,1,
32202,晨星,35005,32872,chén xīng,1,
32203,小儿麻痹症,35006,32873,xiǎo ér má bì zhèng,1,
32204,余缺,35007,32874,yú quē,1,
32205,俏皮话,35009,32875,qiào pi huà,1,
32206,立式,35010,32876,lì shì,1,
32207,军饷,35011,32877,jūn xiǎng,1,
32208,月子,35014,32878,yuè zi,1,
32209,底本,35015,32879,dǐ běn,1,
32210,街灯,35017,32880,jiē dēng,1,
32211,卸车,35018,32881,xiè chē,1,
32212,特快专递,35020,32882,tè kuài zhuān dì,1,
32213,不欢而散,35021,32883,bù huān ér sàn,1,
32214,远走高飞,35023,32884,yuǎn zǒu gāo fēi,1,
32215,在所不惜,35024,32885,zài suǒ bù xī,1,
32216,保险箱,35025,32886,bǎo xiǎn xiāng,1,
32217,拦路虎,35027,32887,lán lù hǔ,1,
32218,小老婆,35029,32888,xiǎo lǎo po,1,
32219,转角,35030,32889,zhuǎn jiǎo,1,
32220,醇厚,35032,32890,chún hòu,1,
32221,脱轨,35034,32891,tuō guǐ,1,
32222,吊装,35035,32892,diào zhuāng,1,
32223,万全,35037,32893,wàn quán,1,
32224,口风,35039,32894,kǒu fēng,1,
32225,训话,35040,32895,xùn huà,1,
32226,类同,35041,32896,lèi tóng,1,
32227,命相,35043,32897,mìng xiàng,1,
32228,去职,35046,32898,qù zhí,1,
32229,裙带,35048,32899,qún dài,1,
32230,粗粮,35049,32900,cū liáng,1,
32231,抱病,35050,32901,bào bìng,1,
32232,银耳,35054,32902,yín ěr,1,
32233,旧业,35056,32903,jiù yè,1,
32234,担惊受怕,35058,32904,dān jīng shòu pà,1,
32235,利己主义,35062,32905,lì jǐ zhǔ yì,1,
32236,癖好,35064,32906,pǐ hào,1,
32237,花心,35066,32907,huā xīn,1,
32238,立体声,35069,32908,lì tǐ shēng,1,
32239,拔河,35071,32909,bá hé,1,
32240,南征北战,35074,32910,nán zhēng běi zhàn,1,
32241,至爱,35075,32911,zhì ài,1,
32242,起拍,35077,32912,qǐ pāi,1,
32243,补过,35078,32913,bǔ guò,1,
32244,分身,35079,32914,fēn shēn,1,
32245,原装,35080,32915,yuán zhuāng,1,
32246,风纪,35081,32916,fēng jì,1,
32247,上货,35085,32917,shàng huò,1,
32248,黑奴,35086,32918,hēi nú,1,
32249,双关,35087,32919,shuāng guān,1,
32250,药箱,35088,32920,yào xiāng,1,
32251,打理,35089,32921,dǎ lǐ,1,
32252,重炮,35091,32922,zhòng pào,1,
32253,连翘,35092,32923,lián qiáo,1,
32254,甲子,35093,32924,jiǎ zǐ,1,
32255,纪念封,35095,32925,jì niàn fēng,1,
32256,防空洞,35096,32926,fáng kōng dòng,1,
32257,圣诞树,35098,32927,shèng dàn shù,1,
32258,电信号,35100,32928,diàn xìn hào,1,
32259,笑柄,35101,32929,xiào bǐng,1,
32260,不赖,35102,32930,bù lài,1,
32261,心焦,35103,32931,xīn jiāo,1,
32262,菲菲,35106,32932,fēi fēi,1,
32263,元音,35107,32933,yuán yīn,1,
32264,从师,35108,32934,cóng shī,1,
32265,歉收,35109,32935,qiàn shōu,1,
32266,耳濡目染,35110,32936,ěr rú mù rǎn,1,
32267,春风得意,35111,32937,chūn fēng dé yì,1,
32268,外层空间,35112,32938,wài céng kōng jiān,1,
32269,千疮百孔,35114,32939,qiān chuāng bǎi kǒng,1,
32270,人之常情,35115,32940,rén zhī cháng qíng,1,
32271,天然橡胶,35116,32941,tiān rán xiàng jiāo,1,
32272,操之过急,35117,32942,cāo zhī guò jí,1,
32273,说不过去,35119,32943,shuō bu guò qù,1,
32274,喜形于色,35120,32944,xǐ xíng yú sè,1,
32275,待岗,35123,32945,dài gǎng,1,
32276,支边,35126,32946,zhī biān,1,
32277,不才,35127,32947,bù cái,1,
32278,煞白,35128,32948,shà bái,1,
32279,阔绰,35129,32949,kuò chuò,1,
32280,切花,35130,32950,qiē huā,1,
32281,嫌恶,35131,32951,xián wù,1,
32282,器用,35132,32952,qì yòng,1,
32283,盛传,35133,32953,shèng chuán,1,
32284,定级,35134,32954,dìng jí,1,
32285,下坠,35135,32955,xià zhuì,1,
32286,油耗,35137,32956,yóu hào,1,
32287,夹攻,35138,32957,jiā gōng,1,
32288,溜冰,35139,32958,liū bīng,1,
32289,下厨,35140,32959,xià chú,1,
32290,孤老,35142,32960,gū lǎo,1,
32291,征婚,35144,32961,zhēng hūn,1,
32292,比邻,35146,32962,bǐ lín,1,
32293,尽心竭力,35147,32963,jìn xīn jié lì,1,
32294,功成名就,35149,32964,gōng chéng míng jiù,1,
32295,形象思维,35150,32965,xíng xiàng sī wéi,1,
32296,人心惶惶,35153,32966,rén xīn huáng huáng,1,
32297,炼狱,35155,32967,liàn yù,1,
32298,蹼泳,35157,32968,pǔ yǒng,1,
32299,心窍,35159,32969,xīn qiào,1,
32300,默念,35161,32970,mò niàn,1,
32301,伏笔,35163,32971,fú bǐ,1,
32302,婚嫁,35165,32972,hūn jià,1,
32303,顾盼,35167,32973,gù pàn,1,
32304,甩手,35168,32974,shuǎi shǒu,1,
32305,软和,35169,32975,ruǎn huo,1,
32306,连根拔,35174,32976,lián gēn bá,1,
32307,麻花,35175,32977,má huā,1,
32308,人力车,35176,32978,rén lì chē,1,
32309,俗文学,35177,32979,sú wén xué,1,
32310,水蒸气,35178,32980,shuǐ zhēng qì,1,
32311,水平线,35179,32981,shuǐ píng xiàn,1,
32312,矫情,35180,32982,jiǎo qíng,1,
32313,定亲,35183,32983,dìng qīn,1,
32314,绵长,35184,32984,mián cháng,1,
32315,微缩,35185,32985,wēi suō,1,
32316,拂袖,35187,32986,fú xiù,1,
32317,各半,35188,32987,gè bàn,1,
32318,扇形,35189,32988,shàn xíng,1,
32319,摔打,35190,32989,shuāi da,1,
32320,邮包,35191,32990,yóu bāo,1,
32321,廉耻,35192,32991,lián chǐ,1,
32322,度汛,35193,32992,dù xùn,1,
32323,巧立名目,35195,32993,qiǎo lì míng mù,1,
32324,瞬时,35198,32994,shùn shí,1,
32325,蛮干,35199,32995,mán gàn,1,
32326,怅惘,35200,32996,chàng wǎng,1,
32327,自成体系,35202,32997,zì chéng tǐ xì,1,
32328,触雷,35204,32998,chù léi,1,
32329,摩肩接踵,35205,32999,mó jiān jiē zhǒng,1,
32330,惨无人道,35207,33000,cǎn wú rén dào,1,
32331,半透明,35208,33001,bàn tòu míng,1,
32332,矫揉造作,35211,33002,jiǎo róu zào zuò,1,
32333,丰衣足食,35212,33003,fēng yī zú shí,1,
32334,自相残杀,35213,33004,zì xiāng cán shā,1,
32335,如此而已,35214,33005,rú cǐ ér yǐ,1,
32336,飞地,35217,33006,fēi dì,1,
32337,野鸡,35218,33007,yě jī,1,
32338,呈交,35219,33008,chéng jiāo,1,
32339,泳衣,35221,33009,yǒng yī,1,
32340,初识,35223,33010,chū shí,1,
32341,心火,35224,33011,xīn huǒ,1,
32342,走漏,35225,33012,zǒu lòu,1,
32343,轧机,35227,33013,zhá jī,1,
32344,禀告,35229,33014,bǐng gào,1,
32345,黄羊,35231,33015,huáng yáng,1,
32346,超车,35233,33016,chāo chē,1,
32347,顺乎,35234,33017,shùn hū,1,
32348,老朽,35235,33018,lǎo xiǔ,1,
32349,成虫,35236,33019,chéng chóng,1,
32350,夜航,35238,33020,yè háng,1,
32351,流散,35239,33021,liú sàn,1,
32352,毒犯,35242,33022,dú fàn,1,
32353,无依无靠,35243,33023,wú yī wú kào,1,
32354,徐步,35244,33024,xú bù,1,
32355,光能,35245,33025,guāng néng,1,
32356,平装,35246,33026,píng zhuāng,1,
32357,唱盘,35247,33027,chàng pán,1,
32358,主理,35248,33028,zhǔ lǐ,1,
32359,环山,35249,33029,huán shān,1,
32360,积怨,35251,33030,jī yuàn,1,
32361,静候,35252,33031,jìng hòu,1,
32362,飞禽,35253,33032,fēi qín,1,
32363,顺流,35254,33033,shùn liú,1,
32364,惹事,35256,33034,rě shì,1,
32365,前赴后继,35258,33035,qián fù hòu jì,1,
32366,坑坑洼洼,35259,33036,kēng keng wā wā,1,
32367,速战速决,35262,33037,sù zhàn sù jué,1,
32368,见死不救,35263,33038,jiàn sǐ bù jiù,1,
32369,一纸空文,35266,33039,yī zhǐ kōng wén,1,
32370,绸子,35267,33040,chóu zi,1,
32371,眯缝,35268,33041,mī feng,1,
32372,拱形,35269,33042,gǒng xíng,1,
32373,形变,35270,33043,xíng biàn,1,
32374,鹿角,35273,33044,lù jiǎo,1,
32375,铜镜,35276,33045,tóng jìng,1,
32376,金灿灿,35278,33046,jīn càn càn,1,
32377,爆发力,35279,33047,bào fā lì,1,
32378,推进器,35280,33048,tuī jìn qì,1,
32379,白开水,35283,33049,bái kāi shuǐ,1,
32380,轻武器,35284,33050,qīng wǔ qì,1,
32381,黑板报,35285,33051,hēi bǎn bào,1,
32382,避风港,35287,33052,bì fēng gǎng,1,
32383,萧瑟,35288,33053,xiāo sè,1,
32384,陵寝,35289,33054,líng qǐn,1,
32385,咕咚,35290,33055,gū dōng,1,
32386,神似,35291,33056,shén sì,1,
32387,量度,35293,33057,liáng dù,1,
32388,跟风,35294,33058,gēn fēng,1,
32389,夜宵,35296,33059,yè xiāo,1,
32390,空翻,35297,33060,kōng fān,1,
32391,卷宗,35298,33061,juàn zōng,1,
32392,历朝,35300,33062,lì cháo,1,
32393,铃铛,35301,33063,líng dang,1,
32394,遭灾,35302,33064,zāo zāi,1,
32395,分毫,35303,33065,fēn háo,1,
32396,通衢,35305,33066,tōng qú,1,
32397,白文,35306,33067,bái wén,1,
32398,名模,35308,33068,míng mó,1,
32399,豆豉,35309,33069,dòu chǐ,1,
32400,鹿茸,35310,33070,lù róng,1,
32401,证物,35311,33071,zhèng wù,1,
32402,点歌,35317,33072,diǎn gē,1,
32403,队旗,35318,33073,duì qí,1,
32404,四边,35319,33074,sì biān,1,
32405,雄奇,35320,33075,xióng qí,1,
32406,播送,35321,33076,bō sòng,1,
32407,提篮,35322,33077,tí lán,1,
32408,山巅,35324,33078,shān diān,1,
32409,醋酸,35325,33079,cù suān,1,
32410,祖庙,35326,33080,zǔ miào,1,
32411,回顾展,35327,33081,huí gù zhǎn,1,
32412,提携,35330,33082,tí xié,1,
32413,脚镣,35331,33083,jiǎo liào,1,
32414,扩音器,35332,33084,kuò yīn qì,1,
32415,山穷水尽,35336,33085,shān qióng shuǐ jìn,1,
32416,没脸,35339,33086,méi liǎn,1,
32417,斗胆,35341,33087,dǒu dǎn,1,
32418,烟波,35342,33088,yān bō,1,
32419,枪林弹雨,35345,33089,qiāng lín dàn yǔ,1,
32420,寨主,35346,33090,zhài zhǔ,1,
32421,批注,35348,33091,pī zhù,1,
32422,上劲,35349,33092,shàng jìn,1,
32423,外带,35350,33093,wài dài,1,
32424,言传身教,35352,33094,yán chuán shēn jiào,1,
32425,过关斩将,35353,33095,guò guān zhǎn jiàng,1,
32426,烈酒,35355,33096,liè jiǔ,1,
32427,白蚁,35356,33097,bái yǐ,1,
32428,人工授精,35357,33098,rén gōng shòu jīng,1,
32429,兵权,35358,33099,bīng quán,1,
32430,屠夫,35359,33100,tú fū,1,
32431,作乱,35363,33101,zuò luàn,1,
32432,棉絮,35364,33102,mián xù,1,
