hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
52430,漆雕,75008,53135,qī diāo,1,
52431,厄难,75011,53136,è nàn,1,
52432,宝号,75016,53137,bǎo hào,1,
52433,含怨,75017,53138,hán yuàn,1,
52434,役畜,75018,53139,yì chù,1,
52435,巧辩,75022,53140,qiǎo biàn,1,
52436,家鸽,75027,53141,jiā gē,1,
52437,窗扉,75031,53142,chuāng fēi,1,
52438,寇仇,75033,53143,kòu chóu,1,
52439,打春,75038,53144,dǎ chūn,1,
52440,牝牡,75039,53145,pìn mǔ,1,
52441,填房,75042,53146,tián fáng,1,
52442,修眉,75046,53147,xiū méi,1,
52443,回驳,75049,53148,huí bó,1,
52444,踢腾,75050,53149,tī teng,1,
52445,辩诬,75055,53150,biàn wū,1,
52446,钩针,75056,53151,gōu zhēn,1,
52447,电料,75060,53152,diàn liào,1,
52448,白痢,75062,53153,bái lì,1,
52449,豆青,75063,53154,dòu qīng,1,
52450,阻绝,75070,53155,zǔ jué,1,
52451,藕色,75076,53156,ǒu sè,1,
52452,斧正,75077,53157,fǔ zhèng,1,
52453,喜丧,75097,53158,xǐ sāng,1,
52454,篙子,75098,53159,gāo zi,1,
52455,操典,75100,53160,cāo diǎn,1,
52456,背债,75102,53161,bēi zhài,1,
52457,梆硬,75104,53162,bāng yìng,1,
52458,笔洗,75118,53163,bǐ xǐ,1,
52459,硬话,75119,53164,yìng huà,1,
52460,从俭,75123,53165,cóng jiǎn,1,
52461,瑕瑜互见,75128,53166,xiá yú hù jiàn,1,
52462,塔塔尔族,75129,53167,tǎ tǎ ěr zú,1,
52463,点头之交,75134,53168,diǎn tóu zhī jiāo,1,
52464,唇红齿白,75135,53169,chún hóng chǐ bái,1,
52465,网络警察,75136,53170,wǎng luò jǐng chá,1,
52466,车轱辘话,75139,53171,chē gū lu huà,1,
52467,尸位素餐,75142,53172,shī wèi sù cān,1,
52468,徐娘半老,75143,53173,xú niáng bàn lǎo,1,
52469,感叹词,75150,53174,gǎn tàn cí,1,
52470,五更天,75154,53175,wǔ gēng tiān,1,
52471,找窍门,75162,53176,zhǎo qiào mén,1,
52472,脱脂棉,75166,53177,tuō zhī mián,1,
52473,夜光表,75168,53178,yè guāng biǎo,1,
52474,错待,75173,53179,cuò dài,1,
52475,鸭苗,75175,53180,yā miáo,1,
52476,气眼,75179,53181,qì yǎn,1,
52477,肩窝,75180,53182,jiān wō,1,
52478,赎当,75183,53183,shú dàng,1,
52479,嬉耍,75184,53184,xī shuǎ,1,
52480,凶讯,75186,53185,xiōng xùn,1,
52481,汉姓,75190,53186,hàn xìng,1,
52482,水牢,75196,53187,shuǐ láo,1,
52483,铁纱,75202,53188,tiě shā,1,
52484,偷嘴,75203,53189,tōu zuǐ,1,
52485,膏血,75205,53190,gāo xuè,1,
52486,花糕,75210,53191,huā gāo,1,
52487,幛子,75211,53192,zhàng zi,1,
52488,雄杰,75212,53193,xióng jié,1,
52489,骶骨,75213,53194,dǐ gǔ,1,
52490,繁乱,75219,53195,fán luàn,1,
52491,底漆,75221,53196,dǐ qī,1,
52492,倒赔,75222,53197,dào péi,1,
52493,预考,75224,53198,yù kǎo,1,
52494,喻义,75237,53199,yù yì,1,
52495,析疑,75238,53200,xī yí,1,
52496,提兜,75239,53201,tí dōu,1,
52497,提挈,75243,53202,tí qiè,1,
52498,饬令,75250,53203,chì lìng,1,
52499,磨烦,75251,53204,mò fan,1,
52500,元夜,75253,53205,yuán yè,1,
52501,喜联,75256,53206,xǐ lián,1,
52502,砸牌子,75258,53207,zá pái zi,1,
52503,摇唇鼓舌,75276,53208,yáo chún gǔ shé,1,
52504,遮阳篷,75281,53209,zhē yáng péng,1,
52505,见景生情,75298,53210,jiàn jǐng shēng qíng,1,
52506,佶屈聱牙,75301,53211,jí qū áo yá,1,
52507,虚应故事,75308,53212,xū yìng gù shì,1,
52508,晕头晕脑,75310,53213,yūn tóu yūn nǎo,1,
52509,吵人,75311,53214,chǎo rén,1,
52510,磨砂玻璃,75312,53215,mó shā bō li,1,
52511,现丑,75318,53216,xiàn chǒu,1,
52512,根芽,75322,53217,gēn yá,1,
52513,烂账,75324,53218,làn zhàng,1,
52514,群口相声,75325,53219,qún kǒu xiàng sheng,1,
52515,禁例,75329,53220,jìn lì,1,
52516,单干户,75332,53221,dān gàn hù,1,
52517,五十步笑百步,75334,53222,wǔ shí bù xiào bǎi bù,1,
52518,笔底下,75335,53223,bǐ dǐ xia,1,
52519,谋虑,75336,53224,móu lǜ,1,
52520,无源之水，无本之木,75338,53225,wú yuán zhī shuǐ，wú běn zhī mù,1,
52521,僻巷,75341,53226,pì xiàng,1,
52522,崔巍,75343,53227,cuī wēi,1,
52523,秀俊,75348,53228,xiù jùn,1,
52524,窗格子,75358,53229,chuāng gé zi,1,
52525,定向培育,75359,53230,dìng xiàng péi yù,1,
52526,木莲,75373,53231,mù lián,1,
52527,细故,75375,53232,xì gù,1,
52528,五方杂处,75379,53233,wǔ fāng zá chǔ,1,
52529,牛肝菌,75387,53234,niú gān jùn,1,
52530,哈喇子,75390,53235,hā lá zi,1,
52531,递变,75395,53236,dì biàn,1,
52532,石花菜,75401,53237,shí huā cài,1,
52533,能者多劳,75406,53238,néng zhě duō láo,1,
52534,工字钢,75411,53239,gōng zì gāng,1,
52535,穷极无聊,75415,53240,qióng jí wú liáo,1,
52536,曳光弹,75417,53241,yè guāng dàn,1,
52537,神道碑,75420,53242,shén dào bēi,1,
52538,万用表,75421,53243,wàn yòng biǎo,1,
52539,开洋荤,75428,53244,kāi yáng hūn,1,
52540,红铃虫,75432,53245,hóng líng chóng,1,
52541,救应,75436,53246,jiù yìng,1,
52542,清挖,75441,53247,qīng wā,1,
52543,野雉,75442,53248,yě zhì,1,
52544,阉人,75443,53249,yān rén,1,
52545,淆乱,75445,53250,xiáo luàn,1,
52546,吊线,75446,53251,diào xiàn,1,
52547,收揽,75447,53252,shōu lǎn,1,
52548,拒毒,75449,53253,jù dú,1,
52549,喷灯,75450,53254,pēn dēng,1,
52550,歹念,75453,53255,dǎi niàn,1,
52551,狎昵,75455,53256,xiá nì,1,
52552,拿办,75459,53257,ná bàn,1,
52553,宝刹,75462,53258,bǎo chà,1,
52554,满师,75465,53259,mǎn shī,1,
52555,骨感,75473,53260,gǔ gǎn,1,
52556,陡变,75474,53261,dǒu biàn,1,
52557,诛戮,75477,53262,zhū lù,1,
52558,耳饰,75478,53263,ěr shì,1,
52559,牙垢,75480,53264,yá gòu,1,
52560,抗热,75482,53265,kàng rè,1,
52561,鲜啤,75487,53266,xiān pí,1,
52562,缩略语,75492,53267,suō lüè yǔ,1,
52563,不对味儿,75493,53268,bù duì wèi er,1,
52564,发腻,75495,53269,fā nì,1,
52565,正座,75496,53270,zhèng zuò,1,
52566,湖色,75499,53271,hú sè,1,
52567,妖婆,75506,53272,yāo pó,1,
52568,翠蓝,75507,53273,cuì lán,1,
52569,春困,75513,53274,chūn kùn,1,
52570,虚有其表,75518,53275,xū yǒu qí biǎo,1,
52571,散板,75519,53276,sǎn bǎn,1,
52572,巳时,75530,53277,sì shí,1,
52573,月白风清,75532,53278,yuè bái fēng qīng,1,
52574,喧笑,75533,53279,xuān xiào,1,
52575,米粉肉,75536,53280,mǐ fěn ròu,1,
52576,纱笼,75537,53281,shā lóng,1,
52577,晒图,75541,53282,shài tú,1,
52578,串味儿,75545,53283,chuàn wèi er,1,
52579,调门儿,75547,53284,diào mén er,1,
52580,釉子,75554,53285,yòu zi,1,
52581,无风不起浪,75556,53286,wú fēng bù qǐ làng,1,
52582,胡服骑射,75560,53287,hú fú qí shè,1,
52583,闹灾,75563,53288,nào zāi,1,
52584,贡缎,75564,53289,gòng duàn,1,
52585,圩子,75567,53290,wéi zi,1,
52586,沓子,75568,53291,dá zi,1,
52587,善忘,75570,53292,shàn wàng,1,
52588,浮子,75577,53293,fú zi,1,
52589,蚶子,75585,53294,hān zi,1,
52590,导板,75586,53295,dǎo bǎn,1,
52591,为人作嫁,75593,53296,wèi rén zuò jià,1,
52592,串铃,75595,53297,chuàn líng,1,
52593,潮乎乎,75603,53298,cháo hū hū,1,
52594,零七八碎,75604,53299,líng qī bā suì,1,
52595,日薪,75607,53300,rì xīn,1,
52596,大染缸,75613,53301,dà rǎn gāng,1,
52597,夜游神,75614,53302,yè yóu shén,1,
52598,白面儿,75619,53303,bái miàn er,1,
52599,啸聚,75621,53304,xiào jù,1,
52600,孤孀,75622,53305,gū shuāng,1,
52601,孤证,75623,53306,gū zhèng,1,
52602,燧人氏,75624,53307,suì rén shì,1,
52603,倚势,75626,53308,yǐ shì,1,
52604,玩儿命,75633,53309,wán er mìng,1,
52605,河鲜,75636,53310,hé xiān,1,
52606,血红素,75643,53311,xuè hóng sù,1,
52607,照排机,75647,53312,zhào pái jī,1,
52608,函购,75648,53313,hán gòu,1,
52609,说好说歹,75649,53314,shuō hǎo shuō dǎi,1,
52610,直肠子,75650,53315,zhí cháng zi,1,
52611,冻馁,75662,53316,dòng něi,1,
52612,攀高枝儿,75663,53317,pān gāo zhī er,1,
52613,腻人,75664,53318,nì rén,1,
52614,收讫,75666,53319,shōu qì,1,
52615,罄尽,75671,53320,qìng jìn,1,
52616,铁蚕豆,75673,53321,tiě cán dòu,1,
52617,水床,75676,53322,shuǐ chuáng,1,
52618,祭告,75687,53323,jì gào,1,
52619,亥时,75689,53324,hài shí,1,
52620,才赋,75694,53325,cái fù,1,
52621,暮景,75695,53326,mù jǐng,1,
52622,懒怠,75701,53327,lǎn dài,1,
52623,抽税,75703,53328,chōu shuì,1,
52624,晃摇,75706,53329,huàng yao,1,
52625,出圃,75708,53330,chū pǔ,1,
52626,犯急,75709,53331,fàn jí,1,
52627,钝角,75713,53332,dùn jiǎo,1,
52628,司药,75715,53333,sī yào,1,
52629,投映,75721,53334,tóu yìng,1,
52630,艳装,75726,53335,yàn zhuāng,1,
52631,敷用,75728,53336,fū yòng,1,
52632,倒序,75731,53337,dào xù,1,
52633,验照,75736,53338,yàn zhào,1,
52634,拜贺,75738,53339,bài hè,1,
52635,回翔,75739,53340,huí xiáng,1,
52636,验讫,75740,53341,yàn qì,1,
52637,杠夫,75741,53342,gàng fū,1,
52638,碍口,75743,53343,ài kǒu,1,
52639,瘊子,75744,53344,hóu zi,1,
52640,拼读,75757,53345,pīn dú,1,
52641,藏头露尾,75765,53346,cáng tóu lù wěi,1,
52642,乡谈,75766,53347,xiāng tán,1,
52643,燎泡,75788,53348,liáo pào,1,
52644,安土重迁,75790,53349,ān tǔ zhòng qiān,1,
52645,神神道道,75797,53350,shén shen dào dào,1,
52646,秋蝉,75798,53351,qiū chán,1,
52647,调护,75804,53352,tiáo hù,1,
52648,二五眼,75807,53353,èr wǔ yǎn,1,
52649,灰沉沉,75817,53354,huī chén chén,1,
52650,羽扇纶巾,75818,53355,yǔ shàn guān jīn,1,
52651,鬼画符,75822,53356,guǐ huà fú,1,
52652,劳动布,75823,53357,láo dòng bù,1,
52653,罪不容诛,75830,53358,zuì bù róng zhū,1,
52654,虚飘飘,75833,53359,xū piāo piāo,1,
52655,麻袋片儿,75835,53360,má dài piàn er,1,
52656,奶豆腐,75837,53361,nǎi dòu fu,1,
52657,闭月羞花,75840,53362,bì yuè xiū huā,1,
52658,童子鸡,75850,53363,tóng zǐ jī,1,
52659,雪泥鸿爪,75852,53364,xuě ní hóng zhǎo,1,
52660,吃不透,75856,53365,chī bu tòu,1,
52661,黑茫茫,75872,53366,hēi máng máng,1,
52662,落地灯,75880,53367,luò dì dēng,1,
52663,生拉硬拽,75881,53368,shēng lā yìng zhuài,1,
52664,留尾巴,75886,53369,liú wěi ba,1,
52665,打嘴仗,75889,53370,dǎ zuǐ zhàng,1,
52666,心口如一,75891,53371,xīn kǒu rú yī,1,
52667,吃现成饭,75892,53372,chī xiàn chéng fàn,1,
52668,二花脸,75900,53373,èr huā liǎn,1,
52669,十指连心,75901,53374,shí zhǐ lián xīn,1,
52670,八拜之交,75902,53375,bā bài zhī jiāo,1,
52671,痱子粉,75903,53376,fèi zi fěn,1,
52672,地灵人杰,75907,53377,dì líng rén jié,1,
52673,绕弯儿,75910,53378,rào wān er,1,
52674,万事亨通,75911,53379,wàn shì hēng tōng,1,
52675,象鼻虫,75912,53380,xiàng bí chóng,1,
52676,涣然冰释,75914,53381,huàn rán bīng shì,1,
52677,快板儿,75917,53382,kuài bǎn er,1,
52678,能掐会算,75920,53383,néng qiā huì suàn,1,
52679,免不得,75926,53384,miǎn bu de,1,
52680,禁得住,75928,53385,jīn de zhù,1,
52681,三重唱,75936,53386,sān chóng chàng,1,
52682,一无所见,75956,53387,yī wú suǒ jiàn,1,
52683,胶柱鼓瑟,75979,53388,jiāo zhù gǔ sè,1,
52684,震古烁今,75990,53389,zhèn gǔ shuò jīn,1,
52685,文契,75992,53390,wén qì,1,
52686,圆谎,75997,53391,yuán huǎng,1,
52687,观阵,75999,53392,guān zhèn,1,
52688,泯没,76002,53393,mǐn mò,1,
52689,去芜存菁,76004,53394,qù wú cún jīng,1,
52690,好身手,76010,53395,hǎo shēn shǒu,1,
52691,唱头,76014,53396,chàng tóu,1,
52692,面码儿,76015,53397,miàn mǎ er,1,
52693,畏友,76018,53398,wèi yǒu,1,
52694,羽纱,76030,53399,yǔ shā,1,
52695,迷阵,76039,53400,mí zhèn,1,
52696,孟秋,76049,53401,mèng qiū,1,
52697,打皱,76051,53402,dǎ zhòu,1,
52698,湖泽,76053,53403,hú zé,1,
52699,雨景,76056,53404,yǔ jǐng,1,
52700,屏条,76057,53405,píng tiáo,1,
52701,呱唧,76060,53406,guā ji,1,
52701,呱唧,76060,53407,guā jī,2,
52702,学阀,76065,53408,xué fá,1,
52703,笃厚,76071,53409,dǔ hòu,1,
52704,泳帽,76076,53410,yǒng mào,1,
52705,甘洌,76081,53411,gān liè,1,
52706,印玺,76087,53412,yìn xǐ,1,
52707,灾患,76107,53413,zāi huàn,1,
52708,台扇,76116,53414,tái shàn,1,
52709,蒸饼,76118,53415,zhēng bǐng,1,
52710,蒸饺,76119,53416,zhēng jiǎo,1,
52711,拔锚,76122,53417,bá máo,1,
52712,隔房,76125,53418,gé fáng,1,
52713,含怒,76126,53419,hán nù,1,
52714,孳乳,76127,53420,zī rǔ,1,
52715,余剩,76134,53421,yú shèng,1,
52716,打泡,76137,53422,dǎ pào,1,
52717,诡奇,76140,53423,guǐ qí,1,
52718,搭手,76143,53424,dā shǒu,1,
52719,醋精,76154,53425,cù jīng,1,
52720,卸除,76160,53426,xiè chú,1,
52721,娇客,76162,53427,jiāo kè,1,
52722,托身,76166,53428,tuō shēn,1,
52723,边患,76170,53429,biān huàn,1,
52724,哄劝,76172,53430,hǒng quàn,1,
52725,焊锡,76175,53431,hàn xī,1,
52726,抗涝,76180,53432,kàng lào,1,
52727,思春,76181,53433,sī chūn,1,
52728,吞金,76182,53434,tūn jīn,1,
52729,悲酸,76184,53435,bēi suān,1,
52730,准话,76186,53436,zhǔn huà,1,
52731,卤味,76190,53437,lǔ wèi,1,
52732,狡赖,76198,53438,jiǎo lài,1,
52733,蹦高,76199,53439,bèng gāo,1,
52734,急巴巴,76201,53440,jí bā bā,1,
52735,萎蔫,76216,53441,wěi niān,1,
52736,典押,76225,53442,diǎn yā,1,
52737,鸷鸟,76229,53443,zhì niǎo,1,
52738,储积,76232,53444,chǔ jī,1,
52739,桃酥,76240,53445,táo sū,1,
52740,狐裘,76241,53446,hú qiú,1,
