hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
54190,笛膜,85008,54899,dí mó,1,
54191,橡皮糖,85014,54900,xiàng pí táng,1,
54192,照面儿,85016,54901,zhào miàn er,1,
54193,赶趟儿,85019,54902,gǎn tàng er,1,
54194,凉白开,85021,54903,liáng bái kāi,1,
54195,揭疮疤,85022,54904,jiē chuāng bā,1,
54196,亲家公,85023,54905,qìng jia gōng,1,
54197,花池子,85027,54906,huā chí zi,1,
54198,削肩,85039,54907,xuē jiān,1,
54199,赶活儿,85048,54908,gǎn huó er,1,
54200,棺材瓤子,85055,54909,guān cai ráng zi,1,
54201,欣慕,85076,54910,xīn mù,1,
54202,焦煳,85093,54911,jiāo hú,1,
54203,深耕细作,85101,54912,shēn gēng xì zuò,1,
54204,大天白日,85105,54913,dà tiān bái rì,1,
54205,指甲盖儿,85117,54914,zhǐ jia gài er,1,
54206,采景,85123,54915,cǎi jǐng,1,
54207,爽然若失,85161,54916,shuǎng rán ruò shī,1,
54208,烂糊,85169,54917,làn hu,1,
54209,打钩,85170,54918,dǎ gōu,1,
54210,云遮雾障,85173,54919,yún zhē wù zhàng,1,
54211,悲咽,85174,54920,bēi yè,1,
54212,销账,85175,54921,xiāo zhàng,1,
54213,贼星,85176,54922,zéi xīng,1,
54214,蜜供,85182,54923,mì gòng,1,
54215,浑话,85192,54924,hún huà,1,
54216,炊饼,85203,54925,chuī bǐng,1,
54217,申讨,85242,54926,shēn tǎo,1,
54218,哑场,85256,54927,yǎ chǎng,1,
54219,绵绸,85279,54928,mián chóu,1,
54220,凋败,85280,54929,diāo bài,1,
54221,抓髻,85289,54930,zhuā ji,1,
54222,愚陋,85309,54931,yú lòu,1,
54223,顶账,85315,54932,dǐng zhàng,1,
54224,退亲,85331,54933,tuì qīn,1,
54225,镇尺,85349,54934,zhèn chǐ,1,
54226,冰硬,85350,54935,bīng yìng,1,
54227,贵恙,85370,54936,guì yàng,1,
54228,阿嚏,85374,54937,ā tì,1,
54229,歇伏,85375,54938,xiē fú,1,
54230,推见,85388,54939,tuī jiàn,1,
54231,盲打,85421,54940,máng dǎ,1,
54232,悲楚,85428,54941,bēi chǔ,1,
54233,公子王孙,85438,54942,gōng zǐ wáng sūn,1,
54234,劝让,85454,54943,quàn ràng,1,
54235,簸荡,85472,54944,bǒ dàng,1,
54236,欢慰,85484,54945,huān wèi,1,
54237,网绳,85488,54946,wǎng shéng,1,
54238,壁钟,85489,54947,bì zhōng,1,
54239,望风捕影,85491,54948,wàng fēng bǔ yǐng,1,
54240,哩哩啦啦,85497,54949,lī li lā lā,1,
54241,电磨,85499,54950,diàn mò,1,
54242,谐剧,85501,54951,xié jù,1,
54243,安如泰山,85525,54952,ān rú tài shān,1,
54244,一连气儿,85540,54953,yī lián qì er,1,
