hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
28427,蔗糖,30001,29085,zhè táng,1,
28428,缺血,30002,29086,quē xiě,1,
28429,圆锥,30004,29087,yuán zhuī,1,
28430,弧线,30006,29088,hú xiàn,1,
28431,铜锣,30007,29089,tóng luó,1,
28432,胡扯,30008,29090,hú chě,1,
28433,水雷,30009,29091,shuǐ léi,1,
28434,预知,30010,29092,yù zhī,1,
28435,蚕豆,30011,29093,cán dòu,1,
28436,肚脐,30012,29094,dù qí,1,
28437,遗志,30014,29095,yí zhì,1,
28438,解渴,30015,29096,jiě kě,1,
28439,换位,30016,29097,huàn wèi,1,
28440,兆头,30017,29098,zhào tou,1,
28441,班轮,30018,29099,bān lún,1,
28442,大管,30019,29100,dà guǎn,1,
28443,纹理,30020,29101,wén lǐ,1,
28444,阴虚,30021,29102,yīn xū,1,
28445,散热,30023,29103,sàn rè,1,
28446,抒写,30024,29104,shū xiě,1,
28447,洋务,30025,29105,yáng wù,1,
28448,住家,30026,29106,zhù jiā,1,
28449,夸赞,30027,29107,kuā zàn,1,
28450,法警,30028,29108,fǎ jǐng,1,
28451,驰电,30029,29109,chí diàn,1,
28452,鲜亮,30030,29110,xiān liang,1,
28453,冬至,30032,29111,dōng zhì,1,
28454,上情,30033,29112,shàng qíng,1,
28455,情缘,30034,29113,qíng yuán,1,
28456,预科,30035,29114,yù kē,1,
28457,英灵,30036,29115,yīng líng,1,
28458,心血来潮,30037,29116,xīn xuè lái cháo,1,
28459,雅俗共赏,30040,29117,yǎ sú gòng shǎng,1,
28460,命中注定,30041,29118,mìng zhōng zhù dìng,1,
28461,制黄,30043,29119,zhì huáng,1,
28462,选聘,30044,29120,xuǎn pìn,1,
28463,寨子,30045,29121,zhài zi,1,
28464,拉闸,30046,29122,lā zhá,1,
28465,平年,30047,29123,píng nián,1,
28466,戛然,30049,29124,jiá rán,1,
28467,鬼鬼祟祟,30050,29125,guǐ guǐ suì suì,1,
28468,绿化带,30051,29126,lǜ huà dài,1,
28469,志愿兵,30053,29127,zhì yuàn bīng,1,
28470,黄鱼,30055,29128,huáng yú,1,
28471,桥墩,30056,29129,qiáo dūn,1,
28472,娇艳,30057,29130,jiāo yàn,1,
28473,健步,30058,29131,jiàn bù,1,
28474,彩霞,30059,29132,cǎi xiá,1,
28475,演播,30060,29133,yǎn bō,1,
28476,绝壁,30061,29134,jué bì,1,
28477,带宽,30062,29135,dài kuān,1,
28478,牛虻,30063,29136,niú méng,1,
28479,旱作,30064,29137,hàn zuò,1,
