example_id,definition_id,example_sn,example_cn
26717,15056,2,肛 瘘
26718,15059,1,谫 陋
26719,15061,1,苡 仁
26720,15064,1,豕 食丐衣
26721,15064,2,豕 突狼奔
26722,15066,1,矢 镞
26723,15068,1,又挨 呲 儿 了吧?
26724,15068,2,老爱 呲 儿 人
26725,15076,1,洗 濯
26726,15077,1,卖儿 鬻 女
26727,15077,2,卖官 鬻 爵
26728,15077,3,鬻 画
26729,15078,1,入 殓
26730,15078,2,装 殓
26731,15079,1,蹇 足
26732,15080,1,蹇 涩
26733,15083,1,播 莳 五谷
26734,15083,2,莳 花
26735,15084,1,莳 秧
26736,15086,1,京 畿
26737,15086,2,畿 辅
26738,15090,1,黄河由此 迤 向东北 。
26739,15091,1,村庄 迤 北为一小河 。
26740,15092,1,渌 水荡漾清猿啼
26741,15095,1,不 啻
26742,15095,2,何 啻
26743,15095,3,奚 啻
26744,15096,1,花上露犹 泫
26745,15097,1,涕 泫 流而沾巾
26746,15098,1,旻 天
26747,15098,2,苍 旻
26748,15100,1,真丝双面 绉 。通称绉纱 。
26749,15101,1,咣 的一声，脸盆掉在地上了 。
26750,15103,1,揎 臂（捋袖子露出手臂） 。
26751,15104,1,泉水 汩汩 流淌
26752,15110,1,老骥伏 枥 ，志在千里 。
26753,15115,1,边 圻
26754,15119,1,石 墉
26755,15119,2,崇 墉
26756,15122,1,修 缮
26757,15123,1,缮 写
26758,15123,2,缮 录
26759,15125,1,薅 草
26760,15125,2,薅 田
26761,15126,1,薅 住头发不放
26762,15127,1,痼 疾
26763,15128,1,痼 习
26764,15128,2,痼 癖
26765,15131,1,把行李 摽 在车架子上
26766,15131,2,栅栏门要散了，先拿铁丝 摽 上 。
26767,15132,1,两个人 摽 着胳膊散步 。
26768,15133,1,不要跟坏人 摽 在一块 儿 。
26769,15134,1,他们组老跟我们 摽 着干
26770,15134,2,摽 劲 儿
26771,15135,1,耄（mào） 耋 之年 。
26772,15140,1,媒 妁
26773,15141,1,鸣 镝
26774,15141,2,锋 镝
26775,15144,1,杲 日
26776,15144,2,秋阳 杲 杲
26777,15147,1,哐 的一声，铁门关上了
26778,15147,2,大锣敲得 哐 哐 响
26779,15150,1,倚 闾 而望
26780,15152,1,穷 闾 隘巷
26781,15152,2,村 闾
26782,15152,3,闾 巷
26783,15156,1,紫 癜
26784,15156,2,白 癜 风
26785,15159,1,饭 馊 了
26786,15159,2,大热天，汗水把衣裳都沤 馊 了 。
26787,15160,1,这主意真够 馊 的
26788,15160,2,馊 点子
26789,15161,1,户 牖
26790,15162,1,藏（zàng） 獒 。
26791,15164,1,骅骝 骐骥，日行千里 。
26792,15165,1,珠 玑
26793,15167,1,五 卅 运 动
26794,15168,1,蒹 葭 （蒹：没有出穗的芦苇） 。
26795,15170,1,脾气太 犟
26796,15170,2,这老头 儿 有股 犟 劲 儿 。
26797,15173,1,红 砒
26798,15173,2,白 砒
26799,15174,1,摈 斥
26800,15174,2,摈 弃
26801,15180,1,石 罅
26802,15180,2,窗 罅
26803,15180,3,裂 罅
26804,15181,1,罅 漏
26805,15181,2,补 罅
26806,15182,1,竦 然肃立
26807,15182,2,竦 慕
26808,15183,1,豢 养
26809,15184,1,菜 畦
26810,15185,1,倾盆大雨， 浃 地交流 。
26811,15186,1,汗流 浃 背
26812,15187,1,这皮子 鞣 得好
26813,15187,2,鞣 制
26814,15187,3,鞣 料
26815,15188,1,赓 续
26816,15188,2,赓 其韵以和之
26817,15190,1,殒 命
26818,15191,1,诵 偈
26819,15191,2,偈 语
26820,15193,1,樟脑 醑
26821,15193,2,橙皮 醑
26822,15194,1,岁 聿 其暮
26823,15199,1,呷 了一口酒
26824,15200,1,潴 积
26825,15200,2,潴 留
26826,15204,1,揿 门铃
26827,15209,1,挹 水于河
26828,15209,2,挹 彼注兹（从一方取出来给另一方） 。
26829,15210,1,锋 锷
26830,15211,1,言简意 赅
26831,15211,2,赅 备
26832,15213,1,勉 旃 !
26833,15214,1,饭 糁
26834,15215,1,玉米 糁 儿
26835,15218,1,橐 橐 的木鱼声
26836,15227,1,鲰 生（对人的蔑称；对自己的谦称） 。
26837,15228,1,饧 糖
26838,15228,2,饧 渣
26839,15229,1,糖 饧 了
26840,15229,2,这块面得 饧 一 饧
26841,15230,1,两眼发 饧
26842,15233,1,如丧考 妣
26843,15233,2,先 妣
26844,15234,1,针 砭
26845,15235,1,砭 石
26846,15235,2,砭 针
26847,15236,1,痛 砭 时弊
26848,15238,1,细 伢
26849,15238,2,伢 子
26850,15239,1,祖 茔
26851,15239,2,坟 茔
26852,15242,1,两情 缱绻
26853,15242,2,缱绻 柔情
26854,15243,1,孱 弱
26855,15244,1,魑魅 魍魉
26856,15246,1,鹰 瞵 鹗视（像鹰和鹗一样目光锐利地注视着）
26857,15246,2,瞵 盼
26858,15249,1,惩前 毖 后
26859,15251,1,覆 帱
26860,15255,1,斩将 搴 旗
26861,15257,1,舳（zhú） 舻 （首尾衔接的船只）
26862,15257,2,登 舻
26863,15258,1,揄 扬
26864,15258,2,揄 策（出谋划策） 。
26865,15260,1,遽 增
26866,15260,2,遽 别
26867,15261,1,遽 容（惊慌的神色）
26868,15261,2,惶 遽
26869,15263,1,镗 孔
26870,15267,1,竹 爿
26871,15267,2,柴 爿
26872,15268,1,一 爿 田
26873,15269,1,一 爿 店
26874,15273,1,銮 铃
26875,15273,2,銮 音
26876,15274,1,起驾回 銮
26877,15274,2,迎 銮 护驾
26878,15275,1,蒇 事（把事情办完） 。
26879,15278,1,嗬 ，真棒!
26880,15278,2,嗬 ，这回考得真不错!
26881,15279,1,伧 俗
26882,15279,2,伧 夫
26883,15280,1,恁 时节你还小着呢 。
26884,15281,1,这树结了 恁 多果子
26885,15281,2,这孩子 恁 不听话
26886,15281,3,恁 好
26887,15283,1,山路 陂陀 起伏
26888,15284,1,滑 熘 里脊
26889,15284,2,熘 肝尖
26890,15284,3,醋 熘 白菜
26891,15286,1,一夫不可 狃 ，况国乎?
26892,15287,1,使四体 狃 于寒暑之变
26893,15287,2,狃 习
26894,15288,1,狃 于陋习
26895,15288,2,狃 于成见
26896,15289,1,往前 趔趄 了两步，但没摔倒
26897,15289,2,趔趄 着走了过来
26898,15291,1,戎马 倥偬
26899,15295,1,他做的红焖羊肉一点 儿 也不 膻
26900,15295,2,膻 气
26901,15295,3,腥 膻
26902,15296,1,尕 娃
26903,15296,2,尕 王
26904,15299,1,溪水 淙淙
26905,15301,1,静 宓
26906,15305,1,宾客 阗 门
26907,15306,1,杯 棬
26908,15306,2,柳 棬
26909,15308,1,芥末 炝 菠菜
26910,15309,1,趄 着身子
26911,15313,1,你们俩 哝哝 什么呢?
26912,15315,1,长 髯
26913,15315,2,美 髯
26914,15315,3,虬 髯
26915,15318,1,谗 害
26916,15319,1,进 谗
26917,15319,2,信 谗
26918,15324,1,风 弭 雨停
26919,15324,2,弭 乱
26920,15324,3,消 弭
26921,15326,1,绀 青
26922,15326,2,绀 紫
26923,15329,1,船 艄
26924,15330,1,掌 艄
26925,15331,1,赆 仪
26926,15331,2,致 赆
26927,15334,1,宫 闱
26928,15334,2,房 闱
26929,15335,1,春 闱
26930,15335,2,入 闱
26931,15335,3,闱 墨
26932,15339,1,谰 言
26933,15341,1,这人说话特 奘
26934,15344,1,病入膏 肓
26935,15346,1,潢 池（池塘）
26936,15347,1,装 潢
26937,15349,1,羸 弱
26938,15349,2,羸 顿
26939,15351,1,耆 老
26940,15351,2,耆 年
26941,15352,1,大 碶 头（在浙江） 。
26942,15355,1,鞋 楦
26943,15355,2,帽 楦
26944,15356,1,新鞋穿着太紧，要 楦 一 楦 。
26945,15357,1,用芦花 楦 枕头
26946,15357,2,把口袋 楦 满
26947,15360,1,七 磴 台阶
26948,15360,2,这梯子只有十 磴
26949,15361,1,稂 莠
26950,15363,1,日 啖 荔枝三百颗
26951,15364,1,以枣 啖 之
26952,15364,2,啖 虎狼以肉
26953,15365,1,啖 以重金
26954,15366,1,嫚 易（轻视，侮辱） 。
26955,15369,1,林木阴 翳
26956,15369,2,翳 障
26957,15370,1,白 翳
26958,15370,2,翳 子
26959,15371,1,云 翳
26960,15377,1,同仇敌 忾
26961,15378,1,觥 爵
26962,15378,2,觥 筹交错
26963,15384,1,功亏一 篑
26964,15388,1,青蛙 嗵 的一声跳进水里
26965,15388,2,敲起鼓来 嗵 嗵 响
26966,15388,3,紧张得心 嗵 嗵 地跳 。
26967,15389,1,万 仞 高山
26968,15391,1,绗 被子
26969,15392,1,欺 谩
26970,15392,2,谩 天 谩 地（比喻欺上瞒下） 。
26971,15393,1,谩 骂
26972,15395,1,分 蘖
26973,15395,2,蘖 枝
26974,15397,1,起 讫
26975,15398,1,收 讫
26976,15398,2,验 讫
26977,15399,1,蓊 郁
26978,15399,2,蓊 勃
26979,15404,1,躜 上 躜 下
26980,15404,2,上下 躜 动
26981,15406,1,牮 墙
26982,15406,2,打 牮 拨正（房屋倾斜，用柱子支起使正） 。
26983,15408,1,补 裰
26984,15410,1,大 妗子
26985,15410,2,小 妗子
26986,15411,1,秫 米
26987,15411,2,秫 秸
26988,15415,1,舳 舻千里（舻：船头） 。
26989,15418,1,鱼 鳔
26990,15418,2,猪皮 鳔
26991,15420,1,街上传来一阵 嘡 嘡 嘡 的锣声
26992,15420,2,嘡 啷
26993,15421,1,用热水袋 焐 被窝 儿
26994,15421,2,焐 焐 手
26995,15422,1,自 刎
26996,15422,2,刎 颈之交
26997,15431,1,恝 然置之
26998,15432,1,诖 误
26999,15433,1,竹 箅子
27000,15433,2,炉 箅子
27001,15434,1,芬 芗
27002,15436,1,盍 尝问焉?（为什么不试着问问他呢?）
27003,15438,1,鸨 母
27004,15439,1,诤 友
27005,15439,2,诤 言
27006,15443,1,根 柢
27007,15443,2,根深 柢 固
27008,15447,1,桴 鼓相应
27009,15448,1,臁 骨
27010,15448,2,臁 疮
27011,15449,1,湖光 潋滟
27012,15454,1,肴 馔
27013,15454,2,盛（shèng） 馔 。
27014,15455,1,汗水把衣服 沤 烂了
27015,15455,2,囤里的粮食全给 沤 了
27016,15455,3,沤 粪
27017,15461,1,汆 丸子
27018,15461,2,汆 白肉
27019,15463,1,汆 了一汆子水
27020,15464,1,嚯 ，你们来得真早哇!
27021,15464,2,嚯 ，长这么高了!
27022,15465,1,嚯 嚯 地笑了起来
27023,15466,1,噫 ，天丧予（老天爷要毁灭我啦）!
27024,15468,1,擢 发难数
27025,15469,1,擢 升
27026,15469,2,擢 用
27027,15470,1,酩酊 大醉
27028,15471,1,獐 头鼠目
27029,15474,1,罗 衾 不耐五更寒
27030,15474,2,衾 枕
27031,15474,3,衣 衾 棺椁
27032,15476,1,印 绶
27033,15476,2,绶 带
27034,15480,1,他 噌 地从椅子上跳了起来
27035,15480,2,汽车 噌 地一下从墙角擦过 。
27036,15483,1,錾 子
27037,15483,2,錾 刀
27038,15484,1,錾 字
27039,15484,2,錾 花
27040,15489,1,巉 岩
27041,15489,2,巉 峻
27042,15493,1,饮 鸩 而亡
27043,15493,2,饮 鸩 止渴
27044,15494,1,醴 酒
27045,15495,1,醴 泉
27046,15495,2,醴 液
27047,15499,1,兄弟 阋 于墙
27048,15499,2,阋 讼
27049,15499,3,阋 谗
27050,15502,1,轸 念
27051,15502,2,轸 怀
27052,15510,1,元恶大 憝
27053,15513,1,蓬 筚 生辉
27054,15513,2,蓬门 筚 户
27055,15519,1,受天之 祜
27056,15523,1,弇 目
27057,15523,2,弇 日
27058,15523,3,弇 陋
27059,15529,1,溲 溺
27060,15531,1,邈 不可见
27061,15531,2,邈 远
27062,15534,1,前 倨 而后恭
27063,15534,2,倨 傲
27064,15534,3,倨 慢
27065,15536,1,趺 坐
27066,15537,1,石 趺
27067,15537,2,龟 趺
27068,15538,1,矿 硐
27069,15541,1,参差荇菜，左右 芼 之 。
27070,15542,1,阽 危
27071,15544,1,房顶上 苫 了块油布
27072,15544,2,用席把粮食 苫 上
27073,15544,3,苫 布
27074,15545,1,草 苫 子
27075,15549,1,蹼 趾
27076,15549,2,鸭 蹼
27077,15550,1,脚 蹼
27078,15550,2,蹼 泳
27079,15552,1,别在外面 踅 来 踅 去，快进屋吧
27080,15552,2,狂风乱 踅
27081,15553,1,踅 身回屋
27082,15553,2,踅 转（zhuǎn） 。
27083,15557,1,改 醮
27084,15557,2,再 醮
27085,15558,1,打 醮
27086,15559,1,君子好 逑
27087,15561,1,陶 鬲
27088,15561,2,青铜 鬲
27089,15565,1,墙上钉个小木 橛 儿 。
27090,15566,1,有些小品比相声还 哏
27091,15566,2,太 哏 儿 了
27092,15567,1,逗 哏
27093,15567,2,捧 哏
27094,15570,1,接 钤 任事
27095,15570,2,钤 记
27096,15571,1,钤 印
27097,15573,1,松 岙
27098,15573,2,霓 岙 （均在浙江） 。
27099,15575,1,畋 猎
27100,15576,1,你别 诓 我
27101,15576,2,诓 人
27102,15576,3,诓 骗
27103,15580,1,钐 草
27104,15580,2,钐 麦子
27105,15581,1,金 钏
27106,15581,2,玉 钏
27107,15584,1,燧 石
27108,15585,1,烽 燧
