rank,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
75058,环食,huánshí,,,,见“ 日食 ”,
75064,幽闲,yōuxián,,,,见“ 幽娴 ” 现在一般写作“幽娴”,
75064,幽闲,yōuxián,,,,见“ 悠闲 ” 现在一般写作“悠闲”,
75325,群口相声,qúnkǒu xiàngsheng,,,,见“ 相声 ”,
75594,株守,zhūshǒu,,,,见“ 守株待兔 ”,
75674,玉圭,yùguī,,,,见“圭1”①,
75684,硬腭,yìng'è,,,,见“ 腭 ”,
75768,断弦,duànxián,,,,见“ 续弦 ”,
76358,池鱼之殃,chíyúzhīyāng,,,,见“ 城门失火，殃及池鱼 ”,
76722,首坐,shǒuzuò,,,,见“ 首座 ” 现在规范词形写作“ 首座 ”,
76991,虹吸管,hóngxīguǎn,,,,见“ 虹吸现象 ”,
77074,银桂,yínguì,,,,见“ 桂花 ”,
77185,日环食,rìhuánshí,,,,见“ 日食 ”,
77213,河鳗,hémán,,,,见“ 鳗鲡 ”,
77566,木枕,mùzhěn,,,,见“ 轨枕 ”,
77637,破竹之势,pòzhúzhīshì,,,,见“ 势如破竹 ”,
77825,法定计量单位,fǎdìng jìliàng dānwèi,,,,见“ 国际单位制 ”,
77891,谣谚,yáoyàn,,,,见“歌谣”,
77899,传檄,chuánxí,,,,见“ 檄文 ”,
78246,印次,yìncì,,,,见“ 版次 ”,
78291,初伏,chūfú,,,,见“ 三伏 ”,
78724,钢版,gāngbǎn,,,,见“ 钢板 ” 现在一般写作“钢板”,
78849,板儿车,bǎnrchē,,,,见“ 平板车 ”,
79248,月偏食,yuèpiānshí,,,,见“ 月食 ”,
79377,麻栎,málì,,,,见“栎”,
79586,内痔,nèizhì,,,,见“ 痔 ”,
79721,识途老马,shítú-lǎomǎ,,,,见“ 老马识途 ”,
79807,通假字,tōngjiǎzì,,,,见“ 本字 ”,
