rank,hanzi
2632,勿
2633,鸦
2634,醇
2635,垮
2636,屯
2637,挚
2638,佣
2639,凄
2640,荫
2641,哗
2642,澄
2643,凸
2644,僚
2645,惕
2646,熏
2647,爪
2648,囚
2649,崛
2650,柄
2651,灶
2652,谣
2653,拢
2654,醋
2655,弓
2656,磷
2657,朽
2658,聂
2659,粥
2660,昧
2661,莹
2662,俯
2663,缸
2664,澜
2665,咧
2666,梳
2667,妓
2668,闸
2669,捣
2670,馨
2671,垦
2672,侣
2673,窜
2674,阎
2675,啸
2676,稚
2677,缚
2678,焚
2679,呜
2680,髓
2681,钠
2682,冀
2683,氨
2684,缉
2685,妃
2686,靴
2687,瞄
2688,舶
2689,镑
2690,谍
2691,枫
2692,禄
2693,栖
2694,杠
2695,钙
2696,扳
2697,挠
2698,磅
2699,袜
2700,惶
2701,抒
2702,桐
2703,俏
2704,笛
2705,捆
2706,奢
2707,耽
2708,磊
2709,鄙
2710,隙
2711,沛
2712,戳
2713,拱
2714,涩
2715,屑
2716,驼
2717,藻
2718,噪
2719,蹄
2720,妒
2721,锤
2722,谬
2723,蚁
2724,扛
2725,姊
2726,耿
2727,毙
2728,蹦
2729,薯
2730,炫
2731,鞍
2732,茄
2733,栗
2734,拌
2735,鸽
2736,撼
2737,杖
2738,竣
2739,眨
2740,翘
2741,乞
2742,帷
2743,喧
2744,鄂
2745,嚼
2746,瘫
2747,汝
2748,蒲
2749,匿
2750,泻
2751,侮
2752,藉
2753,焉
2754,昼
2755,呕
2756,僻
2757,蚕
2758,煞
2759,劈
2760,痒
2761,锣
2762,窟
2763,阀
2764,秃
2765,沦
2766,萎
2767,馈
2768,瞅
2769,墅
2770,蛙
2771,暮
2772,畴
2773,浏
2774,缆
2775,婶
2776,绎
2777,钧
2778,搂
2779,牡
2780,宵
2781,秉
2782,棕
2783,蚊
2784,敷
2785,嫉
2786,恤
2787,铲
2788,迭
2789,硝
2790,凹
2791,隧
2792,捂
2793,蒜
2794,溉
2795,觅
2796,姥
2797,叭
2798,穗
2799,硅
2800,烁
2801,稼
2802,棺
2803,樱
2804,揉
2805,潇
2806,冥
2807,怔
2808,恍
2809,氓
2810,诀
2811,旷
2812,斧
2813,氮
2814,桔
2815,堕
2816,赣
2817,曝
2818,侄
2819,凰
2820,扒
2821,灼
2822,蔚
2823,譬
2824,躬
2825,憋
2826,泌
2827,绅
2828,聋
2829,菇
2830,炕
2831,巍
2832,褐
2833,怯
2834,寝
2835,苟
2836,陡
2837,濒
2838,掷
2839,菱
2840,卦
2841,窥
2842,盏
2843,琢
2844,刃
2845,颊
2846,凿
2847,贮
2848,瞻
2849,叨
2850,赎
2851,赁
2852,瓣
2853,渝
2854,韧
2855,擎
2856,拂
2857,簿
2858,琐
2859,滔
2860,缕
2861,胚
2862,椎
2863,炬
2864,榄
2865,寇
2866,慷
2867,筛
2868,拣
2869,襟
2870,沮
2871,茵
2872,嵌
2873,禹
2874,骆
2875,蝴
2876,咏
2877,蛛
2878,剔
2879,蝎
2880,暇
2881,弧
2882,眯
2883,啪
2884,袱
2885,熄
2886,矫
2887,倚
2888,雌
2889,撇
2890,梢
2891,淌
2892,讳
2893,勺
2894,吩
2895,茎
2896,钾
2897,诡
2898,镶
2899,庐
2900,猩
2901,诫
2902,卒
2903,吏
2904,沼
2905,溯
2906,秧
2907,拎
2908,棘
2909,痰
2910,蔑
2911,菩
2912,橄
2913,秤
2914,裳
2915,苔
2916,絮
2917,滤
2918,朦
2919,尧
2920,熔
2921,疚
2922,绞
2923,腥
2924,枉
2925,橙
2926,涝
2927,肪
2928,眷
2929,缀
2930,橱
2931,揪
2932,哉
2933,吱
2934,崎
2935,赂
2936,揣
2937,棠
2938,跋
2939,怠
2940,蝇
2941,胧
2942,浊
2943,钮
2944,乍
2945,鳞
2946,徊
2947,庇
2948,揍
2949,歼
2950,啃
2951,憎
2952,矗
2953,剿
2954,榴
2955,矢
2956,笋
2957,拽
2958,嗽
2959,蜀
2960,闺
2961,嗜
2962,拧
2963,鞠
2964,淳
2965,拙
2966,皂
2967,臀
2968,虏
2969,卉
2970,膛
2971,窍
2972,痘
2973,狸
2974,蕉
2975,摹
2976,骏
2977,疤
2978,磕
2979,渤
2980,哺
2981,蚂
2982,绷
2983,筷
2984,廓
2985,噩
2986,籽
2987,敛
2988,掺
2989,滇
2990,啼
2991,狡
2992,庚
2993,屿
2994,烘
2995,徘
2996,溅
2997,锈
2998,捅
2999,盔
3000,皖
3001,礁
3002,涡
3003,酥
3004,嚣
3005,驯
3006,嘶
3007,漓
3008,砌
3009,殴
3010,亥
3011,栓
3012,莽
3013,馅
3014,睐
3015,悍
3016,簇
3017,惫
3018,绰
3019,趾
3020,酝
3021,芹
3022,锌
3023,黯
3024,柿
3025,扼
3026,戎
3027,轧
3028,隋
3029,沥
3030,颅
3031,祀
3032,骇
3033,渺
3034,赃
3035,鲨
3036,驹
3037,烹
3038,窘
3039,禾
3040,嗅
3041,洼
3042,墩
3043,锯
3044,檐
3045,梗
3046,汹
3047,瀑
3048,苛
3049,靡
3050,搓
3051,捍
3052,眶
3053,跤
3054,荧
3055,墟
3056,焊
3057,榆
3058,澈
3059,拇
3060,橘
3061,疮
3062,窒
3063,粟
3064,犁
3065,涤
3066,彤
3067,肘
3068,擒
3069,钝
3070,嗦
3071,栅
3072,秽
3073,楷
3074,雏
3075,挟
3076,靶
3077,娥
3078,泵
3079,赦
3080,嗡
3081,掐
3082,岔
3083,冉
3084,砰
3085,竿
3086,淤
3087,苇
3088,颓
3089,咙
3090,踊
3091,曙
3092,寅
3093,酪
3094,芜
3095,叩
3096,梧
3097,沐
3098,溺
3099,煽
3100,碘
3101,兢
3102,沁
3103,绽
3104,肋
3105,辫
3106,寥
3107,哮
3108,翩
3109,丐
3110,铐
3111,糙
3112,榨
3113,槐
3114,埠
3115,婿
3116,唾
3117,猖
3118,饵
3119,畸
3120,唬
3121,吭
3122,莺
3123,痪
3124,嘀
3125,锥
3126,猿
3127,逞
3128,侈
3129,剃
3130,葫
3131,叽
3132,蜘
3133,晌
3134,舔
3135,孽
3136,祠
3137,槛
3138,脯
3139,愕
3140,屉
3141,呛
3142,拴
3143,皓
3144,辙
3145,懦
3146,庵
3147,蹭
3148,饺
3149,炊
3150,憨
3151,惭
3152,沽
3153,褂
3154,烙
3155,褪
3156,聆
3157,犀
3158,峨
3159,茬
3160,肮
3161,伺
3162,卤
3163,绊
3164,蹬
3165,悖
3166,椰
3167,簧
3168,窖
3169,棱
3170,峭
3171,筐
3172,黔
3173,绚
3174,婪
3175,鲸
3176,筝
3177,娄
3178,凛
3179,霄
3180,茸
3181,葵
3182,鳄
3183,蝉
3184,夭
3185,涕
3186,璧
3187,茧
3188,堰
3189,邑
3190,唠
3191,拭
3192,伶
3193,匣
3194,讥
3195,悯
3196,紊
3197,睫
3198,肴
3199,衙
3200,踱
3201,蕊
3202,殉
3203,痹
3204,刁
3205,蛤
3206,琅
3207,辗
3208,栈
3209,漾
3210,嚎
3211,坷
3212,斟
3213,鹃
3214,擂
3215,稠
3216,诬
3217,榕
3218,孵
3219,匾
3220,疙
3221,桦
3222,哆
3223,疹
3224,柑
3225,馒
3226,蔼
3227,拷
3228,澎
3229,碾
3230,捎
3231,吆
3232,衅
3233,亢
3234,荔
3235,刨
3236,呻
3237,懊
3238,胰
3239,豚
3240,桨
3241,舵
3242,缭
3243,喳
3244,钳
3245,撩
3246,绢
3247,锄
3248,瘩
3249,啰
3250,酌
3251,篱
3252,腮
3253,蘑
3254,猾
3255,砚
3256,蔗
3257,缎
3258,晦
3259,叼
3260,隘
3261,瑙
3262,脓
3263,酵
3264,撬
3265,弛
3266,袄
3267,搀
3268,鸥
3269,撮
3270,簸
3271,倔
3272,忱
3273,禀
3274,蝠
3275,镐
3276,瞳
3277,毡
3278,贻
3279,瘟
3280,缤
3281,陨
3282,晾
3283,唧
3284,睬
3285,酣
3286,芥
3287,庶
3288,巅
3289,圃
3290,篡
3291,耘
3292,渲
3293,檬
3294,祟
3295,侥
3296,褒
3297,芋
3298,柠
3299,镀
3300,羚
3301,徙
3302,埂
3303,锚
3304,赘
3305,羹
3306,瓢
3307,茉
3308,鲤
3309,笙
3310,惰
3311,捶
3312,脐
3313,惦
3314,惋
3315,蝙
3316,忿
3317,鹊
3318,幌
3319,掰
3320,淆
3321,恬
3322,褥
3323,灸
3324,戊
3325,痊
3326,羔
3327,檀
3328,迂
3329,琉
3330,藕
3331,屹
3332,秆
3333,湃
3334,悴
3335,拗
3336,坯
3337,垢
3338,蟆
3339,漱
3340,狈
3341,骡
3342,鬓
3343,箫
3344,驮
3345,憔
3346,跷
3347,皿
3348,蚌
3349,菠
3350,馋
3351,瘪
3352,赡
3353,蜗
3354,诲
3355,椭
3356,蠕
3357,樟
3358,涧
3359,秸
3360,蜕
3361,隅
3362,谤
3363,粱
3364,疟
3365,殃
3366,囱
3367,峦
3368,抠
3369,萤
3370,鳖
3371,蜒
3372,涮
3373,蝗
3374,锰
3375,啄
3376,偎
3377,霎
3378,跺
3379,砾
3380,螃
3381,酗
3382,糯
3383,甥
3384,吝
3385,挎
3386,痢
3387,椿
3388,宦
3389,蛾
3390,吠
3391,掂
3392,梆
3393,荤
3394,馍
3395,匕
3396,雳
3397,俐
3398,帚
3399,恃
3400,迢
3401,瘸
3402,咄
3403,鸳
3404,蹋
3405,纫
3406,搔
3407,诽
3408,冗
3409,鹦
3410,镰
3411,腋
3412,抡
3413,吮
3414,囤
3415,锹
3416,唆
3417,戌
3418,霹
3419,撵
3420,雹
3421,拄
3422,涣
3423,苞
3424,鸯
3425,垛
3426,鹉
3427,汞
3428,狞
3429,揩
3430,岖
3431,捺
3432,篓
3433,佃
3434,谚
3435,夯
3436,贰
3437,肛
3438,臼
3439,耙
3440,窿
3441,巳
3442,糠
3443,卯
3444,铛
3445,缰
3446,馏
3447,箕
3448,蚓
3449,捻
3450,筏
3451,泞
3452,跛
3453,蚯
3454,鲫
3455,蛀
3456,蜓
3457,酉
3458,蹂
3459,蚤
3460,馁
3461,盹
3462,舀
3463,躏
3464,鳍
3465,蜻
3466,玷
3467,讹
3468,癣
3469,豌
3470,韭
3471,蟀
3472,藐
3473,箩
3474,臊
3475,唁
3476,茁
3477,壬
3478,壹
3479,蟋
3480,叁
3481,榔
3482,鸵
3483,狰
3484,谆
3485,闰
3486,嘹
3487,玖
3488,癸
3489,猬
3490,矾
3491,瞭
3492,蚪
3493,蝌
3494,蜈
3495,蚣
3496,豺
3497,瓤
3498,捌
3499,誊
3500,柒
