rank,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
4993,渌,lù,,,名,○ 渌水，水名，发源于江西，流经湖南入湘江,
4994,舐,shì,,,动,〈文〉 舔 舐 犊情深 | 吮痈 舐 痔 掭（tiàn） 举笔 舐 墨,
4995,啻,chì,,,副,〈文〉 仅；只（多用于否定或反问）,不 啻
4995,啻,chì,,,副,〈文〉 仅；只（多用于否定或反问）,何 啻
4995,啻,chì,,,副,〈文〉 仅；只（多用于否定或反问）,奚 啻
4997,泫,xuàn,,,动,水珠滴下,花上露犹 泫
4997,泫,xuàn,,,形,形容流泪的样子,涕 泫 流而沾巾
4998,旻,mín,,,名,〈文〉 天空,旻 天
4998,旻,mín,,,名,〈文〉 天空,苍 旻
4999,爨,cuàn,,,动,〈文〉 烧火做饭 分 爨 | 爨 具 炉灶 厨 爨 ○ 姓,
5000,绉,zhòu,,,名,一种织出特殊皱纹的丝织品,真丝双面 绉 。通称绉纱 。
5001,咣,guāng,,,拟声,模拟物体撞击震动的声音,咣 的一声，脸盆掉在地上了 。
5002,昝,zǎn,,,名,姓,
5004,揎,xuān,,,动,〈文〉 卷起或捋起袖子,揎 臂（捋袖子露出手臂） 。
5005,汩,gǔ,,,,模拟水流动的声音,泉水 汩汩 流淌
5005,汩,gǔgǔ,,,,模拟水流动的声音,泉水 汩汩 流淌
5006,郸,dān,,,,用于地名。如：郸城，在河南；邯郸，在河北,
5006,郸,dān,,,名,○ 姓,
5007,陟,zhì,,,动,〈文〉 登，从低处走向高处 陟 山 晋升 黜 陟,
5008,仫,mù,仫佬族,mùlǎozú,名,我国少数民族之一。主要分布在广西,
5010,恽,yùn,,,名,姓,
5011,枥,lì,,,名,〈文〉 马槽,老骥伏 枥 ，志在千里 。
5012,痦,wù,痦子,wùzi,名,皮肤上隆起的红色或黑褐色的痣,
5013,缬,xié,,,名,〈文〉 有花纹的丝织品,
5014,羯,jié,,,名,我国古代民族，曾附属匈奴，散居于上党郡（今山西潞城一带）。东晋时在黄河流域建立后赵政权（公元311—334年）,
5015,鞑,dá,鞑靼,dádá,名,俄罗斯联邦的民族之一。主要分布在鞑靼斯坦共和国,
5016,圻,qí,,,名,〈文〉地的边界,边 圻
5016,圻,qí,,,名,○ 姓,
5017,萘,nài,,,名,有机化合物，白色晶体，有特殊气味，能挥发，易升华，不溶于水。可用来制造染料、药品等,
5017,萘,nài,,,名,○ 姓,
5018,墉,yōng,,,名,〈文〉 高墙；特指城墙,石 墉
5018,墉,yōng,,,名,〈文〉 高墙；特指城墙,崇 墉
5019,酐,gān,,,名,见“ 酸酐 ”,
5020,濂,lián,,,名,濂江，水名，在江西；濂溪，水名，在湖南,
5021,颞,niè,,,,见下。 颞骨 颞颥,
5022,缮,shàn,,,动,修补好,修 缮
5022,缮,shàn,,,动,抄写,缮 写
5022,缮,shàn,,,动,抄写,缮 录
5025,蒽,ēn,,,名,碳氢化合物，跟菲的分子式相同。无色晶体，有蓝色荧光。由煤焦油中提取，可用来制造有机染料,
5026,佗,tuó,,,,古同“驮（tuó）”,
5027,薅,hāo,,,动,拔去杂草,薅 草
5027,薅,hāo,,,动,拔去杂草,薅 田
5027,薅,hāo,,,动,〈口〉用手揪,薅 住头发不放
5030,痼,gù,,,形,积久难治的（病）,痼 疾
5030,痼,gù,,,形,长期形成不易改掉的,痼 习
5030,痼,gù,,,形,长期形成不易改掉的,痼 癖
5031,祎,yī,,,形,〈文〉 美好,
5032,摽,biāo,,,动,〈文〉 挥去；抛弃,
5032,摽,biào,,,动,紧紧捆绑,把行李 摽 在车架子上
5032,摽,biào,,,动,紧紧捆绑,栅栏门要散了，先拿铁丝 摽 上 。
5032,摽,biào,,,动,胳膊紧钩住,两个人 摽 着胳膊散步 。
5032,摽,biào,,,动,过分亲近，频繁接触,不要跟坏人 摽 在一块 儿 。
5032,摽,biào,,,动,互相比着（干）,他们组老跟我们 摽 着干
5032,摽,biào,,,动,互相比着（干）,摽 劲 儿
5033,耋,dié,,,名,〈文〉 七八十岁的年纪；泛指老年,耄（mào） 耋 之年 。
5034,涿,zhuō,,,,用于地名。如涿州、涿鹿，均在河北,
5035,猃,xiǎn,猃狁,xiǎnyǔn,名,周代对獯鬻（xūnyù）的称呼,
5035,猃,xiǎn,猃狁,xiǎnyǔn,,见“ 獯鬻 ”,
5038,苄,biàn,苄基,biànjī,名,甲苯分子中的甲基失去一个氢原子而成的基团,
5039,鼬,yòu,,,名,哺乳动物，体小而长，毛有黄褐、棕、灰棕等色，四肢短小，耳小而圆，尾较粗，肛腺通常很发达。有黄鼬、白鼬、香鼬、臭鼬等不同种类。黄鼬俗称黄鼠狼,
5040,妁,shuò,,,名,〈文〉 媒人,媒 妁
5041,镝,dí,,,名,〈文〉 箭头；箭,鸣 镝
5041,镝,dí,,,名,〈文〉 箭头；箭,锋 镝
5041,镝,dī,,,名,金属元素，符号 Dy，银白色，质软，有低毒。用作核反应堆材料、荧光体激活剂,
5042,藜,lí,,,名,一年生草本植物，茎挺直粗壮，叶略呈三角形，夏秋开黄绿色小花。嫩叶可以食用，全草可以做药材,
5042,藜,lí,,,,○ 见“ 蒺（jí）藜 ”,
5043,杲,gǎo,,,形,〈文〉光明；光线充足,杲 日
5043,杲,gǎo,,,形,〈文〉光明；光线充足,秋阳 杲 杲
5043,杲,gǎo,,,名,○ 姓,
5044,骐,qí,,,名,〈文〉 有青黑色纹理的马,
5045,哐,kuāng,,,拟声,模拟物体撞击、震动的声音,哐 的一声，铁门关上了
5045,哐,kuāng,,,拟声,模拟物体撞击、震动的声音,大锣敲得 哐 哐 响
5046,苁,cōng,,,名,苁蓉 cōngróng 指草苁蓉和肉苁蓉,
5046,苁,cōng,,,名,○ 姓,
5047,闾,lǘ,,,名,〈文〉里巷的大门,倚 闾 而望
5047,闾,lǘ,,,名,古代户籍编制单位，周代以二十五家为一闾。民国以后某些地区也用过,
5047,闾,lǘ,,,名,〈文〉里巷；邻里,穷 闾 隘巷
5047,闾,lǘ,,,名,〈文〉里巷；邻里,村 闾
5047,闾,lǘ,,,名,〈文〉里巷；邻里,闾 巷
5047,闾,lǘ,,,名,○ 姓,
5048,钯,bǎ,,,名,金属元素，符号 Pd。银白色，熔点较高，延展性强，能大量吸收氢气。用作氢化或脱氢的催化剂，也用于制造特种合金等,
5048,钯,pá,,,,同 “耙” 现在一般写作“耙”,
5049,浼,měi,,,动,〈文〉 污染；玷污 ○ 请托；央求,
5050,癜,diàn,,,名,皮肤上出现紫斑或白斑的病,紫 癜
5050,癜,diàn,,,名,皮肤上出现紫斑或白斑的病,白 癜 风
5051,芩,qín,,,名,古书上指芦苇一类的植物,
5051,芩,qín,,,名,○ 见“ 黄芩 ” ○ 姓 用法说明 跟“苓（líng）”不同,
5052,荪,sūn,,,名,〈文〉 荃,
5053,馊,sōu,,,动,食物变质而发出酸臭的味道；也指身体或贴身衣物发出汗臭味,饭 馊 了
5053,馊,sōu,,,动,食物变质而发出酸臭的味道；也指身体或贴身衣物发出汗臭味,大热天，汗水把衣裳都沤 馊 了 。
5053,馊,sōu,,,形,比喻（主意等）不高明,这主意真够 馊 的
5053,馊,sōu,,,形,比喻（主意等）不高明,馊 点子
5054,乩,jī,,,,见“ 扶乩 ”,
5055,轳,lú,,,,见“ 辘轳（lùlu） ”,
5056,牖,yǒu,,,名,〈文〉 窗户,户 牖
5057,獒,áo,,,名,一种凶猛善斗的狗，体大，尾长，四肢较短，常用作猎狗,藏（zàng） 獒 。
5059,炀,yàng,,,动,〈文〉 烘烤；焚烧,
5060,骅,huá,,,,赤色的骏马；泛指骏马,骅骝 骐骥，日行千里 。
5060,骅,huáliú,,,,赤色的骏马；泛指骏马,骅骝 骐骥，日行千里 。
5061,玑,jī,,,名,〈文〉不圆的珍珠,珠 玑
5061,玑,jī,,,名,○ 古代一种观测天象的仪器,
5063,卅,sà,,,数,〈文〉 数目，三十,五 卅 运 动
5064,葭,jiā,,,名,〈文〉初生的芦苇,蒹 葭 （蒹：没有出穗的芦苇） 。
5064,葭,jiā,,,名,○ 姓,
5065,犟,jiàng,,,形,执拗；不听人劝,脾气太 犟
5065,犟,jiàng,,,形,执拗；不听人劝,这老头 儿 有股 犟 劲 儿 。
5066,澧,lǐ,,,名,澧水，水名，在湖南，流入洞庭湖,
5067,砒,pī,,,名,砷的旧称,
5067,砒,pī,,,名,砒霜,红 砒
5067,砒,pī,,,名,砒霜,白 砒
5068,摈,bìn,,,动,〈文〉 排斥；抛弃,摈 斥
5068,摈,bìn,,,动,〈文〉 排斥；抛弃,摈 弃
5069,髅,lóu,,,,见“髑（dú）髅”,
5070,蒯,kuǎi,,,名,蒯草，多年生草本植物，叶子条形，开褐色花。丛生在水边或阴湿的地方。茎可以编席或造纸,
5070,蒯,kuǎi,,,名,○ 姓,
5071,傈,lì,傈僳族,lìsùzú,名,我国少数民族之一。主要分布在云南和四川,
5072,琨,kūn,,,名,〈文〉 玉石,
5073,亓,qí,,,名,姓,
5074,罅,xià,,,名,缝隙；裂缝,石 罅
5074,罅,xià,,,名,缝隙；裂缝,窗 罅
5074,罅,xià,,,名,缝隙；裂缝,裂 罅
5074,罅,xià,,,名,漏洞；缺陷,罅 漏
5074,罅,xià,,,名,漏洞；缺陷,补 罅
5075,茆,máo,,,名,古同“ 茅 ” ○ 姓,
5077,竦,sǒng,,,形,〈文〉恭敬,竦 然肃立
5077,竦,sǒng,,,形,〈文〉恭敬,竦 慕
5077,竦,sǒng,,,,○ 古同“ 悚 ” ○ 古同“耸” 用法说明 右边是“束”，不是“朿（cì）”,
5078,豢,huàn,,,动,饲养牲畜,豢 养
5079,畦,qí,,,名,由田埂分成的排列整齐的小块田地,菜 畦
5080,浃,jiā,,,形,〈文〉周遍；满,倾盆大雨， 浃 地交流 。
5080,浃,jiā,,,动,湿透；浸透,汗流 浃 背
5081,鞣,róu,,,动,用鞣料使兽皮软化，加工成皮革,这皮子 鞣 得好
5081,鞣,róu,,,动,用鞣料使兽皮软化，加工成皮革,鞣 制
5081,鞣,róu,,,动,用鞣料使兽皮软化，加工成皮革,鞣 料
5082,赓,gēng,,,动,〈文〉 继续,赓 续
5082,赓,gēng,,,动,〈文〉 继续,赓 其韵以和之
5083,巯,qiú,巯基,qiújī,名,有机化合物中由氢和硫两种元素组成的一价原子团,
5084,殒,yǔn,,,动,死,殒 命
5085,偈,jì,,,名,梵语音译词“偈陀（Gatha）”的简称。佛经中的唱词；泛指与佛教有关或带有佛教色彩的诗作,诵 偈
5085,偈,jì,,,名,梵语音译词“偈陀（Gatha）”的简称。佛经中的唱词；泛指与佛教有关或带有佛教色彩的诗作,偈 语
5087,醑,xǔ,,,名,〈文〉美酒,
5087,醑,xǔ,,,名,醑剂,樟脑 醑
5087,醑,xǔ,,,名,醑剂,橙皮 醑
5088,聿,yù,,,助,〈文〉 用在句首或句中，起协调音节的作用,岁 聿 其暮
5089,阚,kàn,,,名,姓,
5090,琰,yǎn,,,名,〈文〉 一种上端尖的玉圭,
5091,呷,gā,,,,现在一般写作“嘎嘎”,
5091,呷,gāgā,,,,现在一般写作“嘎嘎”,
5091,呷,xiā,,,动,抿，小口地喝,呷 了一口酒
5092,潴,zhū,,,动,水停聚,潴 积
5092,潴,zhū,,,动,水停聚,潴 留
5092,潴,zhū,,,名,〈文〉水停聚的地方,
5093,鲳,chāng,,,名,鱼，体侧扁而宽，近于卵圆形，银灰色，成鱼腹鳍消失。生活在海洋中,
5094,卟,bǔ,,,,音译用字，用于“卟吩” “卟啉”（均为自然界广泛存在的有机化合物，是叶绿素、血红蛋白等的重要组成成分）等,
5095,揿,qìn,,,动,某些地区指用手按,揿 门铃
5096,嶷,yí,,,,用于地名。如九嶷，山名，在湖南,
5097,泷,shuāng,,,名,泷水，水名，在广东,
5098,顼,xū,,,,见“ 颛（zhuān）顼 ”,
5099,鄢,yān,,,名,鄢陵 yānlíng 地名，在河南,
5099,鄢,yān,,,名,○ 姓,
5101,挹,yì,,,动,〈文〉 舀,挹 水于河
5101,挹,yì,,,动,〈文〉 舀,挹 彼注兹（从一方取出来给另一方） 。
5102,锷,è,,,名,〈文〉 刀剑的刃,锋 锷
5103,赅,gāi,,,形,〈文〉 完备；齐全,言简意 赅
5103,赅,gāi,,,形,〈文〉 完备；齐全,赅 备
5104,祚,zuò,,,名,〈文〉 福 ○ 帝位；皇位 践 祚 | 帝 祚,
5105,旃,zhān,,,代,〈文〉“之” “焉”的合音，指代人或事物，兼表语气,勉 旃 !
5105,旃,zhān,,,,○ 古同“ 毡 ”,
5106,糁,sǎn,,,名,饭粒,饭 糁
5106,糁,shēn,,,名,谷物磨成的小碎粒,玉米 糁 儿
5107,瓘,guàn,,,名,〈文〉 一种玉,
5108,勰,xié,,,形,〈文〉 和谐,
5110,橐,tuó,,,拟声,模拟某些物体撞击的声音（多叠用）,橐 橐 的木鱼声
5112,铟,yīn,,,名,金属元素，符号 In。银白色，质软，熔点较低。可用来制造低熔合金和轴承合金，在原子能工业中用来测量或吸收中子,
5113,脲,niào,,,名,尿素,
5114,箜,kōng,箜篌,kōnghóu,名,古代一种拨弦乐器，有竖式、卧式两种，弦数因乐器大小而异，最少5根，最多25根,
5115,珩,héng,,,名,古代指一组玉佩上端横着的玉，形状像磬而较小,
5118,轲,kē,,,,用于人名。孟子，名轲，战国时期著名思想家,
5119,钇,yǐ,,,名,金属元素，符号Y。暗灰色，在空气中易氧化。用于核工业，也用作高温合金和特殊半导体的材料以及某些金属的脱氧剂等,
5120,蘅,héng,,,,见“ 杜蘅 ”,
5122,瀹,yuè,,,动,〈文〉 烹煮 瀹 茗（煮茶） ○ 疏导（河道） 疏 瀹,
5123,鲰,zōu,,,名,小鱼,
5123,鲰,zōu,,,形,小，指人的渺小浅陋,鲰 生（对人的蔑称；对自己的谦称） 。
5124,饧,xíng,,,名,〈文〉糖稀,饧 糖
5124,饧,xíng,,,名,〈文〉糖稀,饧 渣
5124,饧,xíng,,,动,糖块、面剂子等变软,糖 饧 了
5124,饧,xíng,,,动,糖块、面剂子等变软,这块面得 饧 一 饧
5124,饧,xíng,,,形,形容眼皮半开半合，看东西蒙眬,两眼发 饧
5126,貅,xiū,,,,见“ 貔（pí）貅 ”,
5128,曷,hé,,,代,〈文〉 表示疑问，相当于“何” “什么” 激昂大义，蹈死不顾，亦 曷 故哉? 表示疑问，相当于“何日” “何时” 吾子其 曷 归? 表示疑问或反问，相当于“为什么” “哪里” 曷 足道哉? 用法说明 下边是“匃”，不是“匈”。“匃”只处在“曷”的下边,
5129,氖,nǎi,,,名,非金属元素，符号 Ne。无色无臭气体，化学性质不活泼，放电时发出红色光。可用来制霓虹灯和指示灯等。通称氖气,
5130,妣,bǐ,,,名,〈文〉 称已死去的母亲,如丧考 妣
5130,妣,bǐ,,,名,〈文〉 称已死去的母亲,先 妣
5131,砭,biān,,,动,古代用石针刺激人体皮肉治病,针 砭
5131,砭,biān,,,名,古代治病用的石针,砭 石
5131,砭,biān,,,名,古代治病用的石针,砭 针
5131,砭,biān,,,动,尖锐地批评,痛 砭 时弊
5132,镏,liú,镏金,liújīn,动,我国特有的一种镀金法。用溶解在水银里的黄金涂在器物表面上，再晾干、烘烤、轧光,
5132,镏,liú,镏金,liújīn,,另见 liù,
5133,伢,yá,,,名,某些地区指小孩子,细 伢
5133,伢,yá,,,名,某些地区指小孩子,伢 子
5137,茔,yíng,,,名,〈文〉 墓地,祖 茔
5137,茔,yíng,,,名,〈文〉 墓地,坟 茔
5138,嘌,piào,,,形,〈文〉 疾速,
5139,犴,hān,,,名,驼鹿,
5140,缱,qiǎn,,,,感情深厚，情意缠绵,两情 缱绻
5140,缱,qiǎn,,,,感情深厚，情意缠绵,缱绻 柔情
5140,缱,qiǎnquǎn,,,,感情深厚，情意缠绵,两情 缱绻
5140,缱,qiǎnquǎn,,,,感情深厚，情意缠绵,缱绻 柔情
5141,孱,chán,,,形,瘦弱；软弱,孱 弱
5143,魍,wǎng,魍魉,wǎngliǎng,名,古代传说中的山川精怪,魑魅 魍魉
5144,礓,jiāng,礓,jiāngcā,名,园林等传统建筑门口铺设的有坡度的石块。上面凿有平行的凸起横纹防滑，可以代替台阶，多供车马行走,
5145,瞵,lín,,,动,〈文〉 注视,鹰 瞵 鹗视（像鹰和鹗一样目光锐利地注视着）
5145,瞵,lín,,,动,〈文〉 注视,瞵 盼
5146,堇,jǐn,,,,见下。 堇菜 堇色,
5147,毖,bì,,,形,〈文〉谨慎,
5147,毖,bì,,,动,使谨慎小心,惩前 毖 后
5148,菀,yù,,,形,〈文〉 茂盛,
5149,帱,dào,,,动,〈文〉 覆盖,覆 帱
5150,獾,huān,,,名,哺乳动物，头长耳短，前肢爪长，毛灰色，头部有三条白纹，胸、腹、四肢黑色。穴居于山野，夜间活动，杂食,
5151,孓,jué,,,,见“ 孑（jié）孓 ”,
5152,垓,gāi,,,数,〈文〉 数目，指1万万,
5153,荻,dí,,,名,多年生草本植物，形状像芦苇，地下茎蔓延，地上茎直立，叶片线状披针形。生长在路旁或水边。茎秆可用来编席，也是造纸和制人造丝的原料,
5154,搴,qiān,,,动,〈文〉拔取,斩将 搴 旗
5154,搴,qiān,,,,○ 褰,
5155,舻,lú,,,名,〈文〉 船头；泛指船,舳（zhú） 舻 （首尾衔接的船只）
5155,舻,lú,,,名,〈文〉 船头；泛指船,登 舻
5157,揄,yú,,,动,〈文〉引；提出,揄 扬
5157,揄,yú,,,动,〈文〉引；提出,揄 策（出谋划策） 。
5157,揄,yú,,,,○ 见“ 揶（yé）揄 ”,
5158,骝,liú,,,名,〈文〉 黑鬃黑尾的红马,
5159,遽,jù,,,形,〈文〉仓促；忽然,遽 增
5159,遽,jù,,,形,〈文〉仓促；忽然,遽 别
5159,遽,jù,,,形,〈文〉惊慌,遽 容（惊慌的神色）
5159,遽,jù,,,形,〈文〉惊慌,惶 遽
5159,遽,jù,,,名,○ 姓,
5160,镗,táng,,,动,用旋转的刀具对工件上已有的孔眼进行切削,镗 孔
5160,镗,tāng,,,,同 “ 嘡 ” 现在一般写作“嘡”,
5161,貔,pí,,,名,古书上说的一种猛兽，外形像虎,
5163,鳕,xuě,,,名,鱼，体长形而略侧扁，灰褐色，有暗褐色斑点和斑纹；头大，口大，下颌有一根触须；背鳍三个，臀鳍两个；尾小，不分叉。鱼肉雪白。生活在海洋中。肝可以制鱼肝油,
5164,锆,gào,,,名,金属元素，符号 Zr。银灰色结晶体，质硬，熔点高，耐腐蚀。可用于制作核反应堆铀棒的外壳及冶炼高强度合金,
5165,爿,pán,,,名,某些地区指劈成片的竹子、木柴等,竹 爿
5165,爿,pán,,,名,某些地区指劈成片的竹子、木柴等,柴 爿
5165,爿,pán,,,量,某些地区用于土地，相当于“块” “片”,一 爿 田
5165,爿,pán,,,量,○ 某些地区用于商店、工厂等，相当于“家” “座”,一 爿 店
5166,琚,jū,,,名,〈文〉佩玉,
5166,琚,jū,,,名,○ 姓,
5167,硎,xíng,,,名,〈文〉 磨刀石 砺刃于 硎 磨（mó）制,
5168,銮,luán,,,名,古代安装在皇帝车驾上的铃铛,銮 铃
5168,銮,luán,,,名,古代安装在皇帝车驾上的铃铛,銮 音
5168,銮,luán,,,名,〈文〉借指皇帝的车驾,起驾回 銮
5168,銮,luán,,,名,〈文〉借指皇帝的车驾,迎 銮 护驾
5170,蒇,chǎn,,,动,〈文〉 完成；解决,蒇 事（把事情办完） 。
5171,夔,kuí,,,名,古代传说中的一种怪兽,
5171,夔,kuí,,,名,○ 夔州，古地名，在今重庆奉节一带,
5172,嗬,hē,,,叹,表示惊讶,嗬 ，真棒!
5172,嗬,hē,,,叹,表示惊讶,嗬 ，这回考得真不错!
5174,伧,cāng,,,形,〈文〉 粗野,伧 俗
5174,伧,cāng,,,形,〈文〉 粗野,伧 夫
5175,恁,nèn,,,代,某些地区用来指比较远的人或事物，相当于“那”,恁 时节你还小着呢 。
5175,恁,nèn,,,代,某些地区用来表示程度、状态、方式等，相当于“那么” “这么” “这样”,这树结了 恁 多果子
5175,恁,nèn,,,代,某些地区用来表示程度、状态、方式等，相当于“那么” “这么” “这样”,这孩子 恁 不听话
5175,恁,nèn,,,代,某些地区用来表示程度、状态、方式等，相当于“那么” “这么” “这样”,恁 好
5176,陂,pí,,,,用于地名。如黄陂，在湖北,
5176,陂,pō,,,,倾斜不平,山路 陂陀 起伏
5176,陂,pōtuó,,,,倾斜不平,山路 陂陀 起伏
5177,熘,liū,,,动,烹调方法，把菜肴油炸、水煮或清蒸后，加入用作料、淀粉等调好的汁液，均匀地浇在菜肴上并加热,滑 熘 里脊
5177,熘,liū,,,动,烹调方法，把菜肴油炸、水煮或清蒸后，加入用作料、淀粉等调好的汁液，均匀地浇在菜肴上并加热,熘 肝尖
5177,熘,liū,,,动,烹调方法，把菜肴油炸、水煮或清蒸后，加入用作料、淀粉等调好的汁液，均匀地浇在菜肴上并加热,醋 熘 白菜
5177,熘,liù,,,,同 “馏” 现在一般写作“馏”,
5178,哌,pài,,,,音译用字，用于“哌嗪”等,
5179,狃,niǔ,,,动,习以为常而不重视,一夫不可 狃 ，况国乎?
5179,狃,niǔ,,,动,习惯；熟悉,使四体 狃 于寒暑之变
5179,狃,niǔ,,,动,习惯；熟悉,狃 习
5179,狃,niǔ,,,动,沿袭；拘泥,狃 于陋习
5179,狃,niǔ,,,动,沿袭；拘泥,狃 于成见
5180,趔,liè,趔趄,lièqie,动,身体摇晃，走路不稳,往前 趔趄 了两步，但没摔倒
5180,趔,liè,趔趄,lièqie,动,身体摇晃，走路不稳,趔趄 着走了过来
5181,柘,zhè,,,名,柘树，落叶灌木或小乔木，叶子卵形或倒卵形，果实球形。木材坚韧致密，是贵重的木材。叶子可喂蚕，根皮可以做药材,
5182,倥,kǒng,,,,事务繁忙、紧迫,戎马 倥偬
5182,倥,kǒngzǒng,,,,事务繁忙、紧迫,戎马 倥偬
5184,鲟,xún,,,名,鱼，体形略呈圆筒状，长可达3米多，背部深灰或灰黄色，腹部白色，口尖而小。生活在淡水中，有的入海越冬。我国有中华鲟、达氏鲟，均属国家保护动物,
5185,嗫,niè,,,,吞吞吐吐，想说又不敢说,
5185,嗫,nièrú,,,,吞吞吐吐，想说又不敢说,
5186,羑,yǒu,羑里,yǒulǐ,名,古地名，在今河南汤阴北,
5188,膻,shān,,,形,形容像羊身上的那种气味,他做的红焖羊肉一点 儿 也不 膻
5188,膻,shān,,,形,形容像羊身上的那种气味,膻 气
5188,膻,shān,,,形,形容像羊身上的那种气味,腥 膻
5190,尕,gǎ,,,形,某些地区形容小,尕 娃
5190,尕,gǎ,,,形,某些地区形容小,尕 王
5191,帙,zhì,,,名,〈文〉 书籍或画册外面包的布套；书的卷册 卷 帙 浩繁 用于装套的线装书，一函为一帙 刊印千 帙,
5192,舛,chuǎn,,,动,〈文〉 相违背；相矛盾 舛 驰（相背而驰） 差错 舛 误 | 舛 讹 不幸；不顺利 命途多 舛 ○ 姓 用法说明 第五画为竖折（𠃊）,
5193,淙,cóng,,,,模拟流水的声音,溪水 淙淙
5193,淙,cóngcóng,,,,模拟流水的声音,溪水 淙淙
5194,宓,fú,,,名,姓,
5194,宓,mì,,,形,〈文〉安静,静 宓
5194,宓,mì,,,名,○ 姓,
5195,婺,wù,,,名,婺江，水名，在江西,
5196,刽,guì,,,动,〈文〉 砍断；剖开,
5197,阗,tián,,,动,〈文〉 充满,宾客 阗 门
5199,棬,quān,,,名,〈文〉 用曲木制成的盛水器皿,杯 棬
5199,棬,quān,,,名,〈文〉 用曲木制成的盛水器皿,柳 棬
5200,衄,nǜ,,,动,〈文〉 鼻子出血；泛指出血 鼻 衄 | 耳 衄 | 齿 衄 ○ 战败；损伤 战 衄 | 败 衄 用法说明 统读 nǜ，不读 niù,
5201,炝,qiàng,,,动,烹调方法，将菜肴放入沸水中略煮或在热油中略炸，取出后再用佐料来拌,芥末 炝 菠菜
5202,趄,qiè,,,动,倾斜,趄 着身子
5203,傧,bīn,,,动,〈文〉 引导或迎接宾客,
5204,镒,yì,,,量,"古代重量单位,1镒为20两，一说为24两",
5206,庥,xiū,,,动,〈文〉 庇护；保护,
5207,劂,jué,,,,见“ 剞（jī）劂 ”,
5208,哝,nóng,哝哝,nóngnong,动,小声说话,你们俩 哝哝 什么呢?
5209,苎,zhù,苎麻,zhùmá,名,多年生草本植物，茎部韧皮纤维也叫苎麻，是纺织工业的重要原料,
5210,髯,rán,,,名,〈文〉 两腮上的胡子；泛指胡子,长 髯
5210,髯,rán,,,名,〈文〉 两腮上的胡子；泛指胡子,美 髯
5210,髯,rán,,,名,〈文〉 两腮上的胡子；泛指胡子,虬 髯
5213,谖,xuān,,,动,〈文〉 欺诈 ○ 忘记,
5214,硖,xiá,硖石,xiáshí,名,地名，在浙江,
5215,魆,xū,,,,见“ 黑魆魆 ” 用法说明 右上是“戉（yuè）”，不是“戊” “戌”或“戍”,
5216,谗,chán,,,动,说别人的坏话,谗 害
5216,谗,chán,,,名,诽谤离间的话,进 谗
5216,谗,chán,,,名,诽谤离间的话,信 谗
5217,庖,páo,,,名,〈文〉 做饭的地方 庖 厨 厨师 越俎代 庖 | 良 庖,
5218,羿,yì,,,名,人名。传说是夏代有穷国的君主，擅长射箭,
5218,羿,yì,,,名,○ 姓,
5219,啐,cuì,,,动,使劲 儿 吐出来 啐 了一口痰 向人吐唾沫或发出吐唾沫的声音，表示鄙视或愤怒 再胡说，就 啐 你,
5221,弭,mǐ,,,动,〈文〉平息；消除,风 弭 雨停
5221,弭,mǐ,,,动,〈文〉平息；消除,弭 乱
5221,弭,mǐ,,,动,〈文〉平息；消除,消 弭
5221,弭,mǐ,,,名,○ 姓,
5222,绀,gàn,,,形,形容颜色黑里透红,绀 青
5222,绀,gàn,,,形,形容颜色黑里透红,绀 紫
5223,稔,rěn,,,形,〈文〉 谷物成熟 年登岁 稔 指一年 五 稔 熟悉 熟 稔 | 稔 知 用法说明 不读 niǎn 或 niàn,
5224,痱,fèi,,,名,痱子,
5225,艄,shāo,,,名,船尾,船 艄
5225,艄,shāo,,,名,舵,掌 艄
5226,赆,jìn,,,名,〈文〉 赠送给即将远行的人的礼物,赆 仪
5226,赆,jìn,,,名,〈文〉 赠送给即将远行的人的礼物,致 赆
5227,郜,gào,,,名,姓,
5228,闱,wéi,,,名,〈文〉宫中的小门；宫门,
5228,闱,wéi,,,名,古代指后妃的居室；也指妇女居室,宫 闱
5228,闱,wéi,,,名,古代指后妃的居室；也指妇女居室,房 闱
5228,闱,wéi,,,名,○ 指科举时代的考场,春 闱
5228,闱,wéi,,,名,○ 指科举时代的考场,入 闱
5228,闱,wéi,,,名,○ 指科举时代的考场,闱 墨
5229,饩,xì,,,名,〈文〉 作为赠物的粮食；泛指粮食、饲料 饩 食 | 马 饩 赠送 饩 赉（lài） 活的牲畜,
5230,鹗,è,,,名,鸟，爪锐利，性凶猛，捕食鱼类。属国家保护动物。通称鱼鹰,
5231,笥,sì,,,名,古代盛饭食或衣物的方形竹器,
5232,谰,lán,,,动,抵赖；诬赖,谰 言
5233,奘,zàng,,,形,〈文〉壮大。多用于人名，如唐代高僧玄奘,
5233,奘,zàng,,,形,○ 〈口〉说话粗鲁，态度生硬,这人说话特 奘
5234,苌,cháng,,,名,苌楚 chángchǔ 古书上指猕猴桃一类植物,
5234,苌,cháng,,,名,○ 姓,
5236,肓,huāng,,,名,我国古代医学指心脏和膈膜之间的部分，认为是药力达不到的地方,病入膏 肓
5236,肓,huāng,,,名,○ 姓,
5237,潢,huáng,,,名,〈文〉 积水的地方,潢 池（池塘）
5237,潢,huáng,,,动,古代指用黄檗汁染纸（可防蛀）,装 潢
5238,蚴,yòu,,,名,泛指绦虫、血吸虫、线虫等的幼体。有毛蚴、尾蚴、胞蚴等,
