hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
38457,导热,45002,39140,dǎo rè,1,
38458,喜不自禁,45003,39141,xǐ bù zì jīn,1,
38459,黑瘦,45006,39142,hēi shòu,1,
38460,乌梅,45007,39143,wū méi,1,
38461,对口相声,45009,39144,duì kǒu xiàng sheng,1,
38462,理所应当,45011,39145,lǐ suǒ yīng dāng,1,
38463,晚育,45012,39146,wǎn yù,1,
38464,公休,45013,39147,gōng xiū,1,
38465,呼哧,45014,39148,hū chī,1,
38466,皮囊,45017,39149,pí náng,1,
38467,车棚,45020,39150,chē péng,1,
38468,戒除,45021,39151,jiè chú,1,
38469,保藏,45023,39152,bǎo cáng,1,
38470,花烛,45024,39153,huā zhú,1,
38471,南辕北辙,45027,39154,nán yuán běi zhé,1,
38472,高等动物,45028,39155,gāo děng dòng wù,1,
38473,说来话长,45029,39156,shuō lái huà cháng,1,
38474,细枝末节,45030,39157,xì zhī mò jié,1,
38475,正儿八经,45031,39158,zhèng ér bā jīng,1,
38476,扳手,45034,39159,bān shou,1,
38477,纵横捭阖,45036,39160,zòng héng bǎi hé,1,
38478,女眷,45039,39161,nǚ juàn,1,
38479,足金,45040,39162,zú jīn,1,
38480,上唇,45042,39163,shàng chún,1,
38481,设伏,45046,39164,shè fú,1,
38482,明争暗斗,45047,39165,míng zhēng àn dòu,1,
38483,雪景,45048,39166,xuě jǐng,1,
38484,防暑,45050,39167,fáng shǔ,1,
38485,闲居,45052,39168,xián jū,1,
38486,闻风丧胆,45053,39169,wén fēng sàng dǎn,1,
38487,戕害,45055,39170,qiāng hài,1,
38488,试营业,45056,39171,shì yíng yè,1,
38489,砚台,45057,39172,yàn tai,1,
38490,开诊,45058,39173,kāi zhěn,1,
38491,写家,45059,39174,xiě jiā,1,
38492,爬升,45061,39175,pá shēng,1,
38493,丝巾,45062,39176,sī jīn,1,
38494,风向标,45065,39177,fēng xiàng biāo,1,
38495,蜗居,45066,39178,wō jū,1,
38496,返老还童,45071,39179,fǎn lǎo huán tóng,1,
38497,琴键,45072,39180,qín jiàn,1,
38498,传艺,45075,39181,chuán yì,1,
38499,义正词严,45076,39182,yì zhèng cí yán,1,
38500,比例尺,45077,39183,bǐ lì chǐ,1,
38501,杀身之祸,45079,39184,shā shēn zhī huò,1,
38502,血肉相连,45081,39185,xuè ròu xiāng lián,1,
38503,返照,45082,39186,fǎn zhào,1,
38504,竹器,45083,39187,zhú qì,1,
38505,转弯抹角,45086,39188,zhuǎn wān mò jiǎo,1,
38506,姣好,45087,39189,jiāo hǎo,1,
38507,套近乎,45089,39190,tào jìn hu,1,
38508,乌合之众,45090,39191,wū hé zhī zhòng,1,
38509,阳奉阴违,45091,39192,yáng fèng yīn wéi,1,
38510,使眼色,45095,39193,shǐ yǎn sè,1,
38511,煽情,45096,39194,shān qíng,1,
38512,抗命,45099,39195,kàng mìng,1,
38513,吏治,45102,39196,lì zhì,1,
38514,成竹在胸,45104,39197,chéng zhú zài xiōng,1,
38515,讣告,45106,39198,fù gào,1,
38516,空余,45108,39199,kòng yú,1,
38517,土司,45109,39200,tǔ sī,1,
38518,盗匪,45110,39201,dào fěi,1,
38519,减损,45112,39202,jiǎn sǔn,1,
38520,提单,45113,39203,tí dān,1,
38521,刊用,45114,39204,kān yòng,1,
38522,门环,45115,39205,mén huán,1,
38523,园田,45117,39206,yuán tián,1,
38524,等温,45118,39207,děng wēn,1,
38525,影踪,45119,39208,yǐng zōng,1,
38526,小修,45120,39209,xiǎo xiū,1,
38527,学监,45121,39210,xué jiān,1,
38528,指证,45122,39211,zhǐ zhèng,1,
38529,隘口,45123,39212,ài kǒu,1,
38530,度日如年,45124,39213,dù rì rú nián,1,
38531,抑止,45126,39214,yì zhǐ,1,
38532,寡母,45127,39215,guǎ mǔ,1,
38533,麦粒,45128,39216,mài lì,1,
38534,钢索,45133,39217,gāng suǒ,1,
38535,饶命,45134,39218,ráo mìng,1,
38536,扮相,45135,39219,bàn xiàng,1,
