definition_id,pinyin_id,definition_sn,definition_cn,definition_en,definition_img
4042312,404231,2,(～儿,yīxiēr,
4044111,404411,1,(～儿,yīdòngr,
4044411,404441,1,(～儿,yībànr,
4046111,404611,1,见see【漆黑一团】,qīhēi yī tuán,
4046811,404681,1,(～儿,yīduōbànr,
4047215,404721,5,(～儿,yītóur,
4047217,404721,7,(～儿,yītóur,
4048911,404891,1,(～儿,yī nián dào tóur,
4050211,405021,1,(～儿,yīzǒngr,
4050611,405061,1,(～儿,yīshǒur,
4050612,405061,2,(～儿,yīshǒur,
4051013,405101,3,同same as‘第一把手’,dì yī bǎ shǒu,
4051211,405121,1,〈方dial.〉(～儿,yī bǎ sǐ nár,
4052611,405261,1,(～儿,yīzǎor,
4052911,405291,1,(～儿,yīhuǎngr,
4053211,405321,1,same as一旦,yīdàn,
4054211,405421,1,见see【黄粱梦】,huángliángmèng,
4055111,405511,1,(～儿,yīqìr,
4055611,405561,1,(～儿,yīqīngzǎor,
4055811,405581,1,(～儿,yīliùyānr,
4062212,406221,2,(～儿,yīshēnr,
4062911,406291,1,(～儿,yītòngr,
4063011,406301,1,(～儿,yīdàor,
4063811,406381,1,(～儿,yīzhènr,
4064111,406411,1,见see【举一反三】,jǔ yī fǎn sān,
4064311,406431,1,(～儿,yīmiànr,
4065711,406571,1,同same as‘丁东’,dīngdōng,
4066211,406621,1,同same as‘叮咛’,dīngníng,
4066611,406661,1,〈书fml.〉same as丁忧,dīngyōu,
4067811,406781,1,same as古琴,gǔqín,
4069411,406941,1,same as万世,wànshì,
4077311,407731,1,(～儿,sānxiánr,
4078111,407811,1,见see[舢板],shānbǎn,
4078711,407871,1,见see【比基尼】,bǐjīní,
4080411,408041,1,(～儿,sānhuāliǎnr,
4082511,408251,1,same as上代,shàngdài,
4083111,408311,1,〈书fml.〉same as上身(shàngshēn)①。,,
4083811,408381,1,～儿,shàng∥jìnr,
4084111,408411,1,(～儿,shàngbàntiānr,
4084311,408431,1,〈方dial.〉(～儿,shàngbànshǎngr,
4086811,408681,1,(～儿,shàngjiār,
4087511,408751,1,～儿,shàng suì·shur,
4088711,408871,1,same as正房,zhèngfáng,
4090011,409001,1,(～儿,shàngkuǎnr,
4091012,409101,2,〈方dial.〉(～儿,shàng∥huǒr,
4092411,409241,1,(～儿,shàngliánr,
4094513,409451,3,(～儿,shàngshēnr,
4094811,409481,1,same as祖先,zǔxiān,
4094911,409491,1,same as上辈,shàngbèi,
4095011,409501,1,～儿,shàng·biɑnr,
4096411,409641,1,same as下贱,xiàjiàn,
4097411,409741,1,〈书fml.〉same as下身,xiàshēn,
4098211,409821,1,(～儿,xiàbàntiānr,
4098511,409851,1,same as下午,xiàwǔ,
4099921,409992,1,same as下,xià,
4100311,410031,1,(～儿,xiàjiār,
4101511,410151,1,(～儿,xiàfángr,
4101613,410161,3,same as下家,xiàjiā,
4101614,410161,4,(～儿,xiàshǒur,
4102611,410261,1,(～儿,xiàkuǎnr,
4103211,410321,1,same as下游,xiàyóu,
4103811,410381,1,～儿,xià∥bānr,
4104012,410401,2,same as下凡,xià∥fán,
4105111,410511,1,(～儿,xiàliánr,
4105411,410541,1,～儿,xià∥jiǎor,
4107012,410701,2,(～儿,xiàshēnr,
4107411,410741,1,～儿,xià·biɑnr,
4108911,410891,1,同same as‘下手’(xiàshǒu)①。,,
4109611,410961,1,same as‘不下于’,bùxiàyú,
4113911,411391,1,same as不止,bùzhǐ,
4116411,411641,1,见see【不送气】,bù sòngqì,
4117011,411701,1,见see【既往不咎】,jì wǎng bù jiù,
4122511,412251,1,same as不行,bùxíng,
4123211,412321,1,see不像话,bù xiànghuà,
4125111,412511,1,same as‘没有’,méi·yǒu,
4128911,412891,1,(～儿的,bùjīn bùyóur·de,
4151411,415141,1,同same as‘冬不拉’,dōngbùlā,
4152812,415281,2,same as东,dōng,
4153311,415331,1,见see【正教】,Zhèngjiào,
4154011,415401,1,～儿,dōng·biɑnr,
4155011,415501,1,见see【一鳞半爪】,yī lín bàn zhǎo,
4155412,415541,2,(～儿,sīxiánr,
4156511,415651,1,〈方dial.〉(～儿,diū∥fènr,
4157311,415731,1,same as丢脸,diū∥liǎn,
4158312,415831,2,same as两旁,liǎngpáng,
4159411,415941,1,(～儿,liǎngshǒur,
4161011,416101,1,same as两回事,liǎng huí shì,
4162011,416201,1,same as二重性,èrchóngxìng,
4162312,416231,2,same as两边,liǎngbiān,
4163311,416331,1,same as严令,yánlìng,
4163511,416351,1,same as严密,yánmì,
4164212,416421,2,same as严密,yánmì,
4166011,416601,1,same as丧命,sàng∥mìng,
4167911,416791,1,同same as‘桠杈’,yāchà,
4173911,417391,1,same as中指,zhōngzhǐ,
4175912,417591,2,same as中游,zhōngyóu,
4175913,417591,3,same as中等,zhōngděng,
4179411,417941,1,(～儿,zhōnglùr,
4179511,417951,1,same as晋剧,jìnjù,
4180211,418021,1,same as中人,zhōngrén,
4181611,418161,1,同same as‘风姿’,fēngzī,
4182511,418251,1,same as丰盈,fēngyíng,
4183111,418311,1,同same as‘风采’,fēngcǎi,
4183211,418321,1,同same as‘风韵’,fēngyùn,
4183711,418371,1,～儿,chuàn∥wèir,
4185511,418551,1,～儿,chuàn∥ménr,
4185711,418571,1,(～儿,línliǎor,
4187111,418711,1,(～儿,línyuèr,
4187811,418781,1,same as临产,línchǎn,
4188111,418811,1,same as临产,línchǎn,
4189411,418941,1,同same as‘单方’,dānfāng,
4191311,419131,1,same as为了,wèi·le,
4191811,419181,1,～儿,zhǔ∥shìr,
4192012,419201,2,same as主人公,zhǔréngōng,
4204011,420401,1,same as义学,yìxué,
4206811,420681,1,同same as‘呜呼’,wūhū,
4207711,420771,1,(～的,wūyōuyōu·de,
4207811,420781,1,(～的,wūliūliū·de,
4208511,420851,1,同same as‘乌贼’,wūzéi,
4211511,421151,1,见see【音律】,yīnlǜ,
4212411,421241,1,(～的,lèzīzī·de,
4213112,421311,2,same as乒乓球,pīngpāngqiú,
4213611,421361,1,(～儿的,guāiguāir·de,
4217111,421711,1,见see【小九九】,xiǎojiǔjiǔ,
4217311,421731,1,见see【宫调】,gōngdiào,
4217711,421771,1,见see【三教九流】,sān jiào jiǔ liú,
4218011,421801,1,见see【重霄】(chóngxiāo)。,,
4223611,422361,1,same as书套,shūtào,
4223612,422361,2,same as书信,shūxìn,
4225911,422591,1,same as书房,shūfáng,
4226011,422601,1,(～儿,shūběnr,
4226111,422611,1,〈书fml.〉same as书信,shūxìn,
4226311,422631,1,同same as‘书简’,shūjiǎn,
4226511,422651,1,(～儿,shūzhuōr,
4226611,422661,1,same as书柜,shūguì,
4226711,422671,1,〈书fml.〉same as书信,shūxìn,
4227811,422781,1,same as书信,shūxìn,
4227911,422791,1,same as书脊,shūjǐ,
4228712,422871,2,〈方dial.〉(～儿,shūguǎnr,
4228911,422891,1,见see【扶乩】,fú∥jī,
4229512,422951,2,见see【埋单】,máidān,
4229811,422981,1,～儿,mǎi∥hǎor,
4231311,423131,1,(～的,luànhōnghōng·de,
4231411,423141,1,same as乱葬岗子,luànzàng-gǎng·zi,
4232411,423241,1,(～的,luànzāozāo·de,
4232511,423251,1,(～的,luànfēnfēn·de,
4232711,423271,1,(～的,luàntēngtēng·de,
4233111,423311,1,(～的,luànpēngpēng·de,
4234012,423401,2,same as乳剂,rǔjì,
4235611,423561,1,same as乳牙,rǔyá,
4236511,423651,1,same as了结,liǎojié,
4237211,423721,1,same as了结,liǎojié,
4239911,423991,1,same as事情,shì·qing,
4239912,423991,2,same as事情,shì·qing,
4241513,424151,3,(～儿,shìyóur,
4241514,424151,4,〈方dial.〉(～儿,shìyóur,
4243711,424371,1,见see【第二审】,dì'èrshěn,
4244111,424411,1,same as二心,èrxīn,
4244611,424461,1,(～儿,èrshǒur,
4247011,424701,1,见see[彳亍],chìchù,
4247611,424761,1,～儿,kuī∥běnr,
4250211,425021,1,见see【烟消云散】,yān xiāo yún sàn,
4251011,425101,1,同same as‘芸豆’,yúndòu,
4256211,425621,1,见see【三皇五帝】,Sān Huáng Wǔ Dì,
4257311,425731,1,同same as‘五倍子’,wǔbèizǐ,
4258311,425831,1,same as五彩,wǔcǎi,
4260311,426031,1,(～儿,jǐngtáir,
4265911,426591,1,～儿,jiāo∥dǐr,
4266011,426601,1,同same as‘交代’,jiāodài,
4273511,427351,1,(～儿,jīngwèir,
4273911,427391,1,same as京剧,jīngjù,
4275012,427501,2,同same as‘婷婷’,tíngtíng,
4275211,427521,1,同same as‘停匀’,tíngyún,
4275711,427571,1,(～的,liàngguāngguāng·de,
4275811,427581,1,～儿,liàng∥fēnr,
4276011,427601,1,(～的,liàngtāngtāng·de,
4276311,427631,1,(～的,liàngjīngjīng·de,
4277011,427701,1,(～的,liàngzhēngzhēng·de,
4277111,427711,1,(～的,liàngzēngzēng·de,
4277211,427721,1,(～的,liàngshǎnshǎn·de,
4278611,427861,1,～儿,qīn∥zuǐr,
4280811,428081,1,same as亲戚,qīn·qi,
4281821,428182,1,〈书fml.〉同same as‘但’,dàn,
4282112,428211,2,same as人口,rénkǒu,
4284613,428461,3,(～儿,réntóur,
4284614,428461,4,〈方dial.〉(～儿,réntóur,
4284811,428481,1,〈书fml.〉same as人间,rénjiān,
4286211,428621,1,(～儿,rénqíngwèir,
4287211,428721,1,同same as‘人才’,réncái,
4296411,429641,1,same as仆人,púrén,
4296811,429681,1,same as仇人,chóurén,
4297411,429741,1,〈书fml.〉same as仇恨,chóuhèn,
4298311,429831,1,〈方dial.〉same as今天,jīntiān,
4298312,429831,2,same as今天,jīntiān,
4300311,430031,1,〈方dial.〉same as从前,cóngqián,
4301211,430121,1,(～儿,cóngxiǎor,
4301711,430171,1,same as随心所欲,suí xīn suǒ yù,
4302211,430221,1,same as重新,chóngxīn,
4303511,430351,1,同same as‘鸧鹒’(cānggēng)。,,
4303811,430381,1,同same as‘仓促’,cāngcù,
4304011,430401,1,同same as‘子兽’,zǐshòu,
4304211,430421,1,同same as‘子猪’,zǐzhū,
4304311,430431,1,同same as‘子畜’,zǐchù,
4304411,430441,1,同same as‘子鱼’,zǐyú,
4304511,430451,1,同same as‘子鸡’,zǐjī,
4305311,430531,1,见see【攻错】,gōngcuò,
4306211,430621,1,～儿,zhàng∥dǎnr,
4309111,430911,1,同same as‘同’,tóng,
4310511,431051,1,same as代数学,dàishùxué,
4312811,431281,1,同same as‘令爱’,lìng'ài,
4316211,431621,1,same as‘仪表’,yíbiǎo,
4316311,431631,1,〈书fml.〉same as‘仪表’,yíbiǎo,
4317011,431701,1,〈方dial.〉(～儿,yǎngkér,
4319911,431991,1,(～儿,jiàmǎr,
4324411,432441,1,见see【倢伃】(jiéyú)。,,
4325511,432551,1,same as‘服侍’,fú·shi,
4326012,432601,2,同same as‘服帖’,fútiē,
4327312,432731,2,同same as‘伏帖’,fútiē,
4327411,432741,1,same as‘服输’,fú∥shū,
4332211,433221,1,〈书fml.〉same as优厚,yōuhòu,
4333511,433351,1,same as优待,yōudài,
4333811,433381,1,同same as‘火夫’,huǒfū,
4333911,433391,1,same as伙,huǒ,
4334111,433411,1,same as伙耕,huǒgēng,
4336612,433661,2,same as会心,huìxīn,
4338411,433841,1,same as对话,duìhuà,
4339011,433901,1,(～儿,huìdàoménr,
4339111,433911,1,same as会账,huì∥zhàng,
4339211,433921,1,(～儿,huì∥ménr,
4339411,433941,1,同same as‘汇集’,huìjí,
4342411,434241,1,same as话筒,huàtǒng,
4343111,434311,1,same as传播,chuánbō,
4344311,434431,1,same as流传,liúchuán,
4345811,434581,1,same as传话,chuán∥huà,
4346211,434621,1,same as传说,chuánshuō,
4346911,434691,1,见see【大车】,dàchē,
4351411,435141,1,same as伯父,bófù,
4352311,435231,1,same as估计,gūjì,
4352511,435251,1,same as估计,gūjì,
4354211,435421,1,〈书fml.〉同same as‘胄’,zhòu,
4354311,435431,1,same as‘申冤’,shēn∥yuān,
4355112,435511,2,(～儿,shēn∥tuǐr,
4355211,435521,1,同same as‘申雪’,shēnxuě,
4356111,435611,1,〈书fml.〉同same as‘似’,sì,
4359811,435981,1,same as低烧,dīshāo,
4361011,436101,1,(～儿,dīdiàor,
4362212,436221,2,(～儿,zhùjiār,
4364712,436471,2,〈书fml.〉same as体裁,tǐcái,
4370011,437001,1,见see【三角函数】,sānjiǎo hánshù,
4370311,437031,1,见see【三角函数】,sānjiǎo hánshù,
4371311,437131,1,见see【三角函数】,sānjiǎo hánshù,
4374911,437491,1,(～儿,fózhūr,
4376611,437661,1,same as作数,zuò∥shù,
4381411,438141,1,same as佣金,yòngjīn,
4381712,438171,2,同same as‘佩戴’,pèidài,
4382911,438291,1,同same as‘嘉宾’,jiābīn,
4384711,438471,1,～儿,shǐ∥jìnr,
4386311,438631,1,～儿,zhí·nǚr,
4386511,438651,1,〈书fml.〉same as侄媳妇,zhíxí·fu,
4386611,438661,1,～儿,zhíxí·fur,
4386911,438691,1,～儿,zhísūn·nǚr,
4387711,438771,1,same as例,lì,
4391611,439161,1,same as供求,gōngqiú,
4392311,439231,1,same as依靠,yīkào,
4393512,439351,2,same as依赖,yīlài,
4396612,439661,2,同same as‘厕足’,cèzú,
4396712,439671,2,同same as‘厕身’,cèshēn,
4398811,439881,1,same as侵晨,qīnchén,
4399411,439941,1,[侷促]同same as‘局促’,júcù,
4399623,439962,3,见see【通侻】,tōngtuō,
4401711,440171,1,(～儿,biànpénr,
4402112,440211,2,(～儿,biànyīr,
4402211,440221,1,same as便服,biànfú,
4402511,440251,1,(～儿,biànménr,
4402711,440271,1,same as便饭,biànfàn,
4403611,440361,1,same as俄而,é'ér,
4406011,440601,1,same as俗体字,sútǐzì,
4406612,440661,2,same as俗名,súmíng,
4407411,440741,1,〈书fml.〉同same as‘俯’,fǔ,
4407421,440742,1,见see[俛](mǐnmiǎn)。⇒俛fǔ,,
4407511,440751,1,见see【伶俜】,língpīng,
4407711,440771,1,same as保不住,bǎo·buzhù,
4407811,440781,1,〈方dial.〉same as保不住,bǎo·bu zhù,
4410111,441011,1,same as保本,bǎo∥běn,
4410911,441091,1,～儿,bǎo∥běnr,
4411811,441181,1,same as包票,bāopiào,
4413511,441351,1,(～儿,bǎoxiǎndāor,
4418611,441861,1,same as信纸,xìnzhǐ,
4419911,441991,1,同same as‘弟’,dì,
4426411,442641,1,〈方dial.〉same as俵分,biàofēn,
4426621,442662,1,[俶傥](tìtǎng)同same as‘倜傥’,tìtǎng,
4428011,442801,1,same as逆产,nìchǎn,
4428211,442821,1,〈方dial.〉(～儿,dàoyǎngr,
4429111,442911,1,同same as‘倒嚼’,dǎojiào,
4429411,442941,1,same as逆序,nìxù,
4429611,442961,1,(～儿,dàoyǐngr,
4430511,443051,1,(～儿,dàochāménr,
4431611,443161,1,见see【翻江倒海】,fān jiāng dǎo hǎi,
4434711,443471,1,same as倘若,tǎngruò,
4434811,443481,1,same as倘若,tǎngruò,
4435011,443501,1,same as倘若,tǎngruò,
4436411,443641,1,same as依傍,yībàng,
4436611,443661,1,same as依赖,yīlài,
4438611,443861,1,见see【收方】,shōufāng,
4438811,443881,1,(～儿,jiètiáor,
4439011,443901,1,～儿,jiè∥huǒr,
4439711,443971,1,same as借债,jiè∥zhài,
4440011,444001,1,same as借鉴,jièjiàn,
4440911,444091,1,同same as‘捷’,jié,
4440912,444091,2,同same as‘婕’,jié,
4441011,444101,1,同same as‘婕妤’,jiéyú,
4441411,444141,1,same as倦容,juànróng,
4443011,444301,1,见see[伽倻琴](jiāyēqín)。,,
4443911,444391,1,same as倾斜,qīngxié,
4444211,444421,1,same as倾诉,qīngsù,
4446011,444601,1,〈书fml.〉同same as‘称’(chēng)。,,
4448611,444861,1,(～儿,jiàtiáor,
4449311,444931,1,同same as‘假象’,jiǎxiàng,
4449511,444951,1,same as假设,jiǎshè,
4450811,445081,1,〈方dial.〉same as偏巧,piānqiǎo,
4451012,445101,2,same as偏偏,piānpiān,
4451512,445151,2,same as妾,qiè,
4451911,445191,1,(～儿,piānfāngr,
4452011,445201,1,(～儿,piānpángr,
4452511,445251,1,〈方dial.〉same as偏偏,piānpiān,
4454011,445401,1,见see【吃偏饭】,chī piānfàn,
4454911,445491,1,～儿,zuò∥bànr,
4455311,445531,1,(～儿,zuòshēngr,
4455812,445581,2,同same as‘做功’,zuògōng,
4457211,445721,1,～儿,zuò∥guǐr,
4459311,445931,1,见see【马表】,mǎbiǎo,
4460021,446002,1,同same as‘瞅’,chǒu,
4462211,446221,1,(～儿,tōutōur,
4464011,446401,1,～儿,tōu∥kòngr,
4464811,446481,1,same as偿还,chánghuán,
4465111,446511,1,同same as‘附会’,fùhuì,
4465911,446591,1,〈方dial.〉(～儿,bàngshǎngr,
4466311,446631,1,见下。see below,,
4466411,446641,1,same as‘家什’,jiā·shi,
4466511,446651,1,same as‘家伙’,jiā·huo,
4466611,446661,1,same as‘家具’,jiā·jù,
4468811,446881,1,same as催讨,cuītǎo,
4469011,446901,1,same as催产,cuī∥chǎn,
4469611,446961,1,same as催逼,cuībī,
4470611,447061,1,见see[侘傺],chàchì,
4470711,447071,1,(～的,shǎhūhū·de,
4470811,447081,1,(～的,shǎhēhē·de,
4471612,447161,2,同same as‘戮’,lù,
4471811,447181,1,～儿,xiàng∥yàngr,
4472811,447281,1,〈书fml.〉同same as‘惠’,huì,
4472911,447291,1,〈书fml.〉同same as‘舛’,chuǎn,
4474711,447471,1,见see[僝僽](chánzhòu)。,,
4475211,447521,1,[儌倖](jiǎoxìng)同same as‘侥幸’,jiǎoxìng,
4476411,447641,1,〈书fml.〉同same as‘拟’,nǐ,
4476511,447651,1,见see[儴](kuāngráng)。,,
4476611,447661,1,〈书fml.〉同same as‘倏’,shū,
4476711,447671,1,"[儽儽]
见see【累累】(léiléi)。",,
4478411,447841,1,同same as‘杌陧’,wùniè,
4479111,447911,1,同same as‘原原本本’,yuányuánběnběn,
4479411,447941,1,〈书fml.〉same as元宵,yuánxiāo,
4480511,448051,1,同same as‘原煤’,yuánméi,
4481111,448111,1,同same as‘鼋鱼’,yuányú,
4481411,448141,1,same as兄,xiōng,
4482312,448231,2,"〈zhuan>new sense]〈比喻fig.〉通过学习补充知识、提高技能等{supplement one's knowledge and improve one's skills by further study}:为了适应形势的发展,每个人都需要通过不断～来提高自己的能力。{To adapt to the developing circumstances, everyone needs to improve their abilities through further study.}",,
4482511,448251,1,same as充满,chōngmǎn,
4483111,448311,1,same as预兆,yùzhào,
4484712,448471,2,(～儿,xiāntóur,
4485511,448551,1,(～儿,xiān lái hòu dàor,
4490211,449021,1,same as光束,guāngshù,
4490711,449071,1,same as光,guāng,
4491711,449171,1,(～的,guāngcàncàn·de,
4492411,449241,1,same as光盘,guāngpán,
4492511,449251,1,(～的,guāngtūtū·de,
4492711,449271,1,same as光,guāng,
4493011,449301,1,same as光辉,guānghuī,
4494211,449421,1,(～的,guāngshǎnshǎn·de,
4494312,449431,2,〈方dial.〉same as日子,rì·zi,
4495811,449581,1,same as克期,kèqī,
4497911,449791,1,same as免试,miǎnshì,
4502311,450231,1,same as兜销,dōuxiāo,
4502712,450271,2,同same as‘篼子’,dōu·zi,
4502811,450281,1,～儿,dōu∥dǐr,
4503911,450391,1,见see【随乡入乡】,suí xiāng rù xiāng,
4505011,450501,1,same as‘入座’,rù∥zuò,
4505911,450591,1,〈书fml.〉same as入侵,rùqīn,
4509011,450901,1,～儿,rù∥ménr,
4509511,450951,1,～儿,quán·hur,
4509611,450961,1,(～儿,quánfènr,
4511611,451161,1,(～儿,quánběnr,
4515212,451521,2,〈方dial.〉same as八仙桌,bāxiānzhuō,
4515311,451531,1,(～儿,bāxiānzhuōr,
4515811,451581,1,～儿,bā·ger,
4516011,451601,1,(～儿,bāzìr,
4516412,451641,2,(～儿,bāchéngr,
4519911,451991,1,same as公积金,gōngjījīn,
4522011,452201,1,〈书fml.〉same as公款,gōngkuǎn,
4522111,452211,1,same as公事,gōngshì,
4524911,452491,1,〈方dial.〉same as公公,gōng·gong,
4531312,453131,2,same as共和制,gònghézhì,
4532912,453291,2,same as共同,gòngtóng,
4533111,453311,1,见see【寸口】,cùnkǒu,
4536211,453621,1,same as关联,guānlián,
4536311,453631,1,same as关内,Guānnèi,
4537211,453721,1,(～的,xìngchōngchōng·de,
4540311,454031,1,same as武器,wǔqì,
4543511,454351,1,同same as‘其他’,qítā,
4544711,454471,1,same as典当,diǎndàng,
4548011,454801,1,same as加以,jiāyǐ,
4560212,456021,2,〈书fml.〉再次在世上出现;same as再生,zàishēng,
4561711,456171,1,same as再则,zàizé,
4563012,456301,2,same as出头,chū∥tóu,
4563411,456341,1,～儿,mào∥huǒr,
4563511,456351,1,～儿,mào∥páir,
4564511,456451,1,same as冗杂,rǒngzá,
4573211,457321,1,same as农民,nóngmín,
4575211,457521,1,(～儿,nónghuór,
4577511,457751,1,same as冤枉,yuān·wɑng,
4578211,457821,1,同same as‘明器’,míngqì,
4579011,457901,1,同same as‘溟’,míngméng,
4579711,457971,1,same as冬季,dōngjì,
4581311,458131,1,same as冬至,dōngzhì,
4581711,458171,1,same as冬眠,dōngmián,
4584711,458471,1,same as冰激凌,bīng·jilíng,
4584811,458481,1,见see【玉洁冰清】,yù jié bīng qīng,
4585911,458591,1,～儿,bīngtáng hú·lur,
4586411,458641,1,(～儿,bīngzhuīr,
4588611,458861,1,same as冲销,chōngxiāo,
4588712,458871,2,same as冲犯,chōngfàn,
4592911,459291,1,〈方dial.〉same as冷不防,lěng·bufáng,
4593011,459301,1,〈方dial.〉same as冷不防,lěng·bufáng,
4593211,459321,1,(～的,lěngsīsī·de,
4595711,459571,1,见see【坐冷板凳】,zuòlěngbǎndèng,
4596011,459601,1,(～的,lěngsēnsēn·de,
4596711,459671,1,(～的,lěngqīngqīng·de,
4597111,459711,1,(～儿,lěngpánr,
4598811,459881,1,(～儿,lěngménr,
4599011,459901,1,(～的,lěngsōusōu·de,
4601111,460111,1,(～儿,jìngjuér,
4602711,460271,1,(～儿,zhǔnxìnr,
4602811,460281,1,～儿,zhǔn·tour,
4603411,460341,1,(～儿,zhǔndiǎnr,
4603811,460381,1,(～儿,zhǔnhuàr,
4603911,460391,1,(～的,liángsīsī·de,
4605111,460511,1,(～儿,liángdiér,
4605211,460521,1,(～儿,liángfěnr,
4605711,460571,1,(～的,liángsōusōu·de,
4606011,460601,1,same as凋谢,diāoxiè,
4618011,461801,1,(～儿,xiōngxìnr,
4619611,461961,1,same as凶神,xiōngshén,
4621911,462191,1,same as出生,chūshēng,
4622111,462211,1,same as出殡,chūbìn,
4625511,462551,1,(～儿,chūhàor,
4625612,462561,2,(～儿,chū∥míngr,
4626111,462611,1,same as起圈,qǐ∥juàn,
4626714,462671,4,(～儿,chū∥tóur,
4627111,462711,1,same as出走,chūzǒu,
4629215,462921,5,见see【打出手】,dǎ chūshǒu,
4629411,462941,1,～儿,chū∥tānr,
4629812,462981,2,same as出现,chūxiàn,
4631911,463191,1,〈方dial.〉same as出倒,chūdǎo,
4633211,463321,1,same as出嫁,chū∥jià,
4633212,463321,2,〈书fml.〉same as出使,chūshǐ,
4633312,463331,2,same as出落,chū·luo become prettier,
4633611,463361,1,see【露苗】,lòu∥miáo,
4635811,463581,1,(～儿,chū∥ménr,
4635812,463581,2,(～儿,chū∥ménr,
4635813,463581,3,〈方dial.〉same as出嫁,chū∥jià,
4635911,463591,1,〈方dial.〉same as出嫁,chū∥jià,
4636011,463601,1,same as出嫁,chū∥jià,
4637012,463701,2,〈方dial.〉same as出诊,chū∥zhěn,
4639311,463931,1,(也有读〈zhuan>also pronouncedzuòzuò的)〈书fml.〉确切;确实{authentic; reliable; true; certain; verified}:言之～{say sth. with certainty}|～有据。{supported by irrefutable evidence},,
4639711,463971,1,(也有读〈zhuan>also pronouncedzuòkōng的)〈书fml.〉穿凿{forced; far-fetched; implausible}:～之论。{far-fetched argument; irrelevant talk},,
4640211,464021,1,(～儿,dāorènr,
4640912,464091,2,(～儿,dāopiànr,
4641211,464121,1,(～儿,dāobèir,
4642211,464221,1,same as刀具,dāojù,
4642411,464241,1,same as‘吩咐’,fēn·fù,
4643311,464331,1,见see【百分尺】,bǎifēnchǐ,
4644011,464401,1,见see【分数】,fēnshù,
4645511,464551,1,～儿,fēn∥chéngr,
4646011,464601,1,见see【分数】,fēnshù,
4646711,464671,1,见see【分数】,fēnshù,
4647611,464761,1,～儿,fēn∥piànr,
4651414,465141,4,同same as‘窃窃’,qièqiè,
4658213,465821,3,same as搂(lōu)①在山上～干草,rake up hay on the hill,
4659111,465911,1,same as诸位,zhūwèi,
4662011,466201,1,同same as‘罡风’,gāngfēng,
4663111,466311,1,same as创立,chuànglì,
4663611,466361,1,同same as‘疮痍’,chuāngyí,
4664411,466441,1,same as创办,chuàngbàn,
4670511,467051,1,同same as‘芟秋’,shānqiū,
4670811,467081,1,见see【省略号】,shěngl?èhào,
4671111,467111,1,～儿,pàn∥fēnr,
4673611,467361,1,same as利口,lìkǒu,
4673911,467391,1,见see【因势利导】,yīn shì lì dǎo,
4674211,467421,1,〈书fml.〉same as利润,lìrùn,
4675111,467511,1,same as利落,lì·luo,
4675411,467541,1,〈方dial.〉same as利息,lìxī,
4675611,467561,1,same as利息,lìxī,
4676511,467651,1,(～儿,biéhàor,
4676611,467661,1,(～儿,biémíngr,
4679011,467901,1,见see【一刬】,yīchàn,
4679021,467902,1,同same as‘铲’,chǎn,
4679311,467931,1,同same as‘呱呱叫’,guāguājiào,
4680711,468071,1,～儿,dào∥tóur,
4681911,468191,1,见see【作件】,zuòjiàn,
4685111,468511,1,见see‘桧’(guì)。,,
4685711,468571,1,same as刺眼,cìyǎn,
4686611,468661,1,同same as‘缂丝’,kèsī,
4687211,468721,1,同same as‘克日’,kèrì,
4687311,468731,1,同same as‘克期’,kèqī,
4689312,468931,2,同same as‘锉’,cuò,
4690011,469001,1,见see【刀削面】,dāoxiāomiàn,
4691511,469151,1,(～儿,qiánbàntiānr,
4691611,469161,1,〈方dial.〉(～儿,qiánbànshǎngr,
4692311,469231,1,same as前夕,qiánxī,
4692611,469261,1,same as前面,qián·miɑn,
4692711,469271,1,same as前奏曲,qiánzòuqǔ,
4694111,469411,1,same as前面,qián·miɑn,
4694311,469431,1,same as前天,qiántiān,
4694811,469481,1,same as前世,qiánshì,
4695111,469511,1,same as前途,qiántú,
4696412,469641,2,(～儿,qiánshēnr,
4696711,469671,1,～儿,qián·biɑnr,
4702111,470211,1,same as剪辑,jiǎnjí,
4704211,470421,1,same as副题,fùtí,
4704911,470491,1,见see‘霓’,ní,
4707211,470721,1,same as剽窃,piāoqiè,
4707711,470771,1,〈书fml.〉同same as‘抄袭’。,plagiarize,
4707911,470791,1,same as剿灭,jiǎomiè,
4708211,470821,1,见see[剞劂](jījué)。,,
4708311,470831,1,same as劄子,zhá·zi,
4708321,470832,1,同same as‘扎’(zhā)①③。⇒劄zhá,,
4708511,470851,1,同same as‘札记’,zhájì,
4710011,471001,1,same as劈脸,pīliǎn,
4710112,471011,2,同same as‘耠’,huō,
4711911,471191,1,～儿,lì·qihuór,
4713911,471391,1,same as劝阻,quànzǔ,
4714012,471401,2,same as劝架,quàn∥jià,
4716311,471631,1,same as功效,gōngxiào,
4717211,471721,1,同same as‘工架’,gōngjià,
4718611,471861,1,～儿,jiā∥jìnr,
4719612,471961,2,(～儿,jiā∥yóur,
4720211,472021,1,(～儿,jiā∥mǎr,
4725111,472511,1,～儿,dòng∥huǒr,
4728811,472881,1,见see【助桀为虐】,zhù Jié wéi n?è,
4729211,472921,1,～儿,nǔ∥zuǐr,
4737811,473781,1,〈书fml.〉同same as‘勃谿’,bóxī,
4742111,474211,1,same as勤奋,qínfèn,
4742911,474291,1,见see[劻勷](kuāngráng)。,,
