definition_id,pinyin_id,ref_hanzi,ref_pinyin,definition_sn,pos,definition_cn
25927,13055,,,1,名词,哺乳动物，颈长，身体高大，毛褐色，四肢细长，蹄扁平，背上有一或两个驼峰，耐饥渴高温。性温驯，能负重在沙漠中长途行走，号称“沙漠之舟”
25928,13056,,,1,名词,诗歌中的句子；借指诗歌作品
25929,13057,,,1,动词,同一平面内的两条直线永不相交，称这两条直线互相平行；两个平面之间或一条直线与一个平面之间永不相交，也称为互相平行
25930,13057,,,2,形容词,同时发生的
25931,13057,,,3,形容词,等级相同、互不隶属的
25932,13057,,,4,动词,（公文）发向平级
25933,13058,,,1,名词,中生代（地质年代名称，指距今2.5亿年至6500万年间）的一种爬行动物。种类很多，体型各异，大的长达数十米，体重可达四五十吨；中生代末期灭绝
25934,13059,,,1,,我国现行法律指公民依法参加国家政治生活的权利，是公民基本权利的重要组成部分。如选举权和被选举权，言论、出版、集会、结社、游行、示威自由的权利，担任国家机关职务的权利，担任国有公司、企事业单位和人民团体领导职务的权利
25935,13060,,,1,形容词,指形式变了而实质没变的（多指不好的事）
25936,13061,,,1,名词,久远的年代
25937,13061,,,2,动词,婉词，多用于挽联、花圈等的上款，意为永别
25938,13062,,,1,,一定不能缺少
25939,13063,,,1,形容词,多元的；多方面并存的
25940,13064,,,1,名词,银行系统在分行下设立的独立营业部门
25941,13065,,,1,动词,发动武装起义
25942,13066,,,1,名词,放牧牲畜的草场
25943,13066,,,2,名词,以牧养牲畜为主的企业单位
25944,13067,,,1,名词,【眼球】视觉器官的主体部分。人的眼球呈球状，藏在眼眶内，前面凸出，外部由角膜、巩膜、脉络膜、视网膜等薄膜构成，内部有水状液、晶状体和玻璃体，前面中央有一个圆形的瞳孔。俗称眼珠子
25945,13068,,,1,名词,〈口〉指妻子
25946,13068,,,2,名词,旧时对中青年已婚女子的尊称（多见于早期白话）
25947,13069,,,1,动词,选定；选择
25948,13070,,,1,动词,损坏（风气、声誉等）
25949,13070,,,2,形容词,（道德、品行等）极坏；十分恶劣
25950,13071,,,1,名词,从事音乐工作，并获得较高成就的人
25951,13072,,,1,名词,专门收容难民，供他们暂时生活的处所
25952,13073,,,1,,被压迫的阶级或民族为获得解放而进行的战争；特指我国第三次国内革命战争
25953,13074,,,1,动词,体制改革的简称
25954,13075,,,1,名词,比喻不兴旺的状态；最低点
25955,13075,,,2,名词,低洼的谷地
25956,13076,,,1,名词,有围墙便于防守的小城
25957,13077,,,1,名词,制造或建造所需的费用
25958,13078,,,1,名词,牛海绵状脑病的俗称。一种潜伏期很长的慢性传染病，多见于成年牛。症状为四肢僵硬、体重下降、惊恐等。可传染给人。20世纪80年代中期首先在英国发现
25959,13079,,,1,形容词,紧急重要
25960,13080,,,1,名词,自己所从事的工作
25961,13080,,,2,名词,长期从事的已经熟悉的行业
25962,13081,,,1,动词,聘请使用
25963,13082,,,1,动词,内心存有
25964,13083,,,1,动词,说不准
25965,13083,,,2,动词,有所顾虑，有话而不便说出
25966,13084,,,1,形容词,由单独一方参加的
25967,13084,,,2,名词,图案四周勾的单线边框
25968,13085,,,1,形容词,（声音）听起来让人舒服、愉快
25969,13085,,,2,形容词,（话语）听起来让人舒服、满意
25970,13085,,,3,形容词,光彩，体面
25971,13086,,,1,动词,（物体）缩小或缩短
25972,13086,,,2,动词,紧缩；由分散变为集中
25973,13087,,,1,动词,把药物吃进去
25974,13087,,,2,动词,嘴上说信服
25975,13088,,,1,动词,用手轻轻地接触并慢慢地来回移动
25976,13089,,,1,名词,城市、乡镇、街道、村落等各个地方的专有名称
25977,13090,,,1,名词,对住持僧或年长僧人的尊称
25978,13090,,,2,名词,基督教某些教派中协助牧师管理教务的人
25979,13090,,,3,名词,旧指年岁大的人
25980,13091,,,1,名词,紧张和急迫的感觉或意识
25981,13092,,,1,名词,高度集中的类型
25982,13093,,,1,名词,应邀前来的客人
