definition_id,pinyin_id,ref_hanzi,ref_pinyin,definition_sn,pos,definition_cn
61077,42114,,,1,动词,责问；责难
61078,42115,,,1,名词,人和高等动物的肺表面有深长的裂沟，把肺分为若干部分，每一部分就是一个肺叶。人的左肺有两叶，右肺有三叶
61079,42116,,,1,形容词,形容动作迟缓或做事缓慢
61080,42117,,,1,动词,寻求；设法弄到
61081,42118,,,1,动词,挑拨煽动；唆使
61082,42119,,,1,名词,一种有机化合物的简称。白色颗粒或粉末状晶体。可制消炎药
61083,42120,,,1,动词,给马喝水
61084,42121,,,1,名词,皇帝发布的命令
61085,42121,,,2,动词,皇帝发布命令
61086,42122,,,1,动词,隐居避世
61087,42122,,,2,名词,隐居的人
61088,42123,,,1,名词,柔软的心肠；比喻温柔缠绵的情意
61089,42124,,,1,动词,立论；抱有某种观点
61090,42125,,,1,动词,原指登上擂台与擂主比武；现多指在体育或其他比赛中应战
61091,42126,,,1,动词,加重刑罚
61092,42127,,,1,名词,特指阴茎前部包着龟头的外皮
61093,42127,,,2,名词,包装的外皮
61094,42128,,,1,名词,泌尿系统疾病，因代谢失常，尿中盐类沉积，生成结石而致。主要症状有剧痛、血尿等
61095,42129,,,1,名词,一种佐餐食品。用豆腐作坯，经过发酵、腌制而成，有特殊的气味
61096,42130,,,1,名词,英语[bikini]音译。指一种由小三角裤和胸罩组成的女子泳装。
61097,42131,,,1,名词,地层因受地质应力作用而连续出现一条或多条断层错位且断层两侧岩块破碎的地带
61098,42132,,,1,名词,用大量快速机动兵力和精锐武器突然实施猛烈袭击，以图迅速摧毁对方的作战方法
61099,42133,,,1,,盘算；打主意
61100,42133,,,2,,拨打算盘珠子计算
61101,42134,,,1,名词,不自制节目只从事转播的电视台
61102,42135,,,1,名词,一种辣椒，果实形状像柿子，略带甜味，是普通蔬菜
61103,42136,,,1,名词,解放军战士穿的一种橡胶底、军绿色帆布面的系带鞋
61104,42137,,,1,名词,落叶乔木，叶柔软，长针形，果实卵圆形，表面有鳞片，种子上端有翅。木材坚实，可作枕木、桥梁等用材
61105,42138,,,1,名词,一种蓝藻，呈螺旋状。富含蛋白质、碳水化合物、脂肪、维生素以及微量元素等，为保健食品
61106,42139,,,1,,把被褥等卷起来准备离开。借指被解雇或辞职
61107,42140,,,1,名词,用来排练体操、舞蹈、戏曲等的场地
61108,42141,,,1,,织布时，每条经线都丝毫不差地从筘齿通过（扣：筘，织布机上像梳子的机件）；比喻做得十分细致准确
61109,42142,,,1,形容词,形容遇到困难或危急情况时能沉着镇定；也指对事情无动于衷
61110,42143,,,1,,人马都被打翻在地。形容狼狈不堪或乱成一团
61111,42144,,,1,,旧指歪曲法律条文营私作弊；后泛指玩弄文辞
61112,42145,,,1,,重新和好
61113,42146,,,1,形容词,形容人肥胖，肚子大（含贬义）
61114,42147,,,1,,矫正弯曲的东西，做过了头，又弯向另一面。比喻纠正偏差超过了应有限度
61115,42148,,,1,,原形容老练而自负的神态。现多形容暮气沉沉、缺乏朝气的样子
61116,42149,,,1,形容词,形容记得非常牢固，念得或背得非常流利
