hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
50863,下劲,70002,51566,xià jìn,1,
50864,各有所好,70003,51567,gè yǒu suǒ hào,1,
50865,抽冷子,70005,51568,chōu lěng zi,1,
50866,耻骨,70006,51569,chǐ gǔ,1,
50867,赤忱,70008,51570,chì chén,1,
50868,凡庸,70014,51571,fán yōng,1,
50869,山核桃,70015,51572,shān hé tao,1,
50870,误听,70016,51573,wù tīng,1,
50871,怃然,70017,51574,wǔ rán,1,
50872,掉书袋,70020,51575,diào shū dài,1,
50873,吹拍,70023,51576,chuī pāi,1,
50874,刺参,70024,51577,cì shēn,1,
50875,寸阴,70025,51578,cùn yīn,1,
50876,错谬,70029,51579,cuò miù,1,
50877,慢性子,70045,51580,màn xìng zi,1,
50878,地漏,70048,51581,dì lòu,1,
50879,桥桩,70050,51582,qiáo zhuāng,1,
50880,递条子,70051,51583,dì tiáo zi,1,
50881,填方,70052,51584,tián fāng,1,
50882,田垄,70053,51585,tián lǒng,1,
50883,畜圈,70054,51586,chù juàn,1,
50884,草寇,70055,51587,cǎo kòu,1,
50885,荤食,70056,51588,hūn shí,1,
50886,嫂夫人,70058,51589,sǎo fū ren,1,
50887,自疚,70061,51590,zì jiù,1,
50888,浅露,70062,51591,qiǎn lù,1,
50889,钻工,70063,51592,zuàn gōng,1,
50890,肉脯,70069,51593,ròu fǔ,1,
50891,断狱,70072,51594,duàn yù,1,
50892,粟子,70077,51595,sù zi,1,
50893,主粮,70081,51596,zhǔ liáng,1,
50894,打包票,70084,51597,dǎ bāo piào,1,
50895,书名号,70085,51598,shū míng hào,1,
50896,零数,70086,51599,líng shù,1,
50897,摈斥,70087,51600,bìn chì,1,
50898,无奈何,70089,51601,wú nài hé,1,
50899,膏剂,70090,51602,gāo jì,1,
50900,象脚鼓,70091,51603,xiàng jiǎo gǔ,1,
50901,牵记,70093,51604,qiān jì,1,
50902,按例,70097,51605,àn lì,1,
50903,访旧,70102,51606,fǎng jiù,1,
50904,吊兰,70105,51607,diào lán,1,
50905,寿酒,70106,51608,shòu jiǔ,1,
50906,果料,70113,51609,guǒ liào,1,
50907,倾耳,70117,51610,qīng ěr,1,
50908,管界,70118,51611,guǎn jiè,1,
50909,砧木,70119,51612,zhēn mù,1,
50910,瞎聊,70127,51613,xiā liáo,1,
50911,软水,70141,51614,ruǎn shuǐ,1,
50912,满勤,70143,51615,mǎn qín,1,
50913,苟且偷安,70145,51616,gǒu qiě tōu ān,1,
50914,河南坠子,70151,51617,hé nán zhuì zi,1,
50915,仰人鼻息,70154,51618,yǎng rén bí xī,1,
50916,五马分尸,70159,51619,wǔ mǎ fēn shī,1,
50917,骨鲠在喉,70167,51620,gǔ gěng zài hóu,1,
50918,连鬓胡子,70174,51621,lián bìn hú zi,1,
50919,绵白糖,70175,51622,mián bái táng,1,
50920,雪里送炭,70182,51623,xuě lǐ sòng tàn,1,
50921,流盼,70187,51624,liú pàn,1,
50922,冲澡,70194,51625,chōng zǎo,1,
50923,平乱,70195,51626,píng luàn,1,
50924,嗟来之食,70197,51627,jiē lái zhī shí,1,
50925,公私兼顾,70212,51628,gōng sī jiān gù,1,
50926,狗尾草,70218,51629,gǒu wěi cǎo,1,
50927,遏阻,70220,51630,è zǔ,1,
50928,彩墨画,70221,51631,cǎi mò huà,1,
50929,落地式,70222,51632,luò dì shì,1,
50930,强行军,70223,51633,qiáng xíng jūn,1,
50931,调级,70226,51634,tiáo jí,1,
50932,鞍马劳顿,70227,51635,ān mǎ láo dùn,1,
50933,自卖自夸,70230,51636,zì mài zì kuā,1,
50934,电子词典,70232,51637,diàn zǐ cí diǎn,1,
50935,袅袅婷婷,70234,51638,niǎo niǎo tíng tíng,1,
50936,阴阳人,70235,51639,yīn yáng rén,1,
50937,挥斥,70236,51640,huī chì,1,
50938,飞短流长,70240,51641,fēi duǎn liú cháng,1,
50939,桃符,70243,51642,táo fú,1,
50940,跑江湖,70244,51643,pǎo jiāng hú,1,
50941,课间操,70247,51644,kè jiān cāo,1,
50942,碾坊,70249,51645,niǎn fáng,1,
50943,跑码头,70255,51646,pǎo mǎ tou,1,
50944,坐怀不乱,70258,51647,zuò huái bù luàn,1,
50945,混混儿,70261,51648,hùn hun er,1,
50946,气胸,70262,51649,qì xiōng,1,
50947,减压阀,70263,51650,jiǎn yā fá,1,
50948,大烟鬼,70264,51651,dà yān guǐ,1,
50949,丧亡,70267,51652,sàng wáng,1,
50950,垂髫,70269,51653,chuí tiáo,1,
50951,邀宠,70272,51654,yāo chǒng,1,
50952,脂肪瘤,70273,51655,zhī fáng liú,1,
50953,吞蚀,70277,51656,tūn shí,1,
50954,直性子,70279,51657,zhí xìng zi,1,
50955,顿开茅塞,70281,51658,dùn kāi máo sè,1,
50956,穿云破雾,70284,51659,chuān yún pò wù,1,
50957,揖让,70286,51660,yī ràng,1,
50958,渔人之利,70288,51661,yú rén zhī lì,1,
50959,躲懒,70295,51662,duǒ lǎn,1,
50960,托病,70296,51663,tuō bìng,1,
50961,玄色,70300,51664,xuán sè,1,
50962,守望相助,70302,51665,shǒu wàng xiāng zhù,1,
50963,船桅,70303,51666,chuán wéi,1,
50964,裙裤,70306,51667,qún kù,1,
50965,罢演,70307,51668,bà yǎn,1,
50966,凉丝丝,70312,51669,liáng sī sī,1,
50967,池座,70315,51670,chí zuò,1,
50968,案牍,70318,51671,àn dú,1,
50969,湿乎乎,70319,51672,shī hū hū,1,
50970,挛缩,70321,51673,luán suō,1,
50971,讽谏,70322,51674,fěng jiàn,1,
50972,敦睦,70323,51675,dūn mù,1,
50973,感恩图报,70324,51676,gǎn ēn tú bào,1,
50974,害眼,70325,51677,hài yǎn,1,
50975,平方根,70328,51678,píng fāng gēn,1,
50976,西番莲,70331,51679,xī fān lián,1,
50977,出账,70333,51680,chū zhàng,1,
50978,冲浪板,70335,51681,chōng làng bǎn,1,
50979,露富,70338,51682,lòu fù,1,
50980,药饵,70342,51683,yào ěr,1,
50981,拖腔,70349,51684,tuō qiāng,1,
50982,坐天下,70352,51685,zuò tiān xià,1,
50983,电警棍,70353,51686,diàn jǐng gùn,1,
50984,密函,70354,51687,mì hán,1,
50985,不名一文,70360,51688,bù míng yī wén,1,
50986,午餐肉,70361,51689,wǔ cān ròu,1,
50987,石坊,70362,51690,shí fāng,1,
50988,参谒,70366,51691,cān yè,1,
50989,签押,70373,51692,qiān yā,1,
50990,请援,70375,51693,qǐng yuán,1,
50991,藏掖,70377,51694,cáng yē,1,
50992,提词,70379,51695,tí cí,1,
50993,承欢,70380,51696,chéng huān,1,
50994,呵叱,70381,51697,hē chì,1,
50995,吃准,70383,51698,chī zhǔn,1,
50996,镜花水月,70386,51699,jìng huā shuǐ yuè,1,
50997,破罐破摔,70387,51700,pò guàn pò shuāi,1,
50998,眼观六路，耳听八方,70389,51701,yǎn guān liù lù，ěr tīng bā fāng,1,
50999,拙见,70390,51702,zhuō jiàn,1,
51000,明瓦,70397,51703,míng wǎ,1,
51001,走棋,70399,51704,zǒu qí,1,
51002,降调,70400,51705,jiàng diào,1,
51003,混充,70401,51706,hùn chōng,1,
51004,九九归一,70402,51707,jiǔ jiǔ guī yī,1,
51005,路不拾遗,70405,51708,lù bù shí yí,1,
51006,驭手,70407,51709,yù shǒu,1,
51007,亮底,70408,51710,liàng dǐ,1,
51008,音序,70413,51711,yīn xù,1,
51009,邯郸学步,70415,51712,hán dān xué bù,1,
51010,平绒,70417,51713,píng róng,1,
51011,戳子,70420,51714,chuō zi,1,
51012,宏才,70421,51715,hóng cái,1,
51013,陪绑,70423,51716,péi bǎng,1,
51014,搐动,70430,51717,chù dòng,1,
51015,黍子,70433,51718,shǔ zi,1,
51016,幽邃,70439,51719,yōu suì,1,
51017,虎胆,70445,51720,hǔ dǎn,1,
51018,天塌地陷,70446,51721,tiān tā dì xiàn,1,
51019,挤牙膏,70447,51722,jǐ yá gāo,1,
51020,胡子茬儿,70448,51723,hú zi chá er,1,
51021,匀整,70449,51724,yún zhěng,1,
51022,集体户,70452,51725,jí tǐ hù,1,
51023,仗恃,70453,51726,zhàng shì,1,
51024,喷云吐雾,70458,51727,pēn yún tǔ wù,1,
51025,豪族,70460,51728,háo zú,1,
51026,禅门,70468,51729,chán mén,1,
51027,困兽犹斗,70470,51730,kùn shòu yóu dòu,1,
51028,牛刀小试,70473,51731,niú dāo xiǎo shì,1,
51029,吃哑巴亏,70475,51732,chī yǎ ba kuī,1,
51030,假模假式,70482,51733,jiǎ mó jiǎ shì,1,
51031,仗义疏财,70485,51734,zhàng yì shū cái,1,
51032,不落窠臼,70487,51735,bù luò kē jiù,1,
51033,窝主,70488,51736,wō zhǔ,1,
51034,风流云散,70496,51737,fēng liú yún sàn,1,
51035,粉蝶,70497,51738,fěn dié,1,
51036,无以为生,70500,51739,wú yǐ wéi shēng,1,
51037,犁杖,70501,51740,lí zhàng,1,
51038,电子汇款,70506,51741,diàn zǐ huì kuǎn,1,
51039,别有天地,70511,51742,bié yǒu tiān dì,1,
51040,刻舟求剑,70514,51743,kè zhōu qiú jiàn,1,
51041,水火无情,70518,51744,shuǐ huǒ wú qíng,1,
51042,将功赎罪,70519,51745,jiāng gōng shú zuì,1,
51043,辞让,70520,51746,cí ràng,1,
51044,草台班子,70522,51747,cǎo tái bān zi,1,
51045,绵里藏针,70523,51748,mián lǐ cáng zhēn,1,
51046,哧溜,70526,51749,chī liū,1,
51047,樟脑丸,70533,51750,zhāng nǎo wán,1,
51048,黄昏恋,70538,51751,huáng hūn liàn,1,
51049,保温杯,70539,51752,bǎo wēn bēi,1,
51050,滚刀肉,70541,51753,gǔn dāo ròu,1,
51051,反间计,70544,51754,fǎn jiàn jì,1,
51052,梨园戏,70545,51755,lí yuán xì,1,
51053,私房话,70550,51756,sī fang huà,1,
51054,过劳死,70554,51757,guò láo sǐ,1,
51055,租借地,70555,51758,zū jiè dì,1,
51056,吃大户,70558,51759,chī dà hù,1,
51057,里程表,70562,51760,lǐ chéng biǎo,1,
51058,小小子,70566,51761,xiǎo xiǎo zi,1,
51059,姑太太,70567,51762,gū tài tai,1,
51060,泄洪道,70570,51763,xiè hóng dào,1,
51061,哽噎,70572,51764,gěng yē,1,
51062,守活寡,70574,51765,shǒu huó guǎ,1,
51063,弹簧秤,70577,51766,tán huáng chèng,1,
51064,急救箱,70579,51767,jí jiù xiāng,1,
51065,白报纸,70581,51768,bái bào zhǐ,1,
51066,臭皮囊,70583,51769,chòu pí náng,1,
51067,回归热,70585,51770,huí guī rè,1,
51068,二鬼子,70586,51771,èr guǐ zi,1,
51069,锡克教,70588,51772,xī kè jiào,1,
51070,烂泥塘,70589,51773,làn ní táng,1,
51071,现成饭,70590,51774,xiàn chéng fàn,1,
51072,木糖醇,70592,51775,mù táng chún,1,
51073,织锦缎,70593,51776,zhī jǐn duàn,1,
51074,三棱镜,70595,51777,sān léng jìng,1,
51075,爆破手,70597,51778,bào pò shǒu,1,
51076,半脱产,70598,51779,bàn tuō chǎn,1,
51077,猛不防,70601,51780,měng bu fáng,1,
51078,菜团子,70602,51781,cài tuán zi,1,
51079,水滨,70604,51782,shuǐ bīn,1,
51080,色胆,70605,51783,sè dǎn,1,
51081,料器,70610,51784,liào qì,1,
51082,飘悠,70613,51785,piāo you,1,
51083,枯朽,70614,51786,kū xiǔ,1,
51084,爆肚儿,70615,51787,bào dǔ er,1,
51085,出丧,70620,51788,chū sāng,1,
51086,查夜,70624,51789,chá yè,1,
51087,宦途,70625,51790,huàn tú,1,
51088,白浊,70628,51791,bái zhuó,1,
51089,酌减,70631,51792,zhuó jiǎn,1,
