pinyin_id,hanzi,pinyin,hsk_level,frequency_rank,pinyin_sn
56941,公司,gōng sī,2,157,1
200048,已经,yǐ jīng,2,158,1
57811,已经,yǐ jing,2,158,2
241,到,dào,2,159,1
57491,时间,shí jiān,2,160,1
271,就,jiù,2,161,1
57851,因为,yīn wèi,2,162,1
281,出,chū,2,163,1
57141,开始,kāi shǐ,2,164,1
311,也,yě,2,165,1
61981,发展,fā zhǎn,4,166,1
352,着,zhe,2,167,1
351,着,zháo,2,167,2
353,着,zhāo,2,167,3
354,着,zhuó,2,167,4
57161,可能,kě néng,2,168,1
56791,但是,dàn shì,2,169,1
56781,大家,dà jiā,2,170,1
501,得,de,2,171,3
502,得,děi,2,171,2
503,得,dé,2,171,1
76311,万一,wàn yī,5,172,1
200134,唯一,wéi yī,5,173,1
58011,知道,zhī dào,2,174,1
57541,所以,suǒ yǐ,2,175,1
204031,没有,méi yǒu,,176,1
57821,一起,yī qǐ,2,177,1
57671,希望,xī wàng,2,178,1
741,进,jìn,2,179,1
63171,进行,jìn xíng,4,180,1
761,还,hái,2,181,1
762,还,huán,2,181,2
56871,非常,fēi cháng,2,182,1
57121,觉得,jué de,2,183,1
871,从,cóng,2,184,1
57431,去年,qù nián,2,185,1
931,长,cháng,2,186,1
932,长,zhǎng,2,186,2
58001,正在,zhèng zài,2,187,1
56971,孩子,hái zi,2,188,1
1041,高,gāo,2,189,1
57521,手机,shǒu jī,2,190,1
1111,它,tā,2,191,1
58021,准备,zhǔn bèi,2,192,1
57501,事情,shì qing,2,193,1
57912,运动,yùn dòng,2,194,1
57911,运动,yùn dong,2,194,2
57081,介绍,jiè shào,2,195,1
56671,帮助,bāng zhù,2,196,1
57701,小时,xiǎo shí,2,197,1
172,地,de,3,198,1
171,地,dì,3,198,2
1311,两,liǎng,2,199,1
1331,外,wài,2,200,1
56901,告诉,gào su,2,201,1
56902,告诉,gào sù,2,201,2
200041,打篮球,dá lán qiú,2,202,1
57342,女人,nǚ rén,2,203,1
57341,女人,nǚ ren,2,203,2
74001,企业,qǐ yè,5,204,1
1571,新,xīn,2,205,1
1581,向,xiàng,2,206,1
57322,男人,nán rén,2,207,1
57321,男人,nán ren,2,207,2
57621,晚上,wǎn shang,2,208,1
57251,旅游,lǚ yóu,2,209,1
1661,问,wèn,2,210,1
1721,最,zuì,2,211,1
1791,比,bǐ,2,212,1
57461,身体,shēn tǐ,2,213,1
57201,快乐,kuài lè,2,214,1
58961,国家,guó jiā,3,215,1
58031,自行车,zì xíng chē,2,216,1
2002,别,bié,2,217,1
2001,别,biè,2,217,2
57011,欢迎,huān yíng,2,218,1
2031,给,gěi,2,219,1
2032,给,jǐ,2,219,2
56881,服务员,fú wù yuán,2,220,1
57771,眼睛,yǎn jing,2,221,1
2101,次,cì,2,222,1
57151,考试,kǎo shì,2,223,1
56931,公共汽车,gōng gòng qì chē,2,224,1
2221,走,zǒu,2,225,1
2231,真,zhēn,2,226,1
2281,门,mén,2,227,1
2341,题,tí,2,228,1
57031,回答,huí dá,2,229,1
2691,路,lù,2,230,1
2741,再,zài,2,231,1
57741,休息,xiū xi,2,232,1
2781,件,jiàn,2,233,1
57831,意思,yì si,2,234,1
57931,早上,zǎo shang,2,235,1
2911,白,bái,2,236,1
201801,不忿,bù fèn,,237,1
200042,公斤,gōng jīn,2,238,1
57451,上班,shàng bān,2,239,1
2991,完,wán,2,240,1
57392,妻子,qī zi,2,241,1
57391,妻子,qī zǐ,2,241,2
57071,姐姐,jiě jie,2,242,1
56681,报纸,bào zhǐ,2,243,1
57762,颜色,yán sè,2,244,1
57761,颜色,yán shai,2,244,2
3171,张,zhāng,2,245,1
57961,丈夫,zhàng fu,2,246,1
57962,丈夫,zhàng fū,2,246,2
206207,一撮毛,yī zuǒ máo,,247,1
56861,房间,fáng jiān,2,248,1
57351,旁边,páng biān,2,249,1
3301,每,měi,2,250,1
57041,机场,jī chǎng,2,251,1
200046,生日,shēng rì,2,252,1
57481,生日,shēng ri,2,252,2
56911,哥哥,gē ge,2,253,1
57401,起床,qǐ chuáng,2,254,1
3451,百,bǎi,2,255,1
57131,咖啡,kā fēi,2,256,1
57372,便宜,pián yi,2,257,1
57371,便宜,biàn yí,2,257,2
200043,好吃,hǎo chī,2,258,1
3681,近,jìn,2,259,1
200045,牛奶,niú nǎi,2,260,1
57301,妹妹,mèi mei,2,261,1
57871,右边,yòu bian,2,262,1
3851,快,kuài,2,263,1
200044,鸡蛋,jī dàn,2,264,1
56831,弟弟,dì di,2,265,1
3931,离,lí,2,266,1
57861,游泳,yóu yǒng,2,267,1
200040,唱歌,chàng gē,2,268,1
57061,教室,jiào shì,2,269,1
4231,红,hóng,2,270,1
4232,红,gōng,2,270,2
57471,生病,shēng bìng,2,271,1
57661,西瓜,xī guā,2,272,1
4351,笑,xiào,2,273,1
4381,远,yuǎn,2,274,1
58061,左边,zuǒ bian,2,275,1
57581,跳舞,tiào wǔ,2,276,1
57511,手表,shǒu biǎo,2,277,1
4491,元,yuán,2,278,1
200047,羊肉,yáng ròu,2,279,1
57361,跑步,pǎo bù,2,280,1
63211,经济,jīng jì,4,281,1
4691,千,qiān,2,282,1
4802,吧,ba,2,283,1
4801,吧,bā,2,283,2
5051,让,ràng,2,284,1
161,中,zhōng,,285,1
162,中,zhòng,,285,2
5261,找,zhǎo,2,286,1
5411,黑,hēi,2,287,1
6112,号,hào,2,288,1
6111,号,háo,2,288,2
6681,鱼,yú,2,289,1
6831,送,sòng,2,290,1
6871,错,cuò,2,291,1
6981,船,chuán,2,292,1
7591,忙,máng,2,293,1
7661,药,yào,2,294,1
7701,穿,chuān,2,295,1
7831,慢,màn,2,296,1
8341,贵,guì,2,297,1
8861,课,kè,2,298,1
9021,卖,mài,2,299,1
9261,您,nín,2,300,1
9741,雪,xuě,2,301,1
10541,累,lèi,2,302,1
10542,累,léi,2,302,2
10543,累,lěi,2,302,3
10891,阴,yīn,2,303,1
11121,玩,wán,2,304,1
11871,懂,dǒng,2,305,1
12061,洗,xǐ,2,306,1
12062,洗,xiǎn,2,306,2
12921,姓,xìng,2,307,1
13111,票,piào,2,308,1
101461,占有,zhàn yǒu,6,309,1
20701,晴,qíng,2,310,1
22901,踢,tī,2,311,1
231,以,yǐ,4,312,1
201,生,shēng,,313,1
59981,如果,rú guǒ,3,314,1
60191,提高,tí gāo,3,315,1
64741,市场,shì chǎng,4,316,1
60911,重要,zhòng yào,3,317,1
58991,还是,hái shi,3,318,1
221,们,men,,319,1
60931,主要,zhǔ yào,3,320,1
421,用,yòng,3,321,1
60581,要求,yāo qiú,3,322,1
60551,需要,xū yào,3,323,1
62451,管理,guǎn lǐ,4,324,1
59951,认为,rèn wéi,3,325,1
75001,生产,shēng chǎn,5,326,1
251,国,guó,,327,1
60721,影响,yǐng xiǎng,3,328,1
64551,社会,shè huì,4,329,1
261,时,shí,,330,1
60041,世界,shì jiè,3,331,1
71481,建设,jiàn shè,5,332,1
491,分,fēn,3,333,1
492,分,fèn,3,333,2
58751,发现,fā xiàn,3,334,1
60601,一定,yī dìng,3,335,1
523,种,zhǒng,3,336,1
521,种,chóng,3,336,2
522,种,zhòng,3,336,3
58441,出现,chū xiàn,3,337,1
62921,技术,jì shù,4,338,1
61001,作用,zuò yòng,3,339,1
65191,通过,tōng guò,4,340,1
62761,活动,huó dòng,4,341,1
58261,必须,bì xū,3,342,1
62901,记者,jì zhě,4,343,1
291,说,shuō,,344,1
292,说,shuì,,344,2
293,说,yuè,,344,3
341,发,fā,4,345,1
342,发,fà,4,345,2
60331,为了,wèi le,3,346,1
64271,情况,qíng kuàng,4,347,1
58931,关系,guān xì,3,348,1
361,对,duì,4,349,1
201441,大轴子,dà zhòu zi,,350,1
60361,文化,wén huà,3,351,1
63101,教育,jiào yù,4,352,1
206004,大大落落,dà dà luò luò,,353,1
58281,表示,biǎo shì,3,354,1
321,子,zi,,355,2
322,子,zǐ,,355,1
331,学,xué,,356,1
66721,组织,zǔ zhī,4,357,1
432,过,guò,4,358,1
431,过,guō,4,358,2
58721,而且,ér qiě,3,359,1
58861,根据,gēn jù,3,360,1
371,作,zuò,,361,1
372,作,zuō,,361,2
59871,其他,qí tā,3,362,1
58351,参加,cān jiā,3,363,1
471,而,ér,4,364,1
391,可,kè,,365,2
392,可,kě,,365,1
78611,政府,zhèng fǔ,5,366,1
59321,解决,jiě jué,3,367,1
60711,应该,yīng gāi,3,368,1
401,于,yú,,369,1
411,成,chéng,,370,1
58421,城市,chéng shì,3,371,1
66031,由于,yóu yú,4,372,1
64591,生活,shēng huó,4,373,1
58741,发烧,fā shāo,3,374,1
201721,红不棱登,hóng bu lēng dēng,,375,1
73401,目前,mù qián,5,376,1
76051,同时,tóng shí,5,377,1
60121,水平,shuǐ píng,3,378,1
58241,比较,bǐ jiào,3,379,1
59111,会议,huì yì,3,380,1
62061,方面,fāng miàn,4,381,1
60141,虽然,suī rán,3,382,1
59081,环境,huán jìng,3,383,1
952,把,bǎ,3,384,1
951,把,bà,3,384,2
200068,分之,fēn zhī,4,385,1
60291,完成,wán chéng,3,386,1
441,动,dòng,,387,1
451,主,zhǔ,,388,1
202391,大蓟,dà jì,,389,1
60681,一直,yī zhí,3,390,1
83591,地势,dì shì,6,391,1
58592,地方,dì fang,3,392,1
58591,地方,dì fāng,3,392,2
63132,结果,jié guǒ,4,393,1
63131,结果,jiē guǒ,4,393,2
61441,成为,chéng wéi,4,394,1
59411,决定,jué dìng,3,395,1
1101,又,yòu,3,396,1
60661,一般,yī bān,3,397,1
60561,选择,xuǎn zé,3,398,1
62051,方法,fāng fǎ,4,399,1
59551,历史,lì shǐ,3,400,1
1181,只,zhǐ,3,401,1
1182,只,zhī,3,401,2
67691,产品,chǎn pǐn,5,402,1
58251,比赛,bǐ sài,3,403,1
61971,发生,fā shēng,4,404,1
59351,经过,jīng guò,3,405,1
60631,以后,yǐ hòu,3,406,1
59591,了解,liǎo jiě,3,407,1
200051,过去,guò qu,3,408,1
58981,过去,guò qù,3,408,2
59181,检查,jiǎn chá,3,409,1
1221,使,shǐ,3,410,1
60621,一样,yī yàng,3,411,1
59791,努力,nǔ lì,3,412,1
58271,变化,biàn huà,3,413,1
65911,因此,yīn cǐ,4,414,1
200077,起来,qi lai,4,415,1
64161,起来,qǐ lái,4,415,2
631,行,xíng,4,416,1
632,行,háng,4,416,2
633,行,hàng,4,416,3
634,行,héng,4,416,4
551,经,jìng,,417,2
552,经,jīng,,417,1
561,自,zì,,418,1
1361,关,guān,3,419,1
571,现,xiàn,,420,1
581,同,tóng,,421,1
582,同,tòng,,421,2
62511,国际,guó jì,4,422,1
206001,会儿,huì r,,423,1
591,后,hòu,,424,1
601,产,chǎn,,425,1
59931,然后,rán hòu,3,426,1
611,方,fāng,5,427,1
701,之,zhī,4,428,1
58951,关于,guān yú,3,429,1
64141,其中,qí zhōng,4,430,1
72821,领导,lǐng dǎo,5,431,1
60341,为什么,wèi shén me,3,432,1
67481,部门,bù mén,5,433,1
66271,增加,zēng jiā,4,434,1
1561,教,jiāo,3,435,1
1562,教,jiào,3,435,2
59861,其实,qí shí,3,436,1
78781,治疗,zhì liáo,5,437,1
201011,树行子,shù hàng zi,,438,1
79421,作为,zuò wéi,5,439,1
59211,健康,jiàn kāng,3,440,1
60951,注意,zhù yì,3,441,1
1631,老,lǎo,3,442,1
621,工,gōng,,443,1
59391,举行,jǔ xíng,3,444,1
58531,担心,dān xīn,3,445,1
64721,使用,shǐ yòng,4,446,1
58161,办法,bàn fǎ,3,447,1
200082,随着,suí zhe,4,448,1
671,所,suǒ,5,449,1
71691,接着,jiē zhe,5,450,1
59121,或者,huò zhě,3,451,1
641,面,miàn,,452,1
62801,基础,jī chǔ,4,453,1
60981,最近,zuì jìn,3,454,1
65121,提供,tí gōng,4,455,1
59131,机会,jī huì,3,456,1
75581,思想,sī xiǎng,5,457,1
60701,银行,yín háng,3,458,1
60881,终于,zhōng yú,3,459,1
681,起,qǐ,,460,1
94041,群众,qún zhòng,6,461,1
58302,别人,bié ren,3,462,1
58301,别人,bié rén,3,462,2
62551,过程,guò chéng,4,463,1
901,等,děng,4,464,1
74561,人员,rén yuán,5,465,1
63941,能力,néng lì,4,466,1
77741,以及,yǐ jí,5,467,1
721,然,rán,,468,1
1991,位,wèi,3,469,1
60171,特别,tè bié,3,470,1
76101,投资,tóu zī,5,471,1
59961,认真,rèn zhēn,3,472,1
731,理,lǐ,,473,1
60261,突然,tū rán,3,474,1
76711,系统,xì tǒng,5,475,1
751,体,tī,,476,2
752,体,tǐ,,476,1
2051,条,tiáo,3,477,1
62891,继续,jì xù,4,478,1
62501,规定,guī dìng,4,479,1
58551,当然,dāng rán,3,480,1
771,定,dìng,,481,1
59311,结束,jié shù,3,482,1
781,实,shí,,483,1
58451,除了,chú le,3,484,1
59971,容易,róng yì,3,485,1
2111,被,bèi,3,486,1
2131,才,cái,3,487,1
2161,西,xī,3,488,1
1022,当,dāng,4,489,1
1021,当,dàng,4,489,2
2201,先,xiān,3,490,1
791,如,rú,,491,1
66401,支持,zhī chí,4,492,1
65161,条件,tiáo jiàn,4,493,1
66511,质量,zhì liàng,4,494,1
61641,代表,dài biǎo,4,495,1
62971,价格,jià gé,4,496,1
2371,口,kǒu,3,497,1
60641,以前,yǐ qián,3,498,1
801,么,me,,499,1
60451,相信,xiāng xìn,3,500,1
811,物,wù,,501,1
821,法,fǎ,,502,1
2461,放,fàng,3,503,1
2481,接,jiē,3,504,1
69121,对于,duì yú,5,505,1
2511,东,dōng,3,506,1
75181,实现,shí xiàn,5,507,1
59191,简单,jiǎn dān,3,508,1
58411,成绩,chéng jì,3,509,1
63201,精神,jīng shén,4,510,1
63202,精神,jīng shen,4,510,2
851,性,xìng,,511,1
60691,音乐,yīn yuè,3,512,1
60501,新闻,xīn wén,3,513,1
59341,经常,jīng cháng,3,514,1
861,民,mín,,515,1
2661,更,gèng,3,516,1
2662,更,gēng,3,516,2
71471,建立,jiàn lì,5,517,1
69511,分析,fēn xī,5,518,1
881,天,tiān,,519,1
69911,革命,gé mìng,5,520,1
891,化,huā,,521,2
892,化,huà,,521,1
200114,桔子,jú zi,5,522,1
62791,获得,huò dé,4,523,1
204261,牙子,yá zi,,524,1
200058,总是,zǒng shì,3,525,1
66281,增长,zēng zhǎng,4,526,1
911,力,lì,,527,1
61191,标准,biāo zhǔn,4,528,1
60741,游戏,yóu xì,3,529,1
66741,最后,zuì hòu,4,530,1
200061,部分,bù fèn,4,531,1
61301,部分,bù fen,4,531,2
60651,以为,yǐ wéi,3,532,1
68451,存在,cún zài,5,533,1
59141,几乎,jī hū,3,534,1
58631,电子,diàn zǐ,3,535,1
62911,计划,jì huà,4,536,1
68631,单位,dān wèi,5,537,1
2921,马,mǎ,3,538,1
59531,离开,lí kāi,3,539,1
76951,项目,xiàng mù,5,540,1
86121,钩子,gōu zi,6,541,1
941,心,xīn,,542,1
61271,不过,bù guò,4,543,1
3051,信,xìn,3,544,1
204611,麸子,fū zi,,545,1
204671,蚶子,hān zi,,546,1
206255,糁子,shēn zi,,547,1
204911,垸子,yuàn zi,,548,1
204941,杌子,wù zi,,549,1
961,部,bù,,550,1
3111,带,dài,3,551,1
61071,包括,bāo kuò,4,552,1
77231,形成,xíng chéng,5,553,1
971,义,yì,,554,1
65681,许多,xǔ duō,4,555,1
981,样,yàng,,556,1
59901,清楚,qīng chu,3,557,1
78601,政策,zhèng cè,5,558,1
991,事,shì,,559,1
1011,业,yè,,560,1
3261,花,huā,3,561,1
62821,积极,jī jí,4,562,1
69691,改革,gǎi gé,5,563,1
60021,声音,shēng yīn,3,564,1
3321,难,nán,3,565,1
3322,难,nàn,3,565,2
1213,与,yǔ,4,566,1
1211,与,yú,4,566,2
1212,与,yù,4,566,3
58902,故事,gù shi,3,567,1
58901,故事,gù shì,3,567,2
1031,因,yīn,,568,1
78731,制度,zhì dù,5,569,1
65001,所有,suǒ yǒu,4,570,1
60381,习惯,xí guàn,3,571,1
60201,体育,tǐ yù,3,572,1
58801,附近,fù jìn,3,573,1
58171,办公室,bàn gōng shì,3,574,1
1251,由,yóu,4,575,1
58391,超市,chāo shì,3,576,1
58661,动物,dòng wù,3,577,1
3462,南,nán,3,578,1
3461,南,nā,3,578,2
60771,愿意,yuàn yì,3,579,1
59701,明白,míng bai,3,580,1
61031,安全,ān quán,4,581,1
3581,极,jí,3,582,1
73241,明显,míng xiǎn,5,583,1
200216,迄今为止,qì jīn wéi zhǐ,6,584,1
200135,下载,xià zǎi,5,585,1
76761,下载,xià zài,5,585,2
72161,开发,kāi fā,5,586,1
72162,开发,kāi fa,5,586,2
200056,遇到,yù dào,3,587,1
59431,可爱,kě ài,3,588,1
58941,关心,guān xīn,3,589,1
61121,报道,bào dào,4,590,1
58761,方便,fāng biàn,3,591,1
71091,基本,jī běn,5,592,1
60841,照片,zhào piàn,3,593,1
60671,一边,yī biān,3,594,1
59161,记得,jì de,3,595,1
69381,方式,fāng shì,5,596,1
1081,社,shè,,597,1
66421,直接,zhí jiē,4,598,1
66181,原因,yuán yīn,4,599,1
60241,同意,tóng yì,3,600,1
1091,前,qián,,601,1
59651,满意,mǎn yì,3,602,1
59641,马上,mǎ shàng,3,603,1
3962,万,wàn,3,604,1
3961,万,mò,3,604,2
77191,信息,xìn xī,5,605,1
60441,相同,xiāng tóng,3,606,1
67351,不断,bù duàn,5,607,1
59771,年轻,nián qīng,3,608,1
68491,达到,dá dào,5,609,1
1131,其,jī,,610,2
1132,其,qí,,610,1
1442,无,wú,4,611,1
1441,无,mó,4,611,2
65861,一切,yī qiè,4,612,1
71931,经营,jīng yíng,5,613,1
64431,任务,rèn wu,4,614,1
59941,热情,rè qíng,3,615,1
69161,多余,duō yú,5,616,1
4311,包,bāo,3,617,1
63931,内容,nèi róng,4,618,1
70101,功能,gōng néng,5,619,1
59281,节目,jié mù,3,620,1
98041,细胞,xì bāo,6,621,1
78821,中心,zhōng xīn,5,622,1
72681,利用,lì yòng,5,623,1
68201,处理,chǔ lǐ,5,624,1
65751,严重,yán zhòng,4,625,1
4451,半,bàn,3,626,1
61421,成功,chéng gōng,4,627,1
62981,坚持,jiān chí,4,628,1
4501,低,dī,3,629,1
1191,重,zhòng,5,630,1
1192,重,chóng,5,630,2
59301,结婚,jié hūn,3,631,1
1161,意,yì,,632,1
4581,段,duàn,3,633,1
67281,表现,biǎo xiàn,5,634,1
63371,科学,kē xué,4,635,1
65261,完全,wán quán,4,636,1
58291,表演,biǎo yǎn,3,637,1
63961,农村,nóng cūn,4,638,1
74881,设计,shè jì,5,639,1
60891,中间,zhōng jiān,3,640,1
71741,结构,jié gòu,5,641,1
60321,忘记,wàng jì,3,642,1
1542,各,gè,4,643,1
1541,各,gě,4,643,2
4831,跟,gēn,3,644,1
60921,周末,zhōu mò,3,645,1
58851,刚才,gāng cái,3,646,1
4901,层,céng,3,647,1
200055,一会儿,yī huì r,3,648,1
4991,讲,jiǎng,3,649,1
60271,图书馆,tú shū guǎn,3,650,1
63231,经验,jīng yàn,4,651,1
60991,作业,zuò yè,3,652,1
64421,任何,rèn hé,4,653,1
68881,地区,dì qū,5,654,1
59361,经理,jīng lǐ,3,655,1
1611,内,nèi,4,656,1
5171,树,shù,3,657,1
5181,画,huà,3,658,1
78621,政治,zhèng zhì,5,659,1
60151,太阳,tài yáng,3,660,1
87311,患者,huàn zhě,6,661,1
60091,数学,shù xué,3,662,1
64691,实际,shí jì,4,663,1
5341,河,hé,3,664,1
5401,黄,huáng,3,665,1
60131,司机,sī jī,3,666,1
5431,越,yuè,3,667,1
5461,角,jiǎo,3,668,1
5462,角,jué,3,668,2
79091,资金,zī jīn,5,669,1
60531,兴趣,xìng qù,3,670,1
200050,打算,dǎ suàn,3,671,1
58511,打算,dǎ suan,3,671,2
1231,但,dàn,,672,1
58691,锻炼,duàn liàn,3,673,1
61291,不仅,bù jǐn,4,674,1
200057,照顾,zhào gu,3,675,1
60831,照顾,zhào gù,3,675,2
61091,保证,bǎo zhèng,4,676,1
1241,度,duó,,677,2
1242,度,dù,,677,1
5741,像,xiàng,3,678,1
5751,站,zhàn,3,679,1
59271,街道,jiē dào,3,680,1
64581,甚至,shèn zhì,4,681,1
96801,同志,tóng zhì,6,682,1
5791,米,mǐ,3,683,1
60471,小心,xiǎo xīn,3,684,1
60251,头发,tóu fa,3,685,1
61821,调查,diào chá,4,686,1
1261,道,dào,,687,1
67701,产生,chǎn shēng,5,688,1
1271,全,quán,,689,1
66531,重点,zhòng diǎn,4,690,1
5924,差,chà,3,691,1
5921,差,cī,3,691,2
5922,差,chài,3,691,3
5923,差,chāi,3,691,4
5925,差,chā,3,691,5
58781,放心,fàng xīn,3,692,1
72351,控制,kòng zhì,5,693,1
6041,刻,kè,3,694,1
58701,多么,duō me,3,695,1
61081,保护,bǎo hù,4,696,1
66691,自然,zì rán,4,697,1
66692,自然,zì ran,4,697,2
59001,害怕,hài pà,3,698,1
66341,正常,zhèng cháng,4,699,1
61991,法律,fǎ lǜ,4,700,1
6141,脸,liǎn,3,701,1
59881,奇怪,qí guài,3,702,1
