definition_id,pinyin_id,ref_hanzi,ref_pinyin,definition_sn,pos,definition_cn
75818,55202,,,1,,《诗经·小雅·巷伯》：“取彼谮人，投畀豺虎。”（畀：给予）意思是把那些进谗言的人都扔给豺狼老虎吃掉。后用“投畀豺虎”表示对坏人无比愤恨
75819,55203,,,1,,儿童游戏，两人分执皮筋两端，其他人利用皮筋的弹性来回踩跳皮筋儿
75820,55204,,,1,,节衣缩食
75821,55205,,,1,形容词,动作或事情没有全部做完或事物不完整的样子
75822,55206,,,1,,旧时指以表演戏曲、曲艺等为谋生手段
75823,55207,,,1,形容词,形容仅仅是外观体面，并不实在
75824,55208,,,1,名词,炉膛下面用来承放燃料及通气漏灰的铁屉子
75825,55209,,,1,,比喻暗中造谣中伤
75826,55210,,,1,名词,下霉雨的天气
75827,55211,,,1,名词,刚刚凝结的薄而细碎的冰块
75828,55211,,,2,名词,碎冰块
75829,55212,,,1,名词,领子
75830,55213,,,1,形容词,形容细而长
75831,55214,,,1,名词,值得一看的价值（跟“有”或“没有”搭配）
75832,55215,,,1,名词,某些地区指在煮开的豆浆中加入适量盐卤而凝结成的半固体，比豆腐脑儿略老一些。
75833,55216,,,1,动词,唱歌、唱戏、演奏偏离规定的曲调
75834,55217,,,1,形容词,形容金光闪耀的样子
75835,55218,,,1,名词,没有吊上面子和里子的皮筒子
75836,55218,,,2,名词,指磨掉了毛的皮制衣物
75837,55219,,,1,动词,打针或针灸时，病人出现面色苍白、心慌、多汗、头晕目眩、恶心呕吐等现象
75838,55220,,,1,动词,看见出血就头晕、心悸
75839,55221,,,1,动词,敬词，用于称长辈或上级对自己询问
75840,55222,,,1,动词,来来回回地说；翻来覆去地说
75841,55223,,,1,动词,清点、核对账目
75842,55224,,,1,动词,敬词，用于称长辈或上级对自己关怀惦念
75843,55225,,,1,动词,犯贪污罪；被判贪污罪
75844,55226,,,1,动词,完全知道
75845,55227,,,1,名词,在经过处理的猪膀胱里，装上碎肉和作料，经风干或熏烘而成的食品
75846,55228,,,1,动词,闪开道路
75847,55229,,,1,名词,指具有黏性的黄米、江米等。有的地方专指黄米
75848,55230,,,1,名词,指人类尚未开化的远古时代
75849,55231,,,1,名词,军械；兵器
75850,55232,,,1,名词,一种质地轻软、适宜作夏季衣料的合成纤维纺织品
75851,55233,,,1,,只会在单位或家庭内部蛮横、发威，在外面却软弱无能
75852,55234,,,1,名词,陈旧迂腐的言论
75853,55235,,,1,名词,用玉米心、豆饼、糠秕等混合磨成的粉（抗日战争时期北方沦陷区的百姓曾以此为主粮）
75854,55236,,,1,名词,兴趣正浓的时候
75855,55237,,,1,副词,表示两个或几个人来到或离去的时间很接近；表示两件或几件事情时间相隔不长地相继发生
75856,55238,,,1,名词,"地方戏曲剧种，流行于贵州一带。由一种用扬琴伴奏的说唱曲艺“文琴”发展而来，原称文琴戏,1958年改称今名"
75857,55239,,,1,动词,大声责问
75858,55240,,,1,动词,大声斥责、命令；喝令
75859,55241,,,1,名词,死讯
75860,55242,,,1,拟声词,模拟物体猛然落地或震动的声音
75861,55243,,,1,动词,文学创作的表现手法，按故事发生的时间顺序叙述（跟“倒叙”相区别）
75862,55244,,,1,名词,单位中无事可做的人
75863,55245,,,1,动词,驻守
75864,55246,,,1,名词,大饼切成丝加菜肴煮成的食品
75865,55247,,,1,名词,卯眼和榫头。榫头插入卯眼，可使器物部件牢固连接
75866,55248,,,1,动词,指犯罪分子作案前察看作案地的路径和地形
75867,55249,,,1,,比赛腕力和臂力。赛法是两人都伸出右手或左手，互相握住，向各自内侧同时用力，但身体和肘部不得移位，以扳倒对方前臂为胜
75868,55250,,,1,动词,解开纽扣
75869,55250,,,2,动词,〈口〉比喻解决矛盾或消除仇怨
75870,55251,,,1,名词,做短时零星杂活儿的人
75871,55252,,,1,动词,承担并保证完成一定范围的全部工作
75872,55253,,,1,名词,辈分
75873,55254,,,1,名词,指考试时夹带的作弊用的字条
75874,55255,,,1,名词,葱茎。因色白，故称
75875,55256,,,1,动词,指在饭馆主持烹调工作
75876,55257,,,1,形容词,形容调味品的味道进入菜肴，有滋味
75877,55257,,,2,形容词,形容很有趣味
75878,55258,,,1,名词,指用大碗盛着的、售价低廉的茶水
75879,55259,,,1,名词,两用衫
75880,55260,,,1,名词,花农；花匠；也泛指对种花有经验、有专长的人
75881,55261,,,1,名词,管形荧光灯的俗称
75882,55262,,,1,动词,驾驭不了；无法对付
75883,55263,,,1,动词,宠爱重用（含贬义）
75884,55264,,,1,,活着受人景仰，死了令人哀痛。常用来称颂受人尊敬的死者
75885,55265,,,1,形容词,形容物件上布满油垢的样子
75886,55266,,,1,名词,对乡下人的蔑称
75887,55267,,,1,名词,指上部略圆下部略尖，像瓜子儿似的脸型。
75888,55268,,,1,名词,雨滴
75889,55269,,,1,动词,赌博时把输掉的钱赢回来；也指把亏欠的本钱赚回来
75890,55270,,,1,名词,成片的耕地
75891,55271,,,1,名词,揉进了干面粉的发面
75892,55271,,,2,动词,往和（huó）好的面中揉进干面粉
75893,55272,,,1,名词,北京风味小吃，用猪肝、肥肠、蒜末等勾芡烩成
75894,55273,,,1,名词,经加工的有五香味儿的豆腐干儿
75895,55274,,,1,名词,放猪的人；也指专职养猪的人
