rank,cihui,pinyin,mismatch_parsed,invalid_parsed,has_subdefs,raw_html
85001,抽闲,chōuxián,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>抽闲</x-hw><x-pr> chōuxián</x-pr>
<dt><x-gram>动</x-gram>抽空<x-f>。</x-f></dt><dd><x-ex>忙中<x-key>抽闲</x-key></x-ex></dd>
"
85002,糅杂,róuzá,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>糅杂</x-hw><x-pr> róuzá</x-pr>
<dt><x-gram>动</x-gram>杂糅<x-f>。</x-f></dt>
"
85006,寸楷,cùnkǎi,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>寸楷</x-hw><x-pr> cùnkǎi</x-pr>
<dt><x-gram>名</x-gram>大小约一寸见方的楷体毛笔字<x-f>。</x-f></dt><dd><x-ex>壁上挂的是一幅<x-key>寸楷</x-key>的《治家格言》<x-f>。</x-f></x-ex></dd>
"
85008,笛膜,dímó,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>笛膜</x-hw><x-pr> dímó</x-pr>
<dt><x-gram>名</x-gram>贴在紧临吹孔的孔上的竹膜或苇膜，吹笛时可振动发声<x-f>。</x-f></dt>
"
85010,石蒜,shísuàn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>石蒜</x-hw><x-pr> shísuàn</x-pr>
<dt><x-gram>名</x-gram>多年生草本植物，秋天开红色或白色伞状花。地下球形鳞茎有毒，含石蒜碱，可以做药材<x-f>。</x-f></dt>（也说龙爪花、蟑螂花<x-f>。</x-f>）
"
85011,麦粒肿,màilìzhǒng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>麦粒肿</x-hw><x-pr> màilìzhǒng</x-pr>
<dt><x-gram>名</x-gram>急性睑腺炎。症状是眼睑边缘靠近睫毛处出现麦粒状小疙瘩，红肿，疼痛，化脓。多由葡萄球菌侵入眼睑的皮脂腺引起。通称针眼（yan）<x-f>。</x-f></dt>
"
85012,脑贫血,nǎopínxuè,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>脑贫血</x-hw><x-pr> nǎopínxuè</x-pr>
<dt><x-gram>名</x-gram>脑部血管血液过少的疾病，多由出血过多或营养不良等引起。症状有面色苍白、四肢无力、恶心、头痛、耳鸣等<x-f>。</x-f></dt>
"
85014,橡皮糖,xiàngpítáng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>橡皮糖</x-hw><x-pr> xiàngpítáng</x-pr>
<dt><x-gram>名</x-gram>质地类似橡皮的糖果<x-f>。</x-f></dt>
"
85016,照面儿,zhàomiànr,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>照面<x-er>儿</x-er></x-hw><x-pr> zhàomiànr</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>短暂的碰面<x-f>。</x-f></dt><dd><x-ex>打了个<x-key>照面儿</x-key></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 露面<x-f>。</x-f></dt><dd><x-ex>他三天没<x-key>照面儿</x-key>了<x-f>。</x-f></x-ex></dd>
"
85019,赶趟儿,gǎntàngr,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>赶趟<x-er>儿</x-er></x-hw><x-pr> gǎntàngr</x-pr>
<dt><x-gram>动</x-gram>赶得上；来得及<x-f>。</x-f></dt><dd><x-ex>我来得太晚了，还<x-key>赶趟儿</x-key>吗?</x-ex><x-ex><x-lb> | </x-lb>坐飞机去还赶得上趟<x-er>儿</x-er><x-f>。</x-f></x-ex></dd>
"
85021,凉白开,liángbáikāi,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>凉白开</x-hw><x-pr> liángbáikāi</x-pr><br><x-gram>名</x-gram>凉了的白开水<x-f>。</x-f></dt>
"
85022,揭疮疤,jiēchuāngbā,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>揭疮疤</x-hw><x-pr> jiēchuāngbā</x-pr>
<dt>比喻揭露别人的短处或痛处<x-f>。</x-f></dt>
"
