hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
53561,吐穗,80002,54269,tǔ suì,1,
53562,蒜黄,80003,54270,suàn huáng,1,
53563,乞援,80011,54271,qǐ yuán,1,
53564,累次,80013,54272,lěi cì,1,
53565,邮售,80014,54273,yóu shòu,1,
53566,发付,80015,54274,fā fù,1,
53567,发哑,80023,54275,fā yǎ,1,
53568,优盘,80024,54276,yōu pán,1,
53569,联奏,80025,54277,lián zòu,1,
53570,厮熟,80032,54278,sī shú,1,
53571,巡哨,80034,54279,xún shào,1,
53572,奋击,80042,54280,fèn jī,1,
53573,催奶,80048,54281,cuī nǎi,1,
53574,枉驾,80055,54282,wǎng jià,1,
53575,水锈,80060,54283,shuǐ xiù,1,
53576,隐疾,80061,54284,yǐn jí,1,
53577,拉后腿,80066,54285,lā hòu tuǐ,1,
53578,月台票,80070,54286,yuè tái piào,1,
53579,围击,80074,54287,wéi jī,1,
53580,丧假,80077,54288,sāng jià,1,
53581,小叶杨,80081,54289,xiǎo yè yáng,1,
53582,敷陈,80085,54290,fū chén,1,
53583,跑腿儿,80089,54291,pǎo tuǐ er,1,
53584,潜踪,80094,54292,qián zōng,1,
53585,转弯子,80107,54293,zhuǎn wān zi,1,
53585,转弯子,80107,54294,zhuàn wān zi,2,
53586,浮词,80113,54295,fú cí,1,
53587,斗心眼儿,80119,54296,dòu xīn yǎn er,1,
53588,阴宅,80120,54297,yīn zhái,1,
53589,现世报,80128,54298,xiàn shì bào,1,
53590,傻劲儿,80134,54299,shǎ jìn er,1,
53591,端架子,80137,54300,duān jià zi,1,
53592,土老帽儿,80144,54301,tǔ lǎo mào er,1,
53593,大伯子,80151,54302,dà bǎi zi,1,
53594,青麻,80152,54303,qīng má,1,
53595,跟屁虫,80156,54304,gēn pì chóng,1,
53596,啧啧称羡,80166,54305,zé zé chēng xiàn,1,
53597,见财起意,80168,54306,jiàn cái qǐ yì,1,
53598,饭勺,80186,54307,fàn sháo,1,
53599,后脑勺儿,80187,54308,hòu nǎo sháo er,1,
53600,实心眼儿,80190,54309,shí xīn yǎn er,1,
53601,向隅而泣,80191,54310,xiàng yú ér qì,1,
53602,汗斑,80192,54311,hàn bān,1,
53603,盔头,80198,54312,kuī tou,1,
53604,螳臂当车,80200,54313,táng bì dāng chē,1,
53605,不孚众望,80201,54314,bù fú zhòng wàng,1,
53606,反坐,80203,54315,fǎn zuò,1,
53607,倾动,80207,54316,qīng dòng,1,
53608,贪天之功,80223,54317,tān tiān zhī gōng,1,
53609,鬼蜮伎俩,80225,54318,guǐ yù jì liǎng,1,
53610,称贺,80226,54319,chēng hè,1,
53611,暗锁,80236,54320,àn suǒ,1,
53612,偷天换日,80237,54321,tōu tiān huàn rì,1,
53613,柳笛,80240,54322,liǔ dí,1,
53614,悬灯结彩,80241,54323,xuán dēng jié cǎi,1,
53615,有闻必录,80246,54324,yǒu wén bì lù,1,
53616,坠马,80252,54325,zhuì mǎ,1,
53617,祝告,80265,54326,zhù gào,1,
53618,实益,80267,54327,shí yì,1,
53619,萧规曹随,80270,54328,xiāo guī cáo suí,1,
53620,贡奉,80274,54329,gòng fèng,1,
53621,便路,80278,54330,biàn lù,1,
53622,打小算盘,80286,54331,dǎ xiǎo suàn pan,1,
53623,减号,80299,54332,jiǎn hào,1,
53624,水中捞月,80307,54333,shuǐ zhōng lāo yuè,1,
53625,牙轮,80308,54334,yá lún,1,
53626,沸反盈天,80326,54335,fèi fǎn yíng tiān,1,
53627,委决不下,80329,54336,wěi jué bù xià,1,
53628,耍心眼儿,80344,54337,shuǎ xīn yǎn er,1,
53629,不咎既往,80351,54338,bù jiù jì wǎng,1,
53630,黑板擦,80356,54339,hēi bǎn cā,1,
53631,赴敌,80359,54340,fù dí,1,
53632,和光同尘,80362,54341,hé guāng tóng chén,1,
53633,肘窝,80364,54342,zhǒu wō,1,
53634,妖里妖气,80367,54343,yāo li yāo qì,1,
53635,脉案,80371,54344,mài àn,1,
53636,心到神知,80403,54345,xīn dào shén zhī,1,
53637,心广体胖,80413,54346,xīn guǎng tǐ pán,1,
53638,鼓风炉,80424,54347,gǔ fēng lú,1,
53639,吊民伐罪,80428,54348,diào mín fá zuì,1,
53640,二一添作五,80429,54349,èr yī tiān zuò wǔ,1,
53641,打把式,80439,54350,dǎ bǎ shi,1,
53642,连阴天,80446,54351,lián yīn tiān,1,
53643,感光度,80448,54352,gǎn guāng dù,1,
53644,直贡呢,80459,54353,zhí gòng ní,1,
53645,寿筵,80465,54354,shòu yán,1,
53646,改嘴,80469,54355,gǎi zuǐ,1,
53647,寿木,80470,54356,shòu mù,1,
53648,积年累月,80474,54357,jī nián lěi yuè,1,
53649,指腹为婚,80482,54358,zhǐ fù wéi hūn,1,
53650,抽肥补瘦,80484,54359,chōu féi bǔ shòu,1,
53651,牧笛,80488,54360,mù dí,1,
53652,光杆儿,80490,54361,guāng gǎn er,1,
53653,揭老底,80491,54362,jiē lǎo dǐ,1,
53654,学生腔,80492,54363,xué sheng qiāng,1,
53655,义齿,80499,54364,yì chǐ,1,
53656,谢仪,80504,54365,xiè yí,1,
53657,公筷,80507,54366,gōng kuài,1,
53658,疏狂,80510,54367,shū kuáng,1,
53659,穷骨头,80513,54368,qióng gǔ tou,1,
53660,国富民安,80523,54369,guó fù mín ān,1,
53661,攘夺,80525,54370,rǎng duó,1,
53662,褒词,80526,54371,bāo cí,1,
53663,遗业,80534,54372,yí yè,1,
53664,赔小心,80539,54373,péi xiǎo xīn,1,
53665,叽叽嘎嘎,80541,54374,jī ji gā gā,1,
53666,风火墙,80548,54375,fēng huǒ qiáng,1,
53667,老本儿,80549,54376,lǎo běn er,1,
53668,蔫头耷脑,80564,54377,niān tóu dā nǎo,1,
53669,媚气,80565,54378,mèi qì,1,
53670,治装,80568,54379,zhì zhuāng,1,
53671,察勘,80575,54380,chá kān,1,
53672,点卯,80577,54381,diǎn mǎo,1,
53673,麦糠,80578,54382,mài kāng,1,
53674,费手脚,80594,54383,fèi shǒu jiǎo,1,
53675,皱痕,80595,54384,zhòu hén,1,
53676,观音土,80598,54385,guān yīn tǔ,1,
53677,邪门儿,80603,54386,xié mén er,1,
53678,钉锤,80607,54387,dīng chuí,1,
53679,抖包袱,80610,54388,dǒu bāo fu,1,
53680,柿霜,80611,54389,shì shuāng,1,
53681,运动袜,80619,54390,yùn dòng wà,1,
53682,凝固剂,80624,54391,níng gù jì,1,
53683,肉馅儿,80627,54392,ròu xiàn er,1,
53684,叩打,80629,54393,kòu dǎ,1,
53685,绊马索,80632,54394,bàn mǎ suǒ,1,
53686,唱白脸,80648,54395,chàng bái liǎn,1,
53687,电烤炉,80662,54396,diàn kǎo lú,1,
53688,八字眉,80663,54397,bā zì méi,1,
53689,熟石灰,80672,54398,shú shí huī,1,
53690,牙缸,80677,54399,yá gāng,1,
53691,卫生衣,80683,54400,wèi shēng yī,1,
53692,重活儿,80691,54401,zhòng huó er,1,
53693,计程表,80694,54402,jì chéng biǎo,1,
53694,上中农,80699,54403,shàng zhōng nóng,1,
53695,前滚翻,80700,54404,qián gǔn fān,1,
53696,签到簿,80704,54405,qiān dào bù,1,
53697,连裆裤,80709,54406,lián dāng kù,1,
53698,吊胃口,80710,54407,diào wèi kǒu,1,
53699,够交情,80712,54408,gòu jiāo qing,1,
53700,蝙蝠衫,80715,54409,biān fú shān,1,
53701,常套,80718,54410,cháng tào,1,
53702,四脚蛇,80722,54411,sì jiǎo shé,1,
53703,讳忌,80738,54412,huì jì,1,
53704,马海毛,80740,54413,mǎ hǎi máo,1,
53705,穿堂门,80745,54414,chuān táng mén,1,
53706,偷汉子,80748,54415,tōu hàn zi,1,
53707,白干儿,80750,54416,bái gān er,1,
53708,摆谱儿,80753,54417,bǎi pǔ er,1,
53709,捅娄子,80755,54418,tǒng lóu zi,1,
53710,粗活儿,80764,54419,cū huó er,1,
53711,闸刀,80767,54420,zhá dāo,1,
53712,缝穷,80792,54421,féng qióng,1,
53713,压场,80795,54422,yā chǎng,1,
53714,窑坑,80799,54423,yáo kēng,1,
53715,妄取,80806,54424,wàng qǔ,1,
53716,泥子,80809,54425,nì zi,1,
53717,日戳,80812,54426,rì chuō,1,
53718,简古,80814,54427,jiǎn gǔ,1,
53719,粗莽,80818,54428,cū mǎng,1,
53720,笑窝,80822,54429,xiào wō,1,
53721,歇班,80831,54430,xiē bān,1,
53722,拜请,80832,54431,bài qǐng,1,
53723,砧子,80842,54432,zhēn zi,1,
53724,婉词,80844,54433,wǎn cí,1,
53725,内眷,80845,54434,nèi juàn,1,
53726,刁顽,80848,54435,diāo wán,1,
53727,佣钱,80851,54436,yòng qián,1,
53728,凶人,80853,54437,xiōng rén,1,
53729,日晕,80854,54438,rì yùn,1,
53730,落锁,80866,54439,luò suǒ,1,
53731,鞋刷,80870,54440,xié shuā,1,
53732,冰砖,80874,54441,bīng zhuān,1,
53733,血痂,80878,54442,xuè jiā,1,
53734,暗疾,80880,54443,àn jí,1,
53735,晤见,80881,54444,wù jiàn,1,
53736,籽实,80887,54445,zǐ shí,1,
53737,娇娆,80898,54446,jiāo ráo,1,
53738,板障,80911,54447,bǎn zhàng,1,
53739,花芽,80912,54448,huā yá,1,
53740,翻造,80920,54449,fān zào,1,
53741,吐絮,80927,54450,tǔ xù,1,
53742,闪眼,80931,54451,shǎn yǎn,1,
53743,梭镖,80942,54452,suō biāo,1,
53744,半袖,80980,54453,bàn xiù,1,
53745,猎具,80984,54454,liè jù,1,
53746,明镜高悬,80992,54455,míng jìng gāo xuán,1,
53747,鸠占鹊巢,80996,54456,jiū zhàn què cháo,1,
53748,不哼不哈,81011,54457,bù hēng bù hā,1,
53749,浮皮潦草,81017,54458,fú pí liáo cǎo,1,
53750,小里小气,81020,54459,xiǎo li xiǎo qì,1,
53751,即景生情,81032,54460,jí jǐng shēng qíng,1,
53752,旧调重弹,81039,54461,jiù diào chóng tán,1,
53753,三灾八难,81045,54462,sān zāi bā nàn,1,
53754,轻重倒置,81057,54463,qīng zhòng dào zhì,1,
53755,行李卷儿,81062,54464,xíng li juǎn er,1,
53756,隐恶扬善,81063,54465,yǐn è yáng shàn,1,
53757,左道旁门,81076,54466,zuǒ dào páng mén,1,
53758,倒果为因,81134,54467,dào guǒ wéi yīn,1,
53759,饱食终日，无所用心,81155,54468,bǎo shí zhōng rì，wú suǒ yòng xīn,1,
53760,改辙,81170,54469,gǎi zhé,1,
