hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
54492,投畀豺虎,90026,55202,tóu bì chái hǔ,1,
54493,跳皮筋儿,90044,55203,tiào pí jīn er,1,
54494,紧衣缩食,90053,55204,jǐn yī suō shí,1,
54495,半半拉拉,90124,55205,bàn ban lā lā,1,
54496,吃开口饭,90217,55206,chī kāi kǒu fàn,1,
54497,外面儿光,90225,55207,wài miàn er guāng,1,
54498,炉箅子,90279,55208,lú bì zi,1,
54499,放暗箭,90283,55209,fàng àn jiàn,1,
54500,霉天,90336,55210,méi tiān,1,
54501,冰碴儿,90360,55211,bīng chá er,1,
54502,脖领儿,90362,55212,bó lǐng er,1,
54503,细溜溜,90381,55213,xì liū liū,1,
54504,看头儿,90392,55214,kàn tou er,1,
54505,豆花儿,90401,55215,dòu huā er,1,
54506,走调儿,90413,55216,zǒu diào er,1,
54507,金闪闪,90421,55217,jīn shǎn shǎn,1,
54508,光板儿,90435,55218,guāng bǎn er,1,
54509,晕针,90447,55219,yùn zhēn,1,
54510,晕血,90452,55220,yùn xuè,1,
54511,垂问,90514,55221,chuí wèn,1,
54512,磨叨,90533,55222,mò dao,1,
54513,盘账,90535,55223,pán zhàng,1,
54514,垂念,90536,55224,chuí niàn,1,
54515,坐赃,90635,55225,zuò zāng,1,
54516,备悉,90692,55226,bèi xī,1,
54517,香肚,90711,55227,xiāng dǔ,1,
54518,闪道,90715,55228,shǎn dào,1,
54519,黏米,90768,55229,nián mǐ,1,
54520,荒古,90805,55230,huāng gǔ,1,
54521,兵械,90806,55231,bīng xiè,1,
54522,柔姿纱,90859,55232,róu zī shā,1,
54523,窝里横,90870,55233,wō li hèng,1,
54524,迂论,90898,55234,yū lùn,1,
54525,混合面儿,91049,55235,hùn hé miàn er,1,
54526,兴头儿上,91085,55236,xìng tóu er shang,1,
54527,前后脚儿,91104,55237,qián hòu jiǎo er,1,
54528,黔剧,91197,55238,qián jù,1,
54529,叱问,91222,55239,chì wèn,1,
54530,叱令,91224,55240,chì lìng,1,
54531,凶耗,91253,55241,xiōng hào,1,
54532,嘎噔,91297,55242,gā dēng,1,
54533,顺叙,91301,55243,shùn xù,1,
54534,闲员,91375,55244,xián yuán,1,
54535,屯守,91388,55245,tún shǒu,1,
54536,烩饼,91404,55246,huì bǐng,1,
54537,卯榫,91439,55247,mǎo sǔn,1,
54538,踩道,91472,55248,cǎi dào,1,
54539,掰腕子,91502,55249,bāi wàn zi,1,
54540,解扣儿,91534,55250,jiě kòu er,1,
54541,零杂工,91580,55251,líng zá gōng,1,
54542,包干儿,91611,55252,bāo gān er,1,
54543,辈数儿,91612,55253,bèi shù er,1,
54544,小抄儿,91615,55254,xiǎo chāo er,1,
54545,葱白儿,91618,55255,cōng bái er,1,
54546,掌勺儿,91630,55256,zhǎng sháo er,1,
54547,入味儿,91632,55257,rù wèi er,1,
54548,大碗儿茶,91752,55258,dà wǎn er chá,1,
54549,春秋衫,91830,55259,chūn qiū shān,1,
54550,花把式,91848,55260,huā bǎ shi,1,
54551,管儿灯,91858,55261,guǎn er dēng,1,
54552,玩儿不转,91951,55262,wán er bu zhuàn,1,
54553,宠用,91954,55263,chǒng yòng,1,
54554,生荣死哀,92047,55264,shēng róng sǐ āi,1,
54555,油脂麻花,92074,55265,yóu zhi má huā,1,
54556,乡巴佬儿,92094,55266,xiāng ba lǎo er,1,
54557,瓜子儿脸,92100,55267,guā zǐ er liǎn,1,
54558,雨珠儿,92151,55268,yǔ zhū er,1,
54559,翻本儿,92163,55269,fān běn er,1,
54560,地块儿,92256,55270,dì kuài er,1,
54561,戗面,92337,55271,qiàng miàn,1,
54562,炒肝儿,92354,55272,chǎo gān er,1,
54563,香干儿,92387,55273,xiāng gān er,1,
54564,猪倌儿,92389,55274,zhū guān er,1,
