hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
120002,下劲,70002,51564,xià jìn,1
120003,各有所好,70003,51565,gè yǒu suǒ hào,1
120005,抽冷子,70005,51566,chōu lěng zi,1
120006,耻骨,70006,51567,chǐ gǔ,1
120008,赤忱,70008,51568,chì chén,1
120014,凡庸,70014,51569,fán yōng,1
120015,山核桃,70015,51570,shān hé tao,1
120016,误听,70016,51571,wù tīng,1
120017,怃然,70017,51572,wǔ rán,1
120020,掉书袋,70020,51573,diào shū dài,1
120023,吹拍,70023,51574,chuī pāi,1
120024,刺参,70024,51575,cì shēn,1
120025,寸阴,70025,51576,cùn yīn,1
120029,错谬,70029,51577,cuò miù,1
120045,慢性子,70045,51578,màn xìng zi,1
120048,地漏,70048,51579,dì lòu,1
120050,桥桩,70050,51580,qiáo zhuāng,1
120051,递条子,70051,51581,dì tiáo zi,1
120052,填方,70052,51582,tián fāng,1
120053,田垄,70053,51583,tián lǒng,1
120054,畜圈,70054,51584,chù juàn,1
120055,草寇,70055,51585,cǎo kòu,1
120056,荤食,70056,51586,hūn shí,1
120058,嫂夫人,70058,51587,sǎo fū ren,1
120061,自疚,70061,51588,zì jiù,1
120062,浅露,70062,51589,qiǎn lù,1
120063,钻工,70063,51590,zuàn gōng,1
120069,肉脯,70069,51591,ròu fǔ,1
120072,断狱,70072,51592,duàn yù,1
120077,粟子,70077,51593,sù zi,1
120081,主粮,70081,51594,zhǔ liáng,1
120084,打包票,70084,51595,dǎ bāo piào,1
120085,书名号,70085,51596,shū míng hào,1
120086,零数,70086,51597,líng shù,1
120087,摈斥,70087,51598,bìn chì,1
120089,无奈何,70089,51599,wú nài hé,1
120090,膏剂,70090,51600,gāo jì,1
120091,象脚鼓,70091,51601,xiàng jiǎo gǔ,1
120093,牵记,70093,51602,qiān jì,1
120097,按例,70097,51603,àn lì,1
120102,访旧,70102,51604,fǎng jiù,1
120105,吊兰,70105,51605,diào lán,1
120106,寿酒,70106,51606,shòu jiǔ,1
120113,果料,70113,51607,guǒ liào,1
120117,倾耳,70117,51608,qīng ěr,1
120118,管界,70118,51609,guǎn jiè,1
120119,砧木,70119,51610,zhēn mù,1
