hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
70001,始祖,20001,21323,shǐ zǔ,1
70002,愈合,20002,21324,yù hé,1
70003,和局,20003,21325,hé jú,1
70004,沉稳,20004,21326,chén wěn,1
70006,空气污染,20006,21327,kōng qì wū rǎn,1
70007,亲历,20007,21328,qīn lì,1
70008,住址,20008,21329,zhù zhǐ,1
70010,剔除,20010,21330,tī chú,1
70011,边城,20011,21331,biān chéng,1
70012,初春,20012,21332,chū chūn,1
70013,典当,20013,21333,diǎn dàng,1
70014,浩然,20014,21334,hào rán,1
70015,违犯,20015,21335,wéi fàn,1
70016,降生,20016,21336,jiàng shēng,1
70019,三部曲,20019,21337,sān bù qǔ,1
70020,修道院,20020,21338,xiū dào yuàn,1
70023,相映,20023,21339,xiāng yìng,1
70024,后撤,20024,21340,hòu chè,1
70025,邪说,20025,21341,xié shuō,1
70026,沼气,20026,21342,zhǎo qì,1
70027,周身,20027,21343,zhōu shēn,1
70029,酷似,20029,21344,kù sì,1
70030,光闪闪,20030,21345,guāng shǎn shǎn,1
70032,至高无上,20032,21346,zhì gāo wú shàng,1
70033,肆无忌惮,20033,21347,sì wú jì dàn,1
70034,厢房,20034,21348,xiāng fáng,1
70035,围坐,20035,21349,wéi zuò,1
70036,百十,20036,21350,bǎi shí,1
70037,举目,20037,21351,jǔ mù,1
70038,风扇,20038,21352,fēng shàn,1
70039,尾随,20039,21353,wěi suí,1
70040,胡闹,20040,21354,hú nào,1
70041,佛学,20041,21355,fó xué,1
70042,见鬼,20042,21356,jiàn guǐ,1
70043,久违,20043,21357,jiǔ wéi,1
70044,下风,20044,21358,xià fēng,1
70045,探视,20045,21359,tàn shì,1
70046,脚底,20046,21360,jiǎo dǐ,1
70047,视屏,20047,21361,shì píng,1
70049,制动,20049,21362,zhì dòng,1
70051,消费结构,20051,21363,xiāo fèi jié gòu,1
70052,盔甲,20052,21364,kuī jiǎ,1
70053,轶事,20053,21365,yì shì,1
70054,电筒,20054,21366,diàn tǒng,1
70055,尚可,20055,21367,shàng kě,1
70056,赎罪,20056,21368,shú zuì,1
