hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
125008,漆雕,75008,53133,qī diāo,1
125011,厄难,75011,53134,è nàn,1
125016,宝号,75016,53135,bǎo hào,1
125017,含怨,75017,53136,hán yuàn,1
125018,役畜,75018,53137,yì chù,1
125022,巧辩,75022,53138,qiǎo biàn,1
125027,家鸽,75027,53139,jiā gē,1
125031,窗扉,75031,53140,chuāng fēi,1
125033,寇仇,75033,53141,kòu chóu,1
125038,打春,75038,53142,dǎ chūn,1
125039,牝牡,75039,53143,pìn mǔ,1
125042,填房,75042,53144,tián fáng,1
125046,修眉,75046,53145,xiū méi,1
125049,回驳,75049,53146,huí bó,1
125050,踢腾,75050,53147,tī teng,1
125055,辩诬,75055,53148,biàn wū,1
125056,钩针,75056,53149,gōu zhēn,1
125060,电料,75060,53150,diàn liào,1
125062,白痢,75062,53151,bái lì,1
125063,豆青,75063,53152,dòu qīng,1
125070,阻绝,75070,53153,zǔ jué,1
125076,藕色,75076,53154,ǒu sè,1
125077,斧正,75077,53155,fǔ zhèng,1
125097,喜丧,75097,53156,xǐ sāng,1
125098,篙子,75098,53157,gāo zi,1
125100,操典,75100,53158,cāo diǎn,1
125102,背债,75102,53159,bēi zhài,1
125104,梆硬,75104,53160,bāng yìng,1
125118,笔洗,75118,53161,bǐ xǐ,1
125119,硬话,75119,53162,yìng huà,1
125123,从俭,75123,53163,cóng jiǎn,1
125128,瑕瑜互见,75128,53164,xiá yú hù jiàn,1
125129,塔塔尔族,75129,53165,tǎ tǎ ěr zú,1
125134,点头之交,75134,53166,diǎn tóu zhī jiāo,1
125135,唇红齿白,75135,53167,chún hóng chǐ bái,1
125136,网络警察,75136,53168,wǎng luò jǐng chá,1
125139,车轱辘话,75139,53169,chē gū lu huà,1
125142,尸位素餐,75142,53170,shī wèi sù cān,1
125143,徐娘半老,75143,53171,xú niáng bàn lǎo,1
125150,感叹词,75150,53172,gǎn tàn cí,1
125154,五更天,75154,53173,wǔ gēng tiān,1
125162,找窍门,75162,53174,zhǎo qiào mén,1
125166,脱脂棉,75166,53175,tuō zhī mián,1
125168,夜光表,75168,53176,yè guāng biǎo,1
125173,错待,75173,53177,cuò dài,1
125175,鸭苗,75175,53178,yā miáo,1
125179,气眼,75179,53179,qì yǎn,1
125180,肩窝,75180,53180,jiān wō,1
125183,赎当,75183,53181,shú dàng,1
125184,嬉耍,75184,53182,xī shuǎ,1
125186,凶讯,75186,53183,xiōng xùn,1
125190,汉姓,75190,53184,hàn xìng,1
125196,水牢,75196,53185,shuǐ láo,1
125202,铁纱,75202,53186,tiě shā,1
125203,偷嘴,75203,53187,tōu zuǐ,1
125205,膏血,75205,53188,gāo xuè,1
125210,花糕,75210,53189,huā gāo,1
125211,幛子,75211,53190,zhàng zi,1
125212,雄杰,75212,53191,xióng jié,1
125213,骶骨,75213,53192,dǐ gǔ,1
125219,繁乱,75219,53193,fán luàn,1
125221,底漆,75221,53194,dǐ qī,1
125222,倒赔,75222,53195,dào péi,1
125224,预考,75224,53196,yù kǎo,1
125237,喻义,75237,53197,yù yì,1
125238,析疑,75238,53198,xī yí,1
125239,提兜,75239,53199,tí dōu,1
125243,提挈,75243,53200,tí qiè,1
125250,饬令,75250,53201,chì lìng,1
125251,磨烦,75251,53202,mò fan,1
125253,元夜,75253,53203,yuán yè,1
125256,喜联,75256,53204,xǐ lián,1
125258,砸牌子,75258,53205,zá pái zi,1
125276,摇唇鼓舌,75276,53206,yáo chún gǔ shé,1
125281,遮阳篷,75281,53207,zhē yáng péng,1
125298,见景生情,75298,53208,jiàn jǐng shēng qíng,1
125301,佶屈聱牙,75301,53209,jí qū áo yá,1
125308,虚应故事,75308,53210,xū yìng gù shì,1
125310,晕头晕脑,75310,53211,yūn tóu yūn nǎo,1
125311,吵人,75311,53212,chǎo rén,1
125312,磨砂玻璃,75312,53213,mó shā bō li,1
125318,现丑,75318,53214,xiàn chǒu,1
125322,根芽,75322,53215,gēn yá,1
125324,烂账,75324,53216,làn zhàng,1
125325,群口相声,75325,53217,qún kǒu xiàng sheng,1
125329,禁例,75329,53218,jìn lì,1
125332,单干户,75332,53219,dān gàn hù,1
125334,五十步笑百步,75334,53220,wǔ shí bù xiào bǎi bù,1
125335,笔底下,75335,53221,bǐ dǐ xia,1
125336,谋虑,75336,53222,móu lǜ,1
125338,无源之水，无本之木,75338,53223,wú yuán zhī shuǐ，wú běn zhī mù,1
125341,僻巷,75341,53224,pì xiàng,1
125343,崔巍,75343,53225,cuī wēi,1
125348,秀俊,75348,53226,xiù jùn,1
125358,窗格子,75358,53227,chuāng gé zi,1
125359,定向培育,75359,53228,dìng xiàng péi yù,1
125373,木莲,75373,53229,mù lián,1
125375,细故,75375,53230,xì gù,1
125379,五方杂处,75379,53231,wǔ fāng zá chǔ,1
125387,牛肝菌,75387,53232,niú gān jùn,1
125390,哈喇子,75390,53233,hā lá zi,1
125395,递变,75395,53234,dì biàn,1
125401,石花菜,75401,53235,shí huā cài,1
125406,能者多劳,75406,53236,néng zhě duō láo,1
125411,工字钢,75411,53237,gōng zì gāng,1
125415,穷极无聊,75415,53238,qióng jí wú liáo,1
125417,曳光弹,75417,53239,yè guāng dàn,1
125420,神道碑,75420,53240,shén dào bēi,1
125421,万用表,75421,53241,wàn yòng biǎo,1
125428,开洋荤,75428,53242,kāi yáng hūn,1
125432,红铃虫,75432,53243,hóng líng chóng,1
125436,救应,75436,53244,jiù yìng,1
125441,清挖,75441,53245,qīng wā,1
125442,野雉,75442,53246,yě zhì,1
125443,阉人,75443,53247,yān rén,1
125445,淆乱,75445,53248,xiáo luàn,1
125446,吊线,75446,53249,diào xiàn,1
125447,收揽,75447,53250,shōu lǎn,1
125449,拒毒,75449,53251,jù dú,1
125450,喷灯,75450,53252,pēn dēng,1
125453,歹念,75453,53253,dǎi niàn,1
125455,狎昵,75455,53254,xiá nì,1
125459,拿办,75459,53255,ná bàn,1
125462,宝刹,75462,53256,bǎo chà,1
125465,满师,75465,53257,mǎn shī,1
125473,骨感,75473,53258,gǔ gǎn,1
125474,陡变,75474,53259,dǒu biàn,1
125477,诛戮,75477,53260,zhū lù,1
125478,耳饰,75478,53261,ěr shì,1
125480,牙垢,75480,53262,yá gòu,1
125482,抗热,75482,53263,kàng rè,1
125487,鲜啤,75487,53264,xiān pí,1
125492,缩略语,75492,53265,suō lüè yǔ,1
125493,不对味儿,75493,53266,bù duì wèi er,1
125495,发腻,75495,53267,fā nì,1
125496,正座,75496,53268,zhèng zuò,1
125499,湖色,75499,53269,hú sè,1
125506,妖婆,75506,53270,yāo pó,1
125507,翠蓝,75507,53271,cuì lán,1
125513,春困,75513,53272,chūn kùn,1
125518,虚有其表,75518,53273,xū yǒu qí biǎo,1
125519,散板,75519,53274,sǎn bǎn,1
125530,巳时,75530,53275,sì shí,1
125532,月白风清,75532,53276,yuè bái fēng qīng,1
125533,喧笑,75533,53277,xuān xiào,1
125536,米粉肉,75536,53278,mǐ fěn ròu,1
125537,纱笼,75537,53279,shā lóng,1
125541,晒图,75541,53280,shài tú,1
125545,串味儿,75545,53281,chuàn wèi er,1
125547,调门儿,75547,53282,diào mén er,1
125554,釉子,75554,53283,yòu zi,1
125556,无风不起浪,75556,53284,wú fēng bù qǐ làng,1
125560,胡服骑射,75560,53285,hú fú qí shè,1
125563,闹灾,75563,53286,nào zāi,1
125564,贡缎,75564,53287,gòng duàn,1
125567,圩子,75567,53288,wéi zi,1
125568,沓子,75568,53289,dá zi,1
125570,善忘,75570,53290,shàn wàng,1
125577,浮子,75577,53291,fú zi,1
125585,蚶子,75585,53292,hān zi,1
125586,导板,75586,53293,dǎo bǎn,1
125593,为人作嫁,75593,53294,wèi rén zuò jià,1
125595,串铃,75595,53295,chuàn líng,1
125603,潮乎乎,75603,53296,cháo hū hū,1
125604,零七八碎,75604,53297,líng qī bā suì,1
125607,日薪,75607,53298,rì xīn,1
125613,大染缸,75613,53299,dà rǎn gāng,1
125614,夜游神,75614,53300,yè yóu shén,1
125619,白面儿,75619,53301,bái miàn er,1
125621,啸聚,75621,53302,xiào jù,1
125622,孤孀,75622,53303,gū shuāng,1
125623,孤证,75623,53304,gū zhèng,1
125624,燧人氏,75624,53305,suì rén shì,1
125626,倚势,75626,53306,yǐ shì,1
125633,玩儿命,75633,53307,wán er mìng,1
125636,河鲜,75636,53308,hé xiān,1
125643,血红素,75643,53309,xuè hóng sù,1
125647,照排机,75647,53310,zhào pái jī,1
125648,函购,75648,53311,hán gòu,1
125649,说好说歹,75649,53312,shuō hǎo shuō dǎi,1
125650,直肠子,75650,53313,zhí cháng zi,1
125662,冻馁,75662,53314,dòng něi,1
125663,攀高枝儿,75663,53315,pān gāo zhī er,1
125664,腻人,75664,53316,nì rén,1
125666,收讫,75666,53317,shōu qì,1
125671,罄尽,75671,53318,qìng jìn,1
125673,铁蚕豆,75673,53319,tiě cán dòu,1
125676,水床,75676,53320,shuǐ chuáng,1
125687,祭告,75687,53321,jì gào,1
125689,亥时,75689,53322,hài shí,1
125694,才赋,75694,53323,cái fù,1
125695,暮景,75695,53324,mù jǐng,1
125701,懒怠,75701,53325,lǎn dài,1
125703,抽税,75703,53326,chōu shuì,1
125706,晃摇,75706,53327,huàng yao,1
125708,出圃,75708,53328,chū pǔ,1
125709,犯急,75709,53329,fàn jí,1
125713,钝角,75713,53330,dùn jiǎo,1
125715,司药,75715,53331,sī yào,1
125721,投映,75721,53332,tóu yìng,1
125726,艳装,75726,53333,yàn zhuāng,1
125728,敷用,75728,53334,fū yòng,1
125731,倒序,75731,53335,dào xù,1
125736,验照,75736,53336,yàn zhào,1
125738,拜贺,75738,53337,bài hè,1
125739,回翔,75739,53338,huí xiáng,1
