hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
5512,鹳,5512,4140,guàn,1
5547,诳,5547,4141,kuáng,1
5553,诌,5553,4142,zhōu,1
5561,缫,5561,4143,sāo,1
5572,馕,5572,4144,náng,1
5572,馕,5572,4145,nǎng,2
5608,滗,5608,4146,bì,1
5609,戗,5609,4147,qiāng,1
5609,戗,5609,4148,qiàng,2
5669,碇,5669,4149,dìng,1
5688,咝,5688,4150,sī,1
5711,泅,5711,4151,qiú,1
5733,掼,5733,4152,guàn,1
5754,铙,5754,4153,náo,1
5776,攮,5776,4154,nǎng,1
5781,嘬,5781,4155,zuō,1
5781,嘬,5781,4156,chuài,2
5783,凫,5783,4157,fú,1
5793,氡,5793,4158,dōng,1
5854,锔,5854,4159,jū,1
5854,锔,5854,4160,jú,2
5871,煺,5871,4161,tuì,1
5888,籴,5888,4162,dí,1
5894,皴,5894,4163,cūn,1
5902,砘,5902,4164,dùn,1
5944,镫,5944,4165,dèng,1
5944,镫,5944,4166,dēng,2
5951,疔,5951,4167,dīng,1
6013,仡佬族,6013,4168,gē lǎo zú,1
6034,嗥,6034,4169,háo,1
6047,礅,6047,4170,dūn,1
6081,耪,6081,4171,pǎng,1
6098,醭,6098,4172,bú,1
6179,绲,6179,4173,gǔn,1
6189,屙,6189,4174,ē,1
6316,酽,6316,4175,yàn,1
6317,劁,6317,4176,qiāo,1
6336,飕,6336,4177,sōu,1
6340,埝,6340,4178,niàn,1
6383,侉,6383,4179,kuǎ,1
6440,劐,6440,4180,huō,1
6491,癍,6491,4181,bān,1
6522,耧,6522,4182,lóu,1
6618,垧,6618,4183,shǎng,1
6668,攉,6668,4184,huō,1
6671,埯,6671,4185,ǎn,1
6702,搌,6702,4186,zhǎn,1
6728,骟,6728,4187,shàn,1
6732,捯,6732,4188,dáo,1
6772,眍,6772,4189,kōu,1
