hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
130002,吐穗,80002,54267,tǔ suì,1
130003,蒜黄,80003,54268,suàn huáng,1
130011,乞援,80011,54269,qǐ yuán,1
130013,累次,80013,54270,lěi cì,1
130014,邮售,80014,54271,yóu shòu,1
130015,发付,80015,54272,fā fù,1
130023,发哑,80023,54273,fā yǎ,1
130024,优盘,80024,54274,yōu pán,1
130025,联奏,80025,54275,lián zòu,1
130032,厮熟,80032,54276,sī shú,1
130034,巡哨,80034,54277,xún shào,1
130042,奋击,80042,54278,fèn jī,1
130048,催奶,80048,54279,cuī nǎi,1
130055,枉驾,80055,54280,wǎng jià,1
130060,水锈,80060,54281,shuǐ xiù,1
130061,隐疾,80061,54282,yǐn jí,1
130066,拉后腿,80066,54283,lā hòu tuǐ,1
130070,月台票,80070,54284,yuè tái piào,1
130074,围击,80074,54285,wéi jī,1
130077,丧假,80077,54286,sāng jià,1
130081,小叶杨,80081,54287,xiǎo yè yáng,1
130085,敷陈,80085,54288,fū chén,1
130089,跑腿儿,80089,54289,pǎo tuǐ er,1
130094,潜踪,80094,54290,qián zōng,1
130107,转弯子,80107,54291,zhuǎn wān zi,1
130107,转弯子,80107,54292,zhuàn wān zi,2
130113,浮词,80113,54293,fú cí,1
130119,斗心眼儿,80119,54294,dòu xīn yǎn er,1
130120,阴宅,80120,54295,yīn zhái,1
130128,现世报,80128,54296,xiàn shì bào,1
130134,傻劲儿,80134,54297,shǎ jìn er,1
130137,端架子,80137,54298,duān jià zi,1
130144,土老帽儿,80144,54299,tǔ lǎo mào er,1
130151,大伯子,80151,54300,dà bǎi zi,1
130152,青麻,80152,54301,qīng má,1
130156,跟屁虫,80156,54302,gēn pì chóng,1
130166,啧啧称羡,80166,54303,zé zé chēng xiàn,1
130168,见财起意,80168,54304,jiàn cái qǐ yì,1
130186,饭勺,80186,54305,fàn sháo,1
130187,后脑勺儿,80187,54306,hòu nǎo sháo er,1
130190,实心眼儿,80190,54307,shí xīn yǎn er,1
130191,向隅而泣,80191,54308,xiàng yú ér qì,1
130192,汗斑,80192,54309,hàn bān,1
130198,盔头,80198,54310,kuī tou,1
130200,螳臂当车,80200,54311,táng bì dāng chē,1
130201,不孚众望,80201,54312,bù fú zhòng wàng,1
130203,反坐,80203,54313,fǎn zuò,1
130207,倾动,80207,54314,qīng dòng,1
130223,贪天之功,80223,54315,tān tiān zhī gōng,1
130225,鬼蜮伎俩,80225,54316,guǐ yù jì liǎng,1
130226,称贺,80226,54317,chēng hè,1
130236,暗锁,80236,54318,àn suǒ,1
130237,偷天换日,80237,54319,tōu tiān huàn rì,1
130240,柳笛,80240,54320,liǔ dí,1
130241,悬灯结彩,80241,54321,xuán dēng jié cǎi,1
130246,有闻必录,80246,54322,yǒu wén bì lù,1
130252,坠马,80252,54323,zhuì mǎ,1
130265,祝告,80265,54324,zhù gào,1
130267,实益,80267,54325,shí yì,1
130270,萧规曹随,80270,54326,xiāo guī cáo suí,1
130274,贡奉,80274,54327,gòng fèng,1
130278,便路,80278,54328,biàn lù,1
130286,打小算盘,80286,54329,dǎ xiǎo suàn pan,1
130299,减号,80299,54330,jiǎn hào,1
130307,水中捞月,80307,54331,shuǐ zhōng lāo yuè,1
130308,牙轮,80308,54332,yá lún,1
130326,沸反盈天,80326,54333,fèi fǎn yíng tiān,1
130329,委决不下,80329,54334,wěi jué bù xià,1
130344,耍心眼儿,80344,54335,shuǎ xīn yǎn er,1
130351,不咎既往,80351,54336,bù jiù jì wǎng,1
130356,黑板擦,80356,54337,hēi bǎn cā,1
130359,赴敌,80359,54338,fù dí,1
130362,和光同尘,80362,54339,hé guāng tóng chén,1
130364,肘窝,80364,54340,zhǒu wō,1
130367,妖里妖气,80367,54341,yāo li yāo qì,1
130371,脉案,80371,54342,mài àn,1
130403,心到神知,80403,54343,xīn dào shén zhī,1
130413,心广体胖,80413,54344,xīn guǎng tǐ pán,1
130424,鼓风炉,80424,54345,gǔ fēng lú,1
130428,吊民伐罪,80428,54346,diào mín fá zuì,1
130429,二一添作五,80429,54347,èr yī tiān zuò wǔ,1
130439,打把式,80439,54348,dǎ bǎ shi,1
130446,连阴天,80446,54349,lián yīn tiān,1
130448,感光度,80448,54350,gǎn guāng dù,1
130459,直贡呢,80459,54351,zhí gòng ní,1
130465,寿筵,80465,54352,shòu yán,1
130469,改嘴,80469,54353,gǎi zuǐ,1
130470,寿木,80470,54354,shòu mù,1
130474,积年累月,80474,54355,jī nián lěi yuè,1
130482,指腹为婚,80482,54356,zhǐ fù wéi hūn,1
130484,抽肥补瘦,80484,54357,chōu féi bǔ shòu,1
130488,牧笛,80488,54358,mù dí,1
130490,光杆儿,80490,54359,guāng gǎn er,1
130491,揭老底,80491,54360,jiē lǎo dǐ,1
130492,学生腔,80492,54361,xué sheng qiāng,1
130499,义齿,80499,54362,yì chǐ,1
130504,谢仪,80504,54363,xiè yí,1
130507,公筷,80507,54364,gōng kuài,1
130510,疏狂,80510,54365,shū kuáng,1
130513,穷骨头,80513,54366,qióng gǔ tou,1
130523,国富民安,80523,54367,guó fù mín ān,1
130525,攘夺,80525,54368,rǎng duó,1
130526,褒词,80526,54369,bāo cí,1
130534,遗业,80534,54370,yí yè,1
130539,赔小心,80539,54371,péi xiǎo xīn,1
130541,叽叽嘎嘎,80541,54372,jī ji gā gā,1
130548,风火墙,80548,54373,fēng huǒ qiáng,1
130549,老本儿,80549,54374,lǎo běn er,1
130564,蔫头耷脑,80564,54375,niān tóu dā nǎo,1
130565,媚气,80565,54376,mèi qì,1
130568,治装,80568,54377,zhì zhuāng,1
130575,察勘,80575,54378,chá kān,1
130577,点卯,80577,54379,diǎn mǎo,1
130578,麦糠,80578,54380,mài kāng,1
130594,费手脚,80594,54381,fèi shǒu jiǎo,1
130595,皱痕,80595,54382,zhòu hén,1
130598,观音土,80598,54383,guān yīn tǔ,1
130603,邪门儿,80603,54384,xié mén er,1
130607,钉锤,80607,54385,dīng chuí,1
130610,抖包袱,80610,54386,dǒu bāo fu,1
130611,柿霜,80611,54387,shì shuāng,1
130619,运动袜,80619,54388,yùn dòng wà,1
130624,凝固剂,80624,54389,níng gù jì,1
130627,肉馅儿,80627,54390,ròu xiàn er,1
130629,叩打,80629,54391,kòu dǎ,1
130632,绊马索,80632,54392,bàn mǎ suǒ,1
130648,唱白脸,80648,54393,chàng bái liǎn,1
130662,电烤炉,80662,54394,diàn kǎo lú,1
130663,八字眉,80663,54395,bā zì méi,1
130672,熟石灰,80672,54396,shú shí huī,1
130677,牙缸,80677,54397,yá gāng,1
130683,卫生衣,80683,54398,wèi shēng yī,1
130691,重活儿,80691,54399,zhòng huó er,1
130694,计程表,80694,54400,jì chéng biǎo,1
130699,上中农,80699,54401,shàng zhōng nóng,1
130700,前滚翻,80700,54402,qián gǔn fān,1
130704,签到簿,80704,54403,qiān dào bù,1
130709,连裆裤,80709,54404,lián dāng kù,1
130710,吊胃口,80710,54405,diào wèi kǒu,1
130712,够交情,80712,54406,gòu jiāo qing,1
130715,蝙蝠衫,80715,54407,biān fú shān,1
130718,常套,80718,54408,cháng tào,1
130722,四脚蛇,80722,54409,sì jiǎo shé,1
130738,讳忌,80738,54410,huì jì,1
130740,马海毛,80740,54411,mǎ hǎi máo,1
130745,穿堂门,80745,54412,chuān táng mén,1
130748,偷汉子,80748,54413,tōu hàn zi,1
130750,白干儿,80750,54414,bái gān er,1
130753,摆谱儿,80753,54415,bǎi pǔ er,1
130755,捅娄子,80755,54416,tǒng lóu zi,1
130764,粗活儿,80764,54417,cū huó er,1
130767,闸刀,80767,54418,zhá dāo,1
130792,缝穷,80792,54419,féng qióng,1
130795,压场,80795,54420,yā chǎng,1
130799,窑坑,80799,54421,yáo kēng,1
130806,妄取,80806,54422,wàng qǔ,1
130809,泥子,80809,54423,nì zi,1
130812,日戳,80812,54424,rì chuō,1
130814,简古,80814,54425,jiǎn gǔ,1
130818,粗莽,80818,54426,cū mǎng,1
130822,笑窝,80822,54427,xiào wō,1
130831,歇班,80831,54428,xiē bān,1
130832,拜请,80832,54429,bài qǐng,1
130842,砧子,80842,54430,zhēn zi,1
130844,婉词,80844,54431,wǎn cí,1
130845,内眷,80845,54432,nèi juàn,1
130848,刁顽,80848,54433,diāo wán,1
130851,佣钱,80851,54434,yòng qián,1
130853,凶人,80853,54435,xiōng rén,1
130854,日晕,80854,54436,rì yùn,1
130866,落锁,80866,54437,luò suǒ,1
130870,鞋刷,80870,54438,xié shuā,1
130874,冰砖,80874,54439,bīng zhuān,1
130878,血痂,80878,54440,xuè jiā,1
