hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
90001,铁水,40001,36087,tiě shuǐ,1
90007,瓦当,40007,36088,wǎ dāng,1
90008,举事,40008,36089,jǔ shì,1
90009,痛经,40009,36090,tòng jīng,1
90010,由头,40010,36091,yóu tou,1
90011,悲戚,40011,36092,bēi qī,1
90012,莲藕,40012,36093,lián ǒu,1
90013,条凳,40013,36094,tiáo dèng,1
90014,居处,40014,36095,jū chǔ,1
90015,雏型,40015,36096,chú xíng,1
90018,销假,40018,36097,xiāo jià,1
90019,僵尸,40019,36098,jiāng shī,1
90021,青蒿,40021,36099,qīng hāo,1
90022,白字,40022,36100,bái zì,1
90023,浮标,40023,36101,fú biāo,1
90026,巡诊,40026,36102,xún zhěn,1
90027,乱来,40027,36103,luàn lái,1
90030,回头路,40030,36104,huí tóu lù,1
90033,脊梁骨,40033,36105,jǐ liang gǔ,1
90036,自决权,40036,36106,zì jué quán,1
90038,组织性,40038,36107,zǔ zhī xìng,1
90042,矿泉壶,40042,36108,kuàng quán hú,1
90045,传略,40045,36109,zhuàn lüè,1
90046,打拼,40046,36110,dǎ pīn,1
90048,门可罗雀,40048,36111,mén kě luó què,1
90049,掌上电脑,40049,36112,zhǎng shàng diàn nǎo,1
90050,在劫难逃,40050,36113,zài jié nán táo,1
90051,招兵买马,40051,36114,zhāo bīng mǎi mǎ,1
90052,充耳不闻,40052,36115,chōng ěr bù wén,1
90057,雨带,40057,36116,yǔ dài,1
90058,轮岗,40058,36117,lún gǎng,1
90059,解气,40059,36118,jiě qì,1
90060,疾步,40060,36119,jí bù,1
90064,加试,40064,36120,jiā shì,1
90065,涌流,40065,36121,yǒng liú,1
90066,铺展,40066,36122,pū zhǎn,1
90067,发油,40067,36123,fà yóu,1
90069,剽悍,40069,36124,piāo hàn,1
90070,树桩,40070,36125,shù zhuāng,1
90073,填词,40073,36126,tián cí,1
90075,化缘,40075,36127,huà yuán,1
90076,接警,40076,36128,jiē jǐng,1
90078,阳文,40078,36129,yáng wén,1
90079,诗社,40079,36130,shī shè,1
90081,补益,40081,36131,bǔ yì,1
90083,黑哨,40083,36132,hēi shào,1
90084,晶亮,40084,36133,jīng liàng,1
90086,长笛,40086,36134,cháng dí,1
90088,辞行,40088,36135,cí xíng,1
90089,夕照,40089,36136,xī zhào,1
90090,细软,40090,36137,xì ruǎn,1
90092,水表,40092,36138,shuǐ biǎo,1
90093,掌上明珠,40093,36139,zhǎng shàng míng zhū,1
90095,总纲,40095,36140,zǒng gāng,1
90097,军权,40097,36141,jūn quán,1
90098,春梦,40098,36142,chūn mèng,1
90099,雄师,40099,36143,xióng shī,1
90100,拂面,40100,36144,fú miàn,1
90101,守职,40101,36145,shǒu zhí,1
90102,站相,40102,36146,zhàn xiàng,1
90103,党纲,40103,36147,dǎng gāng,1
90104,凶暴,40104,36148,xiōng bào,1
90109,传布,40109,36149,chuán bù,1
