hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
60002,骆驼,10002,13054,luò tuo,1
60003,诗句,10003,13055,shī jù,1
60004,平行,10004,13056,píng xíng,1
60005,恐龙,10005,13057,kǒng lóng,1
60006,政治权利,10006,13058,zhèng zhì quán lì,1
60007,变相,10007,13059,biàn xiàng,1
60009,千古,10009,13060,qiān gǔ,1
60010,必不可少,10010,13061,bì bù kě shǎo,1
60011,多极,10011,13062,duō jí,1
60012,支行,10012,13063,zhī háng,1
60013,起事,10013,13064,qǐ shì,1
60014,牧场,10014,13065,mù chǎng,1
60015,眼珠,10015,13066,yǎn zhū,1
60016,娘子,10016,13067,niáng zǐ,1
60017,抉择,10017,13068,jué zé,1
60018,败坏,10018,13069,bài huài,1
60020,音乐家,10020,13070,yīn yuè jiā,1
60021,难民营,10021,13071,nàn mín yíng,1
60022,解放战争,10022,13072,jiě fàng zhàn zhēng,1
60025,体改,10025,13073,tǐ gǎi,1
60026,低谷,10026,13074,dī gǔ,1
60028,城堡,10028,13075,chéng bǎo,1
60029,造价,10029,13076,zào jià,1
60030,疯牛病,10030,13077,fēng niú bìng,1
60031,紧要,10031,13078,jǐn yào,1
60032,本行,10032,13079,běn háng,1
60033,聘用,10033,13080,pìn yòng,1
60034,怀有,10034,13081,huái yǒu,1
60036,难说,10036,13082,nán shuō,1
60037,单边,10037,13083,dān biān,1
60038,好听,10038,13084,hǎo tīng,1
60039,收缩,10039,13085,shōu suō,1
60040,口服,10040,13086,kǒu fú,1
60041,抚摸,10041,13087,fǔ mō,1
60042,地名,10042,13088,dì míng,1
60044,长老,10044,13089,zhǎng lǎo,1
60045,紧迫感,10045,13090,jǐn pò gǎn,1
60048,密集型,10048,13091,mì jí xíng,1
60050,来宾,10050,13092,lái bīn,1
60051,微妙,10051,13093,wēi miào,1
60052,五彩,10052,13094,wǔ cǎi,1
60053,鼓吹,10053,13095,gǔ chuī,1
60054,转业,10054,13096,zhuǎn yè,1
60055,认得,10055,13097,rèn de,1
60056,发源,10056,13098,fā yuán,1
60057,首例,10057,13099,shǒu lì,1
60058,推理,10058,13100,tuī lǐ,1
60059,轮胎,10059,13101,lún tāi,1
60060,远近,10060,13102,yuǎn jìn,1
60061,引向,10061,13103,yǐn xiàng,1
60062,史实,10062,13104,shǐ shí,1
60063,守卫,10063,13105,shǒu wèi,1
60064,广为,10064,13106,guǎng wéi,1
60065,侵占,10065,13107,qīn zhàn,1
60066,交货,10066,13108,jiāo huò,1
60067,经济基础,10067,13109,jīng jì jī chǔ,1
60068,受审,10068,13110,shòu shěn,1
60069,合于,10069,13111,hé yú,1
60070,只因,10070,13112,zhǐ yīn,1
60071,作坊,10071,13113,zuō fang,1
60072,大纲,10072,13114,dà gāng,1
60073,十佳,10073,13115,shí jiā,1
60074,烟雾,10074,13116,yān wù,1
60075,炮火,10075,13117,pào huǒ,1
60076,实时,10076,13118,shí shí,1
60077,分社,10077,13119,fēn shè,1
60078,漫步,10078,13120,màn bù,1
60079,演绎,10079,13121,yǎn yì,1
60080,存储,10080,13122,cún chǔ,1
60081,炮兵,10081,13123,pào bīng,1
60083,戈壁,10083,13124,gē bì,1
