hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
100001,诘难,50001,42112,jié nàn,1
100003,肺叶,50003,42113,fèi yè,1
100004,手慢,50004,42114,shǒu màn,1
100005,寻摸,50005,42115,xún mo,1
100006,挑唆,50006,42116,tiǎo suō,1
100007,磺胺,50007,42117,huáng àn,1
100009,饮马,50009,42118,yìn mǎ,1
100011,诏令,50011,42119,zhào lìng,1
100012,隐逸,50012,42120,yǐn yì,1
100013,柔肠,50013,42121,róu cháng,1
100014,持论,50014,42122,chí lùn,1
100017,攻擂,50017,42123,gōng lèi,1
100018,加刑,50018,42124,jiā xíng,1
100023,包皮,50023,42125,bāo pí,1
100030,肾结石,50030,42126,shèn jié shí,1
100033,臭豆腐,50033,42127,chòu dòu fu,1
100035,比基尼,50035,42128,bǐ jī ní,1
100036,断裂带,50036,42129,duàn liè dài,1
100037,闪电战,50037,42130,shǎn diàn zhàn,1
100038,打算盘,50038,42131,dǎ suàn pan,1
100039,转播台,50039,42132,zhuǎn bō tái,1
100041,柿子椒,50041,42133,shì zi jiāo,1
100043,解放鞋,50043,42134,jiě fàng xié,1
100044,落叶松,50044,42135,luò yè sōng,1
100045,螺旋藻,50045,42136,luó xuán zǎo,1
100046,卷铺盖,50046,42137,juǎn pū gai,1
100047,排练场,50047,42138,pái liàn chǎng,1
100048,丝丝入扣,50048,42139,sī sī rù kòu,1
100054,处之泰然,50054,42140,chǔ zhī tài rán,1
100058,人仰马翻,50058,42141,rén yǎng mǎ fān,1
100059,舞文弄墨,50059,42142,wǔ wén nòng mò,1
100062,言归于好,50062,42143,yán guī yú hǎo,1
100064,大腹便便,50064,42144,dà fù pián pián,1
100065,矫枉过正,50065,42145,jiǎo wǎng guò zhèng,1
100066,老气横秋,50066,42146,lǎo qì héng qiū,1
100068,滚瓜烂熟,50068,42147,gǔn guā làn shú,1
100069,滥竽充数,50069,42148,làn yú chōng shù,1
100070,同室操戈,50070,42149,tóng shì cāo gē,1
100071,刑事判决,50071,42150,xíng shì pàn jué,1
100074,预展,50074,42151,yù zhǎn,1
100075,异端邪说,50075,42152,yì duān xié shuō,1
100076,何首乌,50076,42153,hé shǒu wū,1
100080,不睦,50080,42154,bù mù,1
100081,漫灌,50081,42155,màn guàn,1
100083,敬奉,50083,42156,jìng fèng,1
100085,寥落,50085,42157,liáo luò,1
100087,无霜期,50087,42158,wú shuāng qī,1
100088,工价,50088,42159,gōng jià,1
100089,枯荣,50089,42160,kū róng,1
100091,砖雕,50091,42161,zhuān diāo,1
100092,进益,50092,42162,jìn yì,1
100093,曼舞,50093,42163,màn wǔ,1
100094,病况,50094,42164,bìng kuàng,1
100096,画板,50096,42165,huà bǎn,1
100098,昼伏夜出,50098,42166,zhòu fú yè chū,1
100099,增温,50099,42167,zēng wēn,1
100102,撒落,50102,42168,sǎ luò,1
100103,路规,50103,42169,lù guī,1
100105,竖直,50105,42170,shù zhí,1
100106,风凉话,50106,42171,fēng liáng huà,1
100107,肠梗阻,50107,42172,cháng gěng zǔ,1
100108,屡禁不绝,50108,42173,lǚ jìn bù jué,1
100113,九族,50113,42174,jiǔ zú,1
100114,怒涛,50114,42175,nù tāo,1
100116,夹竹桃,50116,42176,jiā zhú táo,1
100119,层林,50119,42177,céng lín,1
100122,同路人,50122,42178,tóng lù rén,1
100123,惨境,50123,42179,cǎn jìng,1
100124,长明灯,50124,42180,cháng míng dēng,1
100126,口诛笔伐,50126,42181,kǒu zhū bǐ fá,1
100128,暗害,50128,42182,àn hài,1
100129,素净,50129,42183,sù jing,1
100133,箭在弦上,50133,42184,jiàn zài xián shàng,1
100134,悬梁,50134,42185,xuán liáng,1
100136,补漏,50136,42186,bǔ lòu,1
100137,苟活,50137,42187,gǒu huó,1
100140,浅近,50140,42188,qiǎn jìn,1
100141,黑陶,50141,42189,hēi táo,1
100142,仁厚,50142,42190,rén hòu,1
100144,枪栓,50144,42191,qiāng shuān,1
100145,叔公,50145,42192,shū gōng,1
100148,遭罪,50148,42193,zāo zuì,1
100150,腌菜,50150,42194,yān cài,1
100153,延宕,50153,42195,yán dàng,1
100155,甲肝,50155,42196,jiǎ gān,1
100156,航标灯,50156,42197,háng biāo dēng,1
100157,困局,50157,42198,kùn jú,1
100160,赐教,50160,42199,cì jiào,1
100161,熬煎,50161,42200,áo jiān,1
100166,白丁,50166,42201,bái dīng,1
100168,白癜风,50168,42202,bái diàn fēng,1
100169,龟甲,50169,42203,guī jiǎ,1
