hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
95002,导热,45002,39138,dǎo rè,1
95003,喜不自禁,45003,39139,xǐ bù zì jīn,1
95006,黑瘦,45006,39140,hēi shòu,1
95007,乌梅,45007,39141,wū méi,1
95009,对口相声,45009,39142,duì kǒu xiàng sheng,1
95011,理所应当,45011,39143,lǐ suǒ yīng dāng,1
95012,晚育,45012,39144,wǎn yù,1
95013,公休,45013,39145,gōng xiū,1
95014,呼哧,45014,39146,hū chī,1
95017,皮囊,45017,39147,pí náng,1
95020,车棚,45020,39148,chē péng,1
95021,戒除,45021,39149,jiè chú,1
95023,保藏,45023,39150,bǎo cáng,1
95024,花烛,45024,39151,huā zhú,1
95027,南辕北辙,45027,39152,nán yuán běi zhé,1
95028,高等动物,45028,39153,gāo děng dòng wù,1
95029,说来话长,45029,39154,shuō lái huà cháng,1
95030,细枝末节,45030,39155,xì zhī mò jié,1
95031,正儿八经,45031,39156,zhèng ér bā jīng,1
95034,扳手,45034,39157,bān shou,1
95036,纵横捭阖,45036,39158,zòng héng bǎi hé,1
95039,女眷,45039,39159,nǚ juàn,1
95040,足金,45040,39160,zú jīn,1
95042,上唇,45042,39161,shàng chún,1
95046,设伏,45046,39162,shè fú,1
95047,明争暗斗,45047,39163,míng zhēng àn dòu,1
95048,雪景,45048,39164,xuě jǐng,1
95050,防暑,45050,39165,fáng shǔ,1
95052,闲居,45052,39166,xián jū,1
95053,闻风丧胆,45053,39167,wén fēng sàng dǎn,1
95055,戕害,45055,39168,qiāng hài,1
95056,试营业,45056,39169,shì yíng yè,1
95057,砚台,45057,39170,yàn tai,1
95058,开诊,45058,39171,kāi zhěn,1
95059,写家,45059,39172,xiě jiā,1
95061,爬升,45061,39173,pá shēng,1
95062,丝巾,45062,39174,sī jīn,1
95065,风向标,45065,39175,fēng xiàng biāo,1
95066,蜗居,45066,39176,wō jū,1
95071,返老还童,45071,39177,fǎn lǎo huán tóng,1
95072,琴键,45072,39178,qín jiàn,1
95075,传艺,45075,39179,chuán yì,1
95076,义正词严,45076,39180,yì zhèng cí yán,1
95077,比例尺,45077,39181,bǐ lì chǐ,1
95079,杀身之祸,45079,39182,shā shēn zhī huò,1
95081,血肉相连,45081,39183,xuè ròu xiāng lián,1
95082,返照,45082,39184,fǎn zhào,1
95083,竹器,45083,39185,zhú qì,1
95086,转弯抹角,45086,39186,zhuǎn wān mò jiǎo,1
95087,姣好,45087,39187,jiāo hǎo,1
95089,套近乎,45089,39188,tào jìn hu,1
95090,乌合之众,45090,39189,wū hé zhī zhòng,1
95091,阳奉阴违,45091,39190,yáng fèng yīn wéi,1
95095,使眼色,45095,39191,shǐ yǎn sè,1
95096,煽情,45096,39192,shān qíng,1
95099,抗命,45099,39193,kàng mìng,1
95102,吏治,45102,39194,lì zhì,1
95104,成竹在胸,45104,39195,chéng zhú zài xiōng,1
95106,讣告,45106,39196,fù gào,1
95108,空余,45108,39197,kòng yú,1
95109,土司,45109,39198,tǔ sī,1
95110,盗匪,45110,39199,dào fěi,1
95112,减损,45112,39200,jiǎn sǔn,1
95113,提单,45113,39201,tí dān,1
95114,刊用,45114,39202,kān yòng,1
95115,门环,45115,39203,mén huán,1
95117,园田,45117,39204,yuán tián,1
95118,等温,45118,39205,děng wēn,1
95119,影踪,45119,39206,yǐng zōng,1
95120,小修,45120,39207,xiǎo xiū,1
95121,学监,45121,39208,xué jiān,1
95122,指证,45122,39209,zhǐ zhèng,1
95123,隘口,45123,39210,ài kǒu,1
95124,度日如年,45124,39211,dù rì rú nián,1
95126,抑止,45126,39212,yì zhǐ,1
95127,寡母,45127,39213,guǎ mǔ,1
