hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
65001,老式,15001,17241,lǎo shì,1
65002,眺望,15002,17242,tiào wàng,1
65003,跨度,15003,17243,kuà dù,1
65004,飞越,15004,17244,fēi yuè,1
65005,还贷,15005,17245,huán dài,1
65008,前例,15008,17246,qián lì,1
65009,三轮车,15009,17247,sān lún chē,1
65010,德行,15010,17248,dé xíng,1
65011,松树,15011,17249,sōng shù,1
65012,拜金,15012,17250,bài jīn,1
65013,倔强,15013,17251,jué jiàng,1
65014,深为,15014,17252,shēn wéi,1
65015,辉映,15015,17253,huī yìng,1
65016,先决,15016,17254,xiān jué,1
65017,静悄悄,15017,17255,jìng qiāo qiāo,1
65018,扶助,15018,17256,fú zhù,1
65019,无价,15019,17257,wú jià,1
65020,天日,15020,17258,tiān rì,1
65021,比作,15021,17259,bǐ zuò,1
65022,相辅相成,15022,17260,xiāng fǔ xiāng chéng,1
65023,荒漠化,15023,17261,huāng mò huà,1
65024,导出,15024,17262,dǎo chū,1
65025,审结,15025,17263,shěn jié,1
65026,下沉,15026,17264,xià chén,1
65027,捆绑,15027,17265,kǔn bǎng,1
65028,时限,15028,17266,shí xiàn,1
65029,高音,15029,17267,gāo yīn,1
65030,闭塞,15030,17268,bì sè,1
65031,倒数,15031,17269,dào shǔ,1
65031,倒数,15031,17270,dào shù,2
65032,泥泞,15032,17271,ní nìng,1
65033,新课,15033,17272,xīn kè,1
65034,长工,15034,17273,cháng gōng,1
65035,可可,15035,17274,kě kě,1
65036,江东,15036,17275,jiāng dōng,1
65038,台地,15038,17276,tái dì,1
65039,供求关系,15039,17277,gōng qiú guān xi,1
65040,麦子,15040,17278,mài zi,1
65042,就诊,15042,17279,jiù zhěn,1
65043,配送,15043,17280,pèi sòng,1
65044,天文台,15044,17281,tiān wén tái,1
65045,开馆,15045,17282,kāi guǎn,1
65046,装潢,15046,17283,zhuāng huáng,1
65047,己任,15047,17284,jǐ rèn,1
65048,枯竭,15048,17285,kū jié,1
65049,展台,15049,17286,zhǎn tái,1
65052,必然性,15052,17287,bì rán xìng,1
65053,感召,15053,17288,gǎn zhào,1
65054,爆出,15054,17289,bào chū,1
65055,调拨,15055,17290,diào bō,1
65056,宰相,15056,17291,zǎi xiàng,1
65058,理当,15058,17292,lǐ dāng,1
65061,后起,15061,17293,hòu qǐ,1
65062,愈加,15062,17294,yù jiā,1
65063,腹泻,15063,17295,fù xiè,1
65065,循序渐进,15065,17296,xún xù jiàn jìn,1
65066,不折不扣,15066,17297,bù zhé bù kòu,1
65067,诉诸,15067,17298,sù zhū,1
65068,凡人,15068,17299,fán rén,1
65069,房东,15069,17300,fáng dōng,1
65070,打中,15070,17301,dǎ zhòng,1
65071,稻草,15071,17302,dào cǎo,1
65074,装扮,15074,17303,zhuāng bàn,1
65075,展缓,15075,17304,zhǎn huǎn,1
65076,转告,15076,17305,zhuǎn gào,1
65077,异样,15077,17306,yì yàng,1
65078,台球,15078,17307,tái qiú,1
65079,草本,15079,17308,cǎo běn,1
65081,竹林,15081,17309,zhú lín,1
65084,儒学,15084,17310,rú xué,1
65085,重头,15085,17311,zhòng tóu,1
