hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
135008,笛膜,85008,54897,dí mó,1
135014,橡皮糖,85014,54898,xiàng pí táng,1
135016,照面儿,85016,54899,zhào miàn er,1
135019,赶趟儿,85019,54900,gǎn tàng er,1
135021,凉白开,85021,54901,liáng bái kāi,1
135022,揭疮疤,85022,54902,jiē chuāng bā,1
135023,亲家公,85023,54903,qìng jia gōng,1
135027,花池子,85027,54904,huā chí zi,1
135039,削肩,85039,54905,xuē jiān,1
135048,赶活儿,85048,54906,gǎn huó er,1
135055,棺材瓤子,85055,54907,guān cai ráng zi,1
135076,欣慕,85076,54908,xīn mù,1
135093,焦煳,85093,54909,jiāo hú,1
135101,深耕细作,85101,54910,shēn gēng xì zuò,1
135105,大天白日,85105,54911,dà tiān bái rì,1
135117,指甲盖儿,85117,54912,zhǐ jia gài er,1
135123,采景,85123,54913,cǎi jǐng,1
135161,爽然若失,85161,54914,shuǎng rán ruò shī,1
135169,烂糊,85169,54915,làn hu,1
135170,打钩,85170,54916,dǎ gōu,1
135173,云遮雾障,85173,54917,yún zhē wù zhàng,1
135174,悲咽,85174,54918,bēi yè,1
135175,销账,85175,54919,xiāo zhàng,1
135176,贼星,85176,54920,zéi xīng,1
135182,蜜供,85182,54921,mì gòng,1
135192,浑话,85192,54922,hún huà,1
135203,炊饼,85203,54923,chuī bǐng,1
135242,申讨,85242,54924,shēn tǎo,1
135256,哑场,85256,54925,yǎ chǎng,1
135279,绵绸,85279,54926,mián chóu,1
135280,凋败,85280,54927,diāo bài,1
135289,抓髻,85289,54928,zhuā ji,1
135309,愚陋,85309,54929,yú lòu,1
135315,顶账,85315,54930,dǐng zhàng,1
135331,退亲,85331,54931,tuì qīn,1
135349,镇尺,85349,54932,zhèn chǐ,1
135350,冰硬,85350,54933,bīng yìng,1
135370,贵恙,85370,54934,guì yàng,1
135374,阿嚏,85374,54935,ā tì,1
135375,歇伏,85375,54936,xiē fú,1
135388,推见,85388,54937,tuī jiàn,1
135421,盲打,85421,54938,máng dǎ,1
135428,悲楚,85428,54939,bēi chǔ,1
135438,公子王孙,85438,54940,gōng zǐ wáng sūn,1
135454,劝让,85454,54941,quàn ràng,1
135472,簸荡,85472,54942,bǒ dàng,1
135484,欢慰,85484,54943,huān wèi,1
135488,网绳,85488,54944,wǎng shéng,1
135489,壁钟,85489,54945,bì zhōng,1
135491,望风捕影,85491,54946,wàng fēng bǔ yǐng,1
135497,哩哩啦啦,85497,54947,lī li lā lā,1
135499,电磨,85499,54948,diàn mò,1
135501,谐剧,85501,54949,xié jù,1
135525,安如泰山,85525,54950,ān rú tài shān,1
135540,一连气儿,85540,54951,yī lián qì er,1
135543,网巾,85543,54952,wǎng jīn,1
135574,一差二错,85574,54953,yī chā èr cuò,1
135613,馋鬼,85613,54954,chán guǐ,1
135652,釜底游鱼,85652,54955,fǔ dǐ yóu yú,1
135678,乔扮,85678,54956,qiáo bàn,1
135681,弃甲曳兵,85681,54957,qì jiǎ yè bīng,1
135721,鹬蚌相争，渔翁得利,85721,54958,yù bàng xi āng zhēng yú wēng dé lì,1
135723,老来俏,85723,54959,lǎo lái qiào,1
135741,葡萄灰,85741,54960,pú táo huī,1
135745,草头王,85745,54961,cǎo tóu wáng,1
135748,保鲜袋,85748,54962,bǎo xiān dài,1
135764,遮阳镜,85764,54963,zhē yáng jìng,1
135777,将军肚,85777,54964,jiāng jūn dù,1
135791,份儿饭,85791,54965,fèn er fàn,1
135795,对比色,85795,54966,duì bǐ sè,1
135828,鞋拔子,85828,54967,xié bá zi,1
135831,打蔫儿,85831,54968,dǎ niān er,1
135834,送信儿,85834,54969,sòng xìn er,1
135843,吃劳保,85843,54970,chī láo bǎo,1
135850,吃不来,85850,54971,chī bu lái,1
135859,烟嘴儿,85859,54972,yān zuǐ er,1
135861,肉片儿,85861,54973,ròu piàn er,1
135862,花点子,85862,54974,huā diǎn zi,1
135865,耳报神,85865,54975,ěr bào shén,1
135879,坐地分赃,85879,54976,zuò dì fēn zāng,1
135880,书归正传,85880,54977,shū guī zhèng zhuàn,1
135884,剜肉补疮,85884,54978,wān ròu bǔ chuāng,1
135945,盘根问底,85945,54979,pán gēn wèn dǐ,1
136001,催索,86001,54980,cuī suǒ,1
136006,内愧,86006,54981,nèi kuì,1
136008,酒刺,86008,54982,jiǔ cì,1
136019,晾台,86019,54983,liàng tái,1
136041,规谏,86041,54984,guī jiàn,1
136042,冥钞,86042,54985,míng chāo,1
136045,海寇,86045,54986,hǎi kòu,1
136048,淘神,86048,54987,táo shén,1
136062,承允,86062,54988,chéng yǔn,1
136064,畏避,86064,54989,wèi bì,1
136084,训责,86084,54990,xùn zé,1
136088,佐理,86088,54991,zuǒ lǐ,1
136110,余勇可贾,86110,54992,yú yǒng kě gǔ,1
136123,敬挽,86123,54993,jìng wǎn,1
136135,直撅撅,86135,54994,zhí juē juē,1
136152,定滑轮,86152,54995,dìng huá lún,1
136188,眼浅,86188,54996,yǎn qiǎn,1
136211,暗泣,86211,54997,àn qì,1
136236,小人儿书,86236,54998,xiǎo rén er shū,1
136270,拿腔作势,86270,54999,ná qiāng zuò shì,1
136271,纵虎归山,86271,55000,zòng hǔ guī shān,1
136274,捡破烂儿,86274,55001,jiǎn pò làn er,1
136301,一唱百和,86301,55002,yī chàng bǎi hè,1
136302,耍奸,86302,55003,shuǎ jiān,1
136355,缠手,86355,55004,chán shǒu,1
136357,凶死,86357,55005,xiōng sǐ,1
136375,月黑天,86375,55006,yuè hēi tiān,1
136376,钻劲儿,86376,55007,zuān jìn er,1
136382,奔头儿,86382,55008,bèn tou er,1
136397,杏仁茶,86397,55009,xìng rén chá,1
136436,信赏必罚,86436,55010,xìn shǎng bì fá,1
136486,云片糕,86486,55011,yún piàn gāo,1
136494,安如磐石,86494,55012,ān rú pán shí,1
136519,先意承志,86519,55013,xiān yì chéng zhì,1
136538,留后手,86538,55014,liú hòu shǒu,1
136552,果丹皮,86552,55015,guǒ dān pí,1
136555,单弦儿,86555,55016,dān xián er,1
136569,吃鸭蛋,86569,55017,chī yā dàn,1
136573,吃零嘴,86573,55018,chī líng zuǐ,1
136575,挨边儿,86575,55019,āi biān er,1
136583,跑圆场,86583,55020,pǎo yuán chǎng,1
136584,叶韵,86584,55021,xié yùn,1
136596,去污粉,86596,55022,qù wū fěn,1
136631,幸臣,86631,55023,xìng chén,1
136635,湘方言,86635,55024,xiāng fāng yán,1
136673,保险灯,86673,55025,bǎo xiǎn dēng,1
136679,拜官,86679,55026,bài guān,1
136685,打头炮,86685,55027,dǎ tóu pào,1
136688,顶门杠,86688,55028,dǐng mén gàng,1
136700,掌灶,86700,55029,zhǎng zào,1
136737,窝里反,86737,55030,wō li fǎn,1
136738,秕谷,86738,55031,bǐ gǔ,1
136761,红模子,86761,55032,hóng mú zi,1
136777,飞递,86777,55033,fēi dì,1
136783,惨毒,86783,55034,cǎn dú,1
136814,姘夫,86814,55035,pīn fū,1
136815,催命鬼,86815,55036,cuī mìng guǐ,1
136819,秽闻,86819,55037,huì wén,1
136831,叫座儿,86831,55038,jiào zuò er,1
136839,宫扇,86839,55039,gōng shàn,1
136844,宽旷,86844,55040,kuān kuàng,1
136866,玩儿票,86866,55041,wán er piào,1
136884,彩牌楼,86884,55042,cǎi pái lou,1
136902,俚歌,86902,55043,lǐ gē,1
136919,暗场,86919,55044,àn chǎng,1
136929,黜退,86929,55045,chù tuì,1
136930,顾恋,86930,55046,gù liàn,1
136945,碴口,86945,55047,chá kǒu,1
136965,背篼,86965,55048,bēi dōu,1
136967,荡除,86967,55049,dàng chú,1
137009,闹戏,87009,55050,nào xì,1
137013,扮酷,87013,55051,bàn kù,1
137020,蓄志,87020,55052,xù zhì,1
137028,铆劲儿,87028,55053,mǎo jìn er,1
137029,后尾儿,87029,55054,hòu yǐ er,1
137030,轻悠悠,87030,55055,qīng yōu yōu,1
137032,是非窝,87032,55056,shì fēi wō,1
137059,连脚裤,87059,55057,lián jiǎo kù,1
137091,呈阅,87091,55058,chéng yuè,1
137097,规诫,87097,55059,guī jiè,1
137114,秃瓢儿,87114,55060,tū piáo er,1
137117,画帖,87117,55061,huà tiè,1
137120,撩逗,87120,55062,liáo dòu,1
137130,筒裤,87130,55063,tǒng kù,1
137132,铺衬,87132,55064,pū chen,1
137132,铺衬,87132,55065,pū chèn,2
137150,抵账,87150,55066,dǐ zhàng,1
137176,悔约,87176,55067,huǐ yuē,1
137182,椰蓉,87182,55068,yē róng,1
137188,箬笠,87188,55069,ruò lì,1
137238,戏侮,87238,55070,xì wǔ,1
137288,伤耗,87288,55071,shāng hao,1
137290,捕拿,87290,55072,bǔ ná,1
137299,补假,87299,55073,bǔ jià,1
137303,髻子,87303,55074,jì zi,1
137306,息肩,87306,55075,xī jiān,1
137311,邪财,87311,55076,xié cái,1
137353,佃客,87353,55077,diàn kè,1
137367,贬职,87367,55078,biǎn zhí,1
137370,谗害,87370,55079,chán hài,1
137392,奶腥,87392,55080,nǎi xīng,1
137398,奶糕,87398,55081,nǎi gāo,1
