hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn
3502,嗯,3502,3855,èng,1
3502,嗯,3502,3856,éng,2
3502,嗯,3502,3857,ěng,3
3503,咯,3503,3858,kǎ,1
3503,咯,3503,3859,luò,2
3505,噢,3505,3860,ō,1
3511,嘎,3511,3861,gā,1
3511,嘎,3511,3862,gǎ,2
3513,酶,3513,3863,méi,1
3514,嗨,3514,3864,hāi,1
3514,嗨,3514,3865,hēi,2
3517,噗,3517,3866,pū,1
3523,咩,3523,3867,miē,1
3527,铀,3527,3868,yóu,1
3531,嘘,3531,3869,xū,1
3531,嘘,3531,3870,shī,2
3532,嘟,3532,3871,dū,1
3548,狄,3548,3872,dí,1
3557,咚,3557,3873,dōng,1
3561,钡,3561,3874,bèi,1
3564,钛,3564,3875,tài,1
3578,镍,3578,3876,niè,1
3579,樊,3579,3877,fán,1
3582,柯,3582,3878,kē,1
3596,毋,3596,3879,wú,1
3598,妾,3598,3880,qiè,1
3601,镭,3601,3881,léi,1
3603,瞥,3603,3882,piē,1
3615,陇,3615,3883,lǒng,1
3618,焖,3618,3884,mèn,1
3620,甄,3620,3885,zhēn,1
3624,锭,3624,3886,dìng,1
3627,咔,3627,3887,kā,1
3627,咔,3627,3888,kǎ,2
3629,妞,3629,3889,niū,1
3633,奚,3633,3890,xī,1
3639,靓,3639,3891,liàng,1
3639,靓,3639,3892,jìng,2
3642,踹,3642,3893,chuài,1
3649,韦,3649,3894,wéi,1
3653,兀,3653,3895,wù,1
3670,侃,3670,3896,kǎn,1
3671,蘸,3671,3897,zhàn,1
3679,剁,3679,3898,duò,1
3687,哽,3687,3899,gěng,1
3697,炖,3697,3900,dùn,1
3698,喵,3698,3901,miāo,1
3710,遛,3710,3902,liù,1
3720,臧,3720,3903,zāng,1
3728,燎,3728,3904,liáo,1
3728,燎,3728,3905,liǎo,2
3729,沓,3729,3906,dá,1
3729,沓,3729,3907,tà,2
3730,攥,3730,3908,zuàn,1
3732,诛,3732,3909,zhū,1
3733,氟,3733,3910,fú,1
3742,撂,3742,3911,liào,1
3747,硒,3747,3912,xī,1
3761,搪,3761,3913,táng,1
3765,槌,3765,3914,chuí,1
3768,哧,3768,3915,chī,1
3770,犊,3770,3916,dú,1
3787,偕,3787,3917,xié,1
3807,疽,3807,3918,jū,1
3808,撅,3808,3919,juē,1
3809,舷,3809,3920,xián,1
3813,覃,3813,3921,tán,1
3824,饷,3824,3922,xiǎng,1
3826,揖,3826,3923,yī,1
3829,铡,3829,3924,zhá,1
3830,掣,3830,3925,chè,1
3832,盅,3832,3926,zhōng,1
3834,亟,3834,3927,jí,1
3834,亟,3834,3928,qì,2
3843,镁,3843,3929,měi,1
3845,幡,3845,3930,fān,1
3858,辕,3858,3931,yuán,1
3863,煸,3863,3932,biān,1
3864,赊,3864,3933,shē,1
3869,缄,3869,3934,jiān,1
3889,掬,3889,3935,jū,1
3901,黏,3901,3936,nián,1
3911,煲,3911,3937,bāo,1
3921,攒,3921,3938,zǎn,1
3921,攒,3921,3939,cuán,2
3934,牟,3934,3940,móu,1
3934,牟,3934,3941,mù,2
3944,鹫,3944,3942,jiù,1
3955,镣,3955,3943,liào,1
3960,奕,3960,3944,yì,1
3961,呦,3961,3945,yōu,1
3988,帧,3988,3946,zhēn,1
3993,茹,3993,3947,rú,1
3997,汲,3997,3948,jí,1
3999,虞,3999,3949,yú,1
4007,撸,4007,3950,lū,1
4011,腌,4011,3951,yān,1
4011,腌,4011,3952,ā,2
4015,蹑,4015,3953,niè,1
4040,痈,4040,3954,yōng,1
4044,糜,4044,3955,mí,1
4044,糜,4044,3956,méi,2
4046,蜇,4046,3957,zhē,1
4046,蜇,4046,3958,zhé,2
4055,祁,4055,3959,qí,1
4056,嫖,4056,3960,piáo,1
4062,滕,4062,3961,téng,1
4064,焙,4064,3962,bèi,1
4066,腭,4066,3963,è,1
4070,酊,4070,3964,dīng,1
4074,泓,4074,3965,hóng,1
4076,锉,4076,3966,cuò,1
4079,迸,4079,3967,bèng,1
4102,孬,4102,3968,nāo,1
4104,鳃,4104,3969,sāi,1
4111,娼,4111,3970,chāng,1
4132,咦,4132,3971,yí,1
4134,踝,4134,3972,huái,1
4143,釉,4143,3973,yòu,1
4146,鞘,4146,3974,qiào,1
4146,鞘,4146,3975,shāo,2
4151,箍,4151,3976,gū,1
4180,薰,4180,3977,xūn,1
4181,绺,4181,3978,liǔ,1
4191,杈,4191,3979,chà,1
4191,杈,4191,3980,chā,2
4197,廿,4197,3981,niàn,1
4206,佰,4206,3982,bǎi,1
4209,壕,4209,3983,háo,1
4211,痣,4211,3984,zhì,1
4213,痧,4213,3985,shā,1
4214,痞,4214,3986,pǐ,1
4228,匡,4228,3987,kuāng,1
4233,辍,4233,3988,chuò,1
4244,甭,4244,3989,béng,1
4249,怵,4249,3990,chù,1
4257,烩,4257,3991,huì,1
4275,掴,4275,3992,guāi,1
4281,抿,4281,3993,mǐn,1
4305,蠹,4305,3994,dù,1
4306,锑,4306,3995,tī,1
4311,硌,4311,3996,gè,1
4311,硌,4311,3997,luò,2
4312,熨,4312,3998,yùn,1
4312,熨,4312,3999,yù,2
4313,橹,4313,4000,lǔ,1
4318,钵,4318,4001,bō,1
4327,疥,4327,4002,jiè,1
4336,疱,4336,4003,pào,1
4351,钨,4351,4004,wū,1
4359,枷,4359,4005,jiā,1
4362,荚,4362,4006,jiá,1
4375,剜,4375,4007,wān,1
4378,呸,4378,4008,pēi,1
4384,嗑,4384,4009,kè,1
4389,抻,4389,4010,chēn,1
4391,漉,4391,4011,lù,1
4392,嚓,4392,4012,cā,1
4397,蟒,4397,4013,mǎng,1
4403,蹿,4403,4014,cuān,1
4411,幺,4411,4015,yāo,1
4416,幂,4416,4016,mì,1
4419,鸠,4419,4017,jiū,1
4423,裆,4423,4018,dāng,1
4432,貂,4432,4019,diāo,1
4433,呱,4433,4020,guā,1
4438,噎,4438,4021,yē,1
4443,鼾,4443,4022,hān,1
4445,圩,4445,4023,xū,1
4445,圩,4445,4024,wéi,2
4454,瞟,4454,4025,piǎo,1
4464,仨,4464,4026,sā,1
4469,拈,4469,4027,niān,1
4496,掖,4496,4028,yē,1
4496,掖,4496,4029,yè,2
4501,锨,4501,4030,xiān,1
4508,蒿,4508,4031,hāo,1
4533,炷,4533,4032,zhù,1
4538,瓮,4538,4033,wèng,1
4541,胯,4541,4034,kuà,1
4547,嘞,4547,4035,lei,1
4547,嘞,4547,4036,lē,2
4548,蚝,4548,4037,háo,1
4550,嗲,4550,4038,diǎ,1
4551,嗔,4551,4039,chēn,1
4553,裱,4553,4040,biǎo,1
4563,摞,4563,4041,luò,1
4572,煅,4572,4042,duàn,1
4577,嗳,4577,4043,ǎi,1
4578,硼,4578,4044,péng,1
4591,摁,4591,4045,èn,1
4594,疃,4594,4046,tuǎn,1
4600,阉,4600,4047,yān,1
4610,舂,4610,4048,chōng,1
4625,铆,4625,4049,mǎo,1
4646,锛,4646,4050,bēn,1
4648,腱,4648,4051,jiàn,1
4657,铰,4657,4052,jiǎo,1
4668,绾,4668,4053,wǎn,1
4686,捋,4686,4054,lǚ,1
4686,捋,4686,4055,luō,2
4692,氩,4692,4056,yà,1
4702,氦,4702,4057,hài,1
4705,蛹,4705,4058,yǒng,1
4713,咂,4713,4059,zā,1
4715,擤,4715,4060,xǐng,1
4716,篦,4716,4061,bì,1
4717,痂,4717,4062,jiā,1
4721,皑皑,4721,4063,ái ái,1
4738,啵,4738,4064,bo,1
4741,掸,4741,4065,dǎn,1
4741,掸,4741,4066,shàn,2
4747,闩,4747,4067,shuān,1
4769,麝,4769,4068,shè,1
4779,搡,4779,4069,sǎng,1
4781,踮,4781,4070,diǎn,1
4784,搽,4784,4071,chá,1
4801,怄,4801,4072,òu,1
4804,蔫,4804,4073,niān,1
4805,嘭,4805,4074,pēng,1
4823,擀,4823,4075,gǎn,1
4827,蛆,4827,4076,qū,1
4828,嘣,4828,4077,bēng,1
4832,螯,4832,4078,áo,1
4833,膈,4833,4079,gé,1
4833,膈,4833,4080,gè,2
4835,膘,4835,4081,biāo,1
4837,煨,4837,4082,wēi,1
4850,沏,4850,4083,qī,1
4851,仟,4851,4084,qiān,1
4852,噙,4852,4085,qín,1
4862,碴,4862,4086,chá,1
4862,碴,4862,4087,zhǎ,2
4872,噔,4872,4088,dēng,1
4880,剐,4880,4089,guǎ,1
4893,趸,4893,4090,dǔn,1
4912,碓,4912,4091,duì,1
4961,鸢,4961,4092,yuān,1
5001,咣,5001,4093,guāng,1
5003,哞,5003,4094,mōu,1
5027,薅,5027,4095,hāo,1
5032,摽,5032,4096,biào,1
5032,摽,5032,4097,biāo,2
5045,哐,5045,4098,kuāng,1
5053,馊,5053,4099,sōu,1
5057,獒,5057,4100,áo,1
5063,卅,5063,4101,sà,1
5065,犟,5065,4102,jiàng,1
5079,畦,5079,4103,qí,1
5081,鞣,5081,4104,róu,1
5085,偈,5085,4105,jì,1
5085,偈,5085,4106,jié,2
5129,氖,5129,4107,nǎi,1
5150,獾,5150,4108,huān,1
5153,荻,5153,4109,dí,1
5156,貉,5156,4110,hé,1
5156,貉,5156,4111,mò,2
5172,嗬,5172,4112,hē,1
5177,熘,5177,4113,liū,1
5188,膻,5188,4114,shān,1
5201,炝,5201,4115,qiàng,1
5219,啐,5219,4116,cuì,1
5281,嗵,5281,4117,tōng,1
