rank,sn,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
3769,1,羟,qiǎng,羟基,qiǎngjī,名,氢氧基,
3770,1,犊,dú,,,名,犊子,初生牛犊不怕虎
3772,1,啬,sè,,,形,小气；应当用的财物舍不得用,吝啬
3773,1,叱,chì,,,动,大声斥骂,怒叱｜叱责
3775,1,楠,nán,,,名,常绿乔木，叶子广披针形或倒卵形，开绿色小花，结蓝黑色浆果。木材坚固致密，有浓香，是建筑和制作器具的上等材料。通称楠木,
3777,1,茨,cí,,,动,用茅草或芦苇等盖房,
3777,2,茨,cí,,,名,茅草苫盖的屋顶,
3777,3,茨,cí,,,名,蒺藜,
3778,1,戛,jiá,,,动,〈文〉 敲打,戛玉敲金
3779,1,茯,fú,茯苓,fúlíng,名,真菌，一般寄生在松树根上，外形与甘薯相似，表面有深褐色皮壳，内部粉粒状。可以制作食品，也可以做药材,
3780,1,臆,yì,,,名,胸,胸臆
3780,2,臆,yì,,,形,主观的,臆断｜臆造｜臆见｜臆说
3781,1,蜥,xī,蜥蜴,xīyì,名,爬行动物，体表有角质鳞，多数有四肢，趾端有爪，尾细长，容易断，能再生。捕食昆虫和其他小动物。俗称四脚蛇,
3782,1,骋,chěng,,,动,纵马奔跑,驰骋
3782,2,骋,chěng,,,动,〈文〉尽量展开；放开,骋目｜骋望
3784,1,臃,yōng,臃肿,yōngzhǒng,形,身体因过胖或穿衣过多而显得特别肥大,
3784,2,臃,yōng,臃肿,yōngzhǒng,形,比喻机构过于庞大，运转不灵,机构臃肿，人浮于事。
3785,1,痿,wěi,,,动,中医指身体某些部分萎缩或丧失机能,痿痹｜下痿｜阳痿
3786,1,彦,yàn,,,名,〈文〉贤士；才德出众的人,硕彦名儒｜彦士｜俊彦
3786,2,彦,yàn,,,名,姓,
3787,1,偕,xié,,,副,〈文〉 一起；共同,二人偕行｜白头偕老
3788,1,邹,zōu,,,名,周朝诸侯国名，在今山东邹县一带,
3788,2,邹,zōu,,,名,姓,
3789,1,谒,yè,,,动,〈文〉 进见；拜见,谒见｜晋谒｜拜谒｜参谒
3790,1,讪,shàn,,,动,讥笑,讪笑｜讥讪
3790,2,讪,shàn,,,形,羞惭；难为情,讪讪地走开了
3791,1,倪,ní,,,名,开端，边际,端倪
3791,2,倪,ní,,,名,姓,
3792,1,渥,wò,,,动,〈文〉 浸润很多水分 渥 润 优厚；深重 优 渥 | 渥 恩,
3793,1,辊,gǔn,,,名,机器中可以滚动的圆柱形机件,辊轴｜轧辊
3794,1,蛰,zhé,,,动,蛰伏,惊蛰
3794,2,蛰,zhé,,,动,蛰居,久蛰乡间｜蛰处
3796,1,伫,zhù,,,动,〈文〉长时间站立,伫立｜伫听
3796,2,伫,zhù,,,名,姓,
3797,1,荸,bí,荸荠,bíqi,名,多年生草本植物，生在水田里。地下茎也叫荸荠，扁圆形，皮赤褐色，肉白色，可以吃,
3798,1,癞,là,,,,现在一般写作“瘌痢”,
3798,2,癞,làlì,,,,现在一般写作“瘌痢”,
3798,3,癞,lài,,,名,麻风,
3798,4,癞,lài,,,名,某些地区指黄癣,
3798,5,癞,lài,,,形,形容外表粗糙、凹凸不平，像生了黄癣的,癞瓜｜癞蛤蟆
3799,1,醚,mí,,,名,有机化合物的一类，由一个氧原子联结两个烃基而成，一般为液体。如甲醚、乙醚,
3800,1,濡,rú,,,动,〈文〉 沾湿；沾染,濡笔以待｜相濡以沫｜濡湿｜濡染
3801,1,怼,duì,,,动,〈文〉 怨恨,怨怼｜怼恨
3803,1,蓟,jì,,,名,多年生草本植物，开紫红色花，果实椭圆形。全草可以做药材。常见的有大蓟和小蓟,
3804,1,胭,yān,,,,见下。 胭红 胭脂 胭脂红,
3805,1,黛,dài,,,名,古代妇女用来画眉的青黑色颜料,粉黛｜眉黛
3805,2,黛,dài,,,形,形容颜色青黑,黛绿｜黛蓝｜黛紫
3805,3,黛,dài,,,名,姓,
3806,1,铉,xuàn,,,名,古代横贯鼎耳以抬起鼎的器具；也指提鼎两耳的金属钩,
3808,1,撅,juē,,,动,翘起,撅着尾巴
3808,2,撅,juē,,,动,折断,一根甘蔗撅成两截｜把尺子撅折（shé）了。
3808,3,撅,juē,,,动,使人感到为难,给我出这样的难题，不是成心撅人吗?
3809,1,舷,xián,,,名,船、飞机等两侧的边沿部分；也指其两侧,船舷｜舷窗
3810,1,镂,lòu,,,动,雕刻,镂刻｜镂花｜镂空
3811,1,獭,tǎ,,,名,水獭、海獭、旱獭的统称。通常指水獭,
3813,1,覃,qín,,,名,姓,
3813,2,覃,tán,,,形,〈文〉深,覃思
3813,3,覃,tán,,,名,姓,
3815,1,鹑,chún,,,名,鹌鹑,
3815,2,鹑,chún,,,名,〈文〉比喻破烂的衣服,悬鹑百结
3816,1,袤,mào,,,名,〈文〉 南北距离的长度；泛指长度,广袤千里
3817,1,酮,tóng,,,名,有机化合物，是一个羰基和两个烃基连接而成的化合物。许多酮具有工业价值，如丙酮是优良的溶剂,
3818,1,昵,nì,,,形,亲近；亲热,亲昵｜昵爱｜昵称
3819,1,懵,měng,懵懂,měngdǒng,形,糊涂；不明事理,懵懂少年
3820,1,汕,shàn,汕头,shàntóu,名,地名，在广东,
3821,1,陛,bì,,,名,〈文〉 台阶；特指帝王宫殿的台阶,陛下
3822,1,嶙,lín,嶙峋,línxún,形,形容山石峻峭、重叠的样子,
3822,2,嶙,lín,嶙峋,línxún,形,形容瘦削,瘦骨嶙峋
3823,1,酯,zhǐ,,,名,有机化合物的一类，由醇和含氧酸相互作用失去水后生成。碳数低的酯一般为液体，有香味，可用作溶剂或香料；碳数高的酯为蜡状固体或很稠的液体，是动植物油脂的主要部分,
3824,1,饷,xiǎng,,,名,古代指军粮；后多指军警、政府机关工作人员的薪俸,军饷｜饷银｜关饷｜发饷
3826,1,揖,yī,,,动,〈文〉两手抱拳，置于胸前，一种行礼方式,作揖｜开门揖盗
3826,2,揖,yī,,,名,姓,
3827,1,倩,qiàn,,,形,美好；俏丽,倩影｜倩装｜倩女
3827,2,倩,qiàn,,,动,〈文〉 请（人做事）,倩医诊治
3828,1,洱,ěr,,,名,洱海，湖名，在云南大理一带。形如耳朵，故称,
3829,1,铡,zhá,,,名,铡刀,虎头铡
3829,2,铡,zhá,,,动,用铡刀切,铡了一捆草
3830,1,掣,chè,,,动,拽（zhuài）；拉,掣肘｜牵掣
3830,2,掣,chè,,,动,抽取,把手掣回去｜掣签
3830,3,掣,chè,,,动,闪过,风驰电掣
3831,1,荨,qián,荨麻,qiánmá,名,多年生草本植物，叶呈卵形，有齿牙，叶和茎都生有细毛，皮肤接触时会引起刺痛。茎皮纤维也叫荨麻，可以做纺织原料或制麻绳,
3831,2,荨,xún,荨麻疹,xúnmázhěn,名,一种过敏性皮肤病，症状是皮肤上成片地红肿发痒，消退后常常复发,
3832,1,盅,zhōng,,,名,没有柄的小杯子,茶盅｜酒盅
3833,1,厄,è,,,形,困苦,困厄｜厄运
3833,2,厄,è,,,名,灾难,受厄｜遭厄
3833,3,厄,è,,,名,险要的境地,险厄｜阻厄
3834,1,亟,qì,,,副,〈文〉 表示动作行为的多次重复，相当于“屡次”,亟来请求｜亟经洽商
3835,1,暄,xuān,,,形,（阳光）温暖,寒暄
3835,2,暄,xuān,,,形,〈口〉 松软,面发得好，蒸出的馒头特别暄。
3836,1,徵,zhǐ,,,名,古代五音（宫、商、角、徵、羽）之一，相当于简谱的“5”,
3837,1,髦,máo,,,名,古代称儿童下垂在前额的短头发；借指儿童,髦稚（儿童）
3838,1,祯,zhēn,,,名,〈文〉 吉祥的征兆,祯祥
3839,1,榷,què,,,动,研究；商讨,商榷
3840,1,缥,piāo,缥缈,piāomiǎo,形,形容隐隐约约、似有似无的样子,虚无缥缈
3841,1,焯,chāo,,,动,烹调方法，把蔬菜等放进滚开的水中略微煮烫，随即取出,焯芹菜
3843,1,镁,měi,,,名,金属元素，符号 Mg。银白色，燃烧时发出极亮的白光。镁粉可制造焰火、照明弹等，铝镁合金可以制作航空器材,
3843,2,镁,měi,,,名,姓,
3845,1,幡,fān,,,名,一种狭长的、垂直悬挂的旗子,幡杆
3845,2,幡,fān,,,名,旧指引魂幡，出殡时孝子手持的狭长像幡的东西,打幡儿
3846,1,谑,xuè,,,动,〈文〉 开玩笑；嘲弄,谑而不虐（开玩笑而不使人难堪）｜戏谑｜谐谑
3848,1,楔,xiē,,,名,楔子①②,桌子腿松动了，得加个楔｜木楔
3848,2,楔,xiē,,,,揳 现在一般写作“揳”,
3849,1,邢,xíng,,,名,邢台 xíngtái 地名，在河北,
3849,2,邢,xíng,,,名,姓,
3853,1,晖,huī,,,名,阳光,落日的余晖｜朝（zhāo）晖｜斜晖｜春晖
3854,1,嘤,yīng,嘤嘤,yīngyīng,,模拟鸟叫声,
3854,2,嘤,yīng,嘤嘤,yīngyīng,,模拟低微的哭泣声,嘤嘤悲泣
3855,1,箴,zhēn,,,动,规劝；告诫,箴言｜箴诫
3855,2,箴,zhēn,,,名,古代一种以劝诫为主的文体,
3856,1,昙,tán,,,名,〈文〉 密布的云气,彩昙
3856,2,昙,tán,,,,音译用字，用于“昙花” “昙摩”（指佛法）等,
3857,1,铢,zhū,,,量,古代重量单位，1铢为1/24两,锱铢必较｜铢积寸累
3857,2,铢,zhū,,,量,泰国货币单位,
3858,1,辕,yuán,,,名,车前部驾牲畜的木杆。先秦时代是一根曲木，在车的中间；汉代以后多是两根直木，在车前两侧,驾辕｜辕马｜车辕｜辕门
3858,2,辕,yuán,,,名,古代指辕门；后也借指官署,行辕
3859,1,冽,liè,,,形,寒冷,凛冽
3862,1,溘,kè,,,副,〈文〉 表示发生得急速或突然,溘然长逝｜朝露溘至
3864,1,赊,shē,,,动,买卖货物时延期付款或收款,货款先赊着，月底还清｜赊欠｜赊购｜赊销
3866,1,诩,xǔ,,,动,〈文〉 说大话；夸耀,自诩
3867,1,耷,dā,,,名,〈文〉 大耳朵,
3868,1,罄,qìng,,,动,（器皿）空了；（东西）没有了,告罄｜罄尽
3868,2,罄,qìng,,,动,用尽；全部拿出,罄其所有
3869,1,缄,jiān,,,动,〈文〉 闭 缄 口 | 缄 默 特指为书信封口（常用在信封上寄信人姓名后） 张伟 缄 书信 ,
3871,1,窦,dòu,,,名,孔穴；洞,
3871,2,窦,dòu,,,名,人体某些器官类似孔穴的部分,
3871,3,窦,dòu,,,名,姓,
3872,1,霁,jì,,,动,〈文〉 雨或雪停止，天色放晴 雨 霁 | 雪 霁 怒气消除，表情变为和悦 霁 怒 | 色 霁 晴朗；明朗 霁 野 | 霁 月,
3873,1,梏,gù,,,名,古代套住罪犯两手的木制刑具，相当于现在的手铐,桎梏
3874,1,媛,yuàn,,,名,〈文〉 美女,名媛淑女
3875,1,砧,zhēn,,,名,切、捶、砸东西时垫在下面的东西,砧板
3876,1,桎,zhì,,,名,古代套住犯人两脚的刑具，相当于现在的脚镣,桎梏
3878,1,孪,luán,,,形,一胎双生的,孪生｜孪子
3879,1,臻,zhēn,,,动,达到,日臻完善
3879,2,臻,zhēn,,,名,姓,
3880,1,褴,lán,褴褛,lánlǚ,形,（衣服）破破烂烂,衣衫褴褛
3881,1,瀚,hàn,,,形,形容广大的样子,浩瀚
3882,1,菡,hàn,菡萏,hàndàn,,莲花,
3883,1,翡,fěi,,,,翠鸟科部分鸟的统称。嘴长而直，嘴和足趾都呈珊瑚红色，最常见的为蓝翡翠，羽毛亮蓝色和橙棕色,
3883,2,翡,fěi,,,,由硬玉的细针状微晶体紧密交织而成的一种玉。硬度高，半透明，有玻璃光泽。颜色多样，以鲜亮浓艳的翠绿色最为珍贵,
3883,3,翡,fěi,,,名,姓,
3884,1,蚱,zhà,蚱蜢,zhàměng,名,昆虫，样子像蝗虫，触角短，后翅大，后足长，善跳跃。常固定生活在一个地区，危害农作物,
3886,1,祉,zhǐ,,,名,〈文〉 福分,福祉
3888,1,栉,zhì,,,名,〈文〉 梳头用具 木 栉 | 鳞次 栉 比 梳头；梳理 栉 发 | 栉 风沐雨 ,
3889,1,掬,jū,,,动,〈文〉用双手捧,
3889,2,掬,jū,,,名,姓,
3890,1,婀,ē,婀娜,ēnuó,形,形容姿态轻柔美好,婀娜的舞姿｜柳枝婀娜
3891,1,牦,máo,牦牛,máoniú,名,牛的一种。体矮身健，全身有黑褐色、棕色或白色长毛。主要分布于青海、西藏等海拔3000米以上的高寒地区。常用来在高山峻岭间驮运东西，号称“高原之舟”。野牦牛属国家保护动物,
3892,1,饽,bō,饽饽,bōbo,名,糕点；点心,送来一盒饽饽
3893,1,恹,yān,恹恹,yānyān,形,形容病体衰弱无力或精神萎靡不振的样子,病恹恹的｜恹恹欲睡
3894,1,褓,bǎo,,,名,包裹婴儿的被子,襁褓
3895,1,伽,gā,,,,音译用字，见下,
3895,2,伽,jiā,,,,音译用字，用于“伽倻琴”（朝鲜族的一种弦乐器，近似古筝）、“伽利略”（意大利科学家）等,
3895,3,伽,qié,,,,音译用字，用于“伽蓝”（古代称佛寺）、“伽南香”（常绿乔木，即沉香）等,
3896,1,粳,jīng,,,名,粳稻,粳米
3897,1,麾,huī,,,名,古代用来指挥军队的旗帜,旌麾｜麾下
3897,2,麾,huī,,,动,〈文〉指挥（军队）,麾军南下
3899,1,侏,zhū,侏儒,zhūrú,名,发育畸形、异常矮小的人。多由脑垂体前叶功能低下所致,
3899,2,侏,zhū,侏儒,zhūrú,名,比喻在某方面有严重缺陷的人（含讥讽意）,不要做说话的巨人，行动的侏儒。
3900,1,濑,lài,,,名,〈文〉 （沙石上的）湍急的水流,
3901,1,黏,nián,,,形,形容能把一种东西粘（zhān）连在另一种东西上的性质,这胶水黏得很｜糨糊不黏｜黏液｜黏附｜黏性｜发黏
3902,1,砝,fǎ,砝码,fǎmǎ,名,在天平或磅秤上称量物品时用来衡定物重的标准的金属块或金属片,
3903,1,饯,jiàn,,,动,设酒食送行,饯行｜饯别
3903,2,饯,jiàn,,,动,用蜜或糖浸渍（果品）,蜜饯
3905,1,蒺,jí,蒺藜,jílí,名,一年生草本植物，茎平卧地上，果皮有尖刺。果实也叫蒺藜，可以做药材,
3905,2,蒺,jí,蒺藜,jílí,名,像蒺藜那样有刺的东西,铁蒺藜
3906,1,薏,yì,,,,见下。 薏米 薏苡,
3907,1,堑,qiàn,,,名,防御用的壕沟,
3908,1,栀,zhī,栀子,zhīzi,名,常绿灌木，开白色大花，有浓烈的香味。果实也叫栀子，赤黄色，可做黄色染料，也可以做药材。木材黄褐色，质密而坚实，可制作家具,
3909,1,咻,xiū,,,动,〈文〉 吵闹；乱说话,
3910,1,衲,nà,,,动,缝缀,百衲衣｜百衲本廿四史
3910,2,衲,nà,,,名,僧人穿的衣服。常用碎布缝缀而成，故称,破衲芒鞋
3910,3,衲,nà,,,名,借用为僧人的自称,老衲
3910,4,衲,nà,,,同,“纳2”。现在一般写作“纳”,
3911,1,煲,bāo,,,名,壁较为陡直呈圆筒状的锅,砂煲｜瓦煲｜电饭煲
3911,2,煲,bāo,,,动,把食物放在煲中用小火慢煮或熬,煲汤｜煲粥
3913,1,隼,sǔn,,,名,猛禽，上嘴钩曲，背青黑色，腹面黄白，上胸部有黑斑，尾羽灰色，尾尖白色。性凶猛，飞速很快，善袭击其他鸟类。种类很多，其中游隼、燕隼等属国家保护动物,
3914,1,龌,wò,龌龊,wòchuò,形,脏；不洁净,
3914,2,龌,wò,龌龊,wòchuò,形,比喻人品卑劣,龌龊小人｜思想龌龊
3916,1,瘴,zhàng,,,名,瘴气,峦烟瘴雨
3917,1,颐,yí,,,动,〈文〉 保养 颐 养 | 颐 神保年 面颊；腮 方额广 颐 | 解 颐 （面现笑容） ,
3918,1,囿,yòu,,,名,〈文〉 畜养动物的有围墙的园子 园 囿 | 囿 苑 局限；拘泥 囿 于一隅 | 囿 于成规,
3919,1,眩,xuàn,,,形,眼睛花；晕,头晕目眩｜眩晕
3919,2,眩,xuàn,,,动,〈文〉迷惑；惑乱,眩于虚名
3920,1,禧,xǐ,,,名,幸福；吉利,恭贺新禧｜年禧｜鸿禧
3921,1,攒,cuán,,,动,拼凑；聚集,大伙儿攒钱聚餐
3921,2,攒,zǎn,,,动,积累；储蓄,这笔钱我给你攒着｜积攒
3922,1,鬟,huán,,,名,古代妇女梳的环形发髻，多为青年女子的发式,云鬟｜双鬟
3923,1,潞,lù,,,名,潞江，水名，即云南的怒江,
3924,1,糅,róu,,,动,混杂；混合,杂糅｜糅合
3925,1,沅,yuán,,,名,沅江，水名。源于贵州，经湖南流入洞庭湖,
3926,1,楞,léng,,,名,棱（léng）②,瓦楞
3926,2,楞,léng,,,,音译用字，用于《楞严》《楞伽》（均为佛经名）、“色楞格”（蒙古国省名）等,
3928,1,妲,dá,,,,用于人名。妲己，商朝纣王的妃子,
3929,1,缨,yīng,,,名,古人系（jì）在颔下的帽带,缨索
3929,2,缨,yīng,,,名,〈文〉带子；绳子,长缨
3929,3,缨,yīng,,,名,用丝或毛等制作的穗状饰物,红缨枪｜缨帽
3929,4,缨,yīng,,,名,像穗状饰物的蔬菜叶子,萝卜缨儿
3930,1,楹,yíng,,,名,厅堂的前柱；泛指柱子,两楹｜楹联
3931,1,骁,xiāo,,,形,勇猛,骁勇善战｜骁健｜骁悍｜骁将
3933,1,翎,líng,,,名,鸟翅和鸟尾上长而硬的毛；泛指羽毛,雁翎｜翎毛
3933,2,翎,líng,,,名,翎子①,花翎
3934,1,牟,móu,,,动,谋取,牟利｜牟取
3934,2,牟,móu,,,名,姓,
3934,3,牟,mù,,,,用于地名。如：牟平，在山东；中牟，在河南,
3935,1,仄,zè,,,动,〈文〉倾斜,日仄而归
3935,2,仄,zè,,,名,指仄声,平仄相间
3935,3,仄,zè,,,形,〈文〉 狭窄 人多地 仄 | 逼 仄 （心）不安 愧 仄,
3936,1,旌,jīng,,,名,古代指一种旗帜，旗杆顶上有牦牛尾或五色羽毛作为装饰,
3936,2,旌,jīng,,,名,泛指旗帜,旌旗
3936,3,旌,jīng,,,动,表彰,旌表
3937,1,蹴,cù,,,动,踏；踩,一蹴而就
3937,2,蹴,cù,,,动,〈文〉踢,蹴鞠（鞠：古代一种革制的实心球）。
3938,1,镊,niè,,,名,镊子,
3938,2,镊,niè,,,动,用镊子拔出或夹取,镊猪毛
3939,1,桀,jié,,,形,凶暴；凶悍,桀骜不驯
3939,2,桀,jié,,,名,人名，夏朝最后一个君主，相传是个暴君,
3940,1,噼,pī,,,,见下。 噼里啪啦 噼啪,
3941,1,颧,quán,颧骨,quángǔ,名,眼睛下面两腮上面的骨头,
3942,1,涓,juān,,,名,〈文〉 细小的水流,涓滴｜涓埃
3943,1,蜉,fú,,,名,蜉蝣,
3944,1,鹫,jiù,,,名,〈文〉雕1 鸟，像鹰而较大，嘴呈钩状，视觉敏锐，善飞翔，性凶猛，捕食鸟兽。种类很多，常见的有秃鹫、兀鹫,
3946,1,裴,péi,,,名,姓,
3947,1,汀,tīng,,,名,〈文〉 水边的平地,汀洲｜沙汀｜绿汀
3948,1,琦,qí,,,名,〈文〉 美玉 美好 琦 辞 | 瑰意 琦 行,
3949,1,狙,jū,,,名,古书上指一种猴子,
3949,2,狙,jū,,,动,窥伺,狙击
3950,1,穹,qióng,,,形,〈文〉 穹隆① 穹 庐 天空 穹 苍 | 苍 穹 | 穹 天 ,
3951,1,圭,guī,,,名,古代帝王、诸侯在举行典礼时手执的玉器。长方形，尖顶,
3951,2,圭,guī,,,名,指圭表,圭臬
3952,1,饕,tāo,,,形,〈文〉 贪婪；贪食,老饕（贪食的人）｜饕餮
3953,1,曦,xī,,,名,〈文〉 日光,晨曦｜春曦
3954,1,皈,guī,皈依,guīyī,动,原指佛教的入教仪式，表示对佛、法、僧归顺依附；后泛指虔诚地信奉佛教或参加其他宗教,皈依佛门｜他最终皈依了天主教。
3955,1,镣,liào,,,名,套在脚腕上的刑具,脚镣｜镣铐
3957,1,攫,jué,,,动,〈文〉 抓取；夺取,攫为己有｜攫夺
3958,1,慑,shè,,,动,〈文〉 恐惧；使害怕；使屈服,震慑｜威慑｜慑服
3960,1,奕,yì,,,形,〈文〉盛大,
3960,2,奕,yì,,,名,姓,
3961,1,呦,you，又读yao,,,助,用法同“哟（yao）”,
3961,2,呦,yōu，又读yāo,,,叹,表示惊讶、惊恐,呦，饭糊了!｜呦!停电了!｜呦!那边有个人影。
3961,3,呦,yōu，又读yāo,,,叹,表示突然发现或想起,呦，我的书包丢了!｜呦!忘了带身份证了。
3962,1,黍,shǔ,,,名,黍子,黍稷
3963,1,璟,jǐng,,,名,〈文〉 玉的光彩,
3964,1,杵,chǔ,,,名,舂米、洗衣服等用的圆木棒，一头粗，一头细,杵臼｜木杵
3964,2,杵,chǔ,,,动,用杵捣,杵药
3964,3,杵,chǔ,,,动,泛指用长形东西捅或戳,用棍子杵一杵就结实了。
3965,1,眈,dān,眈眈,dāndān,形,眼睛注视的样子,虎视眈眈
3966,1,朔,shuò,,,名,农历每月初一，地球上看不到月光，这种月相叫朔,
3966,2,朔,shuò,,,名,〈文〉朔日,朔望
3966,3,朔,shuò,,,名,〈文〉北,朔风｜朔方
3967,1,舜,shùn,,,名,传说中的上古帝王名,
3968,1,埔,bù,,,名,大埔 dàbù 地名，在广东,
3968,2,埔,pǔ,,,,用于地名。如黄埔，在广东,
3970,1,翟,dí,,,名,〈文〉 长尾野鸡,
3970,2,翟,zhái,,,名,姓,
3972,1,睽,kuí,睽睽,kuíkuí,形,形容睁大眼睛注视的样子,众目睽睽
3972,2,睽,kuí,,,动,〈文〉 违背；不合,睽异（主张不合）。
3973,1,杞,qǐ,,,名,周朝诸侯国名，在今河南杞县,
3973,2,杞,qǐ,,,名,姓,
3975,1,烷,wán,,,名,有机化合物的一类，分子中只含碳—碳单键结构而具有饱和性。如甲烷、乙烷,
3976,1,醛,quán,,,名,含有醛基（羰基的一个化学键与氢相连而成的原子团）的有机化合物的统称，如甲醛、乙醛等,
3977,1,莓,méi,,,名,灌木或多年生草本植物，果实聚生在球形花托上。有的果实可以吃，有的还可以做药材。有山莓、草莓、蛇莓等种类,
3978,1,娴,xián,,,形,文静,娴雅｜娴静
3978,2,娴,xián,,,形,熟练,娴熟｜娴于辞令
3981,1,炳,bǐng,,,形,〈文〉 明亮；显著 炳 蔚（文采鲜明华美） | 彪 炳 照耀 日月 炳 天，江河行地,
3982,1,萼,è,,,名,花萼,
3983,1,茜,qiàn,,,名,茜草,
3983,2,茜,qiàn,,,形,〈文〉深红,茜纱帐
3984,1,黠,xiá,,,形,〈文〉 聪慧机敏 慧 黠 狡猾奸诈 狡 黠 | 黠 吏,
3985,1,艮,gèn,,,名,八卦之一，卦形为☶，代表山,
3987,1,刍,chú,,,动,〈文〉 割草 刍 荛（割草打柴） 牲畜吃的草 反 刍 | 刍 秣（草料） 谦词，用于称自己的（言论、见解等） 刍 议 姓 ,
3988,1,帧,zhēn,,,名,画幅,装帧
3988,2,帧,zhēn,,,量,用于字画和照片等，相当于“幅”,一帧山水画
3989,1,芸,yún,,,名,芸香,
3989,2,芸,yún,,,名,姓,
3990,1,毂,gǔ,,,名,〈文〉 车轮中心的部分，有圆孔，可以插入车轴并同辐条相连接,击毂摩肩
3990,2,毂,gū,,,,现在一般写作“轱辘”,
3990,3,毂,gūlu,,,,现在一般写作“轱辘”,
3991,1,浠,xī,,,名,浠水，水名，在湖北,
3991,2,浠,xī,,,名,姓,
3992,1,邸,dǐ,,,名,〈文〉高级官员的住宅,官邸｜私邸
3992,2,邸,dǐ,,,名,姓,
3993,1,茹,rú,,,动,吃；吞咽,含辛茹苦｜茹毛饮血
3993,2,茹,rú,,,名,姓,
3994,1,悻,xìng,,,形,〈文〉 恼怒；怨恨,悻然｜悻悻而去
3996,1,慵,yōng,,,形,〈文〉 疲倦；懒散,慵困｜慵惰
3997,1,汲,jí,,,动,从井里打水；泛指从下往上打水,汲水｜汲引
3997,2,汲,jí,,,名,姓,
3998,1,敕,chì,,,动,告诫；警告,申敕｜戒敕
3998,2,敕,chì,,,名,皇帝的命令或诏书,手敕｜奉敕｜诏敕
3999,1,虞,yú,,,名,传说中上古朝代名，舜所建,
3999,2,虞,yú,,,名,周朝诸侯国名，在今山西,
3999,3,虞,yú,,,名,姓,
3999,4,虞,yú,,,动,〈文〉 料想；猜度（duó） 不 虞 之誉 忧虑；担忧 不 虞 匮乏 欺诈 尔 虞 我诈,
4000,1,绯,fēi,,,形,大红,绯红
4001,1,颔,hàn,,,名,下巴,
4001,2,颔,hàn,,,动,点（头）,颔首
4002,1,圳,zhèn,,,名,田间水沟（多用于地名）,深圳｜圳口（均在广东）。
4004,1,芎,xiōng,芎,xiōngqióng,名,川芎,
4005,1,阮,ruǎn,,,名,姓,
4005,2,阮,ruǎn,,,名,阮咸的简称,大阮｜中阮
4006,1,镳,biāo,,,名,〈文〉马嚼子两头露出马嘴的部分,分道扬镳
4006,2,镳,biāo,,,,镖 现在一般写作“镖”,
4007,1,撸,lū,,,动,捋（luō）,撸榆钱儿｜撸起袖子
4007,2,撸,lū,,,动,撤去（职务）,他的小组长职务被撸了。
4007,3,撸,lū,,,动,训斥,叫爷爷撸了一顿
4008,1,碣,jié,,,名,〈文〉 圆顶的石碑,断碣残碑｜墓碣
4009,1,轱,gū,轱辘,gūlu,,车轮,
4009,2,轱,gū,轱辘,gūlu,动,滚动,一块石头从山上轱辘下去了。
4010,1,犄,jī,,,,见下。 犄角 犄角 犄角旮旯儿,
4011,1,腌,ā,腌臜,āza,形,肮脏；不干净,
4011,2,腌,ā,腌臜,āza,形,不顺心；不舒畅,
4011,3,腌,ā,腌臜,āza,动,使难堪,关键时他总腌臜我，让我下不来台。
4012,1,阑,lán,,,名,〈文〉 栅栏；栏杆 门 阑 | 凭 阑 将尽 岁 阑 | 更深夜 阑 擅自（出入） 阑 入 ,
4013,1,鳅,qiū,,,名,鱼，体长而侧扁，口小，鳞细小或退化，侧线不完全或消失。种类很多，常见的有花鳅、泥鳅,
4014,1,纶,guān,纶巾,guānjīn,名,古代男子戴的配有青丝带的头巾,羽扇纶巾
4014,2,纶,lún,,,名,〈文〉青色的丝带,
4014,3,纶,lún,,,名,〈文〉钓鱼用的丝线,
4014,4,纶,lún,,,名,指某些合成纤维,丙纶｜锦纶
4015,1,蹑,niè,,,动,〈文〉踩；登,蹑足｜蹑上高位
4015,2,蹑,niè,,,动,〈文〉追随；追踪,蹑踪
4015,3,蹑,niè,,,动,放轻脚步，使不出声,蹑着脚上楼｜蹑手蹑脚
4016,1,氤,yīn,氤氲,yīnyūn,,形容烟云弥漫的样子,云烟氤氲
4017,1,矶,jī,,,名,露出水面的大块岩石或石滩（多用于地名）,钓矶（钓鱼时坐的岩石）｜赤壁矶（在湖北）。
4018,1,梵,fàn,,,名,有关古代印度的,梵文｜梵历
4018,2,梵,fàn,,,名,有关佛教的（佛经原用梵文写成，所以凡与佛教有关的事物都称梵）,梵宫｜梵钟
4019,1,镉,gé,,,名,金属元素，符号 Cd。银白色，富延展性。用于制造光电管和核反应堆中的中子吸收棒等,
4020,1,滓,zǐ,,,名,沉淀的杂质,渣滓｜沉滓
4021,1,垭,yā,,,名,两山之间的狭窄地带（多用于地名）,黄桷垭（在重庆）｜马头垭（在湖北）。
4022,1,枳,zhǐ,,,名,落叶灌木或小乔木，茎上有刺，果实小球形，味酸。未成熟和成熟的果实都可做药材，分别称枳实和枳壳,
4024,1,冕,miǎn,,,名,古代帝王、诸侯、卿、大夫举行朝仪或祭礼时所戴的礼帽；特指皇帝在某些隆重场合所戴的礼帽,
4025,1,渍,zì,,,动,浸泡；沤,汗水渍黄了内衣｜渍麻｜浸渍
4025,2,渍,zì,,,动,（物体上）积存着脏东西,车轴上渍了很多油泥｜茶壶里渍上一层茶锈。
