rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
80001,1,训读,xùndú,,,动,日文借用汉字书写日语原有的词，用日语读汉字。训读只借汉字的形和义，不读汉字的音,
80002,1,吐穗,tǔsuì,,,动,稻、麦、高粱等禾本科植物长出穗,吐穗扬花
80003,1,蒜黄,suànhuáng,,,名,黄色蒜叶。大蒜在不受阳光照射并在适当的温度、湿度下培育成的蔬菜,
80007,1,萼片,èpiàn,,,名,组成花萼的叶状薄片,
80011,1,乞援,qǐyuán,,,动,乞求支援,向亲友乞援
80014,1,邮售,yóushòu,,,动,通过邮递方式销售（物品）,
80016,1,铸字,zhùzì,,,动,指旧时浇铸铅字,
80018,1,虎劲,hǔjìn,,,名,像老虎那样勇猛无畏的劲头,
80020,1,剂子,jìzi,,,名,做馒头、饺子等面食时，把大面团揉成长条后再分成的均匀小块,馒头剂子
80021,1,湖绉,húzhòu,,,名,浙江湖州出产的一种有皱纹的丝织品,
80023,1,发哑,fāyǎ,,,动,嗓音变得沙哑,感冒挺重，说话声音都发哑了。
80025,1,联奏,liánzòu,,,动,把一组乐曲串联起来，由若干不同的乐器轮流演奏或同一团队依次演奏,
80029,1,胡缠,húchán,,,动,无理纠缠,一味胡缠，不讲理。
80031,1,番瓜,fānguā,,,名,某些地区指南瓜,
80032,1,厮熟,sīshú,,,形,彼此很熟悉,混得厮熟
80034,1,巡哨,xúnshào,,,动,巡逻侦察,今晚二班巡哨
80035,1,宣旨,xuānzhǐ,,,动,封建时代指宣布帝王的命令,
80036,1,搭脉,dāmài,,,动,诊脉,
80038,1,晚境,wǎnjìng,,,名,晚年的境况,
80041,1,私第,sīdì,,,名,私邸；私宅,
80042,1,奋击,fènjī,,,动,奋力攻击；奋力搏击,群起奋击
80043,1,烤电,kǎodiàn,,,动,利用高频电流使人体患病部位受热，从而达到治疗目的,
80044,1,应卯,yìngmǎo,,,动,旧时官府的官吏和差役在每天卯时（清晨5—7时）听候点名，被点到名的人应声，称为应卯。后借指按例到场敷衍一下,
80045,1,村塾,cūnshú,,,名,村学,
80046,1,粹美,cuìměi,,,形,纯洁善良；纯正美好,品学粹美
80046,2,粹美,cuìměi,,,形,精美,遣词造句，粹美精当。
80048,1,催奶,cuīnǎi,,,动,用药物或食品促使产妇分泌较多的乳汁,喝鲫鱼汤催奶
80049,1,风害,fēnghài,,,名,风灾,
80051,1,风级,fēngjí,,,名,气象学上指风力大小的等级，从0到17共18级。12级以上的风陆上极其罕见,
80054,1,农械,nóngxiè,,,名,农用器械；特指喷粉、喷雾等使用的器具,
80055,1,枉驾,wǎngjià,,,动,敬词，用于称对方来访，表示委屈大驾,先生枉驾光临，深感荣幸。
80057,1,锋镝,fēngdí,,,名,刀刃和箭头（镝：箭头）。泛指兵器；也借指战争,藏锋镝于怀中｜使城池幸免锋镝
80060,1,水锈,shuǐxiù,,,名,水垢,
80060,2,水锈,shuǐxiù,,,名,器皿长期盛水留下的痕迹,
80063,1,相除,xiāngchú,,,动,两数用除法运算求其商,
80065,1,茨菰,cígū,,,,现在一般写作“慈姑”,
80066,1,拉后腿,lāhòutuǐ,,,,比喻利用亲情或密切的关系阻挠或牵制他人正当的行动,
80066,2,拉后腿,lāhòutuǐ,,,,比喻局部工作不力而影响全局工作的进展,
80068,1,猛不丁,měngbudīng,,,副,忽然,猛不丁从草丛里蹿出一只兔子。
80069,1,夫役,fūyì,,,名,旧时指服劳役或做杂务的人,
80070,1,月台票,yuètáipiào,,,名,站台票,
80071,1,糠秕,kāngbǐ,,,名,秕糠,
80072,1,水碱,shuǐjiǎn,,,名,水垢,
80073,1,卜课,bǔkè,,,动,占卜方法，多通过摇铜钱看正反面或掐手指算干支来预测吉凶,
80074,1,围击,wéijī,,,动,围攻,
80077,1,丧假,sāngjià,,,名,按照规定给予居丧的人的假期,
80078,1,原生林,yuánshēnglín,,,名,从未遭受人为破坏和经营活动影响的天然森林,
80080,1,申饬,shēnchì,,,动,〈文〉告诫,申饬全军将士
80081,1,小叶杨,xiǎoyèyáng,,,名,落叶乔木，叶子比毛白杨小，呈倒卵形或椭圆形。木材质地软，可供造纸、建筑、制造火柴等用,
80084,1,不动窝,bùdòngwō,,,,不离开原来的地方,要多出去转转，不能总是不动窝。
80084,2,不动窝,bùdòngwō,,,,不付诸行动,任务这么紧，你怎么就是不动窝呢?
80086,1,伏休,fúxiū,,,动,为保护渔业资源，每年三伏季节禁止在河水和近海捕捞,
80087,1,半流质,bànliúzhì,,,名,形态介于固体与液体之间的物质。如泥浆、生蛋清等,
80087,2,半流质,bànliúzhì,,,名,介于软饭和流质之间的食物。如肉松粥、汤面、馄饨、菜泥等,
80089,1,跑腿儿,pǎotuǐr,,,动,在人手下奔走忙碌做杂事,
