rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
30001,1,蔗糖,zhètáng,,,名,有机化合物，白色结晶，有甜味。甘蔗和甜菜里含有丰富的蔗糖,
30001,2,蔗糖,zhètáng,,,名,特指用甘蔗汁熬成的糖,
30002,1,缺血,quēxiě,,,动,医学上指供血不足,脑部缺血
30004,1,圆锥,yuánzhuī,,,名,直角三角形以其任意一条直角边为轴，旋转一周所形成的立体,圆锥体
30006,1,弧线,húxiàn,,,名,【弧】圆周或曲线（如抛物线）上的任意一段,球在空中划了一道弧线。
30007,1,铜锣,tóngluó,,,名,铜制盘状打击乐器。中心有脐，锣边有二孔，系绳提着击打,
30008,1,胡扯,húchě,,,动,随意瞎说,
30009,1,水雷,shuǐléi,,,名,布设在水中的一种爆炸武器，用来封锁港口、航道或炸毁舰艇,
30010,1,预知,yùzhī,,,动,事先知道,通过精密计算，能预知一千年内日食、月食的准确时刻。
30011,1,蚕豆,cándòu,,,名,一年或二年生草本植物，茎方形中空，花白色或淡紫色，有紫斑，结大而肥厚的蚕形荚果。种子也叫蚕豆，椭圆扁平，可以食用,
30012,1,肚脐,dùqí,,,名,腹部中间脐带脱落后形成的瘢痕,
30014,1,遗志,yízhì,,,名,死者生前留下的志愿,继承先烈遗志
30015,1,解渴,jiěkě,,,动,消除口渴的感觉；比喻满足要求、解决问题,喝茶比喝汽水解渴｜专家深入浅出的报告真解渴。
30016,1,换位,huànwèi,,,动,交换位置；更换角度,角色换位
30017,1,兆头,zhàotou,,,名,【预兆】事前显示出的某种迹象,初冬这场普降的大雪的确是个好兆头｜这可不是好兆头
30018,1,班轮,bānlún,,,名,按固定航线定时航行的轮船,
30019,1,大管,dàguǎn,,,名,木管低音乐器，音色丰满有力,
30020,1,纹理,wénlǐ,,,名,物体上的线条状纹路,劈柴看纹理，讲话凭道理。
30021,1,阴虚,yīnxū,,,名,中医指精血或津液亏损的病症。症状是午后潮热、盗汗、颧红、消瘦等,
30023,1,散热,sànrè,,,动,散发热量,保温杯散热慢些｜散热器
30024,1,抒写,shūxiě,,,动,抒发描写,抒写历史新篇章
30025,1,洋务,yángwù,,,名,清末指与外国有关的事务；也指学习和仿效外国有关的事务,办洋务｜洋务学堂｜洋务运动
30026,1,住家,zhùjiā,,,名,居民家庭,大院里有六七户住家。
30026,2,住家,zhùjiā,,,动,家住（某处）,他在城里住家
30027,1,夸赞,kuāzàn,,,动,夸奖；称赞,
30028,1,法警,fǎjǐng,,,名,司法警察，即在法院和检察院中执行任务的警察。其任务有警卫法庭、维持法庭秩序、押解犯人或犯罪嫌疑人出庭受审、执行法院判决等,
30029,1,驰电,chídiàn,,,动,指火速发出电报,世界各国向受灾国驰电慰问。
30030,1,鲜亮,xiānliang,,,形,鲜艳明亮；鲜艳漂亮,鲜亮的红色｜小姑娘打扮得挺鲜亮。
30032,1,冬至,dōngzhì,,,名,二十四节气之一，在公历每年12月22日前后。这一天北半球白天最短，夜晚最长。南半球则相反,
30033,1,上情,shàngqíng,,,名,领导层的情况和意图,不了解上情｜上情下达
30034,1,情缘,qíngyuán,,,名,情爱的缘分,情缘难续
30035,1,预科,yùkē,,,名,为高等学校培养合格新生而设置的机构,他当时正在读预科｜预科生
30036,1,英灵,yīnglíng,,,名,杰出的人死后的灵魂，用作对死者的敬称,告慰英灵｜愧对先烈在天的英灵。
30037,1,心血来潮,xīnxuè-láicháo,,,形,形容心里一时冲动，突然产生某种念头,
30040,1,雅俗共赏,yǎsú-gòngshǎng,,,,各种文化层次的人都能欣赏,
