rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
90026,1,投畀豺虎,tóubì-cháihǔ,,,,《诗经·小雅·巷伯》：“取彼谮人，投畀豺虎。”（畀：给予）意思是把那些进谗言的人都扔给豺狼老虎吃掉。后用“投畀豺虎”表示对坏人无比愤恨,
90044,1,跳皮筋儿,tiàopíjīnr,,,,儿童游戏，两人分执皮筋两端，其他人利用皮筋的弹性来回踩跳皮筋儿,
90053,1,紧衣缩食,jǐnyī-suōshí,,,,节衣缩食,
90124,1,半半拉拉,bànban-lālā,,,形,动作或事情没有全部做完或事物不完整的样子,房子才盖了个半半拉拉，钱就花完了｜刚听个半半拉拉，他就不讲了。
90217,1,吃开口饭,chīkāikǒufàn,,,,旧时指以表演戏曲、曲艺等为谋生手段,
90225,1,外面儿光,wàimiànrguāng,,,形,形容仅仅是外观体面，并不实在,不搞那些外面儿光的“形象工程”。
90279,1,炉箅子,lúbìzi,,,名,炉膛下面用来承放燃料及通气漏灰的铁屉子,
90283,1,放暗箭,fàng'ànjiàn,,,,比喻暗中造谣中伤,当面奉承，背后却放暗箭。
90336,1,霉天,méitiān,,,名,下霉雨的天气,
90360,1,冰碴儿,bīngchár,,,名,刚刚凝结的薄而细碎的冰块,昨晚大风降温，今天早晨就见冰碴儿了。
90360,2,冰碴儿,bīngchár,,,名,碎冰块,
90362,1,脖领儿,bólǐngr,,,名,领子,
90381,1,细溜溜,xìliūliū,,,形,形容细而长,她的身材细溜溜的。
90392,1,看头儿,kàntour,,,名,值得一看的价值（跟“有”或“没有”搭配）,这出戏很有看头儿。
90401,1,豆花儿,dòuhuār,,,名,某些地区指在煮开的豆浆中加入适量盐卤而凝结成的半固体，比豆腐脑儿略老一些。,
90413,1,走调儿,zǒudiàor,,,动,唱歌、唱戏、演奏偏离规定的曲调,
90421,1,金闪闪,jīnshǎnshǎn,,,形,形容金光闪耀的样子,金闪闪的勋章
90435,1,光板儿,guāngbǎnr,,,名,没有吊上面子和里子的皮筒子,光板儿皮袄
90435,2,光板儿,guāngbǎnr,,,名,指磨掉了毛的皮制衣物,这条皮褥已经磨成光板儿了。
90447,1,晕针,yùnzhēn,,,动,打针或针灸时，病人出现面色苍白、心慌、多汗、头晕目眩、恶心呕吐等现象,
90452,1,晕血,yùnxuè,,,动,看见出血就头晕、心悸,她晕血，不能在外科工作。
90514,1,垂问,chuíwèn,,,动,敬词，用于称长辈或上级对自己询问,如有垂问，必及时回禀。
90533,1,磨叨,mòdao,,,动,来来回回地说；翻来覆去地说,他磨叨半天，我都听烦了。
90535,1,盘账,pánzhàng,,,动,清点、核对账目,
90536,1,垂念,chuíniàn,,,动,敬词，用于称长辈或上级对自己关怀惦念,多蒙垂念，不胜感激。
90635,1,坐赃,zuòzāng,,,动,犯贪污罪；被判贪污罪,坐赃致罪
90692,1,备悉,bèixī,,,动,完全知道,来意备悉
90711,1,香肚,xiāngdǔ,,,名,在经过处理的猪膀胱里，装上碎肉和作料，经风干或熏烘而成的食品,
90715,1,闪道,shǎndào,,,动,闪开道路,车来了，快闪道
90768,1,黏米,niánmǐ,,,名,指具有黏性的黄米、江米等。有的地方专指黄米,
90805,1,荒古,huānggǔ,,,名,指人类尚未开化的远古时代,没有历史记载的荒古年代。
90806,1,兵械,bīngxiè,,,名,军械；兵器,
90859,1,柔姿纱,róuzīshā,,,名,一种质地轻软、适宜作夏季衣料的合成纤维纺织品,
90870,1,窝里横,wōlihèng,,,,只会在单位或家庭内部蛮横、发威，在外面却软弱无能,
90898,1,迂论,yūlùn,,,名,陈旧迂腐的言论,
91049,1,混合面儿,hùnhémiànr,,,名,用玉米心、豆饼、糠秕等混合磨成的粉（抗日战争时期北方沦陷区的百姓曾以此为主粮）,
91085,1,兴头儿上,xìngtóurshang,,,名,兴趣正浓的时候,玩得正在兴头儿上。
91104,1,前后脚儿,qián-hòujiǎor,,,副,表示两个或几个人来到或离去的时间很接近；表示两件或几件事情时间相隔不长地相继发生,他俩前后脚儿进来｜前后脚儿上演了几出新戏
